task,dataset,n_outer_subjects,LiteBN_BA,selected_model,selected_BA,delta_pp,LiteBN_macro_F1,selected_macro_F1,LiteBN_accuracy,selected_accuracy,positive_folds,harmed_folds,n_subjects,bootstrap_seed,resamples,mean_delta_pp,ci_low_pp,ci_high_pp,positive_subjects,harmed_subjects,tied_subjects
OpenBMI_MI,OpenBMI,40,0.7847500000000001,LiteBN_X,0.793,0.8250000000000022,0.7799901074031147,0.786654219935507,0.7847500000000001,0.7929999999999999,3,2,40,0,10000,0.8250000000000022,-0.8749999999999977,2.5500000000000016,20,19,1
OpenBMI_ERP,OpenBMI,40,0.8325530303030304,LiteBN_X,0.8349848484848487,0.24318181818181853,0.7849007785444034,0.7965488342503371,0.8631439393939395,0.8767929292929294,3,2,40,0,10000,0.24318181818181853,-0.5947159090909103,1.1038068181818188,22,18,0
OpenBMI_SSVEP,OpenBMI,40,0.892,LiteBN_X,0.91325,2.1250000000000004,0.8880354422696188,0.911243305678784,0.892,0.91325,5,0,40,0,10000,2.1250000000000004,0.17500000000000102,4.225,22,6,12
WBCIC_MI,WBCIC,31,0.7902743157380253,LiteBN_X,0.7836697621375041,-0.6604553600521331,0.7858045250055988,0.7802985264238465,0.7902646815550042,0.7836600496277915,2,3,31,0,10000,-0.6604553600521331,-2.225806451612902,0.9354838709677434,12,17,2
