task,dataset,fold,subject_id,method,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256
OpenBMI_MI,OpenBMI,0,6,LiteBN_X,0.94,0.9397832195905259,0.94,100,873da01bd0c645448a22a5fa86b02461191f6a64ebeef75da29153a9c61b1f02,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81
OpenBMI_MI,OpenBMI,1,14,LiteBN_BASELINE,0.61,0.6096486838154338,0.61,100,48b6fd0269c1110c2df7cac80f1f04eab4df5758ac12f6084765fb6fbdb0d573,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,14,LiteBN_X,0.78,0.779205138498595,0.78,100,3496216902f54b4337a77973bbe697456d86cddd67bb913b6e5a90224ec866cb,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,2,LiteBN_BASELINE,0.77,0.769792813532179,0.77,100,48b6fd0269c1110c2df7cac80f1f04eab4df5758ac12f6084765fb6fbdb0d573,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,2,LiteBN_X,0.8,0.8,0.8,100,3496216902f54b4337a77973bbe697456d86cddd67bb913b6e5a90224ec866cb,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,26,LiteBN_BASELINE,0.84,0.8383838383838383,0.84,100,48b6fd0269c1110c2df7cac80f1f04eab4df5758ac12f6084765fb6fbdb0d573,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,26,LiteBN_X,0.88,0.8798076923076923,0.88,100,3496216902f54b4337a77973bbe697456d86cddd67bb913b6e5a90224ec866cb,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,28,LiteBN_BASELINE,0.94,0.9399038461538461,0.94,100,48b6fd0269c1110c2df7cac80f1f04eab4df5758ac12f6084765fb6fbdb0d573,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,28,LiteBN_X,0.9299999999999999,0.9296553110240177,0.93,100,3496216902f54b4337a77973bbe697456d86cddd67bb913b6e5a90224ec866cb,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,31,LiteBN_BASELINE,0.8200000000000001,0.8164014687882497,0.82,100,48b6fd0269c1110c2df7cac80f1f04eab4df5758ac12f6084765fb6fbdb0d573,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,31,LiteBN_X,0.88,0.88,0.88,100,3496216902f54b4337a77973bbe697456d86cddd67bb913b6e5a90224ec866cb,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,35,LiteBN_BASELINE,0.8,0.7933030177759405,0.8,100,48b6fd0269c1110c2df7cac80f1f04eab4df5758ac12f6084765fb6fbdb0d573,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,35,LiteBN_X,0.8200000000000001,0.8139727159983464,0.82,100,3496216902f54b4337a77973bbe697456d86cddd67bb913b6e5a90224ec866cb,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,40,LiteBN_BASELINE,0.75,0.7384663667747673,0.75,100,48b6fd0269c1110c2df7cac80f1f04eab4df5758ac12f6084765fb6fbdb0d573,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,40,LiteBN_X,0.7,0.6744791666666667,0.7,100,3496216902f54b4337a77973bbe697456d86cddd67bb913b6e5a90224ec866cb,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,43,LiteBN_BASELINE,0.9199999999999999,0.9199679871948779,0.92,100,48b6fd0269c1110c2df7cac80f1f04eab4df5758ac12f6084765fb6fbdb0d573,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,1,43,LiteBN_X,0.87,0.8677652324280338,0.87,100,3496216902f54b4337a77973bbe697456d86cddd67bb913b6e5a90224ec866cb,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944
OpenBMI_MI,OpenBMI,2,1,LiteBN_BASELINE,0.69,0.6756982948007113,0.69,100,c0dd602678b8f5dcf1dba8f1f11bca201db5daf49e6eef39a99417fcb672e711,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,1,LiteBN_X,0.69,0.6615351020853806,0.69,100,73a2a61f7d62e09a991554bce21397c457dac8e9cea565ef811067acb58876fd,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,11,LiteBN_BASELINE,0.77,0.7688674505074866,0.77,100,c0dd602678b8f5dcf1dba8f1f11bca201db5daf49e6eef39a99417fcb672e711,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,11,LiteBN_X,0.7,0.6989160979526294,0.7,100,73a2a61f7d62e09a991554bce21397c457dac8e9cea565ef811067acb58876fd,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,23,LiteBN_BASELINE,0.75,0.7442455242966752,0.75,100,c0dd602678b8f5dcf1dba8f1f11bca201db5daf49e6eef39a99417fcb672e711,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,23,LiteBN_X,0.71,0.69662098545873,0.71,100,73a2a61f7d62e09a991554bce21397c457dac8e9cea565ef811067acb58876fd,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,30,LiteBN_BASELINE,0.69,0.6756982948007113,0.69,100,c0dd602678b8f5dcf1dba8f1f11bca201db5daf49e6eef39a99417fcb672e711,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,30,LiteBN_X,0.79,0.7889659330720531,0.79,100,73a2a61f7d62e09a991554bce21397c457dac8e9cea565ef811067acb58876fd,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,48,LiteBN_BASELINE,0.64,0.6347402597402598,0.64,100,c0dd602678b8f5dcf1dba8f1f11bca201db5daf49e6eef39a99417fcb672e711,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,48,LiteBN_X,0.67,0.6643271284711627,0.67,100,73a2a61f7d62e09a991554bce21397c457dac8e9cea565ef811067acb58876fd,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,50,LiteBN_BASELINE,0.65,0.6419437340153453,0.65,100,c0dd602678b8f5dcf1dba8f1f11bca201db5daf49e6eef39a99417fcb672e711,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,50,LiteBN_X,0.58,0.5738636363636364,0.58,100,73a2a61f7d62e09a991554bce21397c457dac8e9cea565ef811067acb58876fd,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,52,LiteBN_BASELINE,0.81,0.8084484323016433,0.81,100,c0dd602678b8f5dcf1dba8f1f11bca201db5daf49e6eef39a99417fcb672e711,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,52,LiteBN_X,0.8300000000000001,0.8291628982011858,0.83,100,73a2a61f7d62e09a991554bce21397c457dac8e9cea565ef811067acb58876fd,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,8,LiteBN_BASELINE,0.8400000000000001,0.839421918908069,0.84,100,c0dd602678b8f5dcf1dba8f1f11bca201db5daf49e6eef39a99417fcb672e711,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,2,8,LiteBN_X,0.86,0.8572011423908609,0.86,100,73a2a61f7d62e09a991554bce21397c457dac8e9cea565ef811067acb58876fd,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI,OpenBMI,3,10,LiteBN_BASELINE,0.76,0.7599039615846338,0.76,100,4d32fccecc3caddd41ea6ec0e8f41b34bda9853dbf26eef72c5d4a57fbb97d57,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,10,LiteBN_X,0.73,0.721964782205746,0.73,100,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,16,LiteBN_BASELINE,0.89,0.8899889988998899,0.89,100,4d32fccecc3caddd41ea6ec0e8f41b34bda9853dbf26eef72c5d4a57fbb97d57,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,16,LiteBN_X,0.95,0.9499949994999499,0.95,100,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,19,LiteBN_BASELINE,0.79,0.78997899789979,0.79,100,4d32fccecc3caddd41ea6ec0e8f41b34bda9853dbf26eef72c5d4a57fbb97d57,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,19,LiteBN_X,0.72,0.7083333333333334,0.72,100,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,22,LiteBN_BASELINE,0.6699999999999999,0.6683750376846548,0.67,100,4d32fccecc3caddd41ea6ec0e8f41b34bda9853dbf26eef72c5d4a57fbb97d57,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,22,LiteBN_X,0.72,0.719551282051282,0.72,100,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,27,LiteBN_BASELINE,0.9299999999999999,0.9299929992999301,0.93,100,4d32fccecc3caddd41ea6ec0e8f41b34bda9853dbf26eef72c5d4a57fbb97d57,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,27,LiteBN_X,0.87,0.8696741854636592,0.87,100,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,34,LiteBN_BASELINE,0.63,0.6161427533976553,0.63,100,4d32fccecc3caddd41ea6ec0e8f41b34bda9853dbf26eef72c5d4a57fbb97d57,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,34,LiteBN_X,0.62,0.5634191176470589,0.62,100,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,45,LiteBN_BASELINE,0.79,0.7889659330720531,0.79,100,4d32fccecc3caddd41ea6ec0e8f41b34bda9853dbf26eef72c5d4a57fbb97d57,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,45,LiteBN_X,0.74,0.7395833333333333,0.74,100,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,49,LiteBN_BASELINE,0.87,0.8684077335762729,0.87,100,4d32fccecc3caddd41ea6ec0e8f41b34bda9853dbf26eef72c5d4a57fbb97d57,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,3,49,LiteBN_X,0.8,0.7947454844006567,0.8,100,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5
OpenBMI_MI,OpenBMI,4,20,LiteBN_BASELINE,0.8999999999999999,0.8998397435897436,0.9,100,2765697ee183b0f29ecdfaf343a7c16ba0b05781f9afa0bddd822707cc8e9501,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,20,LiteBN_X,0.89,0.8891017239641092,0.89,100,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,21,LiteBN_BASELINE,0.9,0.898989898989899,0.9,100,2765697ee183b0f29ecdfaf343a7c16ba0b05781f9afa0bddd822707cc8e9501,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,21,LiteBN_X,0.97,0.9699729756781104,0.97,100,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,41,LiteBN_BASELINE,0.79,0.7889659330720531,0.79,100,2765697ee183b0f29ecdfaf343a7c16ba0b05781f9afa0bddd822707cc8e9501,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,41,LiteBN_X,0.76,0.7591328783621036,0.76,100,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,44,LiteBN_BASELINE,0.87,0.8689384010484928,0.87,100,2765697ee183b0f29ecdfaf343a7c16ba0b05781f9afa0bddd822707cc8e9501,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,44,LiteBN_X,0.8400000000000001,0.8357963875205254,0.84,100,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,46,LiteBN_BASELINE,0.6799999999999999,0.64349376114082,0.68,100,2765697ee183b0f29ecdfaf343a7c16ba0b05781f9afa0bddd822707cc8e9501,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,46,LiteBN_X,0.66,0.6212121212121212,0.66,100,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,53,LiteBN_BASELINE,0.7,0.6899545266639107,0.7,100,2765697ee183b0f29ecdfaf343a7c16ba0b05781f9afa0bddd822707cc8e9501,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,53,LiteBN_X,0.73,0.7175436761167486,0.73,100,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,7,LiteBN_BASELINE,0.6699999999999999,0.6601791782514674,0.67,100,2765697ee183b0f29ecdfaf343a7c16ba0b05781f9afa0bddd822707cc8e9501,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,7,LiteBN_X,0.77,0.7660461804495982,0.77,100,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,9,LiteBN_BASELINE,0.6699999999999999,0.6683750376846548,0.67,100,2765697ee183b0f29ecdfaf343a7c16ba0b05781f9afa0bddd822707cc8e9501,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_MI,OpenBMI,4,9,LiteBN_X,0.75,0.7457023700539112,0.75,100,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d
OpenBMI_SSVEP,OpenBMI,0,15,LiteBN_BASELINE,0.35,0.29097744360902256,0.35,100,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,15,LiteBN_X,0.56,0.5435995074035006,0.56,100,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,3,LiteBN_BASELINE,1.0,1.0,1.0,100,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,3,LiteBN_X,1.0,1.0,1.0,100,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,32,LiteBN_BASELINE,0.74,0.6974592074592075,0.74,100,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,32,LiteBN_X,0.82,0.8168677345115466,0.82,100,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,33,LiteBN_BASELINE,0.96,0.9604219938566443,0.96,100,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,33,LiteBN_X,0.99,0.9899959983993598,0.99,100,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,38,LiteBN_BASELINE,0.97,0.9699959983993598,0.97,100,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,38,LiteBN_X,0.98,0.9801805337519623,0.98,100,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,47,LiteBN_BASELINE,0.97,0.9703303491207804,0.97,100,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,47,LiteBN_X,0.97,0.969891609795263,0.97,100,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,5,LiteBN_BASELINE,0.81,0.8189110626932614,0.81,100,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,5,LiteBN_X,0.89,0.8900629184480116,0.89,100,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,6,LiteBN_BASELINE,0.99,0.9899959983993598,0.99,100,283f92682ba64027750b4bba54cc3d1ef9f195fd42af0d4b7caba5ded1733969,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,0,6,LiteBN_X,1.0,1.0,1.0,100,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
OpenBMI_SSVEP,OpenBMI,1,14,LiteBN_BASELINE,0.78,0.7792895622337516,0.78,100,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,14,LiteBN_X,0.81,0.8148946739808268,0.81,100,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,2,LiteBN_BASELINE,0.9299999999999999,0.9266328636666504,0.93,100,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,2,LiteBN_X,0.95,0.9502314814814815,0.95,100,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,26,LiteBN_BASELINE,0.99,0.9899959983993598,0.99,100,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,26,LiteBN_X,1.0,1.0,1.0,100,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,28,LiteBN_BASELINE,0.96,0.959891609795263,0.96,100,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,28,LiteBN_X,0.98,0.9799919967987194,0.98,100,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,31,LiteBN_BASELINE,1.0,1.0,1.0,100,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,31,LiteBN_X,1.0,1.0,1.0,100,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,35,LiteBN_BASELINE,0.64,0.6367717958079404,0.64,100,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,35,LiteBN_X,0.8800000000000001,0.8807238221339512,0.88,100,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,40,LiteBN_BASELINE,0.98,0.9799679487179488,0.98,100,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,40,LiteBN_X,0.81,0.8021108994036907,0.81,100,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,43,LiteBN_BASELINE,1.0,1.0,1.0,100,168d34ed280af84813fba0eefed15ac41a3eee915a0cb7114d9120756ac1cef5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,1,43,LiteBN_X,1.0,1.0,1.0,100,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b
OpenBMI_SSVEP,OpenBMI,2,1,LiteBN_BASELINE,0.8500000000000001,0.8484074643638729,0.85,100,88de7fee582ea2155568a9d368589dc08dd6f010117d6773209d47f292620f75,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686
OpenBMI_SSVEP,OpenBMI,2,1,LiteBN_X,0.8699999999999999,0.8710132936071193,0.87,100,cd4c6558007a51120036e3f15fc2ae0a62a05da60d5f2d5f69d0e0760867cce8,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686
OpenBMI_SSVEP,OpenBMI,2,11,LiteBN_BASELINE,1.0,1.0,1.0,100,88de7fee582ea2155568a9d368589dc08dd6f010117d6773209d47f292620f75,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686
OpenBMI_SSVEP,OpenBMI,2,11,LiteBN_X,1.0,1.0,1.0,100,cd4c6558007a51120036e3f15fc2ae0a62a05da60d5f2d5f69d0e0760867cce8,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686
