task,dataset,fold,seed,subject_id,method,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256,posthoc_exploratory
OpenBMI_SSVEP,OpenBMI,2,0,30,LiteBN_XS,0.88,0.8807500656943897,0.88,100,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,True
OpenBMI_SSVEP,OpenBMI,2,0,48,LiteBN_BASELINE,0.99,0.9899959983993597,0.99,100,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,True
OpenBMI_SSVEP,OpenBMI,2,0,48,LiteBN_XS,0.99,0.9899959983993597,0.99,100,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,True
OpenBMI_SSVEP,OpenBMI,2,0,50,LiteBN_BASELINE,0.95,0.9482673572573683,0.95,100,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,True
OpenBMI_SSVEP,OpenBMI,2,0,50,LiteBN_XS,0.95,0.9504315560216181,0.95,100,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,True
OpenBMI_SSVEP,OpenBMI,2,0,52,LiteBN_BASELINE,0.9299999999999999,0.926959668238738,0.93,100,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,True
OpenBMI_SSVEP,OpenBMI,2,0,52,LiteBN_XS,0.98,0.9801805337519625,0.98,100,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,True
OpenBMI_SSVEP,OpenBMI,2,0,8,LiteBN_BASELINE,0.89,0.8878861889583419,0.89,100,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,True
OpenBMI_SSVEP,OpenBMI,2,0,8,LiteBN_XS,0.9199999999999999,0.919663682166811,0.92,100,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,True
OpenBMI_SSVEP,OpenBMI,3,0,10,LiteBN_BASELINE,1.0,1.0,1.0,100,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,10,LiteBN_XS,1.0,1.0,1.0,100,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,16,LiteBN_BASELINE,1.0,1.0,1.0,100,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,16,LiteBN_XS,1.0,1.0,1.0,100,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,19,LiteBN_BASELINE,0.97,0.9699764521193093,0.97,100,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,19,LiteBN_XS,0.99,0.9899959983993597,0.99,100,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,22,LiteBN_BASELINE,0.77,0.7821139944136014,0.77,100,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,22,LiteBN_XS,0.7500000000000001,0.7549133933442445,0.75,100,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,27,LiteBN_BASELINE,1.0,1.0,1.0,100,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,27,LiteBN_XS,0.99,0.9899959983993598,0.99,100,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,34,LiteBN_BASELINE,0.83,0.8308844858844858,0.83,100,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,34,LiteBN_XS,0.7999999999999999,0.8005527210884353,0.8,100,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,45,LiteBN_BASELINE,0.87,0.8700503051294739,0.87,100,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,45,LiteBN_XS,0.99,0.9899959983993597,0.99,100,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,49,LiteBN_BASELINE,0.49,0.4557890893618978,0.49,100,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,3,0,49,LiteBN_XS,0.6000000000000001,0.5686498606757228,0.6,100,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,True
OpenBMI_SSVEP,OpenBMI,4,0,20,LiteBN_BASELINE,0.95,0.9495588235294117,0.95,100,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,20,LiteBN_XS,0.98,0.979779411764706,0.98,100,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,21,LiteBN_BASELINE,0.95,0.9504315560216181,0.95,100,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,21,LiteBN_XS,1.0,1.0,1.0,100,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,41,LiteBN_BASELINE,0.99,0.9899959983993598,0.99,100,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,41,LiteBN_XS,0.99,0.9899959983993597,0.99,100,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,44,LiteBN_BASELINE,1.0,1.0,1.0,100,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,44,LiteBN_XS,1.0,1.0,1.0,100,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,46,LiteBN_BASELINE,0.96,0.9599136824541137,0.96,100,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,46,LiteBN_XS,0.98,0.9799959983993598,0.98,100,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,53,LiteBN_BASELINE,1.0,1.0,1.0,100,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,53,LiteBN_XS,1.0,1.0,1.0,100,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,7,LiteBN_BASELINE,0.99,0.9899959983993597,0.99,100,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,7,LiteBN_XS,1.0,1.0,1.0,100,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,9,LiteBN_BASELINE,0.98,0.9797794117647058,0.98,100,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
OpenBMI_SSVEP,OpenBMI,4,0,9,LiteBN_XS,0.96,0.9601262674881273,0.96,100,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,True
