task,dataset,fold,epoch,admission_scale,training_loss,inner_val_BA,inner_val_macro_F1,inner_val_accuracy,selected,eligible_for_selection,bad_epochs,patience,lambda_channel,mean_abs_residual,rms_residual,stopped_early
OpenBMI_ERP,OpenBMI,0,1,0.0,0.54154364218623,0.8026767676767678,0.7095628840251078,0.7839225589225589,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,0,2,0.0,0.39952982710385176,0.8395454545454545,0.7885331623846635,0.8642255892255893,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,0,3,0.0,0.3300917546478858,0.8517171717171715,0.8024213754683095,0.8744107744107743,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,0,4,0.0,0.29136382133138844,0.8553030303030303,0.8004773115953444,0.8716329966329966,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,0,5,0.0,0.26470232592051074,0.8577777777777778,0.8328351502787917,0.9033670033670034,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,0,6,0.2,0.2502508082837792,0.8646969696969697,0.82309346901823,0.889983164983165,False,False,0,10,-0.04342234879732132,0.001970865489533229,0.001989963145731635,False
OpenBMI_ERP,OpenBMI,0,7,0.4,0.2314509073445886,0.8556060606060605,0.8235413010502737,0.8930134680134679,False,False,0,10,-0.0879925936460495,0.010692719643160422,0.01097019159044168,False
OpenBMI_ERP,OpenBMI,0,8,0.6,0.21693550669443534,0.8608585858585859,0.8304024305490133,0.8997474747474747,False,False,0,10,-0.13826586306095123,0.017787729583171583,0.01949607791575771,False
OpenBMI_ERP,OpenBMI,0,9,0.8,0.2112008430757878,0.847929292929293,0.8198507378542977,0.8943602693602694,False,False,0,10,-0.18175926804542542,0.015259277154199825,0.02235972351330963,False
OpenBMI_ERP,OpenBMI,0,10,1.0,0.1985878266440415,0.8601010101010101,0.8404080868449695,0.9089225589225588,True,True,0,10,-0.19898876547813416,0.014596751906116557,0.02602643973037878,False
OpenBMI_ERP,OpenBMI,0,11,1.0,0.1872177067102853,0.8536868686868688,0.8380965145302732,0.9090067340067342,False,True,1,10,-0.2237320989370346,0.025738051515188275,0.03136503466214082,False
OpenBMI_ERP,OpenBMI,0,12,1.0,0.18031360331159202,0.8560606060606061,0.8281454231990982,0.8978114478114478,False,True,2,10,-0.2443375438451767,0.04060670840814247,0.04395990854372149,False
OpenBMI_ERP,OpenBMI,0,13,1.0,0.17076307007383484,0.8547979797979798,0.837094849561888,0.9071548821548822,False,True,3,10,-0.2592177987098694,0.05304963485054348,0.055793897492915204,False
OpenBMI_ERP,OpenBMI,0,14,1.0,0.16324585308754666,0.8617676767676768,0.8387937651964598,0.9063131313131314,True,True,0,10,-0.2706601321697235,0.0678897075771545,0.07055661603808402,False
OpenBMI_ERP,OpenBMI,0,15,1.0,0.15664376899692584,0.8663131313131313,0.8330860938055048,0.8987373737373736,True,True,0,10,-0.2735743224620819,0.0728196422505823,0.07520532136007865,False
OpenBMI_ERP,OpenBMI,0,16,1.0,0.14959564348046453,0.8606060606060607,0.8357943666486335,0.9033670033670035,False,True,1,10,-0.28943225741386414,0.07498407778532609,0.07750776910818882,False
OpenBMI_ERP,OpenBMI,0,17,1.0,0.1457509298756811,0.8608585858585859,0.8315007625679943,0.8997474747474747,False,True,2,10,-0.3002685606479645,0.09347636536781832,0.09560596550473516,False
OpenBMI_ERP,OpenBMI,0,18,1.0,0.1380485501441156,0.8539393939393939,0.83779047009278,0.9074074074074074,False,True,3,10,-0.3106929361820221,0.09468251103940217,0.09697553878245146,False
OpenBMI_ERP,OpenBMI,0,19,1.0,0.13182228746135596,0.8511616161616162,0.8495520781575685,0.9199494949494951,False,True,4,10,-0.31199294328689575,0.10112865756017081,0.10342748201226595,False
OpenBMI_ERP,OpenBMI,0,20,1.0,0.12938915552999478,0.8583838383838384,0.8388562042136489,0.9074074074074074,False,True,5,10,-0.3290182650089264,0.10805269798136646,0.11035008176883555,False
OpenBMI_ERP,OpenBMI,0,21,1.0,0.12458975631165209,0.8507575757575759,0.834047790191677,0.9064814814814816,False,True,6,10,-0.3304470181465149,0.11855741702251553,0.12073513924705316,False
OpenBMI_ERP,OpenBMI,0,22,1.0,0.11810248018768818,0.856010101010101,0.8462668210108081,0.9148989898989899,False,True,7,10,-0.3375653624534607,0.1266395331909938,0.12873521951599892,False
OpenBMI_ERP,OpenBMI,0,23,1.0,0.11574366996585397,0.8516161616161617,0.8417058097558122,0.9122895622895623,False,True,8,10,-0.342293381690979,0.1233107288431677,0.12547095318943818,False
OpenBMI_ERP,OpenBMI,0,24,1.0,0.11094411197841537,0.8618181818181818,0.8416834240377242,0.9087542087542088,False,True,9,10,-0.3558633327484131,0.12431026482434006,0.1268291511983605,False
OpenBMI_ERP,OpenBMI,0,25,1.0,0.1097534462150117,0.8596969696969697,0.8358860278067569,0.9035353535353535,False,True,10,10,-0.3644300401210785,0.13319410241168478,0.1357266470049479,True
OpenBMI_ERP,OpenBMI,1,1,0.0,0.540233426527207,0.7730303030303031,0.6919572799220131,0.7735690235690237,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,1,2,0.0,0.3964955872445373,0.7992424242424243,0.7490159630661187,0.8354377104377105,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,1,3,0.0,0.3285986381102793,0.8220707070707071,0.7697674214999162,0.8502525252525253,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,1,4,0.0,0.2930032655319072,0.8133838383838383,0.7568303031222702,0.8401515151515152,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,1,5,0.0,0.2694090001331353,0.8159090909090909,0.747021665217621,0.8271885521885521,False,False,0,10,0.0,0.0,0.0,False
OpenBMI_ERP,OpenBMI,1,6,0.2,0.2526258426145737,0.8182828282828284,0.7750454634983295,0.8597643097643098,False,False,0,10,0.032517604529857635,0.0006475154657541595,0.0006586296991587911,False
OpenBMI_ERP,OpenBMI,1,7,0.4,0.23478770352298428,0.8103030303030302,0.774044915353281,0.8606060606060607,False,False,0,10,0.12199153006076813,0.011257925092803765,0.011640576332205941,False
OpenBMI_ERP,OpenBMI,1,8,0.6,0.22084655278587934,0.8168686868686867,0.7676515122741856,0.8506734006734007,False,False,0,10,0.16051772236824036,0.04068184609738936,0.04179785082475369,False
OpenBMI_ERP,OpenBMI,1,9,0.8,0.210803911062131,0.8294949494949494,0.7903245456022097,0.8707070707070707,False,False,0,10,0.19018545746803284,0.0795319172166149,0.08080334218207354,False
OpenBMI_ERP,OpenBMI,1,10,1.0,0.20141275184495108,0.8302020202020203,0.7659530537686918,0.842929292929293,True,True,0,10,0.21764309704303741,0.12328896848311335,0.12508621726717267,False
OpenBMI_ERP,OpenBMI,1,11,1.0,0.1891362080338949,0.8136868686868688,0.7685915596969721,0.8541245791245792,False,True,1,10,0.21989282965660095,0.13371748835403727,0.13547867431033472,False
OpenBMI_ERP,OpenBMI,1,12,1.0,0.182877876979779,0.8232828282828283,0.7781465224793891,0.8590067340067341,False,True,2,10,0.23452983796596527,0.14093434588509315,0.14273947653192912,False
OpenBMI_ERP,OpenBMI,1,13,1.0,0.17350189352627868,0.8228282828282828,0.7848691130615736,0.8666666666666668,False,True,3,10,0.25957632064819336,0.15284097801824534,0.154877051822147,False
OpenBMI_ERP,OpenBMI,1,14,1.0,0.16967017535143386,0.8255555555555557,0.7929034765580377,0.8752525252525252,False,True,4,10,0.27386751770973206,0.16549155667701862,0.1676496919822989,False
OpenBMI_ERP,OpenBMI,1,15,1.0,0.16091352755793872,0.8192929292929293,0.7825624423804144,0.8654882154882154,False,True,5,10,0.2798011600971222,0.1715952239421584,0.1737297657113638,False
