task,dataset,folds,LiteBN_BA,XS_BA,DRA_BA,mean_delta_vs_XS_pp,mean_delta_vs_LiteBN_pp,positive_folds_vs_XS,zero_folds_vs_XS,negative_folds_vs_XS,mean_selected_epoch,mean_selected_admission_scale,mean_abs_residual,mean_gateoff_delta_BA
OpenBMI_ERP,OpenBMI,5,0.8375555555555557,0.8320101010101011,0.8316060606060607,-0.040404040404042885,-0.5949494949495038,3,0,2,14.0,1.0,0.06877797760578416,0.003919191919191922
