task,fold,seed,population,subject_id,trials,original_BA,preciseBN_BA,delta_BA_pp,original_macro_F1,preciseBN_macro_F1,delta_macro_F1_pp,original_accuracy,preciseBN_accuracy,delta_accuracy_pp
OpenBMI_MI,0,0,heldout,25,100,0.96,0.96,0.0,0.9599358974358975,0.9599358974358975,0.0,0.96,0.96,0.0
OpenBMI_MI,0,0,heldout,29,100,0.65,0.6599999999999999,0.9999999999999898,0.64996499649965,0.6587715776796468,0.8806581179996775,0.65,0.66,1.0000000000000009
OpenBMI_MI,0,0,heldout,36,100,0.9099999999999999,0.9099999999999999,0.0,0.9097744360902256,0.9097744360902256,0.0,0.91,0.91,0.0
OpenBMI_MI,0,0,heldout,37,100,0.72,0.75,3.0000000000000027,0.7126436781609196,0.7479584635547938,3.5314785393874226,0.72,0.75,3.0000000000000027
OpenBMI_MI,0,0,heldout,39,100,0.76,0.77,1.0000000000000009,0.7596153846153846,0.7694235588972431,0.9808174281858539,0.76,0.77,1.0000000000000009
OpenBMI_MI,0,0,heldout,42,100,0.69,0.7,1.0000000000000009,0.6892230576441103,0.7,1.0776942355889663,0.69,0.7,1.0000000000000009
OpenBMI_MI,0,0,heldout,51,100,0.7,0.6799999999999999,-2.0000000000000018,0.6921182266009853,0.6692848284415047,-2.28333981594806,0.7,0.68,-1.9999999999999907
OpenBMI_MI,0,0,heldout,54,100,0.71,0.73,2.0000000000000018,0.7076318177235609,0.7266929851199515,1.9061167396390633,0.71,0.73,2.0000000000000018
OpenBMI_MI,1,0,outer,26,100,0.85,0.86,1.0000000000000009,0.84998499849985,0.86,1.001500150015,0.85,0.86,1.0000000000000009
OpenBMI_MI,1,0,outer,2,100,0.78,0.79,1.0000000000000009,0.7796474358974359,0.78997899789979,1.0331562002354078,0.78,0.79,1.0000000000000009
OpenBMI_MI,1,0,outer,14,100,0.75,0.74,-1.0000000000000009,0.7457023700539112,0.7362012987012987,-0.9501071352612467,0.75,0.74,-1.0000000000000009
OpenBMI_MI,1,0,outer,31,100,0.79,0.8,1.0000000000000009,0.7874278773155178,0.797979797979798,1.0551920664280234,0.79,0.8,1.0000000000000009
OpenBMI_MI,1,0,outer,28,100,0.9299999999999999,0.94,1.0000000000000009,0.9298245614035088,0.9399038461538461,1.007928475033737,0.93,0.94,0.9999999999999898
OpenBMI_MI,1,0,outer,35,100,0.8,0.8,0.0,0.7933030177759405,0.7933030177759405,0.0,0.8,0.8,0.0
OpenBMI_MI,1,0,outer,40,100,0.81,0.82,0.9999999999999898,0.8067338012409724,0.8173701298701299,1.0636328629157532,0.81,0.82,0.9999999999999898
OpenBMI_MI,1,0,outer,43,100,0.95,0.9299999999999999,-2.0000000000000018,0.9499549594635172,0.9298245614035088,-2.013039806000838,0.95,0.93,-1.9999999999999907
OpenBMI_MI,1,0,heldout,4,100,0.81,0.8200000000000001,1.0000000000000009,0.8076728413807066,0.8181818181818181,1.0508976801111514,0.81,0.82,0.9999999999999898
OpenBMI_MI,1,0,heldout,12,100,0.76,0.77,1.0000000000000009,0.7596153846153846,0.769792813532179,1.0177428916794407,0.76,0.77,1.0000000000000009
OpenBMI_MI,1,0,heldout,13,100,0.75,0.76,1.0000000000000009,0.7479584635547938,0.7575757575757576,0.9617294020963785,0.75,0.76,1.0000000000000009
OpenBMI_MI,1,0,heldout,17,100,0.7,0.69,-1.0000000000000009,0.6989160979526294,0.6884735202492211,-1.0442577703408285,0.7,0.69,-1.0000000000000009
OpenBMI_MI,1,0,heldout,18,100,0.77,0.76,-1.0000000000000009,0.7699769976997699,0.76,-0.9976997699769896,0.77,0.76,-1.0000000000000009
OpenBMI_MI,1,0,heldout,24,100,0.58,0.5700000000000001,-0.9999999999999898,0.5495495495495495,0.5242836596968692,-2.52658898526803,0.58,0.57,-1.0000000000000009
OpenBMI_MI,1,0,heldout,25,100,1.0,0.99,-1.0000000000000009,1.0,0.9899989998999901,-1.0001000100009927,1.0,0.99,-1.0000000000000009
OpenBMI_MI,1,0,heldout,29,100,0.69,0.7,1.0000000000000009,0.6874684948079444,0.6989160979526294,1.144760314468507,0.69,0.7,1.0000000000000009
OpenBMI_MI,1,0,heldout,36,100,0.95,0.95,0.0,0.9499949994999499,0.9499549594635172,-0.004004003643276466,0.95,0.95,0.0
OpenBMI_MI,1,0,heldout,37,100,0.73,0.72,-1.0000000000000009,0.712,0.6996996996996997,-1.230030030030027,0.73,0.72,-1.0000000000000009
OpenBMI_MI,1,0,heldout,39,100,0.81,0.8200000000000001,1.0000000000000009,0.8090644156366193,0.818840579710145,0.9776164073525662,0.81,0.82,0.9999999999999898
OpenBMI_MI,1,0,heldout,42,100,0.78,0.77,-1.0000000000000009,0.7777777777777778,0.767182913250329,-1.0594864527448844,0.78,0.77,-1.0000000000000009
OpenBMI_MI,1,0,heldout,51,100,0.71,0.7,-1.0000000000000009,0.7064480210547626,0.696969696969697,-0.9478324085065548,0.71,0.7,-1.0000000000000009
OpenBMI_MI,1,0,heldout,54,100,0.76,0.74,-2.0000000000000018,0.7599039615846338,0.7395833333333333,-2.0320628251300543,0.76,0.74,-2.0000000000000018
OpenBMI_MI,2,0,outer,50,100,0.63,0.6000000000000001,-2.9999999999999916,0.6236395076797885,0.5833333333333333,-4.030617434645523,0.63,0.6,-3.0000000000000027
OpenBMI_MI,2,0,outer,52,100,0.81,0.8200000000000001,1.0000000000000009,0.8090644156366193,0.8197115384615384,1.0647122824919086,0.81,0.82,0.9999999999999898
OpenBMI_MI,2,0,outer,23,100,0.74,0.71,-3.0000000000000027,0.7348021215830274,0.69662098545873,-3.818113612429741,0.74,0.71,-3.0000000000000027
OpenBMI_MI,2,0,outer,1,100,0.65,0.6499999999999999,-1.1102230246251565e-14,0.6266666666666667,0.6178622120318812,-0.8804454634785519,0.65,0.65,0.0
OpenBMI_MI,2,0,outer,30,100,0.75,0.75,0.0,0.7493734335839599,0.7479584635547938,-0.14149700291661294,0.75,0.75,0.0
OpenBMI_MI,2,0,outer,48,100,0.66,0.7,3.9999999999999925,0.6565656565656566,0.7,4.343434343434338,0.66,0.7,3.9999999999999925
OpenBMI_MI,2,0,outer,11,100,0.73,0.75,2.0000000000000018,0.7286704853783539,0.74997499749975,2.130451212139617,0.73,0.75,2.0000000000000018
OpenBMI_MI,2,0,outer,8,100,0.8500000000000001,0.82,-3.0000000000000138,0.8492613807657522,0.8173701298701299,-3.189125089562228,0.85,0.82,-3.0000000000000027
OpenBMI_MI,2,0,heldout,4,100,0.8300000000000001,0.85,1.9999999999999907,0.8295739348370927,0.84998499849985,2.0411063662757245,0.83,0.85,2.0000000000000018
OpenBMI_MI,2,0,heldout,12,100,0.77,0.75,-2.0000000000000018,0.7688674505074866,0.7457023700539112,-2.316508045357546,0.77,0.75,-2.0000000000000018
OpenBMI_MI,2,0,heldout,13,100,0.71,0.72,1.0000000000000009,0.7092731829573935,0.7171717171717171,0.7898534214323627,0.71,0.72,1.0000000000000009
OpenBMI_MI,2,0,heldout,17,100,0.59,0.58,-1.0000000000000009,0.5670995670995671,0.5543293718166383,-1.2770195282928776,0.59,0.58,-1.0000000000000009
OpenBMI_MI,2,0,heldout,18,100,0.7,0.6799999999999999,-2.0000000000000018,0.7,0.6767676767676768,-2.323232323232316,0.7,0.68,-1.9999999999999907
OpenBMI_MI,2,0,heldout,24,100,0.62,0.57,-5.000000000000004,0.5703301673450927,0.49286472461375164,-7.746544273134104,0.62,0.57,-5.000000000000004
OpenBMI_MI,2,0,heldout,25,100,0.98,0.98,0.0,0.9799919967987194,0.9799919967987194,0.0,0.98,0.98,0.0
OpenBMI_MI,2,0,heldout,29,100,0.78,0.85,6.999999999999995,0.7799119647859143,0.8487750781328763,6.886311334696204,0.78,0.85,6.999999999999995
OpenBMI_MI,2,0,heldout,36,100,0.9199999999999999,0.9099999999999999,-1.0000000000000009,0.9198717948717949,0.9095568284594513,-1.031496641234364,0.92,0.91,-1.0000000000000009
OpenBMI_MI,2,0,heldout,37,100,0.75,0.73,-2.0000000000000018,0.7406369955389562,0.7149192271143491,-2.5717768424607157,0.75,0.73,-2.0000000000000018
OpenBMI_MI,2,0,heldout,39,100,0.72,0.78,6.000000000000005,0.7189883580891208,0.7799119647859143,6.092360669679353,0.72,0.78,6.000000000000005
OpenBMI_MI,2,0,heldout,42,100,0.74,0.75,1.0000000000000009,0.7348021215830274,0.742559983523839,0.7757861940811628,0.74,0.75,1.0000000000000009
OpenBMI_MI,2,0,heldout,51,100,0.67,0.69,1.9999999999999907,0.6659580929243851,0.6892230576441103,2.3264964719725167,0.67,0.69,1.9999999999999907
OpenBMI_MI,2,0,heldout,54,100,0.8,0.8,0.0,0.7996794871794872,0.7999199679871949,0.02404808077076659,0.8,0.8,0.0
OpenBMI_MI,3,0,outer,45,100,0.74,0.75,1.0000000000000009,0.74,0.7479584635547938,0.7958463554793793,0.74,0.75,1.0000000000000009
OpenBMI_MI,3,0,outer,34,100,0.61,0.65,4.0000000000000036,0.5953937130407718,0.6419437340153453,4.65500209745735,0.61,0.65,4.0000000000000036
OpenBMI_MI,3,0,outer,27,100,0.95,0.95,0.0,0.9499549594635172,0.9499549594635172,0.0,0.95,0.95,0.0
OpenBMI_MI,3,0,outer,49,100,0.84,0.8300000000000001,-0.9999999999999898,0.8383838383838383,0.8286117552172598,-0.9772083166578516,0.84,0.83,-1.0000000000000009
OpenBMI_MI,3,0,outer,10,100,0.81,0.79,-2.0000000000000018,0.8095238095238095,0.7874278773155178,-2.2095932208291758,0.81,0.79,-2.0000000000000018
OpenBMI_MI,3,0,outer,22,100,0.7,0.69,-1.0000000000000009,0.6980676328502415,0.6862030569895738,-1.1864575860667692,0.7,0.69,-1.0000000000000009
OpenBMI_MI,3,0,outer,19,100,0.78,0.75,-3.0000000000000027,0.7799119647859143,0.7493734335839599,-3.0538531201954378,0.78,0.75,-3.0000000000000027
OpenBMI_MI,3,0,outer,16,100,0.87,0.86,-1.0000000000000009,0.8699869986998701,0.86,-0.9986998699870075,0.87,0.86,-1.0000000000000009
OpenBMI_MI,3,0,heldout,4,100,0.83,0.8400000000000001,1.000000000000012,0.8279178054458953,0.8389694041867954,1.1051598740900115,0.83,0.84,1.0000000000000009
OpenBMI_MI,3,0,heldout,12,100,0.67,0.6799999999999999,0.9999999999999898,0.6515679442508711,0.6527777777777778,0.1209833526906734,0.67,0.68,1.0000000000000009
OpenBMI_MI,3,0,heldout,13,100,0.79,0.76,-3.0000000000000027,0.78997899789979,0.7591328783621036,-3.0846119537686345,0.79,0.76,-3.0000000000000027
OpenBMI_MI,3,0,heldout,17,100,0.61,0.6000000000000001,-0.9999999999999898,0.5983935742971888,0.5833333333333333,-1.5060240963855498,0.61,0.6,-1.0000000000000009
OpenBMI_MI,3,0,heldout,18,100,0.77,0.76,-1.0000000000000009,0.7694235588972431,0.7599039615846338,-0.9519597312609318,0.77,0.76,-1.0000000000000009
OpenBMI_MI,3,0,heldout,24,100,0.51,0.48000000000000004,-2.9999999999999973,0.4221016629319495,0.3551587301587301,-6.694293277321939,0.51,0.48,-3.0000000000000027
OpenBMI_MI,3,0,heldout,25,100,0.97,0.97,0.0,0.96999699969997,0.96999699969997,0.0,0.97,0.97,0.0
OpenBMI_MI,3,0,heldout,29,100,0.6599999999999999,0.65,-0.9999999999999898,0.6587715776796468,0.6457131288591963,-1.3058448820450486,0.66,0.65,-1.0000000000000009
OpenBMI_MI,3,0,heldout,36,100,0.9299999999999999,0.9199999999999999,-1.0000000000000009,0.9299369432489241,0.9198717948717949,-1.006514837712913,0.93,0.92,-1.0000000000000009
OpenBMI_MI,3,0,heldout,37,100,0.76,0.75,-1.0000000000000009,0.7477931904161412,0.7333333333333334,-1.4459857082807837,0.76,0.75,-1.0000000000000009
OpenBMI_MI,3,0,heldout,39,100,0.84,0.81,-2.9999999999999916,0.8399359743897559,0.8098288459613652,-3.0107128428390695,0.84,0.81,-2.9999999999999916
OpenBMI_MI,3,0,heldout,42,100,0.6699999999999999,0.69,2.0000000000000018,0.6624040920716112,0.6756982948007113,1.329420272910009,0.67,0.69,1.9999999999999907
OpenBMI_MI,3,0,heldout,51,100,0.7,0.6599999999999999,-4.0000000000000036,0.696969696969697,0.6587715776796468,-3.8198119290050236,0.7,0.66,-3.9999999999999925
OpenBMI_MI,3,0,heldout,54,100,0.6799999999999999,0.6799999999999999,0.0,0.6788438378161381,0.6794871794871795,0.06433416710414086,0.68,0.68,0.0
OpenBMI_MI,4,0,outer,9,100,0.6,0.6,0.0,0.586606035551881,0.5894909688013137,0.28849332494327307,0.6,0.6,0.0
OpenBMI_MI,4,0,outer,53,100,0.8200000000000001,0.8300000000000001,1.0000000000000009,0.818840579710145,0.8291628982011858,1.0322318491040816,0.82,0.83,1.0000000000000009
OpenBMI_MI,4,0,outer,7,100,0.73,0.74,1.0000000000000009,0.7237851662404092,0.7331691297208538,0.9383963480444568,0.73,0.74,1.0000000000000009
OpenBMI_MI,4,0,outer,20,100,0.9099999999999999,0.9099999999999999,0.0,0.9095568284594513,0.9095568284594513,0.0,0.91,0.91,0.0
OpenBMI_MI,4,0,outer,41,100,0.77,0.78,1.0000000000000009,0.7647058823529411,0.7742200328407225,0.951415048778137,0.77,0.78,1.0000000000000009
OpenBMI_MI,4,0,outer,46,100,0.69,0.69,0.0,0.6615351020853806,0.6570417081535569,-0.4493393931823686,0.69,0.69,0.0
OpenBMI_MI,4,0,outer,21,100,0.9099999999999999,0.9099999999999999,0.0,0.9097744360902256,0.9097744360902256,0.0,0.91,0.91,0.0
OpenBMI_MI,4,0,outer,44,100,0.84,0.84,0.0,0.8368013055895553,0.8368013055895553,0.0,0.84,0.84,0.0
OpenBMI_MI,4,0,heldout,4,100,0.87,0.88,1.0000000000000009,0.8699869986998701,0.8799519807923168,0.9964982092446784,0.87,0.88,1.0000000000000009
OpenBMI_MI,4,0,heldout,12,100,0.67,0.67,0.0,0.648,0.648,0.0,0.67,0.67,0.0
OpenBMI_MI,4,0,heldout,13,100,0.73,0.7,-3.0000000000000027,0.7266929851199515,0.696969696969697,-2.972328815025449,0.73,0.7,-3.0000000000000027
OpenBMI_MI,4,0,heldout,17,100,0.56,0.55,-1.0000000000000009,0.537620849096259,0.52,-1.762084909625894,0.56,0.55,-1.0000000000000009
OpenBMI_MI,4,0,heldout,18,100,0.6799999999999999,0.6699999999999999,-1.0000000000000009,0.6798719487795117,0.6697027324592133,-1.0169216320298435,0.68,0.67,-1.0000000000000009
OpenBMI_MI,4,0,heldout,24,100,0.59,0.59,0.0,0.5249681381068243,0.5249681381068243,0.0,0.59,0.59,0.0
OpenBMI_MI,4,0,heldout,25,100,0.97,0.97,0.0,0.9699729756781104,0.9699729756781104,0.0,0.97,0.97,0.0
OpenBMI_MI,4,0,heldout,29,100,0.76,0.78,2.0000000000000018,0.7575757575757576,0.7777777777777778,2.020202020202022,0.76,0.78,2.0000000000000018
OpenBMI_MI,4,0,heldout,36,100,0.94,0.94,0.0,0.9399759903961584,0.9399759903961584,0.0,0.94,0.94,0.0
OpenBMI_MI,4,0,heldout,37,100,0.6699999999999999,0.66,-0.9999999999999898,0.6349153667441089,0.6212121212121212,-1.3703245531987651,0.67,0.66,-1.0000000000000009
OpenBMI_MI,4,0,heldout,39,100,0.75,0.76,1.0000000000000009,0.7442455242966752,0.7536945812807883,0.9449056984113025,0.75,0.76,1.0000000000000009
OpenBMI_MI,4,0,heldout,42,100,0.69,0.6699999999999999,-2.0000000000000018,0.6783898744683059,0.6601791782514674,-1.8210696216838462,0.69,0.67,-1.9999999999999907
OpenBMI_MI,4,0,heldout,51,100,0.6499999999999999,0.64,-0.9999999999999898,0.6491228070175439,0.6394230769230769,-0.9699730094467007,0.65,0.64,-1.0000000000000009
OpenBMI_MI,4,0,heldout,54,100,0.72,0.72,0.0,0.72,0.7198879551820728,-0.011204481792714827,0.72,0.72,0.0
OpenBMI_ERP,0,0,outer,15,1980,0.7884848484848486,0.7727272727272727,-1.575757575757586,0.760514905465532,0.7611878803245435,0.06729748590115214,0.8535353535353535,0.8616161616161616,0.8080808080808133
OpenBMI_ERP,0,0,outer,38,1980,0.7287878787878788,0.7242424242424242,-0.4545454545454519,0.69065395273547,0.6973273974864751,0.6673444751005064,0.7984848484848485,0.8111111111111111,1.2626262626262652
OpenBMI_ERP,0,0,outer,6,1980,0.8821212121212121,0.886969696969697,0.48484848484848797,0.7882878228596301,0.7991076579445804,1.0819835084950324,0.85,0.8601010101010101,1.0101010101010166
OpenBMI_ERP,0,0,outer,33,1980,0.7578787878787878,0.7481818181818183,-0.9696969696969537,0.7613501988748343,0.762266214590397,0.09160157155626569,0.8691919191919192,0.8752525252525253,0.60606060606061
OpenBMI_ERP,0,0,outer,32,1980,0.9045454545454545,0.9109090909090909,0.6363636363636349,0.8104684567231942,0.8247070639437564,1.4238607220562138,0.8671717171717171,0.8797979797979798,1.2626262626262652
OpenBMI_ERP,0,0,outer,3,1980,0.9236363636363636,0.9275757575757575,0.3939393939393909,0.8307939160069486,0.8407235200513636,0.9929604044415008,0.8828282828282829,0.8914141414141414,0.8585858585858586
OpenBMI_ERP,0,0,outer,5,1980,0.6463636363636364,0.6503030303030303,0.3939393939393909,0.56605291005291,0.5754521341962969,0.9399224143386897,0.646969696969697,0.6616161616161617,1.4646464646464685
OpenBMI_ERP,0,0,outer,47,1980,0.8054545454545454,0.8012121212121213,-0.42424242424241587,0.7528296883504766,0.7556329113924051,0.2803223041928482,0.8373737373737373,0.8424242424242424,0.5050505050505083
OpenBMI_ERP,0,0,heldout,4,1980,0.8821212121212121,0.8824242424242424,0.03030303030303605,0.853950860736556,0.8621004264091613,0.8149565672605275,0.9126262626262627,0.9191919191919192,0.6565656565656552
OpenBMI_ERP,0,0,heldout,12,1980,0.9603030303030302,0.9636363636363636,0.33333333333334103,0.917991189972852,0.9262599792796635,0.8268789306811519,0.95,0.9555555555555556,0.5555555555555647
OpenBMI_ERP,0,0,heldout,13,1980,0.8996969696969697,0.9030303030303031,0.33333333333334103,0.8014242727391351,0.8135911361643787,1.2166863425243646,0.8590909090909091,0.8707070707070707,1.1616161616161524
OpenBMI_ERP,0,0,heldout,17,1980,0.7818181818181817,0.7906060606060605,0.8787878787878789,0.6634088417975885,0.6791633476873439,1.5754505889755355,0.7292929292929293,0.747979797979798,1.868686868686864
OpenBMI_ERP,0,0,heldout,18,1980,0.8927272727272728,0.8906060606060606,-0.21212121212121904,0.8658950617283951,0.8737639663177112,0.7868904589316106,0.9202020202020202,0.9267676767676768,0.6565656565656552
OpenBMI_ERP,0,0,heldout,24,1980,0.7809090909090909,0.7866666666666666,0.5757575757575739,0.701958495007789,0.7157396034391998,1.3781108431410893,0.7843434343434343,0.8,1.5656565656565702
OpenBMI_ERP,0,0,heldout,25,1980,0.796969696969697,0.783030303030303,-1.393939393939403,0.7871474668789447,0.7886025968576973,0.1455129978752634,0.8777777777777778,0.8848484848484849,0.7070707070707116
OpenBMI_ERP,0,0,heldout,29,1980,0.8503030303030303,0.8481818181818181,-0.21212121212121904,0.821055423323102,0.8300225512305128,0.8967127907410832,0.8919191919191919,0.9005050505050505,0.8585858585858586
OpenBMI_ERP,0,0,heldout,36,1980,0.9387878787878787,0.9409090909090909,0.21212121212121904,0.8685589594680504,0.8731602757508339,0.4601316282783485,0.9141414141414141,0.9176767676767676,0.35353535353535026
OpenBMI_ERP,0,0,heldout,37,1980,0.9363636363636364,0.9354545454545454,-0.09090909090909705,0.912283444868347,0.9186671913944642,0.6383746526117173,0.9484848484848485,0.953030303030303,0.4545454545454519
OpenBMI_ERP,0,0,heldout,39,1980,0.7387878787878788,0.7354545454545454,-0.33333333333334103,0.6815789898823748,0.6901931214471886,0.8614131564813832,0.7787878787878788,0.7934343434343434,1.4646464646464574
OpenBMI_ERP,0,0,heldout,42,1980,0.87,0.873030303030303,0.303030303030305,0.7944486981863319,0.8081892218074088,1.3740523621076917,0.8601010101010101,0.8732323232323232,1.3131313131313105
OpenBMI_ERP,0,0,heldout,51,1980,0.7627272727272727,0.77,0.727272727272732,0.6894190230051721,0.7067879288962381,1.7368905891065989,0.7762626262626262,0.7964646464646464,2.020202020202022
OpenBMI_ERP,0,0,heldout,54,1980,0.7387878787878788,0.7348484848484849,-0.3939393939393909,0.6843351016104323,0.6920328939776326,0.7697792367200251,0.7828282828282829,0.7964646464646464,1.3636363636363558
OpenBMI_ERP,1,0,outer,26,1980,0.9412121212121212,0.9387878787878787,-0.24242424242424399,0.8992510981613617,0.9070368574531001,0.7785759291738414,0.9383838383838384,0.9444444444444444,0.6060606060605989
OpenBMI_ERP,1,0,outer,2,1980,0.9766666666666667,0.9784848484848485,0.181818181818183,0.9447705618082642,0.9557989091111239,1.102834730285962,0.9671717171717171,0.9742424242424242,0.7070707070707116
OpenBMI_ERP,1,0,outer,14,1980,0.7593939393939394,0.7451515151515151,-1.4242424242424279,0.724335625841986,0.721414927928022,-0.29206979139639877,0.8252525252525252,0.8297979797979798,0.4545454545454519
OpenBMI_ERP,1,0,outer,31,1980,0.9272727272727272,0.9321212121212121,0.48484848484848797,0.8722786647314948,0.8857903783749932,1.3511713643498346,0.9191919191919192,0.9292929292929293,1.0101010101010055
OpenBMI_ERP,1,0,outer,28,1980,0.9187878787878788,0.9233333333333333,0.4545454545454519,0.8680609279617217,0.8860404844896839,1.7979556527962126,0.9171717171717172,0.9308080808080809,1.3636363636363669
OpenBMI_ERP,1,0,outer,35,1980,0.87,0.8693939393939394,-0.060606060606060996,0.8230706807521133,0.8283875669096659,0.5316886157552547,0.8883838383838384,0.8934343434343435,0.5050505050505083
OpenBMI_ERP,1,0,outer,40,1980,0.7966666666666666,0.7781818181818182,-1.8484848484848437,0.7543442937847247,0.749981308411215,-0.43629853735096535,0.842929292929293,0.8464646464646465,0.35353535353535026
OpenBMI_ERP,1,0,outer,43,1980,0.936060606060606,0.9375757575757575,0.15151515151514694,0.8698073648256244,0.8804923233419014,1.0684958516277043,0.9156565656565656,0.9242424242424242,0.8585858585858586
OpenBMI_ERP,1,0,heldout,4,1980,0.8824242424242423,0.8733333333333333,-0.9090909090909038,0.8522074727511768,0.8584843228018657,0.6276850050688898,0.9111111111111111,0.9181818181818182,0.7070707070707116
OpenBMI_ERP,1,0,heldout,12,1980,0.9533333333333334,0.9593939393939395,0.60606060606061,0.9093473005640612,0.9242635458600805,1.4916245296019315,0.9444444444444444,0.9545454545454546,1.0101010101010166
OpenBMI_ERP,1,0,heldout,13,1980,0.9190909090909091,0.9212121212121213,0.21212121212121904,0.8499113112293628,0.8590189873417722,0.9107676112409369,0.9015151515151515,0.9090909090909091,0.7575757575757569
OpenBMI_ERP,1,0,heldout,17,1980,0.8336363636363636,0.8372727272727273,0.363636363636366,0.7612201483440701,0.7695397915077549,0.831964316368472,0.8358585858585859,0.843939393939394,0.8080808080808133
OpenBMI_ERP,1,0,heldout,18,1980,0.9124242424242424,0.9087878787878787,-0.363636363636366,0.8891867490918492,0.8995690365243902,1.0382287432540993,0.9348484848484848,0.942929292929293,0.8080808080808133
OpenBMI_ERP,1,0,heldout,24,1980,0.8106060606060606,0.8057575757575757,-0.48484848484848797,0.7252864996958572,0.728409631345182,0.3123131649324762,0.8015151515151515,0.8075757575757576,0.60606060606061
OpenBMI_ERP,1,0,heldout,25,1980,0.7927272727272727,0.7663636363636364,-2.6363636363636367,0.7864457782595331,0.7752981850349787,-1.1147593224554386,0.8787878787878788,0.8792929292929293,0.05050505050505638
OpenBMI_ERP,1,0,heldout,29,1980,0.8078787878787879,0.8060606060606061,-0.1818181818181719,0.7794246983360109,0.7917616126205083,1.2336914284497347,0.8656565656565657,0.8787878787878788,1.3131313131313105
OpenBMI_ERP,1,0,heldout,36,1980,0.95,0.9548484848484848,0.48484848484848797,0.8935221743892809,0.9048404991868764,1.1318324797595425,0.9328282828282828,0.9409090909090909,0.8080808080808133
OpenBMI_ERP,1,0,heldout,37,1980,0.9515151515151515,0.9475757575757575,-0.393939393939402,0.936671973616876,0.9416834056891077,0.5011432072231647,0.9636363636363636,0.9671717171717171,0.35353535353535026
OpenBMI_ERP,1,0,heldout,39,1980,0.7448484848484849,0.7427272727272727,-0.21212121212121904,0.6953818450793035,0.7035218715402927,0.8140026460989214,0.794949494949495,0.8075757575757576,1.2626262626262652
OpenBMI_ERP,1,0,heldout,42,1980,0.8260606060606062,0.8248484848484848,-0.1212121212121331,0.7980668087172296,0.8060758396533044,0.8009030936074857,0.8777777777777778,0.8858585858585859,0.8080808080808133
OpenBMI_ERP,1,0,heldout,51,1980,0.753030303030303,0.7566666666666667,0.363636363636366,0.6597058281031287,0.6691041300706728,0.9398301967544098,0.7378787878787879,0.75,1.2121212121212088
OpenBMI_ERP,1,0,heldout,54,1980,0.7215151515151514,0.7184848484848485,-0.3030303030302939,0.6899746951626073,0.6976442862635452,0.76695911009379,0.8025252525252525,0.8156565656565656,1.3131313131313105
OpenBMI_ERP,2,0,outer,50,1980,0.5118181818181818,0.5127272727272727,0.09090909090908594,0.5117733521630112,0.5128824476650563,0.11090955020450766,0.7277777777777777,0.7333333333333333,0.5555555555555536
OpenBMI_ERP,2,0,outer,52,1980,0.8178787878787879,0.8172727272727273,-0.060606060606060996,0.819814992320218,0.8207653195516208,0.09503272314027589,0.9005050505050505,0.9015151515151515,0.10101010101010166
