task,fold,layer,calibration_count,batches,old_mean_norm,new_mean_norm,mean_shift,old_variance_norm,new_variance_norm,variance_shift,relative_mean_shift,relative_variance_shift
OpenBMI_MI,3,spatial_norm.2,2600000,21,0.09082590142183168,0.09302363130396445,0.014134150341982234,0.3300606854519927,0.34011299796374556,0.03255909882438836,0.155618057412253,0.09864579533245887
OpenBMI_MI,3,norm1,650000,21,0.45123677165570314,0.45929063263835535,0.014150444157956603,0.6412947908260598,0.5290797867842929,0.1139852557768264,0.031359244296591794,0.17774236966746693
OpenBMI_MI,3,norm2,325000,21,0.389778563303025,0.3942838965653192,0.009617009838167654,0.5764462057695433,0.5387307150985327,0.04218397870391998,0.02467300858382793,0.07317938479203845
OpenBMI_MI,4,temporal_norm.0,161200000,21,0.0013448469827925644,0.0017987593062257416,0.000538980813066599,1.2537695942139977,1.5235994156798114,0.2704599990401558,0.40077482417175037,0.2157174653846269
OpenBMI_MI,4,temporal_norm.1,161200000,21,0.006077561769093566,0.006637992220836968,0.0006726188489076417,2.104692180108858,2.5753289452292747,0.4728171761130957,0.11067248256169661,0.22464908673183784
OpenBMI_MI,4,temporal_norm.2,161200000,21,0.02157574381704574,0.020668031318435868,0.001307570618099085,1.9563927059974884,2.3768074708643447,0.4232108214528074,0.060603733024770595,0.21632201968215206
OpenBMI_MI,4,spatial_norm.0,2600000,21,0.07927720935027029,0.08854592590552281,0.01445206231070961,0.3031160628218005,0.3259668729183598,0.029018778126747035,0.18229781836613473,0.09573487414887327
OpenBMI_MI,4,spatial_norm.1,2600000,21,0.11423789508284997,0.11651840455778341,0.017112647962232653,0.2541667952572453,0.2712024250039571,0.030348415784755965,0.1497983479984629,0.11940354267771275
OpenBMI_MI,4,spatial_norm.2,2600000,21,0.08134768158289325,0.08728376410520354,0.015033147117448919,0.239426654523513,0.27695239076492556,0.04286275421064165,0.18480117472223406,0.17902248308962734
OpenBMI_MI,4,norm1,650000,21,0.4142440829325518,0.42411139185497954,0.017046966261447076,0.6390073724916141,0.5170766139517128,0.12467869048883058,0.04115198493788191,0.19511307045282453
OpenBMI_MI,4,norm2,325000,21,0.3441954425788698,0.35186811241676164,0.01261102231663118,0.5692722777547548,0.5350693786875759,0.042188379125272964,0.0366391321806693,0.07410931600545621
OpenBMI_ERP,0,temporal_norm.0,797940000,403,0.029395059474985767,0.0005527302031574912,0.028982166243081562,1.4484912366187903,1.436144072264152,0.01831135727298736,0.98595365210077,0.012641676255999669
OpenBMI_ERP,0,temporal_norm.1,797940000,403,0.03848707593565183,0.0017924968268315836,0.03978769319858189,2.589879049081766,2.530755024447444,0.07242648450701925,1.0337936107462313,0.027965199584396746
OpenBMI_ERP,0,temporal_norm.2,797940000,403,0.017192906054495288,0.0018306427001588707,0.016401119865491608,1.838222666788564,1.755396762244368,0.08882309868102624,0.9539469251740221,0.04832009760613122
OpenBMI_ERP,0,spatial_norm.0,12870000,403,0.1495562212480203,0.14828923013404557,0.018342100010161583,0.3754187106483716,0.36535992174299275,0.026406196926168475,0.12264351062831085,0.07033798843047359
OpenBMI_ERP,0,spatial_norm.1,12870000,403,0.1625222953228745,0.1741225455383393,0.029387327825572507,0.6791415399583992,0.6841729200169173,0.026781652886244955,0.18082028540878192,0.03943456748041868
OpenBMI_ERP,0,spatial_norm.2,12870000,403,0.05575920606529797,0.057171528566555434,0.014940375571175188,0.24199530617060042,0.25491735576635405,0.021623254343543386,0.2679445534729987,0.08935402378548431
OpenBMI_ERP,0,norm1,3191760,403,0.26519355697424224,0.2837273426821382,0.029479799962849353,0.8711128672176132,0.779939365241498,0.09798352646510107,0.11116333405382346,0.11248086229981465
OpenBMI_ERP,0,norm2,1595880,403,0.3666860152853671,0.38198174822201525,0.019526860267757035,0.731069043820118,0.7188110623882605,0.03343260328075219,0.0532522633909575,0.0457311160462409
OpenBMI_ERP,1,temporal_norm.0,797940000,403,0.0021673792902288168,0.0006286343070854339,0.002660231258647999,2.572284747760866,2.7479448879654425,0.17692292269723653,1.2273953482166706,0.0687804578599804
OpenBMI_ERP,1,temporal_norm.1,797940000,403,0.0012781488874661435,0.0022765096656352374,0.002100440481214783,2.626899022528986,2.869870898358247,0.2483411024663878,1.6433457023764932,0.09453774215778693
OpenBMI_ERP,1,temporal_norm.2,797940000,403,0.00813635797581593,0.0033568012382055117,0.011430117968982531,2.8637202490217804,3.033888062513317,0.1794265449988952,1.4048199456018031,0.06265505335592246
OpenBMI_ERP,1,spatial_norm.0,12870000,403,0.19792744721684394,0.20707525142637623,0.016104603155343077,0.33315685526296096,0.34681376154358007,0.018834871497411747,0.081366194440427,0.05653454581489962
OpenBMI_ERP,1,spatial_norm.1,12870000,403,0.15221916546984535,0.15436746271103938,0.021768529918544204,0.6295884156981851,0.6085152037417938,0.03703371403739105,0.14300781278988522,0.05882210204951489
OpenBMI_ERP,1,spatial_norm.2,12870000,403,0.098838459145694,0.09638880224638008,0.016735016388132923,0.3559221695397712,0.3303395179681373,0.03585410067303371,0.16931684824694074,0.10073578928616676
OpenBMI_ERP,1,norm1,3191760,403,0.25959446403440056,0.2768296948986077,0.027985979767430523,0.930964811670622,0.8269095715953017,0.1103344385827468,0.10780653536479852,0.11851622875493112
OpenBMI_ERP,1,norm2,1595880,403,0.3873940824853854,0.40073211106703294,0.01620758784631559,0.8218060201241864,0.8042019618420065,0.03567291378997089,0.04183746881814341,0.043407948976304914
OpenBMI_ERP,2,temporal_norm.0,797940000,403,0.030504172536175538,0.0007445092764010078,0.03116319750309958,2.409370489732935,2.324263969935063,0.08652377144432001,1.0216044203835555,0.03591136017188899
OpenBMI_ERP,2,temporal_norm.1,797940000,403,0.018255242491626744,0.0014677002926251938,0.017394869016811563,2.8335667615029876,2.669059684065898,0.16877581914205222,0.9528697865717306,0.059563028983488545
OpenBMI_ERP,2,temporal_norm.2,797940000,403,0.020730055294700022,0.003599244828013033,0.018345215026975344,5.397987268812232,5.082801953076441,0.3286762400998338,0.8849573609996881,0.060888665299159817
OpenBMI_ERP,2,spatial_norm.0,12870000,403,0.08665837966293738,0.0952020715466619,0.015140112298719671,0.38661799510010764,0.3939113197002352,0.026379759905432357,0.17471030911964874,0.068232105695447
OpenBMI_ERP,2,spatial_norm.1,12870000,403,0.16015086511059837,0.166997097173061,0.020391346061171357,0.37779626510805997,0.3817659695602437,0.01595263165524113,0.1273258564484764,0.04222548799067202
OpenBMI_ERP,2,spatial_norm.2,12870000,403,0.11112057588805976,0.11633796446783581,0.01474490909660885,0.39590747293144696,0.3875354535469598,0.03832245644811192,0.13269287869298413,0.09679649682881236
OpenBMI_ERP,2,norm1,3191760,403,0.3064634049144165,0.3022702351340637,0.036922279239890915,1.1519173126849536,1.043117558025981,0.11534895292213576,0.12047859107419986,0.10013648692654331
OpenBMI_ERP,2,norm2,1595880,403,0.3455519745772943,0.3511003876458593,0.010311345164614865,1.087564780910017,1.0691343621062432,0.03825575153517832,0.0298402148540129,0.0351756071975482
OpenBMI_ERP,3,temporal_norm.0,797940000,403,0.03098975206470454,0.0007005858887266192,0.03153276354852928,2.537957222542248,2.5693753949878793,0.03181117100126307,1.017522291972229,0.012534163585861435
OpenBMI_ERP,3,temporal_norm.1,797940000,403,0.025562291109227454,0.0019025496705284064,0.024328079896635952,2.4222384981971867,2.4574817925318992,0.04015430207173698,0.9517175042206613,0.016577352767542443
OpenBMI_ERP,3,temporal_norm.2,797940000,403,0.011784250790487538,0.002951759983610882,0.011678119625261676,2.7322345581699325,2.7767634225568254,0.0546499785637805,0.9909938130889464,0.02000193519270373
OpenBMI_ERP,3,spatial_norm.0,12870000,403,0.0915771800153455,0.09792351801634507,0.012043957337194428,0.35660876491724924,0.37931922450629196,0.032269777130782336,0.1315170147756923,0.09049070102993825
OpenBMI_ERP,3,spatial_norm.1,12870000,403,0.1569532898988426,0.15886936130277085,0.017791832659377366,0.5931549665066631,0.5160504187644723,0.11360132783541077,0.11335750063502532,0.19152048663514756
OpenBMI_ERP,3,spatial_norm.2,12870000,403,0.07839258427060306,0.08923592712188483,0.014181773824019979,0.23843948476634752,0.25080922844702463,0.021030105380323537,0.18090708395408894,0.08819892141996295
OpenBMI_ERP,3,norm1,3191760,403,0.23502032764692346,0.2513666627720371,0.028841899387275147,0.8944633642794749,0.7769573309714103,0.12266081786936843,0.1227208713222671,0.13713341738504461
OpenBMI_ERP,3,norm2,1595880,403,0.3928502033308034,0.40641705719168997,0.01718282841781257,0.8151308016551385,0.7924478645360575,0.034968807474048166,0.04373888131437111,0.042899627155596795
OpenBMI_ERP,4,temporal_norm.0,797940000,403,0.00827498678418598,0.0006373343847906337,0.008832690060076122,1.6362272944855025,1.7967881843635658,0.16257458253854506,1.067396273907766,0.09935941240343704
OpenBMI_ERP,4,temporal_norm.1,797940000,403,0.005923755668570791,0.000977415935368203,0.006381380337241228,2.815441951700142,2.922486473451113,0.11453280466627759,1.0772524550765017,0.04068022237045783
OpenBMI_ERP,4,temporal_norm.2,797940000,403,0.00946963371413369,0.0031333111407847018,0.012165408987818687,2.2592422081991144,2.349583984030907,0.1673267259765875,1.284675770474784,0.0740632081718971
OpenBMI_ERP,4,spatial_norm.0,12870000,403,0.09021270536463122,0.08939190844009466,0.013124479028875698,0.3833653160547674,0.39834923081635853,0.025679604469614748,0.14548370959309773,0.06698468378382506
OpenBMI_ERP,4,spatial_norm.1,12870000,403,0.12563969253068744,0.13051910557167615,0.01872244320969128,0.3461113585673081,0.35063948548902346,0.02324108283287139,0.14901694546186772,0.06714914797675357
OpenBMI_ERP,4,spatial_norm.2,12870000,403,0.11023453627128539,0.1182147554013792,0.01923838466306815,0.3910702746686033,0.4235604876969156,0.03767135328090572,0.17452229867165042,0.09632885882934669
OpenBMI_ERP,4,norm1,3191760,403,0.2683552423121931,0.28492869439323204,0.028356659510837618,1.1011778006437256,0.9565144292544077,0.14879189796872194,0.10566836431631428,0.13512068430887483
OpenBMI_ERP,4,norm2,1595880,403,0.32972122839000007,0.3427642608115888,0.016895860210987816,0.8831030562971921,0.8498635807435428,0.046044621405423196,0.05124286444487916,0.052139578814828294
OpenBMI_SSVEP,0,temporal_norm.0,161200000,21,0.0020545209146139278,0.000998216793228294,0.0013053279973307887,0.6485797595503887,0.6276468719448082,0.021137384156433733,0.635344224556642,0.032590261791528435
OpenBMI_SSVEP,0,temporal_norm.1,161200000,21,0.00421890139776478,0.0038136029229156147,0.0005172554497458926,0.6195279268745683,0.6065067530151567,0.014142652022924397,0.12260429931354647,0.02282811058134554
OpenBMI_SSVEP,0,temporal_norm.2,161200000,21,0.009405485977770441,0.007616751484643404,0.002036108932020617,0.922476604234166,0.9016198007158327,0.02746956416054068,0.21648099171407983,0.029778060532327247
OpenBMI_SSVEP,0,spatial_norm.0,2600000,21,0.19165327384037525,0.19485490647302764,0.012858191644407057,0.5072404149176709,0.5079618317626222,0.01986403647906156,0.06709090529346462,0.03916098933537393
OpenBMI_SSVEP,0,spatial_norm.1,2600000,21,0.28825886261036426,0.29258466415413464,0.014153972581333623,0.9063784142098732,0.9131613844788111,0.017132280179427917,0.049101604207969704,0.01890190665491832
OpenBMI_SSVEP,0,spatial_norm.2,2600000,21,0.1567076834350452,0.16506293102389488,0.017412399104657274,0.4892322637407684,0.5083056084484235,0.03082212833749915,0.11111388237625663,0.06300101326479769
OpenBMI_SSVEP,0,norm1,650000,21,0.34320425241036107,0.34859938460989626,0.009879228930832989,0.8217656202353223,0.7315253553513551,0.09571645709175455,0.028785275419666516,0.11647658983877303
OpenBMI_SSVEP,0,norm2,325000,21,0.22917598123108787,0.2334985046655416,0.01025197036146082,0.8076177640738073,0.8046109124123857,0.03467396399850643,0.044734052435989456,0.04293363214746923
OpenBMI_SSVEP,1,temporal_norm.0,161200000,21,0.0008652372810868339,0.0008149055727732997,8.462692902030263e-05,0.8519415426092973,0.7971373857514633,0.05584088858584743,0.09780777004199569,0.06554544624601809
OpenBMI_SSVEP,1,temporal_norm.1,161200000,21,0.0019193737649579516,0.0018990012063335353,0.000181178984197715,0.5600911221236734,0.5386293262483723,0.02808828085162444,0.09439484247701184,0.05014948415022776
OpenBMI_SSVEP,1,temporal_norm.2,161200000,21,0.00618686996115911,0.006333798437885236,0.000350824030823206,1.07948199177705,1.0364371492419258,0.05541617233527549,0.056704607180313046,0.051335893287158076
OpenBMI_SSVEP,1,spatial_norm.0,2600000,21,0.116010530865044,0.13201767637080425,0.023905521919044978,0.2932471640496433,0.3267437923990248,0.04083170154288218,0.20606337839152264,0.1392398854911683
OpenBMI_SSVEP,1,spatial_norm.1,2600000,21,0.29550370240822255,0.3360009795124916,0.051077298154286674,1.4397822611312767,1.3402835982112038,0.11378699424520547,0.17284825109814062,0.07903069604135829
OpenBMI_SSVEP,1,spatial_norm.2,2600000,21,0.1587227406205519,0.18780349700877563,0.03489297353155087,0.46091371749435267,0.47620213810471046,0.06999687156045421,0.21983600708462578,0.15186545529817486
OpenBMI_SSVEP,1,norm1,650000,21,0.29530669033236084,0.30983329652219477,0.022286523538039168,0.7038715144627775,0.6159133259545361,0.09338376512068652,0.0754690776323293,0.13267160724917346
OpenBMI_SSVEP,1,norm2,325000,21,0.2330013565540617,0.2356677709767016,0.00943422468387457,0.6529051885521276,0.6351534242477201,0.02874927555760049,0.04048999895709024,0.04403284896748092
OpenBMI_SSVEP,2,temporal_norm.0,161200000,21,0.000728975306821832,0.0010900626966600135,0.0005994648377718688,0.740500499628376,0.7374827987310759,0.005107868131756399,0.8223390177445109,0.006897859129493915
OpenBMI_SSVEP,2,temporal_norm.1,161200000,21,0.003784868730635097,0.004033692020379683,0.0005332843462155534,0.7772993935121008,0.7855711022983023,0.015808598257302915,0.14089903353823022,0.0203378497259265
OpenBMI_SSVEP,2,temporal_norm.2,161200000,21,0.005624868287415185,0.006475603671981891,0.0010305484612776177,1.0650081696857168,1.0572239768476746,0.03856545469267551,0.18321290537296991,0.036211416766930675
OpenBMI_SSVEP,2,spatial_norm.0,2600000,21,0.23007853175426832,0.24178604316487606,0.022082950801496963,0.6226945896476491,0.6165436510925674,0.05880909534997851,0.0959800579094546,0.09444292005693442
OpenBMI_SSVEP,2,spatial_norm.1,2600000,21,0.38537865742313576,0.4246214273905472,0.049540793699378104,2.5220474773068586,2.2652169896939354,0.2694443299535357,0.1285509530564989,0.10683555023367718
OpenBMI_SSVEP,2,spatial_norm.2,2600000,21,0.22647120007939034,0.24038912290571454,0.024968084527953308,0.6444309130333137,0.6389076427713258,0.07156530923246635,0.11024838707615207,0.1110519495342192
OpenBMI_SSVEP,2,norm1,650000,21,0.3111617130962568,0.32638399787765515,0.023199403959927943,0.9390792316335586,0.8267769194955438,0.11666805020520268,0.07455738602631773,0.12423664188830463
OpenBMI_SSVEP,2,norm2,325000,21,0.20692470565515816,0.21227697228146222,0.009638941259040934,0.9354575041463679,0.9322071097851858,0.04775531688680419,0.046581877347716585,0.05105022587892146
OpenBMI_SSVEP,3,temporal_norm.0,161200000,21,0.0032588845494416975,0.0006227856962604596,0.003730771899363476,1.118983272362436,1.022749062092866,0.09689552525900955,1.1448002660918506,0.08659246983597921
OpenBMI_SSVEP,3,temporal_norm.1,161200000,21,0.0022587646616670015,0.001491813530155069,0.0015656935488283818,0.4998312570750727,0.46482719862708666,0.03882717760398944,0.69316364621752,0.07768057130160179
OpenBMI_SSVEP,3,temporal_norm.2,161200000,21,0.000725648871881707,0.006072407378888008,0.005740730131905653,1.6245964420746792,1.4702978684645236,0.1577960699042292,7.911167996470736,0.0971293952255102
OpenBMI_SSVEP,3,spatial_norm.0,2600000,21,0.17562153243347162,0.18879897319388114,0.022739025807592333,0.36325893418481703,0.38338225217915023,0.046543529231770936,0.12947743646529367,0.128127693090931
OpenBMI_SSVEP,3,spatial_norm.1,2600000,21,0.28088069247137654,0.3403803158452332,0.06780031616525367,2.110001296511778,2.0469436344807432,0.09395937295858567,0.24138475154237574,0.044530481148953735
OpenBMI_SSVEP,3,spatial_norm.2,2600000,21,0.18499928755913778,0.20801330065853754,0.039840982424104956,0.5915444912706324,0.5754274489027951,0.07099320050748646,0.21535749110044108,0.12001328987950458
OpenBMI_SSVEP,3,norm1,650000,21,0.3337678599124295,0.35182524910481433,0.025230136127953162,0.8258295379891933,0.7329039767910852,0.09896643841511947,0.07559186835596686,0.11983882128519183
OpenBMI_SSVEP,3,norm2,325000,21,0.2048102809591909,0.20708093119588464,0.010454797976962027,0.8858238590526256,0.8841033377649479,0.03286093383417297,0.051046255725049165,0.03709646505719231
OpenBMI_SSVEP,4,temporal_norm.0,161200000,21,0.0007374890319131051,0.000632675631897503,0.001153696257005698,0.6193796859262346,0.69481413232361,0.07775541114580019,1.5643571728964136,0.1255375546092103
OpenBMI_SSVEP,4,temporal_norm.1,161200000,21,0.002218676988337281,0.002071163972496597,0.0010438951281502968,0.7349211878304514,0.7771912853678863,0.04840266175810497,0.47050342778045023,0.06586102368472144
OpenBMI_SSVEP,4,temporal_norm.2,161200000,21,0.004907970287902547,0.00581526599925556,0.0022649623239501936,1.3582814881830263,1.5208203934031927,0.16929023127865578,0.46148655983778175,0.12463560223081255
OpenBMI_SSVEP,4,spatial_norm.0,2600000,21,0.23005120071372406,0.24658109283194496,0.0282677119835486,0.7388625418515736,0.7497151232684425,0.04968432575496916,0.12287574199069262,0.06724434240564058
OpenBMI_SSVEP,4,spatial_norm.1,2600000,21,0.2708134111438399,0.3071139664382183,0.04080929572911106,1.4730050369693615,1.3539939410841155,0.13855768415428849,0.15069156123673508,0.09406463703570518
OpenBMI_SSVEP,4,spatial_norm.2,2600000,21,0.13240897852055855,0.15245886825249128,0.026864490730866223,0.40937422290977454,0.4168705968181232,0.04828501322998688,0.2028902498231651,0.1179483478143391
OpenBMI_SSVEP,4,norm1,650000,21,0.33571862583946194,0.3485932775035844,0.017885608122168266,0.7869255867904745,0.7059061817122265,0.08846325151981864,0.053275590764275994,0.11241628561173309
OpenBMI_SSVEP,4,norm2,325000,21,0.24056574486677504,0.24562505762403639,0.012759999086474736,0.8361371208996297,0.8452531935614117,0.0399491807065385,0.05304162940380895,0.04777826472236486
WBCIC_MI,0,temporal_norm.0,440626000,60,0.0007096331058451901,1.1966444084496598e-05,0.0007081480682508526,0.084863591077994,1.2447861118283596,1.1601433096063316,0.9979073163553033,13.670683680355928
WBCIC_MI,0,temporal_norm.1,440626000,60,0.00025731385373376593,4.272722663703121e-05,0.000252617002121747,0.010720516997284574,0.4639700340787748,0.455806426214385,0.981746604219458,42.517205684188305
WBCIC_MI,0,temporal_norm.2,440626000,60,0.0004877147480321324,0.00019377481523553264,0.0006247798266398123,0.05007135639411399,1.5842985469908901,1.5427705945208137,1.281035337070942,30.81144002526303
WBCIC_MI,0,spatial_norm.0,7597000,60,0.19405731856201083,0.19805039823370035,0.026577469689861098,0.6021863057938259,0.5835986689679162,0.05196143201301801,0.13695680166459837,0.08628796688513264
WBCIC_MI,0,spatial_norm.1,7597000,60,0.15625463329127137,0.16626420397425612,0.02314340964579714,0.7016019411690526,0.726480587949616,0.09560319372383329,0.1481134297160708,0.13626415224070407
WBCIC_MI,0,spatial_norm.2,7597000,60,0.18432852755115448,0.19591132041887693,0.02616859516333543,0.4980072823147656,0.5758488549501973,0.10499885390110536,0.14196714697931484,0.21083798898093384
WBCIC_MI,0,norm1,1899250,60,0.2979770102314598,0.32387334856385513,0.031823344817367274,0.9131612059437372,0.8680871351141553,0.08186915843099396,0.10679798684015199,0.08965466108077108
WBCIC_MI,0,norm2,949625,60,0.2512703560700982,0.25802567915924396,0.009128585305237759,0.73779602712595,0.7071671109648815,0.041100608265654384,0.03632973442633683,0.05570727783092013
WBCIC_MI,1,temporal_norm.0,463826000,63,0.002778499144550992,0.00016822138635777086,0.002664848358060935,1.9823643316207669,1.4813371499393617,0.5015381874671064,0.959096339218624,0.25300000583497806
WBCIC_MI,1,temporal_norm.1,463826000,63,0.001763872002737133,0.0006114793559850795,0.0012716215201776123,1.0805460306321248,0.8283002940296672,0.26900822096460314,0.7209261886374643,0.2489558180202948
WBCIC_MI,1,temporal_norm.2,463826000,63,0.00235147310272732,0.0017265987011204683,0.0018713398208362218,2.245557916828357,1.6631582287137272,0.6148680771196113,0.795815958373403,0.27381528328071614
WBCIC_MI,1,spatial_norm.0,7997000,63,0.2136838315889124,0.2487403671999493,0.04629169520533682,0.7595301154005409,0.736454876778364,0.0858023735860163,0.2166363962173486,0.11296770443495596
WBCIC_MI,1,spatial_norm.1,7997000,63,0.18735401032872762,0.21832963332774408,0.04031036149044651,0.6757654888076478,0.7460900023313654,0.13487046346131606,0.2151561176604587,0.19958175683000298
WBCIC_MI,1,spatial_norm.2,7997000,63,0.27081408751033986,0.30180787527574615,0.0406661564812262,0.5205065852944754,0.6166255767269428,0.1095172232133343,0.1501626331742197,0.21040506750049126
WBCIC_MI,1,norm1,1999250,63,0.2486856216425269,0.28064081663375007,0.04339249077209263,0.8091716398554435,0.7455797539282423,0.07869060874217668,0.17448733258277055,0.09724835234738895
WBCIC_MI,1,norm2,999625,63,0.26056858466131616,0.2734416785725161,0.016447517690182583,0.6754915266548488,0.6585935258909428,0.02836611901695411,0.06312164496560806,0.04199330102248366
WBCIC_MI,2,temporal_norm.0,463884000,63,0.0005832920389917817,0.00015767918334338716,0.0006732587855669015,0.9539983377456619,0.9496321865095259,0.05308128536146846,1.154239627083934,0.05564085728587511
WBCIC_MI,2,temporal_norm.1,463884000,63,0.0006406288660191595,0.0005423150748456814,0.000416529193317664,0.9542779286624853,0.8196725856477272,0.14261190884844396,0.6501879877907449,0.14944483631548372
WBCIC_MI,2,temporal_norm.2,463884000,63,0.002940822815311534,0.0028117565687168105,0.00047359986432189076,1.6050586905994466,1.3975711128750714,0.23913590023992778,0.16104331816798703,0.148988882238703
WBCIC_MI,2,spatial_norm.0,7998000,63,0.21458707038610872,0.23721744051090748,0.03404667902767797,0.4403126508531027,0.4626816177672069,0.05313773815683753,0.15866137212469245,0.12068183381486662
