fold,arm,subject,session,is_future_session,BA,macro_F1,NLL,trials
1,SHARED_CE_CONTINUATION,15,1,False,0.95,0.949874686716792,0.15438780188560486,100
1,SHARED_CE_CONTINUATION,15,2,True,0.9099999999999999,0.9099189270343309,0.3167426586151123,100
1,SHARED_CE_CONTINUATION,44,1,False,0.8200000000000001,0.8164014687882497,0.4603683054447174,100
1,SHARED_CE_CONTINUATION,44,2,True,0.8,0.7933030177759405,0.47887131571769714,100
1,SHARED_CE_CONTINUATION,52,1,False,0.82,0.82,0.4163280427455902,100
1,SHARED_CE_CONTINUATION,52,2,True,0.8,0.7996794871794872,0.5315849781036377,100
1,SHARED_CE_CONTINUATION,8,1,False,0.75,0.742559983523839,0.7834068536758423,100
1,SHARED_CE_CONTINUATION,8,2,True,0.8500000000000001,0.8492613807657522,0.46942195296287537,100
1,STAGEWISE_PU_SHARED,1,1,False,0.77,0.7688674505074866,0.5630465149879456,100
1,STAGEWISE_PU_SHARED,1,2,True,0.71,0.69662098545873,0.6445310711860657,100
1,STAGEWISE_PU_SHARED,11,1,False,0.6699999999999999,0.6576408341114224,0.6565601229667664,100
1,STAGEWISE_PU_SHARED,11,2,True,0.6799999999999999,0.6692848284415047,0.7333940863609314,100
1,STAGEWISE_PU_SHARED,15,1,False,0.96,0.9599358974358975,0.1449967622756958,100
1,STAGEWISE_PU_SHARED,15,2,True,0.9099999999999999,0.9099189270343309,0.3109787702560425,100
1,STAGEWISE_PU_SHARED,44,1,False,0.81,0.8056265984654731,0.3959245979785919,100
1,STAGEWISE_PU_SHARED,44,2,True,0.8300000000000001,0.8260869565217391,0.41965916752815247,100
1,STAGEWISE_PU_SHARED,52,1,False,0.82,0.82,0.4025137722492218,100
1,STAGEWISE_PU_SHARED,52,2,True,0.8,0.7999199679871949,0.512611985206604,100
1,STAGEWISE_PU_SHARED,8,1,False,0.73,0.7198879551820728,0.7394022345542908,100
1,STAGEWISE_PU_SHARED,8,2,True,0.8400000000000001,0.8389694041867954,0.4395025968551636,100
2,BASELINE,14,1,False,0.6900000000000001,0.6726850385386971,0.7675359845161438,100
2,BASELINE,14,2,True,0.66,0.6550324675324675,0.9310095310211182,100
2,BASELINE,35,1,False,0.97,0.96999699969997,0.059237636625766754,100
2,BASELINE,35,2,True,0.8,0.7933030177759405,0.46431446075439453,100
2,BASELINE,45,1,False,0.78,0.779205138498595,0.4563988149166107,100
2,BASELINE,45,2,True,0.79,0.7889659330720531,0.4395546317100525,100
2,BASELINE,46,1,False,0.6,0.586606035551881,1.2087070941925049,100
2,BASELINE,46,2,True,0.69,0.6615351020853806,0.8987359404563904,100
2,BASELINE,5,1,False,0.95,0.9499949994999499,0.18615253269672394,100
2,BASELINE,5,2,True,0.73,0.7237851662404092,0.6655815243721008,100
2,BASELINE,6,1,False,0.9099999999999999,0.9092650468797259,0.2796129286289215,100
2,BASELINE,6,2,True,0.96,0.9599358974358975,0.15297077596187592,100
2,SHARED_CE_CONTINUATION,14,1,False,0.6699999999999999,0.6601791782514674,0.7205870151519775,100
2,SHARED_CE_CONTINUATION,14,2,True,0.6499999999999999,0.6491228070175439,0.8685905933380127,100
2,SHARED_CE_CONTINUATION,35,1,False,0.97,0.96999699969997,0.0662616565823555,100
2,SHARED_CE_CONTINUATION,35,2,True,0.8200000000000001,0.8164014687882497,0.4200175404548645,100
2,SHARED_CE_CONTINUATION,45,1,False,0.83,0.8299829982998299,0.4245140552520752,100
2,SHARED_CE_CONTINUATION,45,2,True,0.77,0.7688674505074866,0.4503101110458374,100
2,SHARED_CE_CONTINUATION,46,1,False,0.59,0.5523528769516323,1.362626075744629,100
2,SHARED_CE_CONTINUATION,46,2,True,0.62,0.5634191176470589,1.2106785774230957,100
2,SHARED_CE_CONTINUATION,5,1,False,0.94,0.9399759903961584,0.184156596660614,100
2,SHARED_CE_CONTINUATION,5,2,True,0.71,0.7050147492625369,0.6925491094589233,100
2,SHARED_CE_CONTINUATION,6,1,False,0.81,0.8028841166096068,0.3791416585445404,100
2,SHARED_CE_CONTINUATION,6,2,True,0.94,0.9397832195905259,0.16969865560531616,100
2,STAGEWISE_PU_SHARED,14,1,False,0.69,0.6783898744683059,0.7176731824874878,100
2,STAGEWISE_PU_SHARED,14,2,True,0.6799999999999999,0.6788438378161381,0.8322117328643799,100
2,STAGEWISE_PU_SHARED,35,1,False,0.97,0.96999699969997,0.06125941127538681,100
2,STAGEWISE_PU_SHARED,35,2,True,0.8,0.7947454844006567,0.42883700132369995,100
2,STAGEWISE_PU_SHARED,45,1,False,0.8300000000000001,0.8298468621759583,0.41274532675743103,100
2,STAGEWISE_PU_SHARED,45,2,True,0.79,0.7889659330720531,0.43525490164756775,100
2,STAGEWISE_PU_SHARED,46,1,False,0.59,0.5523528769516323,1.3271567821502686,100
2,STAGEWISE_PU_SHARED,46,2,True,0.61,0.5481404240528328,1.1306214332580566,100
2,STAGEWISE_PU_SHARED,5,1,False,0.95,0.9499949994999499,0.1831262707710266,100
2,STAGEWISE_PU_SHARED,5,2,True,0.71,0.7050147492625369,0.7095194458961487,100
2,STAGEWISE_PU_SHARED,6,1,False,0.8200000000000001,0.8139727159983464,0.36139675974845886,100
2,STAGEWISE_PU_SHARED,6,2,True,0.94,0.9397832195905259,0.16193245351314545,100
3,BASELINE,14,1,False,0.61,0.5882166613873931,0.7986719012260437,100
3,BASELINE,14,2,True,0.64,0.6376811594202898,0.8833072781562805,100
3,BASELINE,32,1,False,0.71,0.69662098545873,0.5720124244689941,100
3,BASELINE,32,2,True,0.71,0.7099709970997099,0.7517122626304626,100
3,BASELINE,35,1,False,1.0,1.0,0.027555637061595917,100
3,BASELINE,35,2,True,0.8999999999999999,0.8998397435897436,0.2679676115512848,100
3,BASELINE,43,1,False,0.92,0.92,0.2185441553592682,100
3,BASELINE,43,2,True,0.9199999999999999,0.9198717948717949,0.26801663637161255,100
3,BASELINE,46,1,False,0.6,0.586606035551881,1.1019692420959473,100
3,BASELINE,46,2,True,0.66,0.6212121212121212,0.9729499220848083,100
3,BASELINE,8,1,False,0.8300000000000001,0.8291628982011858,0.5728697776794434,100
3,BASELINE,8,2,True,0.8400000000000001,0.8397435897435898,0.4777502119541168,100
3,SHARED_CE_CONTINUATION,14,1,False,0.65,0.6266666666666667,0.8289582133293152,100
3,SHARED_CE_CONTINUATION,14,2,True,0.6499999999999999,0.6491228070175439,0.8879088759422302,100
3,SHARED_CE_CONTINUATION,32,1,False,0.76,0.7575757575757576,0.5156071782112122,100
3,SHARED_CE_CONTINUATION,32,2,True,0.74,0.74,0.6950238943099976,100
3,SHARED_CE_CONTINUATION,35,1,False,0.98,0.98,0.031395748257637024,100
3,SHARED_CE_CONTINUATION,35,2,True,0.8799999999999999,0.8795664391810518,0.2834658920764923,100
3,SHARED_CE_CONTINUATION,43,1,False,0.91,0.90999099909991,0.2270592749118805,100
3,SHARED_CE_CONTINUATION,43,2,True,0.8999999999999999,0.8996386993175431,0.28611910343170166,100
3,SHARED_CE_CONTINUATION,46,1,False,0.5800000000000001,0.565936337329475,1.14998197555542,100
3,SHARED_CE_CONTINUATION,46,2,True,0.65,0.6072270227808326,0.9526425004005432,100
3,SHARED_CE_CONTINUATION,8,1,False,0.8300000000000001,0.8291628982011858,0.5527315735816956,100
3,SHARED_CE_CONTINUATION,8,2,True,0.81,0.8090644156366193,0.4730251431465149,100
3,STAGEWISE_PU_SHARED,14,1,False,0.62,0.5967741935483871,0.8046231269836426,100
3,STAGEWISE_PU_SHARED,14,2,True,0.64,0.6394230769230769,0.8569259643554688,100
3,STAGEWISE_PU_SHARED,32,1,False,0.77,0.767182913250329,0.5161290168762207,100
3,STAGEWISE_PU_SHARED,32,2,True,0.73,0.72997299729973,0.7005384564399719,100
3,STAGEWISE_PU_SHARED,35,1,False,0.98,0.9799919967987194,0.035080213099718094,100
3,STAGEWISE_PU_SHARED,35,2,True,0.8899999999999999,0.8897243107769424,0.26935964822769165,100
3,STAGEWISE_PU_SHARED,43,1,False,0.9299999999999999,0.9299929992999301,0.20876885950565338,100
3,STAGEWISE_PU_SHARED,43,2,True,0.8899999999999999,0.8897243107769424,0.2797848582267761,100
3,STAGEWISE_PU_SHARED,46,1,False,0.5800000000000001,0.5625,1.1390191316604614,100
3,STAGEWISE_PU_SHARED,46,2,True,0.64,0.592944369063772,0.9503779411315918,100
3,STAGEWISE_PU_SHARED,8,1,False,0.8,0.7987117552334944,0.5761861205101013,100
3,STAGEWISE_PU_SHARED,8,2,True,0.79,0.7889659330720531,0.487941712141037,100
4,BASELINE,11,1,False,0.73,0.7266929851199515,0.5895425081253052,100
4,BASELINE,11,2,True,0.73,0.7253585596582239,0.6157317161560059,100
4,BASELINE,15,1,False,0.89,0.8886526976414617,0.23546241223812103,100
4,BASELINE,15,2,True,0.87,0.8699869986998701,0.3076838552951813,100
4,BASELINE,34,1,False,0.58,0.5442708333333334,1.031799554824829,100
4,BASELINE,34,2,True,0.74,0.7331691297208538,0.8873162865638733,100
4,BASELINE,38,1,False,0.65,0.6471418489767113,0.6521273851394653,100
4,BASELINE,38,2,True,0.73,0.7286704853783539,0.5540640354156494,100
4,BASELINE,48,1,False,0.73,0.7198879551820728,0.7810899615287781,100
4,BASELINE,48,2,True,0.6799999999999999,0.6483516483516483,0.9968041777610779,100
4,BASELINE,52,1,False,0.83,0.8299829982998299,0.4666309058666229,100
4,BASELINE,52,2,True,0.71,0.7085720028137876,0.6379865407943726,100
4,SHARED_CE_CONTINUATION,11,1,False,0.74,0.7291666666666667,0.628065824508667,100
4,SHARED_CE_CONTINUATION,11,2,True,0.73,0.7198879551820728,0.7620751857757568,100
4,SHARED_CE_CONTINUATION,15,1,False,0.89,0.8886526976414617,0.25484997034072876,100
4,SHARED_CE_CONTINUATION,15,2,True,0.86,0.8599439775910365,0.2879801392555237,100
4,SHARED_CE_CONTINUATION,34,1,False,0.55,0.508679986898133,1.0071450471878052,100
4,SHARED_CE_CONTINUATION,34,2,True,0.69,0.6693333333333333,0.8958696722984314,100
4,SHARED_CE_CONTINUATION,38,1,False,0.68,0.6753246753246753,0.7183382511138916,100
4,SHARED_CE_CONTINUATION,38,2,True,0.71,0.7013695808876532,0.685657262802124,100
4,SHARED_CE_CONTINUATION,48,1,False,0.74,0.7331691297208538,0.7141216397285461,100
4,SHARED_CE_CONTINUATION,48,2,True,0.6799999999999999,0.6527777777777778,0.9596185088157654,100
4,SHARED_CE_CONTINUATION,52,1,False,0.81,0.8099809980998101,0.48898136615753174,100
4,SHARED_CE_CONTINUATION,52,2,True,0.69,0.6899689968996899,0.6744886636734009,100
4,STAGEWISE_PU_SHARED,11,1,False,0.74,0.7348021215830274,0.5861329436302185,100
4,STAGEWISE_PU_SHARED,11,2,True,0.6799999999999999,0.6692848284415047,0.706056535243988,100
4,STAGEWISE_PU_SHARED,15,1,False,0.88,0.8782467532467533,0.2598628103733063,100
4,STAGEWISE_PU_SHARED,15,2,True,0.89,0.8899889988998899,0.2948237955570221,100
4,STAGEWISE_PU_SHARED,34,1,False,0.52,0.47916666666666663,0.9937075972557068,100
4,STAGEWISE_PU_SHARED,34,2,True,0.64,0.609375,0.8975469470024109,100
4,STAGEWISE_PU_SHARED,38,1,False,0.67,0.6659580929243851,0.6557824611663818,100
4,STAGEWISE_PU_SHARED,38,2,True,0.71,0.7050147492625369,0.6350361108779907,100
4,STAGEWISE_PU_SHARED,48,1,False,0.69,0.6828644501278772,0.7633788585662842,100
4,STAGEWISE_PU_SHARED,48,2,True,0.64,0.6043956043956044,0.9496443271636963,100
4,STAGEWISE_PU_SHARED,52,1,False,0.8300000000000001,0.8298468621759583,0.5030822157859802,100
4,STAGEWISE_PU_SHARED,52,2,True,0.75,0.7479584635547938,0.6472596526145935,100
