fold,arm,subject,session,is_future_session,BA,macro_F1,NLL,trials
0,BASELINE,11,1,False,0.71,0.7013695808876532,0.649151623249054,100
0,BASELINE,11,2,True,0.6799999999999999,0.6666666666666666,0.6692366600036621,100
0,BASELINE,14,1,False,0.6699999999999999,0.6624040920716112,0.6540834903717041,100
0,BASELINE,14,2,True,0.6699999999999999,0.6683750376846548,0.760894775390625,100
0,BASELINE,19,1,False,0.76,0.7552019583843329,0.5314570069313049,100
0,BASELINE,19,2,True,0.76,0.7591328783621036,0.5684944987297058,100
0,BASELINE,26,1,False,0.78,0.7756017951856384,0.5077369809150696,100
0,BASELINE,26,2,True,0.86,0.86,0.3150796592235565,100
0,BASELINE,8,1,False,0.8200000000000001,0.8193496587715776,0.35484781861305237,100
0,BASELINE,8,2,True,0.82,0.82,0.3999220132827759,100
0,BASELINE,9,1,False,0.69,0.6846709388668497,0.629992663860321,100
0,BASELINE,9,2,True,0.56,0.5592948717948718,0.947243332862854,100
0,SHARED_CE_CONTINUATION,11,1,False,0.66,0.6392190152801358,0.7800613641738892,100
0,SHARED_CE_CONTINUATION,11,2,True,0.62,0.5876736111111112,0.7931508421897888,100
0,SHARED_CE_CONTINUATION,14,1,False,0.71,0.7013695808876532,0.6796762943267822,100
0,SHARED_CE_CONTINUATION,14,2,True,0.63,0.6290726817042607,0.8013059496879578,100
0,SHARED_CE_CONTINUATION,19,1,False,0.78,0.7777777777777778,0.5256460905075073,100
0,SHARED_CE_CONTINUATION,19,2,True,0.69,0.6899689968996899,0.6416322588920593,100
0,SHARED_CE_CONTINUATION,26,1,False,0.85,0.8487750781328763,0.4023846685886383,100
0,SHARED_CE_CONTINUATION,26,2,True,0.8400000000000001,0.8397435897435898,0.32434022426605225,100
0,SHARED_CE_CONTINUATION,8,1,False,0.71,0.7013695808876532,0.5087087750434875,100
0,SHARED_CE_CONTINUATION,8,2,True,0.73,0.7266929851199515,0.5171365737915039,100
0,SHARED_CE_CONTINUATION,9,1,False,0.64,0.625,0.6547208428382874,100
0,SHARED_CE_CONTINUATION,9,2,True,0.53,0.5295766189570613,1.003758192062378,100
0,STAGEWISE_PU_SHARED,11,1,False,0.67,0.648,0.7499511241912842,100
0,STAGEWISE_PU_SHARED,11,2,True,0.64,0.6138996138996139,0.7575921416282654,100
0,STAGEWISE_PU_SHARED,14,1,False,0.7,0.6940024479804161,0.6382588744163513,100
0,STAGEWISE_PU_SHARED,14,2,True,0.6499999999999999,0.6491228070175439,0.7831485271453857,100
0,STAGEWISE_PU_SHARED,19,1,False,0.79,0.7882851093860268,0.5076450705528259,100
0,STAGEWISE_PU_SHARED,19,2,True,0.71,0.7099709970997099,0.5878164768218994,100
0,STAGEWISE_PU_SHARED,26,1,False,0.85,0.8487750781328763,0.41912925243377686,100
0,STAGEWISE_PU_SHARED,26,2,True,0.84,0.8399359743897559,0.3128640949726105,100
0,STAGEWISE_PU_SHARED,8,1,False,0.75,0.7457023700539112,0.4778508245944977,100
0,STAGEWISE_PU_SHARED,8,2,True,0.75,0.7479584635547938,0.48518410325050354,100
0,STAGEWISE_PU_SHARED,9,1,False,0.65,0.6338529134846741,0.6556077599525452,100
0,STAGEWISE_PU_SHARED,9,2,True,0.5,0.5,0.9720749855041504,100
1,BASELINE,1,1,False,0.79,0.7898108297467721,0.5782501697540283,100
1,BASELINE,1,2,True,0.76,0.7552019583843329,0.5711194276809692,100
1,BASELINE,11,1,False,0.69,0.6783898744683059,0.6329461932182312,100
1,BASELINE,11,2,True,0.7,0.6899545266639107,0.7077370285987854,100
1,BASELINE,15,1,False,0.96,0.9599358974358975,0.12292357534170151,100
1,BASELINE,15,2,True,0.87,0.8689384010484928,0.31819474697113037,100
1,BASELINE,44,1,False,0.8,0.7947454844006567,0.37669914960861206,100
1,BASELINE,44,2,True,0.85,0.8474214220323466,0.3960432708263397,100
1,BASELINE,52,1,False,0.8300000000000001,0.8295739348370927,0.4116922616958618,100
1,BASELINE,52,2,True,0.76,0.7584541062801933,0.528305172920227,100
1,BASELINE,8,1,False,0.79,0.7863899908452854,0.6442917585372925,100
1,BASELINE,8,2,True,0.86,0.859775641025641,0.40969234704971313,100
1,SHARED_CE_CONTINUATION,1,1,False,0.76,0.7584541062801933,0.6023423075675964,100
1,SHARED_CE_CONTINUATION,1,2,True,0.74,0.7267759562841529,0.6678528785705566,100
1,SHARED_CE_CONTINUATION,11,1,False,0.65,0.6338529134846741,0.7020832896232605,100
1,SHARED_CE_CONTINUATION,11,2,True,0.69,0.6807743795695603,0.8223258256912231,100
