fold,arm,epoch,train_shared1_persistence_rho,train_shared1_offdiag_abs,train_shared1_centroid_variance,train_shared2_p_only_CE,train_shared2_p_only_BA,train_full_native_BA,train_P1_drift_RMS,train_C1_drift_RMS,train_P2_drift_RMS,train_C2_drift_RMS,loss_PUTILITY,loss_PERSIST,loss_VAR,loss_C,loss_ANCHOR,loss_TOTAL,loss_CE,loss_diag,loss_offdiag,loss_variance,loss_C1,loss_C2
0,SHARED_CE_CONTINUATION,0,0.7068437590360382,0.14494612925920727,3.352163314819336,0.3357735872268677,0.8480769230769231,0.8480769230769231,3.4024935757770436e-07,2.989871106251485e-08,2.78749723747751e-07,3.021293082383636e-08,0.3357736051082611,0.000516746446955949,0.0,2.412171685810781e-15,1.2613360222957227e-09,0.33629035234451293,0.33577360153198244,0.20648933231830596,0.08456880658864975,7.0165826606750485,2.3197577400522116e-15,2.5045857162726448e-15
0,SHARED_CE_CONTINUATION,1,0.707875206751549,0.14500788305338125,3.3532021045684814,0.32756125926971436,0.8542307692307692,0.8601923076923077,0.07365967333316803,0.017247479408979416,0.19892263412475586,0.03573964536190033,0.33220688581466673,0.0005138658545911312,0.0,0.0007887287499034792,0.0008320005362961424,0.3328828239440918,0.3291340744495392,0.20672474443912506,0.08455764800310135,7.010794582366944,0.0002816612524294223,0.0012957962547080638
0,SHARED_CE_CONTINUATION,2,0.7087011575455346,0.1446932350023573,3.3444080352783203,0.3248140215873718,0.8574999999999999,0.8636538461538461,0.11524324864149094,0.02587679773569107,0.2900976240634918,0.05310507118701935,0.3267823219299316,0.0005295905028469861,0.0,0.003588576102629304,0.0029263900918886066,0.32796340823173525,0.3189084851741791,0.20904021799564362,0.08416299611330032,6.946511688232422,0.0013099555252119898,0.0058671966288238765
0,SHARED_CE_CONTINUATION,3,0.7093843042575663,0.14441809480380435,3.335545301437378,0.3254581689834595,0.855,0.8626923076923076,0.14463575184345245,0.030994003638625145,0.3572041988372803,0.06294643133878708,0.32488967061042784,0.0005333368910942226,0.0,0.005866846907883883,0.003853027420118451,0.3263949954509735,0.31414859771728515,0.2063836306333542,0.08282571375370025,6.9775583457946775,0.0021591257257387044,0.009574568122625351
0,SHARED_CE_CONTINUATION,4,0.7099490832448687,0.1442075546849328,3.328643321990967,0.32358407974243164,0.8573076923076923,0.8673076923076923,0.1734628528356552,0.0363217294216156,0.3977090120315552,0.07292976975440979,0.3248836874961853,0.0005602690577507019,0.0,0.00791496217250824,0.004100910210981965,0.32664554119110106,0.31070586025714875,0.2125893649458885,0.08291705697774887,6.920797328948975,0.0029841300565749407,0.012845794335007668
0,SHARED_CE_CONTINUATION,5,0.710398616474431,0.14423458520353888,3.3184263706207275,0.32313308119773865,0.8574999999999999,0.8690384615384615,0.19970493018627167,0.040897808969020844,0.4391656517982483,0.0811963602900505,0.32467451095581057,0.000555869733216241,0.0,0.010142217688262463,0.004832278368994593,0.32672783255577087,0.3078619503974915,0.21806149184703827,0.08369257479906082,6.903782711029053,0.003892156928777695,0.01639227841049433
0,SHARED_CE_CONTINUATION,6,0.7107401612302348,0.14413176051872054,3.3145110607147217,0.3228294849395752,0.8561538461538462,0.8711538461538462,0.22290511429309845,0.04551372304558754,0.4757992923259735,0.08912050724029541,0.3247134572267532,0.0005652239255141467,0.0,0.012615054361522198,0.005464135147631169,0.32708660304546355,0.30578448534011843,0.20661154508590698,0.0821705049276352,6.913456821441651,0.004932900872081519,0.02029720798134804
0,SHARED_CE_CONTINUATION,7,0.7112379106348383,0.1440769052966718,3.305453062057495,0.32260626554489136,0.8569230769230769,0.8717307692307692,0.2452227771282196,0.04931092634797096,0.49950090050697327,0.09525985270738602,0.3247476828098297,0.0006061400438193232,0.0,0.01500758308917284,0.006172433290630579,0.32747182726860047,0.3040722393989563,0.2129589730501175,0.08797444090247154,6.923185081481933,0.005992387291043997,0.024022778794169426
0,SHARED_CE_CONTINUATION,8,0.7118249342445112,0.14410867271784727,3.2947726249694824,0.3237033188343048,0.8567307692307693,0.8732692307692307,0.2657397389411926,0.052382390946149826,0.5262807607650757,0.1001226007938385,0.32421050071716306,0.0005852345249149948,0.0,0.016526972353458406,0.006115477215498686,0.32705998063087466,0.3015887141227722,0.20400074362754822,0.08259895622730255,6.866353950500488,0.006748415920883417,0.026305528804659844
0,SHARED_CE_CONTINUATION,9,0.7121346351743139,0.14406797104020988,3.2925472259521484,0.3219127058982849,0.8584615384615384,0.8734615384615385,0.2854103147983551,0.05660344287753105,0.5424889326095581,0.10681334137916565,0.32420411467552185,0.0006061904330272227,0.0,0.01909684844315052,0.006577608771622181,0.3273777532577515,0.29943414866924284,0.2143718880414963,0.08442157208919525,6.867751903533936,0.007960498053580522,0.030233198851346968
