task,subject,arm,fold_appearances,sessions_per_fold,BA,macro_F1,NLL,future_session_BA,worst_session_BA
OpenBMI_MI,43,BASELINE,1,2,0.9199999999999999,0.9199358974358975,0.24328039586544037,0.9199999999999999,0.9199999999999999
OpenBMI_MI,43,SHARED_CE_CONTINUATION,1,2,0.905,0.9048148492087266,0.2565891891717911,0.8999999999999999,0.8999999999999999
OpenBMI_MI,43,STAGEWISE_PU_SHARED,1,2,0.9099999999999999,0.9098586550384362,0.24427685886621475,0.8899999999999999,0.8899999999999999
OpenBMI_MI,44,BASELINE,1,2,0.825,0.8210834532165017,0.3863712102174759,0.85,0.8
OpenBMI_MI,44,SHARED_CE_CONTINUATION,1,2,0.81,0.804852243282095,0.4696198105812073,0.8,0.8
OpenBMI_MI,44,STAGEWISE_PU_SHARED,1,2,0.8200000000000001,0.8158567774936061,0.4077918827533722,0.8300000000000001,0.81
OpenBMI_MI,45,BASELINE,1,2,0.785,0.784085535785324,0.4479767233133316,0.79,0.78
OpenBMI_MI,45,SHARED_CE_CONTINUATION,1,2,0.8,0.7994252244036583,0.4374120831489563,0.77,0.77
OpenBMI_MI,45,STAGEWISE_PU_SHARED,1,2,0.81,0.8094063976240057,0.4240001142024994,0.79,0.79
OpenBMI_MI,46,BASELINE,2,2,0.6375000000000001,0.613989823600316,1.0455905497074127,0.675,0.6
OpenBMI_MI,46,SHARED_CE_CONTINUATION,2,2,0.61,0.5722338386772496,1.168982282280922,0.635,0.585
OpenBMI_MI,46,STAGEWISE_PU_SHARED,2,2,0.605,0.5639844175170593,1.1367938220500946,0.625,0.585
OpenBMI_MI,48,BASELINE,1,2,0.705,0.6841198017668606,0.888947069644928,0.6799999999999999,0.6799999999999999
OpenBMI_MI,48,SHARED_CE_CONTINUATION,1,2,0.71,0.6929734537493157,0.8368700742721558,0.6799999999999999,0.6799999999999999
OpenBMI_MI,48,STAGEWISE_PU_SHARED,1,2,0.665,0.6436300272617408,0.8565115928649902,0.64,0.64
OpenBMI_MI,52,BASELINE,2,2,0.7825,0.7816457605577258,0.5111537203192711,0.735,0.735
OpenBMI_MI,52,SHARED_CE_CONTINUATION,2,2,0.78,0.7799073705447467,0.5278457626700401,0.745,0.745
OpenBMI_MI,52,STAGEWISE_PU_SHARED,2,2,0.8,0.7994313234294866,0.5163669064640999,0.775,0.775
