subject,ba,run,model
1,0.755,fold-0/seed-1,method
10,0.76,fold-0/seed-1,method
17,0.6799999999999999,fold-0/seed-1,method
28,0.95,fold-0/seed-1,method
3,0.9,fold-0/seed-1,method
45,0.875,fold-0/seed-1,method
48,0.575,fold-0/seed-1,method
54,0.615,fold-0/seed-1,method
6,0.83,fold-0/seed-1,method
