fold,seed,protected_block_id,group_id,control_id,coordinate_ids,alpha,identity_ce,identity_skill,continuous_ID_drop,top1_ID_BA,correct_subject_margin,retrieval_margin,drop_se,drop_lcb95,drop_ucb95,n_subjects,outer_test_used,outer_membership_enumerated
0,0,5,P,P,"[12, 13, 14, 15]",0.26,3.3873715470642924,0.13898897755186926,-1.9580059795742955e-11,0.3973529411764706,0.14640201749668613,0.5617718840235741,0.013415133429098242,-0.026293661540612613,0.026293661501452494,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.28,3.3873715470691557,0.13898897754700587,-1.4716672325221225e-11,0.3973529411764706,0.14640201749174614,0.5628228288276418,0.013415133427535354,-0.026293661532685964,0.02629366150325262,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.3,3.387371546965939,0.13898897765022217,-1.179329689460218e-10,0.3973529411764706,0.14640201759956264,0.5638561190612139,0.01341513343047681,-0.026293661641667517,0.02629366140580158,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.32,3.3873715471247072,0.13898897749145406,4.08351408243135e-11,0.3973529411764706,0.1464020174333755,0.564871122101259,0.01341513342455646,-0.02629366147129552,0.0262936615529658,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.34,3.387371547043573,0.13898897757258866,-4.029945821493186e-11,0.3973529411764706,0.14640201751953558,0.565867198652398,0.01341513343746835,-0.026293661577737427,0.02629366149713851,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.36,3.387371546995057,0.13898897762110446,-8.881526070148027e-11,0.3973529411764706,0.14640201756901847,0.5668437030540513,0.013415133437496644,-0.02629366162630868,0.02629366144867816,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.38,3.387371546991348,0.13898897762481272,-9.252351662603076e-11,0.3973529411764706,0.14640201757306281,0.5677999836193687,0.013415133437784797,-0.026293661630581718,0.026293661445534685,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.4,3.387371546996538,0.1389889776196234,-8.73341954310547e-11,0.3973529411764706,0.1464020175672714,0.5687353830119842,0.013415133418366885,-0.02629366158733329,0.026293661412664898,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.42,3.3873715470570906,0.1389889775590708,-2.678160471170088e-11,0.3973529411764706,0.14640201750510418,0.5696492386677897,0.013415133432741647,-0.026293661554955234,0.026293661501392025,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.44,3.387371547033843,0.13898897758231865,-5.002945280274673e-11,0.3973529411764706,0.1464020175277541,0.5705408832701779,0.013415133435732628,-0.026293661584065403,0.026293661484006497,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.46,3.3873715470138026,0.1389889776023589,-7.006970004219681e-11,0.3973529411764706,0.14640201754941895,0.5714096452885514,0.013415133426430898,-0.02629366158587426,0.02629366144573486,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.48,3.387371547027546,0.1389889775886159,-5.632669330957185e-11,0.3973529411764706,0.146402017535986,0.5722548495912738,0.01341513342755367,-0.026293661574331887,0.0262936614616785,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.5,3.3873715470330494,0.13898897758311213,-5.082292919844633e-11,0.3973529411764706,0.1464020175285035,0.573075818145629,0.013415133432661925,-0.0262936615788403,0.026293661477194443,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.52,3.3873715470139656,0.13898897760219586,-6.990666379103061e-11,0.3973529411764706,0.14640201754875481,0.5738718708186874,0.013415133421718873,-0.026293661576475655,0.026293661436662327,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.54,3.3873715470493746,0.13898897756678663,-3.449743268824079e-11,0.3973529411764706,0.14640201751140192,0.574642326294159,0.013415133429880379,-0.026293661557062975,0.02629366148806811,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.56,3.3873715470551735,0.13898897756098844,-2.869923743098468e-11,0.3973529411764706,0.14640201750534365,0.5753865031212808,0.013415133429543568,-0.02629366155060463,0.026293661493206156,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.58,3.387371546992184,0.1389889776239774,-9.16882125778784e-11,0.3973529411764706,0.14640201757139795,0.5761037209123829,0.013415133427981979,-0.02629366161053289,0.026293661427156466,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.6,3.3873715470181796,0.1389889775979818,-6.56925902564609e-11,0.3973529411764706,0.14640201754493093,0.5767933017059136,0.013415133431872133,-0.02629366159216197,0.02629366146077679,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.62,3.3873715470613437,0.13898897755481782,-2.252861786011806e-11,0.3973529411764706,0.14640201749991044,0.5774545715112112,0.013415133430339005,-0.026293661545993066,0.02629366150093583,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.64,3.3873715470691557,0.13898897754700587,-1.4716672325221225e-11,0.3973529411764706,0.14640201749174614,0.5780868620500381,0.013415133427535354,-0.026293661532685964,0.02629366150325262,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.66,3.3873715471247072,0.13898897749145406,4.08351408243135e-11,0.3973529411764706,0.1464020174333755,0.5786895127077312,0.01341513342455646,-0.02629366147129552,0.0262936615529658,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.68,3.387371546995057,0.13898897762110446,-8.881526070148027e-11,0.3973529411764706,0.14640201756901847,0.5792618727035712,0.013415133437496644,-0.02629366162630868,0.02629366144867816,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.7000000000000001,3.387371546996538,0.1389889776196234,-8.73341954310547e-11,0.3973529411764706,0.1464020175672714,0.5798033034856153,0.013415133418366885,-0.02629366158733329,0.026293661412664898,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.72,3.387371547033843,0.13898897758231865,-5.002945280274673e-11,0.3973529411764706,0.1464020175277541,0.5803131813496283,0.013415133435732628,-0.026293661584065403,0.026293661484006497,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.74,3.387371547027546,0.1389889775886159,-5.632669330957185e-11,0.3973529411764706,0.146402017535986,0.580790900274965,0.01341513342755367,-0.026293661574331887,0.0262936614616785,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.76,3.3873715470139656,0.13898897760219586,-6.990666379103061e-11,0.3973529411764706,0.14640201754875481,0.5812358749623373,0.013415133421718873,-0.026293661576475655,0.026293661436662327,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.78,3.3873715470551735,0.13898897756098844,-2.869923743098468e-11,0.3973529411764706,0.14640201750534365,0.5816475440495502,0.013415133429543568,-0.02629366155060463,0.026293661493206156,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.8,3.3873715470181796,0.1389889775979818,-6.56925902564609e-11,0.3973529411764706,0.14640201754493093,0.5820253734717994,0.013415133431872133,-0.02629366159216197,0.02629366146077679,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.8200000000000001,3.3873715470691557,0.13898897754700587,-1.4716672325221225e-11,0.3973529411764706,0.14640201749174614,0.5823688599233602,0.013415133427535354,-0.026293661532685964,0.02629366150325262,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.84,3.387371546995057,0.13898897762110446,-8.881526070148027e-11,0.3973529411764706,0.14640201756901847,0.5826775343679974,0.013415133437496644,-0.02629366162630868,0.02629366144867816,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.86,3.387371547033843,0.13898897758231865,-5.002945280274673e-11,0.3973529411764706,0.1464020175277541,0.5829509655367057,0.013415133435732628,-0.026293661584065403,0.026293661484006497,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.88,3.3873715470139656,0.13898897760219586,-6.990666379103061e-11,0.3973529411764706,0.14640201754875481,0.5831887633441267,0.013415133421718873,-0.026293661576475655,0.026293661436662327,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.9,3.3873715470181796,0.1389889775979818,-6.56925902564609e-11,0.3973529411764706,0.14640201754493093,0.5833905821497379,0.013415133431872133,-0.02629366159216197,0.02629366146077679,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.92,3.387371546995057,0.13898897762110446,-8.881526070148027e-11,0.3973529411764706,0.14640201756901847,0.5835561237872859,0.013415133437496644,-0.02629366162630868,0.02629366144867816,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.9400000000000001,3.3873715470139656,0.13898897760219586,-6.990666379103061e-11,0.3973529411764706,0.14640201754875481,0.5836851402863609,0.013415133421718873,-0.026293661576475655,0.026293661436662327,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.96,3.387371546995057,0.13898897762110446,-8.881526070148027e-11,0.3973529411764706,0.14640201756901847,0.5837774362137873,0.013415133437496644,-0.02629366162630868,0.02629366144867816,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",0.98,3.387371546995057,0.13898897762110446,-8.881526070148027e-11,0.3973529411764706,0.14640201756901847,0.583832870569707,0.013415133437496644,-0.02629366162630868,0.02629366144867816,34,False,False
0,0,5,P,P,"[12, 13, 14, 15]",1.0,3.398447889043611,0.1279126355725509,0.011076341959738306,0.38117647058823534,0.13464965567702428,0.5838513581837113,0.012965171231167626,-0.01433539365335024,0.03648807757282685,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.0,3.3873715470838723,0.1389889775322892,0.0,0.3973529411764706,0.1464020174793598,0.546777232801835,0.013415133464004634,-0.026293661589449083,0.026293661589449083,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.02,3.3873715470385175,0.13898897757764406,-4.535485875756251e-11,0.3973529411764706,0.1464020175244855,0.5470836287836313,0.013415133436700059,-0.026293661581286973,0.026293661490577255,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.04,3.387371547027965,0.13898897758819662,-5.590741758432216e-11,0.3973529411764706,0.1464020175372058,0.5473859618436719,0.013415133441049408,-0.026293661600364258,0.026293661488549423,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.06,3.3873715469738244,0.13898897764233686,-1.1004766542477284e-10,0.3973529411764706,0.1464020175919839,0.5476841336381436,0.013415133435816278,-0.02629366164424757,0.02629366142415224,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.08,3.387371547071278,0.13898897754488376,-1.2594564280377085e-11,0.3973529411764706,0.1464020174895873,0.5479780453876036,0.01341513343144331,-0.026293661538223455,0.026293661513034326,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.1,3.3873715470095447,0.13898897760661716,-7.43279604531466e-11,0.3973529411764706,0.14640201755315188,0.5482675979416888,0.013415133439026545,-0.02629366161481999,0.02629366146616407,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.12,3.387371546999815,0.13898897761634654,-8.405734441829793e-11,0.3973529411764706,0.14640201756343602,0.5485526918475123,0.013415133433384817,-0.026293661613491583,0.026293661445376895,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.14,3.387371547047782,0.13898897756837952,-3.6090325172821736e-11,0.3973529411764706,0.14640201751388215,0.548833227421814,0.013415133433909163,-0.026293661566552284,0.026293661494371633,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.16,3.3873715470444044,0.1389889775717573,-3.946809545851693e-11,0.3973529411764706,0.1464020175184163,0.5491091048269149,0.01341513344175527,-0.026293661585308426,0.026293661506372235,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.18,3.3873715469914165,0.1389889776247451,-9.245590404383108e-11,0.3973529411764706,0.14640201757354177,0.5493802241505219,0.013415133435081356,-0.02629366162521536,0.026293661440303553,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.2,3.387371547008861,0.13898897760730078,-7.501158028055954e-11,0.3973529411764706,0.14640201755648105,0.5496464854894039,0.013415133440890499,-0.026293661619156958,0.026293661469133797,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.22,3.387371547001301,0.13898897761486,-8.257081129947608e-11,0.3973529411764706,0.1464020175647907,0.5499077890369595,0.01341513344615138,-0.026293661637027517,0.026293661471885894,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.24,3.387371547016279,0.138988977599883,-6.759379167498025e-11,0.3973529411764706,0.14640201754674903,0.5501640351746654,0.01341513344319192,-0.026293661616249953,0.02629366148106237,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.26,3.3873715469542853,0.1389889776618759,-1.295867024797559e-10,0.3973529411764706,0.1464020176121612,0.5504151245673917,0.013415133439996813,-0.026293661671980453,0.02629366141280705,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.28,3.387371546982754,0.1389889776334075,-1.011183081711664e-10,0.3973529411764706,0.14640201758157861,0.550660958262536,0.01341513342731079,-0.026293661618647456,0.02629366141641084,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.3,3.387371547016533,0.13898897759962825,-6.733905100198001e-11,0.3973529411764706,0.1464020175464087,0.5509014377929198,0.01341513343610853,-0.02629366160211177,0.026293661467433668,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.32,3.3873715470002574,0.13898897761590406,-8.361486503183357e-11,0.3973529411764706,0.14640201756301113,0.5511364652833605,0.013415133440909633,-0.026293661627797744,0.026293661460568014,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.34,3.387371547019934,0.1389889775962275,-6.393829909967508e-11,0.3973529411764706,0.1464020175446928,0.5513659435608131,0.013415133432981013,-0.026293661592581084,0.026293661464704486,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.36,3.38737154697287,0.13898897764329132,-1.1100212415904309e-10,0.3973529411764706,0.14640201759344723,0.5515897762679484,0.013415133430394533,-0.02629366163457541,0.02629366141257116,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.38,3.387371547057402,0.13898897755875939,-2.6470187153293523e-11,0.3973529411764706,0.14640201750614185,0.5518078679800082,0.013415133448306745,-0.026293661585151406,0.02629366153221103,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.4,3.387371547019513,0.13898897759664813,-6.435893484812993e-11,0.3973529411764706,0.1464020175455935,0.5520201243247564,0.013415133438982462,-0.02629366160476456,0.02629366147604669,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.42,3.387371547012534,0.13898897760362744,-7.133824087013352e-11,0.3973529411764706,0.14640201755131008,0.5522264521053063,0.013415133438132795,-0.02629366161007852,0.026293661467402037,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.44,3.38737154702717,0.1389889775889918,-5.670261482570993e-11,0.3973529411764706,0.14640201753681292,0.5524267594255906,0.01341513343768611,-0.02629366159456739,0.02629366148116216,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.46,3.387371547039816,0.1389889775763458,-4.405659170814147e-11,0.3973529411764706,0.14640201752237958,0.5526209558181965,0.01341513343732301,-0.02629366158120969,0.026293661493096507,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.48,3.387371547069257,0.13898897754690454,-1.4615336718648564e-11,0.3973529411764706,0.14640201749228993,0.5528089523742723,0.013415133435000283,-0.02629366154721589,0.026293661517985217,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.5,3.3873715470330494,0.13898897758311213,-5.082292919844633e-11,0.3973529411764706,0.1464020175285035,0.5529906618751732,0.013415133432661925,-0.0262936615788403,0.026293661477194443,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.52,3.387371547027965,0.13898897758819662,-5.590741758432216e-11,0.3973529411764706,0.1464020175372058,0.5531659989254938,0.013415133441049408,-0.026293661600364258,0.026293661488549423,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.54,3.387371547071278,0.13898897754488376,-1.2594564280377085e-11,0.3973529411764706,0.1464020174895873,0.5533348800871003,0.01341513343144331,-0.026293661538223455,0.026293661513034326,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.56,3.387371546999815,0.13898897761634654,-8.405734441829793e-11,0.3973529411764706,0.14640201756343602,0.5534972240137516,0.013415133433384817,-0.026293661613491583,0.026293661445376895,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.58,3.3873715470444044,0.1389889775717573,-3.946809545851693e-11,0.3973529411764706,0.1464020175184163,0.5536529515858754,0.01341513344175527,-0.026293661585308426,0.026293661506372235,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.6,3.387371547008861,0.13898897760730078,-7.501158028055954e-11,0.3973529411764706,0.14640201755648105,0.5538019860450367,0.013415133440890499,-0.026293661619156958,0.026293661469133797,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.62,3.387371547016279,0.138988977599883,-6.759379167498025e-11,0.3973529411764706,0.14640201754674903,0.5539442531276197,0.01341513344319192,-0.026293661616249953,0.02629366148106237,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.64,3.387371546982754,0.1389889776334075,-1.011183081711664e-10,0.3973529411764706,0.14640201758157861,0.5540796811972211,0.01341513342731079,-0.026293661618647456,0.02629366141641084,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.66,3.3873715470002574,0.13898897761590406,-8.361486503183357e-11,0.3973529411764706,0.14640201756301113,0.5542082013752389,0.013415133440909633,-0.026293661627797744,0.026293661460568014,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.68,3.38737154697287,0.13898897764329132,-1.1100212415904309e-10,0.3973529411764706,0.14640201759344723,0.5543297476691289,0.013415133430394533,-0.02629366163457541,0.02629366141257116,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.7000000000000001,3.387371547019513,0.13898897759664813,-6.435893484812993e-11,0.3973529411764706,0.1464020175455935,0.5544442570977857,0.013415133438982462,-0.02629366160476456,0.02629366147604669,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.72,3.38737154702717,0.1389889775889918,-5.670261482570993e-11,0.3973529411764706,0.14640201753681292,0.5545516698135059,0.01341513343768611,-0.02629366159456739,0.02629366148116216,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.74,3.387371547069257,0.13898897754690454,-1.4615336718648564e-11,0.3973529411764706,0.14640201749228993,0.5546519292199872,0.013415133435000283,-0.02629366154721589,0.026293661517985217,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.76,3.387371547027965,0.13898897758819662,-5.590741758432216e-11,0.3973529411764706,0.1464020175372058,0.5547449820858129,0.013415133441049408,-0.026293661600364258,0.026293661488549423,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.78,3.387371546999815,0.13898897761634654,-8.405734441829793e-11,0.3973529411764706,0.14640201756343602,0.5548307786528905,0.013415133433384817,-0.026293661613491583,0.026293661445376895,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.8,3.387371547008861,0.13898897760730078,-7.501158028055954e-11,0.3973529411764706,0.14640201755648105,0.5549092727393119,0.013415133440890499,-0.026293661619156958,0.026293661469133797,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.8200000000000001,3.387371546982754,0.1389889776334075,-1.011183081711664e-10,0.3973529411764706,0.14640201758157861,0.5549804218361254,0.01341513342731079,-0.026293661618647456,0.02629366141641084,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.84,3.38737154697287,0.13898897764329132,-1.1100212415904309e-10,0.3973529411764706,0.14640201759344723,0.5550441871975269,0.013415133430394533,-0.02629366163457541,0.02629366141257116,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.86,3.38737154702717,0.1389889775889918,-5.670261482570993e-11,0.3973529411764706,0.14640201753681292,0.5551005339240063,0.01341513343768611,-0.02629366159456739,0.02629366148116216,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.88,3.387371547027965,0.13898897758819662,-5.590741758432216e-11,0.3973529411764706,0.1464020175372058,0.5551494310380057,0.013415133441049408,-0.026293661600364258,0.026293661488549423,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.9,3.387371547008861,0.13898897760730078,-7.501158028055954e-11,0.3973529411764706,0.14640201755648105,0.5551908515516916,0.013415133440890499,-0.026293661619156958,0.026293661469133797,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.92,3.38737154697287,0.13898897764329132,-1.1100212415904309e-10,0.3973529411764706,0.14640201759344723,0.5552247725264683,0.013415133430394533,-0.02629366163457541,0.02629366141257116,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.9400000000000001,3.387371547027965,0.13898897758819662,-5.590741758432216e-11,0.3973529411764706,0.1464020175372058,0.5552511751239093,0.013415133441049408,-0.026293661600364258,0.026293661488549423,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.96,3.38737154697287,0.13898897764329132,-1.1100212415904309e-10,0.3973529411764706,0.14640201759344723,0.5552700446478247,0.013415133430394533,-0.02629366163457541,0.02629366141257116,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",0.98,3.38737154697287,0.13898897764329132,-1.1100212415904309e-10,0.3973529411764706,0.14640201759344723,0.5552813705772266,0.013415133430394533,-0.02629366163457541,0.02629366141257116,34,False,False
0,0,5,N,N_B5_001,"[10, 16, 17, 18]",1.0,3.4005536184927156,0.12580690612344625,0.01318207140884295,0.3658823529411765,0.13246529778348254,0.5552851465900126,0.013107478867133038,-0.012508587170737804,0.0388727299884237,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.0,3.3873715470838723,0.1389889775322892,0.0,0.3973529411764706,0.1464020174793598,0.546777232801835,0.013415133464004634,-0.026293661589449083,0.026293661589449083,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.02,3.387371547009046,0.1389889776071151,-7.482589547969098e-11,0.3973529411764706,0.14640201755568444,0.5473065701124228,0.013415133435167302,-0.02629366160775381,0.026293661458102018,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.04,3.3873715469919263,0.13898897762423496,-9.194575656401582e-11,0.3973529411764706,0.14640201757386823,0.5478300919800655,0.01341513343114742,-0.0262936616169947,0.026293661433103188,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.06,3.387371546981,0.1389889776351618,-1.0287259932795223e-10,0.3973529411764706,0.1464020175847593,0.5483475899559953,0.013415133444429794,-0.026293661653954997,0.0262936614482098,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.08,3.3873715470511474,0.13898897756501408,-3.272487836269988e-11,0.3973529411764706,0.14640201751020476,0.5488588532338754,0.013415133422919561,-0.02629366154164722,0.026293661476197463,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.1,3.3873715470490984,0.13898897756706297,-3.4773767199069994e-11,0.3973529411764706,0.14640201751155224,0.5493636687876977,0.01341513343028474,-0.026293661558131856,0.02629366148858432,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.12,3.3873715470104755,0.13898897760568568,-7.33964833354861e-11,0.3973529411764706,0.14640201755296064,0.5498618215212274,0.01341513343494531,-0.02629366160588929,0.026293661459096323,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.14,3.3873715470578674,0.13898897755829442,-2.6005225750580507e-11,0.3973529411764706,0.14640201750260945,0.550353094429318,0.013415133425366947,-0.02629366153972444,0.02629366148771399,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.16,3.38737154703525,0.1389889775809114,-4.8622189607883115e-11,0.3973529411764706,0.14640201752729554,0.5508372687713973,0.013415133431637844,-0.026293661574632365,0.026293661477387986,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.18,3.3873715469530605,0.13898897766310064,-1.3081144500937114e-10,0.3973529411764706,0.14640201761438265,0.5513141242573871,0.013415133437348882,-0.026293661668015254,0.026293661406392364,34,False,False
0,0,5,N,N_B5_002,"[10, 11, 16, 19]",0.2,3.387371546991681,0.13898897762448104,-9.219183749742399e-11,0.3973529411764706,0.14640201757256757,0.5517834392462876,0.013415133435852716,-0.026293661626463162,0.026293661442079487,34,False,False
