fold,seed,protected_block_id,group_id,control_id,coordinate_ids,alpha,identity_ce,identity_skill,continuous_ID_drop,top1_ID_BA,correct_subject_margin,retrieval_margin,drop_se,drop_lcb95,drop_ucb95,n_subjects,outer_test_used,outer_membership_enumerated
0,1,5,N,N_B5_015,"[7, 9, 10, 11]",0.9,3.3974620917064904,0.1288984329096709,-7.495273846025441e-11,0.3573529411764706,0.13582717897183466,0.5195782629461729,0.012316606128481317,-0.02414054808677612,0.024140547936870642,34,False,False
0,1,5,N,N_B5_015,"[7, 9, 10, 11]",0.92,3.397462091724857,0.12889843289130432,-5.658615243042675e-11,0.3573529411764706,0.13582717895263707,0.5196256970044205,0.012316606115741926,-0.024140548043440326,0.02414054793026802,34,False,False
0,1,5,N,N_B5_015,"[7, 9, 10, 11]",0.9400000000000001,3.3974620916424945,0.12889843297366654,-1.3894838057915138e-10,0.3573529411764706,0.13582717903849512,0.5196626701541445,0.012316606123664486,-0.02414054814133077,0.02414054786343401,34,False,False
0,1,5,N,N_B5_015,"[7, 9, 10, 11]",0.96,3.397462091724857,0.12889843289130432,-5.658615243042675e-11,0.3573529411764706,0.13582717895263707,0.5196891225510027,0.012316606115741926,-0.024140548043440326,0.02414054793026802,34,False,False
0,1,5,N,N_B5_015,"[7, 9, 10, 11]",0.98,3.397462091724857,0.12889843289130432,-5.658615243042675e-11,0.3573529411764706,0.13582717895263707,0.5197050112340444,0.012316606115741926,-0.024140548043440326,0.02414054793026802,34,False,False
0,1,5,N,N_B5_015,"[7, 9, 10, 11]",1.0,3.4183768845245313,0.10798364009162997,0.02091479274308819,0.3138235294117647,0.11375477306695075,0.5197103103402181,0.010709337531594363,-7.550881883676072e-05,0.041905094305013144,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.0,3.397462091781443,0.12889843283471816,0.0,0.3573529411764706,0.13582717889066914,0.5096851143862049,0.012316606156446946,-0.024140548066636014,0.024140548066636014,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.02,3.3974620917415503,0.12889843287461067,-3.989250596525551e-11,0.3573529411764706,0.13582717893445778,0.5095752811168796,0.012316606122807506,-0.02414054804059522,0.024140547960810207,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.04,3.3974620917212315,0.12889843289493047,-6.02123073623062e-11,0.3573529411764706,0.13582717895550778,0.5094593743058343,0.012316606127331332,-0.024140548069781716,0.0241405479493571,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.06,3.397462091633061,0.12889843298310025,-1.483820843972694e-10,0.3573529411764706,0.13582717904830888,0.5093375393130339,0.012316606127231318,-0.024140548157755466,0.024140547860991297,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.08,3.3974620917626224,0.12889843285353922,-1.8821055824957966e-11,0.3573529411764706,0.13582717891364363,0.5092099363823822,0.01231660611856595,-0.024140548011210315,0.024140547973568204,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.1,3.397462091703834,0.12889843291232772,-7.760955766933364e-11,0.3573529411764706,0.13582717897441948,0.5090767410604388,0.012316606127863011,-0.02414054808822106,0.024140547933001945,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.12,3.3974620917380305,0.12889843287813116,-4.3412995420766265e-11,0.3573529411764706,0.13582717893843546,0.5089381445863443,0.012316606129516048,-0.024140548057264448,0.024140547970438457,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.14,3.3974620918084986,0.128898432807663,2.7055163664968518e-11,0.3573529411764706,0.13582717886509835,0.5087943542478196,0.012316606118726418,-0.024140547965648615,0.024140548019758942,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.16,3.397462091782348,0.12889843283381436,9.038048087717243e-13,0.3573529411764706,0.13582717889203583,0.5086455936977669,0.012316606125593708,-0.024140548005259863,0.024140548007067473,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.18,3.397462091712058,0.12889843290410358,-6.93854140809691e-11,0.3573529411764706,0.1358271789653943,0.5084921032256782,0.012316606132091163,-0.024140548088284093,0.024140547949513265,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.2,3.3974620917562275,0.12889843285993438,-2.5216218002555024e-11,0.3573529411764706,0.13582717891976526,0.5083341399777576,0.012316606136743204,-0.0241405480532329,0.024140548002800463,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.22,3.397462091823744,0.1288984327924176,4.230055195009186e-11,0.3573529411764706,0.13582717884871887,0.5081719781193775,0.01231660612679198,-0.02414054796621173,0.024140548050812834,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.24,3.3974620918041225,0.1288984328120393,2.267885879092546e-11,0.3573529411764706,0.13582717886780019,0.5080059089332661,0.012316606120248744,-0.02414054797300868,0.024140548018366396,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.26,3.397462091724223,0.12889843289193847,-5.722031182209264e-11,0.3573529411764706,0.135827178953108,0.5078362408466158,0.01231660613137306,-0.02414054807471151,0.024140547960270885,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.28,3.3974620917285847,0.1288984328875768,-5.285863413639902e-11,0.3573529411764706,0.13582717894726987,0.5076632993801801,0.01231660612541358,-0.02414054805866925,0.024140547952951983,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.3,3.397462091767991,0.1288984328481702,-1.3452045033446325e-11,0.3573529411764706,0.13582717890605392,0.5074874270123467,0.012316606118679862,-0.024140548006064574,0.024140547979160484,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.32,3.397462091714517,0.12889843290164507,-6.692690845966354e-11,0.3573529411764706,0.13582717896351243,0.5073089829511938,0.01231660612791896,-0.024140548077648066,0.02414054794379425,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.34,3.3974620917785954,0.12889843283756577,-2.847611035861064e-12,0.3573529411764706,0.1358271788959149,0.5071283428076265,0.012316606123657628,-0.02414054800521656,0.02414054799952134,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.36,3.397462091675288,0.12889843294087394,-1.0615577861194936e-10,0.3573529411764706,0.1358271790038906,0.5069458981629028,0.01231660611945922,-0.02414054810029585,0.024140547887984292,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.38,3.397462091750106,0.128898432866056,-3.133784898246006e-11,0.3573529411764706,0.13582717892377427,0.5067620560241648,0.01231660612828668,-0.024140548042779743,0.024140547980104045,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.4,3.3974620917469593,0.12889843286920205,-3.4483887967340365e-11,0.3573529411764706,0.13582717892778357,0.5065772381620369,0.01231660611957735,-0.024140548028855496,0.02414054795988772,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.42,3.3974620917845235,0.1288984328316381,3.080063981641956e-12,0.3573529411764706,0.13582717888877782,0.5063918803249237,0.01231660613132385,-0.024140548014314683,0.02414054802047481,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.44,3.3974620917695226,0.1288984328466395,-1.192132503824439e-11,0.3573529411764706,0.13582717890603005,0.5062064313253601,0.01231660612804182,-0.02414054802288329,0.02414054799904064,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.46,3.3974620917869345,0.12889843282922706,5.491107568644793e-12,0.3573529411764706,0.13582717888701978,0.5060213519946412,0.012316606127394037,-0.024140548004201203,0.02414054801518342,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.48,3.3974620917293437,0.1288984328868181,-5.20999354769458e-11,0.3573529411764706,0.13582717894851298,0.5058371140029732,0.012316606135620882,-0.02414054807791686,0.02414054797371699,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.5,3.39746209173129,0.12889843288487174,-5.0153575736899825e-11,0.3573529411764706,0.13582717894565577,0.5056541985435821,0.01231660612032487,-0.02414054804599032,0.02414054794568317,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.52,3.3974620917212315,0.12889843289493047,-6.02123073623062e-11,0.3573529411764706,0.13582717895550778,0.5054730948805533,0.012316606127331332,-0.024140548069781716,0.0241405479493571,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.54,3.3974620917626224,0.12889843285353922,-1.8821055824957966e-11,0.3573529411764706,0.13582717891364363,0.5052942987616624,0.01231660611856595,-0.024140548011210315,0.024140547973568204,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.56,3.3974620917380305,0.12889843287813116,-4.3412995420766265e-11,0.3573529411764706,0.13582717893843546,0.5051183106991014,0.012316606129516048,-0.024140548057264448,0.024140547970438457,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.58,3.397462091782348,0.12889843283381436,9.038048087717243e-13,0.3573529411764706,0.13582717889203583,0.5049456341227576,0.012316606125593708,-0.024140548005259863,0.024140548007067473,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.6,3.3974620917562275,0.12889843285993438,-2.5216218002555024e-11,0.3573529411764706,0.13582717891976526,0.504776773412584,0.012316606136743204,-0.0241405480532329,0.024140548002800463,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.62,3.3974620918041225,0.1288984328120393,2.267885879092546e-11,0.3573529411764706,0.13582717886780019,0.5046122318185486,0.012316606120248744,-0.02414054797300868,0.024140548018366396,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.64,3.3974620917285847,0.1288984328875768,-5.285863413639902e-11,0.3573529411764706,0.13582717894726987,0.504452509278674,0.01231660612541358,-0.02414054805866925,0.024140547952951983,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.66,3.397462091714517,0.12889843290164507,-6.692690845966354e-11,0.3573529411764706,0.13582717896351243,0.5042981001477032,0.01231660612791896,-0.024140548077648066,0.02414054794379425,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.68,3.397462091675288,0.12889843294087394,-1.0615577861194936e-10,0.3573529411764706,0.1358271790038906,0.5041494908509548,0.01231660611945922,-0.02414054810029585,0.024140547887984292,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.7000000000000001,3.3974620917469593,0.12889843286920205,-3.4483887967340365e-11,0.3573529411764706,0.13582717892778357,0.5040071574798876,0.01231660611957735,-0.024140548028855496,0.02414054795988772,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.72,3.3974620917695226,0.1288984328466395,-1.192132503824439e-11,0.3573529411764706,0.13582717890603005,0.5038715633477455,0.01231660612804182,-0.02414054802288329,0.02414054799904064,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.74,3.3974620917293437,0.1288984328868181,-5.20999354769458e-11,0.3573529411764706,0.13582717894851298,0.5037431565253557,0.012316606135620882,-0.02414054807791686,0.02414054797371699,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.76,3.3974620917212315,0.12889843289493047,-6.02123073623062e-11,0.3573529411764706,0.13582717895550778,0.5036223673786532,0.012316606127331332,-0.024140548069781716,0.0241405479493571,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.78,3.3974620917380305,0.12889843287813116,-4.3412995420766265e-11,0.3573529411764706,0.13582717893843546,0.5035096061307442,0.012316606129516048,-0.024140548057264448,0.024140547970438457,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.8,3.3974620917562275,0.12889843285993438,-2.5216218002555024e-11,0.3573529411764706,0.13582717891976526,0.503405260472284,0.012316606136743204,-0.0241405480532329,0.024140548002800463,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.8200000000000001,3.3974620917285847,0.1288984328875768,-5.285863413639902e-11,0.3573529411764706,0.13582717894726987,0.5033096932445466,0.01231660612541358,-0.02414054805866925,0.024140547952951983,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.84,3.397462091675288,0.12889843294087394,-1.0615577861194936e-10,0.3573529411764706,0.1358271790038906,0.5032232402198096,0.01231660611945922,-0.02414054810029585,0.024140547887984292,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.86,3.3974620917695226,0.1288984328466395,-1.192132503824439e-11,0.3573529411764706,0.13582717890603005,0.5031462080035147,0.01231660612804182,-0.02414054802288329,0.02414054799904064,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.88,3.3974620917212315,0.12889843289493047,-6.02123073623062e-11,0.3573529411764706,0.13582717895550778,0.5030788720820732,0.012316606127331332,-0.024140548069781716,0.0241405479493571,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.9,3.3974620917562275,0.12889843285993438,-2.5216218002555024e-11,0.3573529411764706,0.13582717891976526,0.5030214750391763,0.012316606136743204,-0.0241405480532329,0.024140548002800463,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.92,3.397462091675288,0.12889843294087394,-1.0615577861194936e-10,0.3573529411764706,0.1358271790038906,0.5029742249620123,0.01231660611945922,-0.02414054810029585,0.024140547887984292,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.9400000000000001,3.3974620917212315,0.12889843289493047,-6.02123073623062e-11,0.3573529411764706,0.13582717895550778,0.502937294056936,0.012316606127331332,-0.024140548069781716,0.0241405479493571,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.96,3.397462091675288,0.12889843294087394,-1.0615577861194936e-10,0.3573529411764706,0.1358271790038906,0.5029108174918714,0.01231660611945922,-0.02414054810029585,0.024140547887984292,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",0.98,3.397462091675288,0.12889843294087394,-1.0615577861194936e-10,0.3573529411764706,0.1358271790038906,0.5028948924801185,0.01231660611945922,-0.02414054810029585,0.024140547887984292,34,False,False
0,1,5,N,N_B5_016,"[6, 8, 11, 12]",1.0,3.4193668069061767,0.10699371770998495,0.021904715124733215,0.3125,0.11276942330990532,0.5028895776173131,0.012472910617818706,-0.0025421896861914477,0.04635161993565788,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.0,3.397462091781443,0.12889843283471816,0.0,0.3573529411764706,0.13582717889066914,0.5096851143862049,0.012316606156446946,-0.024140548066636014,0.024140548066636014,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.02,3.3974620917565828,0.12889843285957897,-2.4860807856796896e-11,0.3573529411764706,0.13582717892122015,0.5099602740865236,0.012316606131210134,-0.02414054804203267,0.024140547992311055,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.04,3.3974620916810405,0.12889843293512115,-1.0040299147640042e-10,0.3573529411764706,0.13582717899917174,0.5102356230952954,0.012316606125727811,-0.0241405481068295,0.02414054790602352,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.06,3.3974620917644547,0.12889843285170674,-1.6988577211662914e-11,0.3573529411764706,0.13582717891009294,0.5105110090788353,0.012316606120168092,-0.024140548012518036,0.024140547978540882,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.08,3.3974620917360605,0.1288984328801013,-4.5383141689114836e-11,0.3573529411764706,0.13582717893982704,0.5107862725445858,0.012316606126262454,-0.024140548052857553,0.02414054796209127,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.1,3.397462091706085,0.12889843291007688,-7.535871926478421e-11,0.3573529411764706,0.13582717897215574,0.5110612466976766,0.012316606127400999,-0.024140548085064675,0.024140547934347237,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.12,3.397462091729582,0.12889843288657976,-5.18615983491344e-11,0.3573529411764706,0.13582717894720164,0.5113357573099893,0.012316606136743428,-0.024140548079878716,0.02414054797615552,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.14,3.397462091713014,0.1288984329031473,-6.842912347870822e-11,0.3573529411764706,0.1358271789656808,0.5116096226039539,0.012316606130084826,-0.024140548083395382,0.024140547946537135,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.16,3.397462091705906,0.1288984329102555,-7.553732639387079e-11,0.3573529411764706,0.13582717897273427,0.5118826531535023,0.012316606139035537,-0.02414054810804698,0.024140547956972326,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.18,3.3974620916755764,0.1288984329405854,-1.0586723164784928e-10,0.3573529411764706,0.13582717900285265,0.5121546518047939,0.012316606130336374,-0.024140548121326526,0.024140547909592063,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.2,3.3974620916850693,0.12889843293109207,-9.637390885330888e-11,0.3573529411764706,0.13582717899474833,0.5124254136195235,0.012316606126349603,-0.02414054810401913,0.024140547911271314,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.22,3.397462091798348,0.12889843281781355,1.6904616595425637e-11,0.3573529411764706,0.13582717887475865,0.5126947258438141,0.01231660611437761,-0.0241405479672755,0.024140548001084734,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.24,3.3974620916859544,0.12889843293020697,-9.548881130250209e-11,0.3573529411764706,0.13582717899268276,0.5129623679058698,0.012316606139683493,-0.02414054812926846,0.024140547938290836,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.26,3.397462091664416,0.12889843295174527,-1.170271102246545e-10,0.3573529411764706,0.13582717901511704,0.5132281114457353,0.01231660612280105,-0.024140548117717167,0.024140547883662947,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.28,3.39746209171214,0.12889843290402148,-6.930331308829807e-11,0.3573529411764706,0.13582717896566004,0.5134917203806587,0.012316606127708254,-0.024140548079611492,0.024140547941004866,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.3,3.397462091740011,0.12889843287615005,-4.143188570004952e-11,0.3573529411764706,0.13582717893632812,0.5137529510096646,0.012316606122147428,-0.024140548040840846,0.024140547957977074,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.32,3.3974620917997167,0.12889843281644459,1.8273577095939686e-11,0.3573529411764706,0.13582717887303591,0.5140115521610482,0.012316606117059297,-0.024140547971162645,0.0241405480077098,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.34,3.39746209170398,0.12889843291218167,-7.74635078304442e-11,0.3573529411764706,0.1358271789768627,0.5142672653865428,0.012316606129054981,-0.02414054809041127,0.024140547935484254,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.36,3.3974620917374896,0.12889843287867178,-4.3953618522607485e-11,0.3573529411764706,0.13582717894004864,0.5145198252059192,0.01231660612748775,-0.02414054805382961,0.02414054796592237,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.38,3.397462091773891,0.12889843284227043,-7.552264369437012e-12,0.3573529411764706,0.13582717890346477,0.5147689594057216,0.012316606134810882,-0.024140548031781593,0.024140548016677064,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.4,3.3974620916679177,0.12889843294824366,-1.1352549456056238e-10,0.3573529411764706,0.13582717901120372,0.5150143893957378,0.012316606112150895,-0.02414054809334125,0.02414054786629026,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.42,3.397462091737562,0.1288984328785997,-4.3881537292733697e-11,0.3573529411764706,0.13582717894016588,0.5152558306266011,0.012316606138461807,-0.02414054807526668,0.024140547987503605,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.44,3.3974620917140177,0.1288984329021438,-6.742564839790077e-11,0.3573529411764706,0.13582717896381052,0.5154929930716662,0.012316606125167964,-0.024140548072754855,0.02414054793790356,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.46,3.3974620918246243,0.1288984327915373,4.318087554189276e-11,0.3573529411764706,0.13582717884720402,0.5157255817759414,0.012316606126337186,-0.02414054796444001,0.02414054805080176,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.48,3.3974620917735403,0.12889843284262123,-7.903067089642946e-12,0.3573529411764706,0.13582717890326196,0.5159532974744135,0.012316606144554466,-0.02414054805122982,0.024140548035423686,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.5,3.39746209173129,0.12889843288487174,-5.0153575736899825e-11,0.3573529411764706,0.13582717894565577,0.516175837281555,0.01231660612032487,-0.02414054804599032,0.02414054794568317,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.52,3.3974620916810405,0.12889843293512115,-1.0040299147640042e-10,0.3573529411764706,0.13582717899917174,0.5163928954531504,0.012316606125727811,-0.0241405481068295,0.02414054790602352,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.54,3.3974620917360605,0.1288984328801013,-4.5383141689114836e-11,0.3573529411764706,0.13582717893982704,0.5166041642208343,0.012316606126262454,-0.024140548052857553,0.02414054796209127,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.56,3.397462091729582,0.12889843288657976,-5.18615983491344e-11,0.3573529411764706,0.13582717894720164,0.5168093346988671,0.012316606136743428,-0.024140548079878716,0.02414054797615552,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.58,3.397462091705906,0.1288984329102555,-7.553732639387079e-11,0.3573529411764706,0.13582717897273427,0.5170080978617294,0.012316606139035537,-0.02414054810804698,0.024140547956972326,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.6,3.3974620916850693,0.12889843293109207,-9.637390885330888e-11,0.3573529411764706,0.13582717899474833,0.5172001455900658,0.012316606126349603,-0.02414054810401913,0.024140547911271314,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.62,3.3974620916859544,0.12889843293020697,-9.548881130250209e-11,0.3573529411764706,0.13582717899268276,0.5173851717813883,0.012316606139683493,-0.02414054812926846,0.024140547938290836,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.64,3.39746209171214,0.12889843290402148,-6.930331308829807e-11,0.3573529411764706,0.13582717896566004,0.5175628735207605,0.012316606127708254,-0.024140548079611492,0.024140547941004866,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.66,3.3974620917997167,0.12889843281644459,1.8273577095939686e-11,0.3573529411764706,0.13582717887303591,0.5177329523054458,0.012316606117059297,-0.024140547971162645,0.0241405480077098,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.68,3.3974620917374896,0.12889843287867178,-4.3953618522607485e-11,0.3573529411764706,0.13582717894004864,0.5178951153162542,0.01231660612748775,-0.02414054805382961,0.02414054796592237,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.7000000000000001,3.3974620916679177,0.12889843294824366,-1.1352549456056238e-10,0.3573529411764706,0.13582717901120372,0.5180490767270598,0.012316606112150895,-0.02414054809334125,0.02414054786629026,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.72,3.3974620917140177,0.1288984329021438,-6.742564839790077e-11,0.3573529411764706,0.13582717896381052,0.5181945590427529,0.012316606125167964,-0.024140548072754855,0.02414054793790356,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.74,3.3974620917735403,0.12889843284262123,-7.903067089642946e-12,0.3573529411764706,0.13582717890326196,0.5183312944547273,0.012316606144554466,-0.02414054805122982,0.024140548035423686,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.76,3.3974620916810405,0.12889843293512115,-1.0040299147640042e-10,0.3573529411764706,0.13582717899917174,0.5184590262019545,0.012316606125727811,-0.0241405481068295,0.02414054790602352,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.78,3.397462091729582,0.12889843288657976,-5.18615983491344e-11,0.3573529411764706,0.13582717894720164,0.5185775099247821,0.012316606136743428,-0.024140548079878716,0.02414054797615552,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.8,3.3974620916850693,0.12889843293109207,-9.637390885330888e-11,0.3573529411764706,0.13582717899474833,0.5186865149978275,0.012316606126349603,-0.02414054810401913,0.024140547911271314,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.8200000000000001,3.39746209171214,0.12889843290402148,-6.930331308829807e-11,0.3573529411764706,0.13582717896566004,0.5187858258278044,0.012316606127708254,-0.024140548079611492,0.024140547941004866,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.84,3.3974620917374896,0.12889843287867178,-4.3953618522607485e-11,0.3573529411764706,0.13582717894004864,0.5188752431017866,0.01231660612748775,-0.02414054805382961,0.02414054796592237,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.86,3.3974620917140177,0.1288984329021438,-6.742564839790077e-11,0.3573529411764706,0.13582717896381052,0.5189545849713514,0.012316606125167964,-0.024140548072754855,0.02414054793790356,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.88,3.3974620916810405,0.12889843293512115,-1.0040299147640042e-10,0.3573529411764706,0.13582717899917174,0.5190236881582461,0.012316606125727811,-0.0241405481068295,0.02414054790602352,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.9,3.3974620916850693,0.12889843293109207,-9.637390885330888e-11,0.3573529411764706,0.13582717899474833,0.5190824089677172,0.012316606126349603,-0.02414054810401913,0.024140547911271314,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.92,3.3974620917374896,0.12889843287867178,-4.3953618522607485e-11,0.3573529411764706,0.13582717894004864,0.519130624196412,0.01231660612748775,-0.02414054805382961,0.02414054796592237,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.9400000000000001,3.3974620916810405,0.12889843293512115,-1.0040299147640042e-10,0.3573529411764706,0.13582717899917174,0.519168231922827,0.012316606125727811,-0.0241405481068295,0.02414054790602352,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.96,3.3974620917374896,0.12889843287867178,-4.3953618522607485e-11,0.3573529411764706,0.13582717894004864,0.5191951521696048,0.01231660612748775,-0.02414054805382961,0.02414054796592237,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",0.98,3.3974620917374896,0.12889843287867178,-4.3953618522607485e-11,0.3573529411764706,0.13582717894004864,0.5192113274285558,0.01231660612748775,-0.02414054805382961,0.02414054796592237,34,False,False
0,1,5,N,N_B5_017,"[7, 9, 10, 12]",1.0,3.416597088070339,0.10976343654582268,0.01913499628889548,0.31308823529411767,0.11560894408970121,0.5192167230410715,0.010736862102810534,-0.0019092534326131672,0.040179246010404124,34,False,False
0,1,5,N,N_B5_018,"[5, 6, 10, 11]",0.0,3.397462091781443,0.12889843283471816,0.0,0.3573529411764706,0.13582717889066914,0.5096851143862049,0.012316606156446946,-0.024140548066636014,0.024140548066636014,34,False,False
0,1,5,N,N_B5_018,"[5, 6, 10, 11]",0.02,3.397462091727319,0.12889843288884228,-5.4124121851018003e-11,0.3573529411764706,0.13582717895013233,0.5094256283817322,0.012316606126431578,-0.024140548061930014,0.02414054795368177,34,False,False
0,1,5,N,N_B5_018,"[5, 6, 10, 11]",0.04,3.3974620916856715,0.12889843293049036,-9.577219572953766e-11,0.3573529411764706,0.1358271789923513,0.5091665055950445,0.012316606127653389,-0.024140548105972836,0.024140547914428444,34,False,False
0,1,5,N,N_B5_018,"[5, 6, 10, 11]",0.06,3.397462091603451,0.1288984330127108,-1.7799264839801765e-10,0.3573529411764706,0.1358271790790499,0.5089079138218884,0.012316606149481234,-0.024140548230975865,0.024140547874990568,34,False,False
