fold,seed,protected_block_id,group_id,control_id,baseline_skill,alpha_1_drop,alpha_1_top1_drop,alpha_1_margin_drop,alpha_1_retrieval_drop,outer_test_used,outer_membership_enumerated
0,0,5,N,N_B5_001,0.1389889775322892,0.01318207140884295,0.031470588235294084,0.013936719695877259,-0.008507913788177612,False,False
0,0,5,N,N_B5_002,0.1389889775322892,0.0138011630495736,0.036911764705882366,0.014619588046344029,-0.015195121164268688,False,False
0,0,5,N,N_B5_003,0.1389889775322892,0.021550019550843513,0.045882352941176485,0.02268783449055156,-0.0025314991488191163,False,False
0,0,5,N,N_B5_004,0.1389889775322892,0.013537359197316107,0.036323529411764754,0.014296176505173286,-0.010682319054900136,False,False
0,0,5,N,N_B5_005,0.1389889775322892,0.022253749367636022,0.043970588235294095,0.023427972989419663,-0.00019380450012029815,False,False
0,0,5,N,N_B5_006,0.1389889775322892,0.013838836134019122,0.03161764705882353,0.01460575204391093,-0.009563873382340549,False,False
0,0,5,N,N_B5_007,0.1389889775322892,0.021815343685224656,0.045882352941176485,0.02297171491157393,-0.0014416161493795432,False,False
0,0,5,N,N_B5_008,0.1389889775322892,0.013882738137914408,0.03573529411764709,0.014710978948443754,-0.014067378662295571,False,False
0,0,5,N,N_B5_009,0.1389889775322892,0.02133475150973664,0.05132352941176466,0.022438275763848103,0.001905348284368391,False,False
0,0,5,N,N_B5_010,0.1389889775322892,0.022446192432970108,0.0489705882352941,0.023609093681803084,0.003887240050220786,False,False
0,0,5,N,N_B5_011,0.1389889775322892,0.02227646737793708,0.045588235294117596,0.023501323738942453,-0.00583101867440694,False,False
0,0,5,N,N_B5_012,0.1389889775322892,0.01441277442906598,0.03279411764705886,0.015263408361537001,-0.0129812163109978,False,False
0,0,5,N,N_B5_013,0.1389889775322892,0.016822974045371253,0.035882352941176476,0.01773574339305478,-0.009117198676272031,False,False
0,0,5,N,N_B5_014,0.1389889775322892,0.021101073743236123,0.056617647058823495,0.022216987172784253,-0.004944619396655026,False,False
0,0,5,N,N_B5_015,0.1389889775322892,0.02114425988168328,0.057499999999999996,0.02226403175520869,-0.003914849314840763,False,False
0,0,5,N,N_B5_016,0.1389889775322892,0.022505333904683816,0.04500000000000004,0.02367240951852917,0.005298984206735469,False,False
0,0,5,N,N_B5_017,0.1389889775322892,0.02150096340390309,0.05220588235294121,0.0226161507566182,0.0031594810797543893,False,False
0,0,5,N,N_B5_018,0.1389889775322892,0.01882540775102476,0.04088235294117637,0.019853570641616775,-0.004019914663302315,False,False
0,0,5,N,N_B5_019,0.1389889775322892,0.023180765858993896,0.04338235294117643,0.02437201991418808,0.006517376869092595,False,False
0,0,5,N,N_B5_020,0.1389889775322892,0.01674504486074388,0.033235294117647085,0.01766248310626478,-0.007969197600598,False,False
0,0,5,N,N_B5_021,0.1389889775322892,0.02195152861256211,0.04941176470588232,0.023083411259617784,0.0042376172143423485,False,False
0,0,5,N,N_B5_022,0.1389889775322892,0.017528477047854374,0.03529411764705881,0.018522046442815188,-0.012360214060322394,False,False
0,0,5,N,N_B5_023,0.1389889775322892,0.01727026409168181,0.036470588235294144,0.018206996678990228,-0.00682980710279546,False,False
0,0,5,N,N_B5_024,0.1389889775322892,0.01894785698336872,0.03955882352941176,0.019988362531058068,-0.0025556506231736442,False,False
0,0,5,N,N_B5_025,0.1389889775322892,0.02282000062620898,0.04823529411764704,0.024043849785438026,0.0006952272004657756,False,False
0,0,5,N,N_B5_026,0.1389889775322892,0.01871229509315056,0.037058823529411755,0.019714900099407545,-0.004700564472583824,False,False
0,0,5,N,N_B5_027,0.1389889775322892,0.02159206572904046,0.049117647058823544,0.02276351006917221,-0.0017391225057130644,False,False
0,0,5,N,N_B5_028,0.1389889775322892,0.02528437971484379,0.048088235294117654,0.02660326079312439,0.00014334715730346392,False,False
0,0,5,N,N_B5_029,0.1389889775322892,0.021401585570472323,0.05088235294117649,0.022534167563136184,-0.0030416154653258864,False,False
0,0,5,N,N_B5_030,0.1389889775322892,0.021626145900495386,0.05426470588235294,0.02281221938850675,-0.00826341816181242,False,False
0,0,5,N,N_B5_031,0.1389889775322892,0.02918227599429643,0.061470588235294166,0.03069520346826246,0.004753744216769218,False,False
0,0,5,N,N_B5_032,0.1389889775322892,0.025399779504298198,0.05647058823529405,0.026712158818642723,-0.035911416030533716,False,False
0,0,5,N,N_B5_033,0.1389889775322892,0.019419044749858325,0.04102941176470587,0.02052326877242311,-0.007465974667026809,False,False
0,0,5,N,N_B5_034,0.1389889775322892,0.018340296471764356,0.03955882352941176,0.019340853964038757,-0.0006159437682498048,False,False
0,0,5,N,N_B5_035,0.1389889775322892,0.019312389242662667,0.03470588235294114,0.02036721274791234,-0.0015822915763729073,False,False
0,0,5,N,N_B5_036,0.1389889775322892,0.02811167472196434,0.059558823529411775,0.02956677936700884,0.006933082330557783,False,False
0,0,5,N,N_B5_037,0.1389889775322892,0.029831313339803295,0.06264705882352939,0.03133778691306413,0.012706249938633118,False,False
0,0,5,N,N_B5_038,0.1389889775322892,0.01887487480598571,0.04470588235294115,0.019846439233534824,0.00014652645075075021,False,False
0,0,5,N,N_B5_039,0.1389889775322892,0.010419167303671428,0.027647058823529413,0.011097359515229749,-0.013179314985524715,False,False
0,0,5,N,N_B5_040,0.1389889775322892,0.02741067877388821,0.05323529411764705,0.02885123993447508,0.006651592251653571,False,False
0,0,5,N,N_B5_041,0.1389889775322892,0.01803860256573271,0.042941176470588205,0.018996026358343188,0.004374719207480449,False,False
0,0,5,N,N_B5_042,0.1389889775322892,0.010925624777590764,0.03249999999999997,0.011606276358675033,-0.016957688777176516,False,False
0,0,5,N,N_B5_043,0.1389889775322892,0.01919350551930578,0.03999999999999998,0.020215312771309585,0.006337944227723602,False,False
0,0,5,N,N_B5_044,0.1389889775322892,0.019051003545843243,0.05882352941176472,0.02004374111705773,-0.007333300849304503,False,False
0,0,5,N,N_B5_045,0.1389889775322892,0.025458338536224534,0.05897058823529411,0.026781040138400908,-0.03429523654513722,False,False
0,0,5,N,N_B5_046,0.1389889775322892,0.020154632243910522,0.04470588235294115,0.02120813733252866,0.0015920639086766109,False,False
0,0,5,N,N_B5_047,0.1389889775322892,0.02594010384860662,0.05220588235294116,0.0272647146905758,0.00676869547579495,False,False
0,0,5,N,N_B5_048,0.1389889775322892,0.03083722457645914,0.06117647058823522,0.03239565537491845,0.014784417606988898,False,False
0,0,5,N,N_B5_049,0.1389889775322892,0.028112642249273206,0.06308823529411761,0.029577942211580485,0.008415284410158042,False,False
0,0,5,N,N_B5_050,0.1389889775322892,0.01761821303004983,0.04794117647058821,0.01858138881076493,-0.0035296575843877243,False,False
0,1,5,N,N_B5_001,0.12889843283471816,0.02027817146202239,0.043088235294117705,0.021364250256482947,0.0035208917957840757,False,False
0,1,5,N,N_B5_002,0.12889843283471816,0.020281202578288304,0.0347058823529412,0.02140690094663504,0.006302440805821208,False,False
0,1,5,N,N_B5_003,0.12889843283471816,0.022855013950895703,0.04117647058823526,0.024056319075503124,0.012149004655854945,False,False
0,1,5,N,N_B5_004,0.12889843283471816,0.022509657222798296,0.04367647058823526,0.023699840171182915,0.012701156327864616,False,False
0,1,5,N,N_B5_005,0.12889843283471816,0.022217958250184383,0.05102941176470588,0.023419989306278005,-0.00025622977206885,False,False
0,1,5,N,N_B5_006,0.12889843283471816,0.02104924763523136,0.0347058823529412,0.022201193065214078,0.005843330887615794,False,False
0,1,5,N,N_B5_007,0.12889843283471816,0.022876756672657206,0.049558823529411766,0.02410561613291877,-0.0006343605490785054,False,False
0,1,5,N,N_B5_008,0.12889843283471816,0.023550206254075445,0.04882352941176471,0.02483931546633822,0.00227562883050203,False,False
0,1,5,N,N_B5_009,0.12889843283471816,0.017573271414970615,0.03426470588235292,0.018565048226179326,-0.005589079689156895,False,False
0,1,5,N,N_B5_010,0.12889843283471816,0.020932690405321003,0.0379411764705882,0.02207018219762566,0.001665677875572369,False,False
0,1,5,N,N_B5_011,0.12889843283471816,0.019502554708866526,0.03779411764705881,0.020541752861052004,-0.0008678012087797171,False,False
0,1,5,N,N_B5_012,0.12889843283471816,0.02203416880518655,0.044705882352941206,0.023182609827756856,0.009185151044964757,False,False
0,1,5,N,N_B5_013,0.12889843283471816,0.02348910596956158,0.040735294117647036,0.024752110820667805,0.01504534264050339,False,False
0,1,5,N,N_B5_014,0.12889843283471816,0.02538068941670206,0.054852941176470604,0.026721816579733215,0.008539523953008499,False,False
0,1,5,N,N_B5_015,0.12889843283471816,0.02091479274308819,0.04352941176470587,0.02207240582371839,-0.010025195954013189,False,False
0,1,5,N,N_B5_016,0.12889843283471816,0.021904715124733215,0.044852941176470595,0.023057755580763825,0.0067955367688917745,False,False
0,1,5,N,N_B5_017,0.12889843283471816,0.01913499628889548,0.04426470588235293,0.020218234800967932,-0.009531608654866575,False,False
0,1,5,N,N_B5_018,0.12889843283471816,0.022400756644353814,0.043970588235294095,0.02356169500473207,0.00854183166126865,False,False
0,1,5,N,N_B5_019,0.12889843283471816,0.019505944107504766,0.03029411764705886,0.020586677564481598,0.0024570110090758046,False,False
0,1,5,N,N_B5_020,0.12889843283471816,0.019077742730799263,0.04426470588235293,0.02012129350852765,-0.012763798044412744,False,False
0,1,5,N,N_B5_021,0.12889843283471816,0.022363883110085858,0.04367647058823526,0.023553714402880857,-0.005701116453598054,False,False
