fold,seed,protected_block_id,control_id,dose,target,epsilon_ID,alpha,achieved_drop,residual,eligible,outer_test_used,outer_membership_enumerated
0,0,5,N_B5_001,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_001,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_001,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_002,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_002,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_002,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_003,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_003,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_003,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_004,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_004,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_004,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_005,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_005,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_005,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_006,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_006,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_006,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_007,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_007,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_007,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_008,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_008,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_008,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_009,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_009,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_009,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_010,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_010,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_010,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_011,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_011,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_011,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_012,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_012,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_012,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_013,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_013,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_013,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_014,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_014,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_014,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_015,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_015,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_015,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_016,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_016,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_016,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_017,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_017,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_017,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_018,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_018,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_018,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_019,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_019,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_019,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_020,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_020,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_020,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_021,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_021,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_021,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_022,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_022,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_022,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_023,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_023,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_023,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_024,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_024,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_024,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_025,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_025,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_025,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_026,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_026,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_026,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_027,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_027,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_027,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_028,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_028,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_028,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_029,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_029,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_029,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_030,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_030,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_030,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_031,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_031,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_031,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_032,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_032,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_032,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_033,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_033,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_033,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_034,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_034,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_034,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_035,LOW,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_035,MEDIUM,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_035,HIGH,0.0,0.02618891136433882,,,,False,False,False
0,0,5,N_B5_036,LOW,0.0,0.02618891136433882,,,,False,False,False
