fold,seed,protected_block_id,dose,target_identity_drop_train,protected_Dmax_train,noise_floor,epsilon_ID,outer_test_used,outer_membership_enumerated
0,0,5,LOW,0.0,0.0,0.02618891136433882,0.02618891136433882,False,False
0,0,5,MEDIUM,0.0,0.0,0.02618891136433882,0.02618891136433882,False,False
0,0,5,HIGH,0.0,0.0,0.02618891136433882,0.02618891136433882,False,False
0,1,5,LOW,0.0,0.0,0.024316962321596153,0.024316962321596153,False,False
0,1,5,MEDIUM,0.0,0.0,0.024316962321596153,0.024316962321596153,False,False
0,1,5,HIGH,0.0,0.0,0.024316962321596153,0.024316962321596153,False,False
0,1,6,LOW,0.0,0.0,0.0243169623084982,0.0243169623084982,False,False
0,1,6,MEDIUM,0.0,0.0,0.0243169623084982,0.0243169623084982,False,False
0,1,6,HIGH,0.0,0.0,0.0243169623084982,0.0243169623084982,False,False
1,0,4,LOW,0.0,0.0,0.029021542973089738,0.029021542973089738,False,False
1,0,4,MEDIUM,0.0,0.0,0.029021542973089738,0.029021542973089738,False,False
1,0,4,HIGH,0.0,0.0,0.029021542973089738,0.029021542973089738,False,False
1,0,6,LOW,0.0,0.0,0.02902154298036858,0.02902154298036858,False,False
1,0,6,MEDIUM,0.0,0.0,0.02902154298036858,0.02902154298036858,False,False
1,0,6,HIGH,0.0,0.0,0.02902154298036858,0.02902154298036858,False,False
1,1,4,LOW,0.0,0.0,0.027570899649197064,0.027570899649197064,False,False
1,1,4,MEDIUM,0.0,0.0,0.027570899649197064,0.027570899649197064,False,False
1,1,4,HIGH,0.0,0.0,0.027570899649197064,0.027570899649197064,False,False
2,0,5,LOW,0.0,0.0,0.024182160081279176,0.024182160081279176,False,False
2,0,5,MEDIUM,0.0,0.0,0.024182160081279176,0.024182160081279176,False,False
2,0,5,HIGH,0.0,0.0,0.024182160081279176,0.024182160081279176,False,False
2,0,6,LOW,0.0,0.0,0.024182160061798047,0.024182160061798047,False,False
2,0,6,MEDIUM,0.0,0.0,0.024182160061798047,0.024182160061798047,False,False
2,0,6,HIGH,0.0,0.0,0.024182160061798047,0.024182160061798047,False,False
2,1,5,LOW,0.0,0.0,0.027535682829063723,0.027535682829063723,False,False
2,1,5,MEDIUM,0.0,0.0,0.027535682829063723,0.027535682829063723,False,False
2,1,5,HIGH,0.0,0.0,0.027535682829063723,0.027535682829063723,False,False
2,1,6,LOW,0.0,0.0,0.027535682788004164,0.027535682788004164,False,False
2,1,6,MEDIUM,0.0,0.0,0.027535682788004164,0.027535682788004164,False,False
2,1,6,HIGH,0.0,0.0,0.027535682788004164,0.027535682788004164,False,False
