method,fold,seed,subject_id,strategy,trainable_parameter_names,trainable_parameters,parameter_update_l2,adaptation_time_s,adaptation_seed,all_adapt,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2
B2_STRONG_GENERIC,3,1,1,tail,"['encoder.embedding.0.weight', 'encoder.embedding.0.bias', 'encoder.embedding.2.weight', 'encoder.embedding.2.bias', 'head.weight', 'head.bias']",63810,0.2678172850395993,1.0042355000041425,,,,,
A2_DUAL_CONTROL,3,1,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9356570999952964,1573070087.0,False,0.0,0.18557300187367576,0.0
A6_PUD_ALL_ADAPT,3,1,1,tail,"['protected.embedding.0.weight', 'protected.embedding.0.bias', 'protected.embedding.2.weight', 'protected.embedding.2.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'protected_head.weight', 'protected_head.bias', 'adaptive_head.weight', 'adaptive_head.bias']",48100,,1.0071692999918014,1573070087.0,True,0.16747315676598984,0.17789604031719225,69.6656526685801
A7_IDENTITY_PROTECTED,3,1,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9315397000173107,1573070087.0,False,0.0,0.1775616669487237,0.0
A8_RANDOM_PROTECTED,3,1,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.890534799953457,1573070087.0,False,0.0,0.1751214605179786,0.0
A10_FULL_PUD_FREEZE,3,1,1,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.8397258999757469,1573070087.0,False,0.0,0.1938250883100147,0.0
B2_STRONG_GENERIC,3,1,5,tail,"['encoder.embedding.0.weight', 'encoder.embedding.0.bias', 'encoder.embedding.2.weight', 'encoder.embedding.2.bias', 'head.weight', 'head.bias']",63810,0.305459291795942,0.8351226999657229,,,,,
A2_DUAL_CONTROL,3,1,5,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9612719000433572,2376094207.0,False,0.0,0.2021765649273006,0.0
A6_PUD_ALL_ADAPT,3,1,5,tail,"['protected.embedding.0.weight', 'protected.embedding.0.bias', 'protected.embedding.2.weight', 'protected.embedding.2.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'protected_head.weight', 'protected_head.bias', 'adaptive_head.weight', 'adaptive_head.bias']",48100,,1.0706513000186533,2376094207.0,True,0.21742417732364883,0.19771227437721092,69.30366721982703
A7_IDENTITY_PROTECTED,3,1,5,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.8823856000090018,2376094207.0,False,0.0,0.21584975809671347,0.0
A8_RANDOM_PROTECTED,3,1,5,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.8086851999978535,2376094207.0,False,0.0,0.21210888024108002,0.0
A10_FULL_PUD_FREEZE,3,1,5,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.8541360999806784,2376094207.0,False,0.0,0.21002561968229833,0.0
B2_STRONG_GENERIC,3,1,6,tail,"['encoder.embedding.0.weight', 'encoder.embedding.0.bias', 'encoder.embedding.2.weight', 'encoder.embedding.2.bias', 'head.weight', 'head.bias']",63810,0.3048645209843821,0.923539699986577,,,,,
A2_DUAL_CONTROL,3,1,6,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.8425892999512143,1091072707.0,False,0.0,0.16623106592491313,0.0
A6_PUD_ALL_ADAPT,3,1,6,tail,"['protected.embedding.0.weight', 'protected.embedding.0.bias', 'protected.embedding.2.weight', 'protected.embedding.2.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'protected_head.weight', 'protected_head.bias', 'adaptive_head.weight', 'adaptive_head.bias']",48100,,1.0188457000185736,1091072707.0,True,0.20136865880681767,0.1753004003571643,69.31166508825487
A7_IDENTITY_PROTECTED,3,1,6,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.8325156000209972,1091072707.0,False,0.0,0.19258776669334046,0.0
A8_RANDOM_PROTECTED,3,1,6,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9799570000031963,1091072707.0,False,0.0,0.18843385495990306,0.0
A10_FULL_PUD_FREEZE,3,1,6,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9920467000338249,1091072707.0,False,0.0,0.18418533621821248,0.0
B2_STRONG_GENERIC,3,1,7,tail,"['encoder.embedding.0.weight', 'encoder.embedding.0.bias', 'encoder.embedding.2.weight', 'encoder.embedding.2.bias', 'head.weight', 'head.bias']",63810,0.23826672134476876,0.8882617999915965,,,,,
A2_DUAL_CONTROL,3,1,7,tail,"['adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",24050,,0.9522793000214733,3533371277.0,False,0.0,0.16463375514303724,0.0
