dataset,seed,outer_fold,alpha,calibration_subject_count,repetition,estimated_q,csr,full_set_fallback,positive_benefit_certification_rate,joint_validity,average_set_size,safe_oracle_headroom_captured
eegmmidb,0,0,0.1,25,14,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,25,15,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,25,16,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,25,17,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,25,18,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,25,19,1.147231287821117,0.3333333333333333,0.6666666666666666,0.0,1.0,3.9574074074074073,0.0
eegmmidb,0,0,0.1,30,0,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,30,1,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,30,2,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,30,3,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,30,4,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,30,5,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,30,6,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,30,7,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,30,8,1.1657554164018469,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9629629629629637,0.0
eegmmidb,0,0,0.1,30,9,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,30,10,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,30,11,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,30,12,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,30,13,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,30,14,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,30,15,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,30,16,1.1657554164018469,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9629629629629637,0.0
eegmmidb,0,0,0.1,30,17,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,30,18,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,30,19,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,50,0,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,50,1,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,2,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,50,3,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,4,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,50,5,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,6,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,7,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,8,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,50,9,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,10,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,11,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,12,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,13,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,14,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,15,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,50,16,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,17,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,50,18,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,50,19,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,0,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,75,1,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,2,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,75,3,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,4,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,5,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,6,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,7,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,75,8,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,9,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,75,10,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,11,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,12,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,75,13,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,75,14,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,75,15,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,75,16,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,75,17,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,18,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,75,19,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,100,0,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,1,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,100,2,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,100,3,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,100,4,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,5,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,6,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,7,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,100,8,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,9,1.1657554164018469,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9629629629629637,0.0
eegmmidb,0,0,0.1,100,10,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,11,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,12,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,13,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,14,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,15,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,100,16,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,17,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.1,100,18,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.1,100,19,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,10,0,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,1,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,10,2,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,3,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,4,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,5,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,6,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,7,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,8,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,9,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,10,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,11,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,12,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,13,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,14,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,15,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,16,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,10,17,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,18,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,10,19,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,0,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,15,1,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,2,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,3,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,4,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,5,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,6,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,15,7,1.0547823604432869,0.4444444444444444,0.5555555555555556,0.0,1.0,3.914814814814815,0.0
eegmmidb,0,0,0.2,15,8,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,9,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,15,10,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,11,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,12,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,15,13,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,14,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,15,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,16,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,17,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,15,18,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,15,19,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,0,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,1,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,2,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,20,3,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,4,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,20,5,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,6,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,20,7,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,8,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,9,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,10,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,20,11,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,12,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,20,13,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,20,14,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,15,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,20,16,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,20,17,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,18,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,20,19,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,25,0,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,1,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,25,2,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,25,3,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,25,4,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,5,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,6,1.0547823604432869,0.4444444444444444,0.5555555555555556,0.0,1.0,3.914814814814815,0.0
eegmmidb,0,0,0.2,25,7,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,8,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,9,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,25,10,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
eegmmidb,0,0,0.2,25,11,1.0547823604432869,0.4444444444444444,0.5555555555555556,0.0,1.0,3.914814814814815,0.0
eegmmidb,0,0,0.2,25,12,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,13,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,14,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,15,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,16,2.755024705943867,0.0,1.0,0.0,1.0,4.0,0.0
eegmmidb,0,0,0.2,25,17,1.0547823604432869,0.4444444444444444,0.5555555555555556,0.0,1.0,3.914814814814815,0.0
eegmmidb,0,0,0.2,25,18,1.1944046476072663,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9648148148148152,0.0
