dataset,seed,outer_fold,alpha,calibration_subject_count,repetition,estimated_q,csr,full_set_fallback,positive_benefit_certification_rate,joint_validity,average_set_size,safe_oracle_headroom_captured
eegmmidb,0,3,0.1,30,16,0.5890458223054724,0.6666666666666666,0.3333333333333333,0.0,1.0,3.8148148148148144,0.0
eegmmidb,0,3,0.1,30,17,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,30,18,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,30,19,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,0,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,50,1,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,2,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,3,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,4,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,50,5,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,50,6,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,50,7,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,8,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,50,9,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,50,10,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,50,11,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,12,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,13,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,14,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,15,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,50,16,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,17,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,50,18,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,50,19,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,0,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,75,1,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,75,2,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,3,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,4,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,75,5,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,6,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,75,7,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,75,8,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,9,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,10,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,11,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,12,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,13,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,14,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,75,15,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,16,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,75,17,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,18,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,75,19,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,100,0,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,1,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,2,0.5890458223054724,0.6666666666666666,0.3333333333333333,0.0,1.0,3.8148148148148144,0.0
eegmmidb,0,3,0.1,100,3,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,100,4,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,5,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,6,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,7,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,8,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,9,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,100,10,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,11,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,12,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,100,13,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,100,14,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,15,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.1,100,16,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,17,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,18,0.6837507305135919,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.1,100,19,1.0960634181844804,0.2222222222222222,0.7777777777777778,0.0,1.0,3.9499999999999997,0.0
eegmmidb,0,3,0.2,10,0,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,10,1,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,2,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,3,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,4,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,10,5,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,6,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,7,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,8,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,10,9,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,10,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,11,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,12,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,13,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,10,14,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,15,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,16,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,17,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,18,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,10,19,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,0,1.0960634181844804,0.4444444444444444,0.5555555555555556,0.0,1.0,3.7277777777777774,0.0
eegmmidb,0,3,0.2,15,1,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,15,2,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,3,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,15,4,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,5,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,6,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,7,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,8,1.15119411204435,0.4444444444444444,0.5555555555555556,0.0,1.0,3.7277777777777774,0.0
eegmmidb,0,3,0.2,15,9,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,10,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,15,11,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,15,12,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,13,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,14,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,15,15,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,16,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,15,17,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,15,18,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,15,19,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,0,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,1,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,2,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,20,3,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,20,4,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,5,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,6,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,20,7,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,8,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,20,9,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,20,10,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,20,11,1.15119411204435,0.4444444444444444,0.5555555555555556,0.0,1.0,3.7277777777777774,0.0
eegmmidb,0,3,0.2,20,12,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,13,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,20,14,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,15,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,16,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,17,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,20,18,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,20,19,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,25,0,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,1,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,25,2,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,3,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,25,4,1.0960634181844804,0.4444444444444444,0.5555555555555556,0.0,1.0,3.7277777777777774,0.0
eegmmidb,0,3,0.2,25,5,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,25,6,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,7,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,25,8,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,9,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,10,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,11,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,12,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,13,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,14,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,25,15,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,25,16,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,25,17,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,25,18,1.15119411204435,0.4444444444444444,0.5555555555555556,0.0,1.0,3.7277777777777774,0.0
eegmmidb,0,3,0.2,25,19,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,30,0,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,30,1,1.15119411204435,0.4444444444444444,0.5555555555555556,0.0,1.0,3.7277777777777774,0.0
eegmmidb,0,3,0.2,30,2,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,3,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,30,4,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,5,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,30,6,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,30,7,1.15119411204435,0.4444444444444444,0.5555555555555556,0.0,1.0,3.7277777777777774,0.0
eegmmidb,0,3,0.2,30,8,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,30,9,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,10,1.15119411204435,0.4444444444444444,0.5555555555555556,0.0,1.0,3.7277777777777774,0.0
eegmmidb,0,3,0.2,30,11,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,12,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,13,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,14,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,15,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,16,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,30,17,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,18,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,30,19,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,0,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,1,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,2,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,3,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,4,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,5,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,6,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,7,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,8,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,9,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,10,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,11,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,12,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,13,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,14,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,15,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,16,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,17,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,50,18,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,50,19,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,0,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,1,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,2,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,75,3,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,4,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,5,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,75,6,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,7,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,8,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,75,9,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,75,10,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,75,11,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,12,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,75,13,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,75,14,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,15,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,75,16,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,17,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,75,18,1.8016733765309862,0.1111111111111111,0.8888888888888888,0.0,1.0,3.9722222222222223,0.0
eegmmidb,0,3,0.2,75,19,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,100,0,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,100,1,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,100,2,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,100,3,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
eegmmidb,0,3,0.2,100,4,1.2654454557410604,0.4444444444444444,0.5555555555555556,0.0,1.0,3.855555555555555,0.0
