model,task,fold,epoch,trajectory_provenance,C_effect_norm,C_margin_sign_flip,C_prediction_flip,C_to_C_rep,C_to_P_norm,C_to_P_rep,C_to_P_true_margin,C_total_norm,PC_prediction_flip_disagreement_rate,P_effect_norm,P_margin_sign_flip,P_prediction_flip,P_to_C_norm,P_to_C_rep,P_to_C_true_margin,P_to_P_rep,P_total_norm,interaction_main_ratio,interaction_norm,pair_count,session,subject
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.5541142637375742,0.0,0.3125,9.533358305692673,0.43823835108196363,1.6647201646119356,-0.479426646605134,0.5541142020374537,0.25,0.41389492666348815,0.0,0.1875,0.061604870987821414,0.9119520504027605,-0.05380633380264044,1.3672612137161195,0.4138949044281617,0.06011154084990267,0.044161987272673286,16,1,1
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.6220927010290325,0.0,0.25,9.60849416255951,0.5500847566872835,1.625445768237114,-0.1884251981973648,0.6220927182585001,0.3125,0.5472124009393156,0.0,0.3125,0.05622819912969135,0.9739869069308043,-0.00799079891294241,1.4952589683234692,0.5472123553045094,0.06580372777534649,0.08413125862716697,16,2,1
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.5263246769427496,0.0625,0.1875,9.406915962696075,0.3763729673810303,1.2744974829256535,-0.013333668932318687,0.526324687696615,0.3125,0.5239439388969913,0.0,0.375,0.07980560668511316,1.023171509616077,-0.006750396452844143,1.506960965692997,0.523943938780576,0.0855803736573364,0.06243046480652481,16,1,11
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.6631360709434375,0.0,0.4375,9.130481988191605,0.5154384704073891,1.6350232046097517,-0.34251319989562035,0.663136082701385,0.4375,0.5258027771487832,0.0,0.25,0.07564343302510679,0.9428232656791806,-0.08832592889666557,1.450755387544632,0.5258027790114284,0.04734613641630858,0.04588529079046566,16,2,11
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,1.2918638829141855,0.0,0.3125,9.522126615047455,0.7460758108645678,2.1237972900271416,-0.9578959178179502,1.2918639099225402,0.375,1.6523296143859625,0.0,0.5625,0.23909441148862243,2.6156635507941246,-0.33813055604696274,3.764610543847084,1.652329619973898,0.07830536886598338,0.2085729881559928,16,1,15
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.5796445692540146,0.0625,0.375,9.461317598819733,0.39046326954849064,1.2289382573217154,-0.1201542648486793,0.5796445074665826,0.3125,0.5846337524999399,0.0,0.3125,0.08242391489329748,0.955248786136508,-0.05796823184937239,1.412397537380457,0.5846336874528788,0.04971226249472238,0.07687330129556358,16,2,15
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.6010469973552972,0.0625,0.375,9.941074252128601,0.4247638893430121,1.438161062542349,-0.25886185839772224,0.6010469908360392,0.4375,0.668978106972645,0.0,0.3125,0.1063647159608081,1.189618106931448,-0.13644305989146233,1.8500361498445272,0.668978085173876,0.05426644399994984,0.06743678241036832,16,1,2
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.7270288155414164,0.0625,0.375,9.80050241947174,0.6748504624702036,2.0326245799660683,-0.40661042742431164,0.7270288304425776,0.375,0.6057246676646173,0.0,0.375,0.07915639010025188,0.9431824032217264,-0.07806354248896241,1.4869173374027014,0.605724731925875,0.04302851662851026,0.04282586269073363,16,2,2
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.5021397368982434,0.125,0.25,9.947035372257233,0.6195889317896217,1.8984130658209324,-0.6312727048061788,0.5021397445816547,0.4375,0.4425360088935122,0.0625,0.3125,0.0785084119415842,0.8827332260552794,-0.04607532359659672,1.3549172659404576,0.4425360424502287,0.03607072679733392,0.036614623182686046,16,1,20
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.6147801516926847,0.0,0.3125,8.843710899353027,0.44796970300376415,1.3680304028093815,-0.3968476038426161,0.6147802058549132,0.4375,0.43058022955665365,0.0,0.25,0.07377011919743381,0.8563712202012539,-0.0637843320146203,1.3056123536080122,0.4305802653543651,0.04293503440567292,0.04766618517169263,16,2,20
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.4871090133674443,0.0625,0.4375,9.290286898612976,0.33516903780400753,1.3388885967433453,0.05474201776087284,0.48710901848971844,0.375,0.4949177266098559,0.0,0.3125,0.09773883735761046,1.1716238055378199,-0.004373225383460522,1.7816104926168919,0.49491773871704936,0.09116191355860792,0.06665980935213156,16,1,21
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.47623232565820217,0.0,0.125,9.230039060115814,0.41994005907326937,1.3456645458936691,-0.37795614823699,0.4762322851456702,0.3125,0.37340704939560965,0.125,0.1875,0.0641405323985964,0.8486299058422446,0.0030664820224046707,1.2225400507450104,0.37340705542010255,0.052425331639824435,0.04943711399391759,16,2,21
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.37148079043254256,0.0,0.3125,9.724185705184937,0.36473944992758334,1.5329337194561958,-0.10972109623253345,0.37148080160841346,0.4375,0.4653110345825553,0.0,0.25,0.06975992352818139,0.9254486262798309,0.018153340555727482,1.4547153552994132,0.4653110627550632,0.0745571469742572,0.06092755687132012,16,1,23
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.5161322066560388,0.0,0.3125,9.663100242614746,0.3812583020189777,1.5352396442904137,-0.12492778711020947,0.5161321943160146,0.3125,0.5302989593474194,0.0625,0.25,0.08484440704341978,1.0337912887334824,0.04069330915808678,1.5425374209880829,0.530298923025839,0.060088387996074744,0.06420705723576248,16,2,23
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,0.6613800246268511,0.0,0.25,9.791828781366348,0.5578361991792917,1.6415040828287601,-0.5247292015701532,0.6613799640908837,0.375,0.6948256837204099,0.0,0.375,0.1101154814241454,1.1868378911167383,-0.11506105773150921,1.7223847564309835,0.6948255966417491,0.038506683165906,0.06302156898163958,16,1,26
EEGNet,OpenBMI_MI,3,6,RETRAINED_REPLICA_TRAJECTORY,1.3053253218531609,0.0,0.4375,9.725685387849808,0.7648493405431509,2.1130670700222254,-1.0159876476973295,1.3053253004327416,0.1875,1.2663151467004354,0.0625,0.375,0.23690675349644152,2.2326007075607777,-0.28517049504444003,3.0544439554214478,1.266315089771524,0.05625245883129537,0.12039340194314718,16,2,26
