model,task,fold,epoch,schedule_tags,trajectory_provenance,protected_rank,persistence_supported_blocks,native_finite_dependence,selected_excess_CE_harm_mean,outer_BA,outer_macro_F1,outer_CE,outer_used_for_selection
EEGNet,OpenBMI_MI,3,6,10pct,RETRAINED_REPLICA_TRAJECTORY,2,6,0.5566572466721902,0.054658038976492296,0.65,0.6465496225395807,0.6392356045544147,False
EEGNet,OpenBMI_MI,3,15,25pct,RETRAINED_REPLICA_TRAJECTORY,3,5,0.7230076789855957,0.07066017440890171,0.69875,0.6951783841436111,0.5902013778686523,False
EEGNet,OpenBMI_MI,3,30,50pct,RETRAINED_REPLICA_TRAJECTORY,8,4,1.0453384541548216,0.03612653577336567,0.72125,0.7165322889133939,0.5833872631192207,False
EEGNet,OpenBMI_MI,3,36,best_legal,RETRAINED_REPLICA_TRAJECTORY,8,4,1.1198402849527507,0.03676979587096661,0.72125,0.7167286869291096,0.5938198454678059,False
EEGNet,OpenBMI_MI,3,45,75pct,RETRAINED_REPLICA_TRAJECTORY,4,4,0.9363990609462445,0.05955166670129044,0.72,0.7150453416885183,0.5884402524679899,False
EEGNet,OpenBMI_MI,3,60,final,RETRAINED_REPLICA_TRAJECTORY,4,4,1.0803958223416255,0.07458065227403139,0.7224999999999999,0.7148757902360215,0.6217228639870882,False
