fold,seed,matched_control_strict_inductive_BA,outer_test_used,source_version
0,0,0.7572222222222222,False,V0
0,1,0.7705555555555555,False,V0
1,0,0.7083333333333333,False,V0
1,1,0.7038888888888889,False,V0
2,0,0.7644444444444445,False,V0
2,1,0.7583333333333333,False,V0
