model,task,fold,seed,subject_id,persistent_block,nonpersistent_block,block_rank,score_U_persistent,score_U_nonpersistent,Delta_future,Delta_worst
EEGNet,OpenBMI_ERP,2,2,37,6,7,4,0.11422366339046604,0.02269367623543686,0.1875,0.0
EEGNet,OpenBMI_ERP,2,2,39,6,7,4,0.11422366339046604,0.02269367623543686,0.046875,0.046875
EEGNet,OpenBMI_ERP,2,2,4,6,7,4,0.11422366339046604,0.02269367623543686,-0.09375,-0.015625
EEGNet,OpenBMI_ERP,2,2,42,6,7,4,0.11422366339046604,0.02269367623543686,0.0,0.0
EEGNet,OpenBMI_ERP,2,2,51,6,7,4,0.11422366339046604,0.02269367623543686,-0.015625,-0.015625
EEGNet,OpenBMI_ERP,2,2,54,6,7,4,0.11422366339046604,0.02269367623543686,0.25,0.21875
EEGNet,OpenBMI_ERP,4,1,12,4,6,4,0.06796660288350052,0.028837328375042708,0.125,0.1875
EEGNet,OpenBMI_ERP,4,1,13,4,6,4,0.06796660288350052,0.028837328375042708,0.25,0.296875
EEGNet,OpenBMI_ERP,4,1,17,4,6,4,0.06796660288350052,0.028837328375042708,-0.078125,0.15625
EEGNet,OpenBMI_ERP,4,1,18,4,6,4,0.06796660288350052,0.028837328375042708,-0.125,-0.046875
EEGNet,OpenBMI_ERP,4,1,24,4,6,4,0.06796660288350052,0.028837328375042708,-0.03125,-0.03125
EEGNet,OpenBMI_ERP,4,1,25,4,6,4,0.06796660288350052,0.028837328375042708,-0.015625,-0.140625
EEGNet,OpenBMI_ERP,4,1,29,4,6,4,0.06796660288350052,0.028837328375042708,0.09375,0.046875
EEGNet,OpenBMI_ERP,4,1,36,4,6,4,0.06796660288350052,0.028837328375042708,0.140625,0.34375
EEGNet,OpenBMI_ERP,4,1,37,4,6,4,0.06796660288350052,0.028837328375042708,0.03125,0.0625
EEGNet,OpenBMI_ERP,4,1,39,4,6,4,0.06796660288350052,0.028837328375042708,0.046875,0.0625
EEGNet,OpenBMI_ERP,4,1,4,4,6,4,0.06796660288350052,0.028837328375042708,0.109375,0.109375
EEGNet,OpenBMI_ERP,4,1,42,4,6,4,0.06796660288350052,0.028837328375042708,0.25,0.15625
EEGNet,OpenBMI_ERP,4,1,51,4,6,4,0.06796660288350052,0.028837328375042708,0.078125,0.078125
EEGNet,OpenBMI_ERP,4,1,54,4,6,4,0.06796660288350052,0.028837328375042708,0.015625,-0.0625
EEGNet,OpenBMI_SSVEP,0,2,12,3,5,4,0.02025772046283523,0.0951952367693358,0.010000000000000009,0.010000000000000009
EEGNet,OpenBMI_SSVEP,0,2,13,3,5,4,0.02025772046283523,0.0951952367693358,-0.16999999999999998,-0.15000000000000002
EEGNet,OpenBMI_SSVEP,0,2,17,3,5,4,0.02025772046283523,0.0951952367693358,-0.06999999999999995,-0.04999999999999993
EEGNet,OpenBMI_SSVEP,0,2,18,3,5,4,0.02025772046283523,0.0951952367693358,-0.09999999999999998,-0.050000000000000044
EEGNet,OpenBMI_SSVEP,0,2,24,3,5,4,0.02025772046283523,0.0951952367693358,0.05999999999999994,0.030000000000000027
EEGNet,OpenBMI_SSVEP,0,2,25,3,5,4,0.02025772046283523,0.0951952367693358,-0.06999999999999995,-0.06999999999999995
EEGNet,OpenBMI_SSVEP,0,2,29,3,5,4,0.02025772046283523,0.0951952367693358,-0.14,-0.12999999999999995
EEGNet,OpenBMI_SSVEP,0,2,36,3,5,4,0.02025772046283523,0.0951952367693358,-0.17999999999999994,-0.16000000000000003
EEGNet,OpenBMI_SSVEP,0,2,37,3,5,4,0.02025772046283523,0.0951952367693358,-0.020000000000000018,-0.13
EEGNet,OpenBMI_SSVEP,0,2,39,3,5,4,0.02025772046283523,0.0951952367693358,-0.050000000000000044,-0.06999999999999995
EEGNet,OpenBMI_SSVEP,0,2,4,3,5,4,0.02025772046283523,0.0951952367693358,-0.13,-0.050000000000000044
EEGNet,OpenBMI_SSVEP,0,2,42,3,5,4,0.02025772046283523,0.0951952367693358,-0.009999999999999953,-0.009999999999999953
EEGNet,OpenBMI_SSVEP,0,2,51,3,5,4,0.02025772046283523,0.0951952367693358,-0.020000000000000018,-0.10999999999999999
EEGNet,OpenBMI_SSVEP,0,2,54,3,5,4,0.02025772046283523,0.0951952367693358,0.06999999999999995,0.06
EEGNet,OpenBMI_SSVEP,0,2,12,4,5,4,0.004462207919453903,0.0951952367693358,-0.04999999999999993,-0.04999999999999993
EEGNet,OpenBMI_SSVEP,0,2,13,4,5,4,0.004462207919453903,0.0951952367693358,-0.14999999999999997,-0.13
EEGNet,OpenBMI_SSVEP,0,2,17,4,5,4,0.004462207919453903,0.0951952367693358,-0.05999999999999994,-0.11999999999999994
EEGNet,OpenBMI_SSVEP,0,2,18,4,5,4,0.004462207919453903,0.0951952367693358,1.1102230246251565e-16,-0.029999999999999916
EEGNet,OpenBMI_SSVEP,0,2,24,4,5,4,0.004462207919453903,0.0951952367693358,-0.06000000000000005,-0.06000000000000005
EEGNet,OpenBMI_SSVEP,0,2,25,4,5,4,0.004462207919453903,0.0951952367693358,-0.16999999999999993,-0.16999999999999993
EEGNet,OpenBMI_SSVEP,0,2,29,4,5,4,0.004462207919453903,0.0951952367693358,-0.20000000000000007,-0.14
EEGNet,OpenBMI_SSVEP,0,2,36,4,5,4,0.004462207919453903,0.0951952367693358,-0.04999999999999993,-0.040000000000000036
EEGNet,OpenBMI_SSVEP,0,2,37,4,5,4,0.004462207919453903,0.0951952367693358,-0.009999999999999898,-0.040000000000000036
EEGNet,OpenBMI_SSVEP,0,2,39,4,5,4,0.004462207919453903,0.0951952367693358,-0.09999999999999998,-0.09999999999999998
EEGNet,OpenBMI_SSVEP,0,2,4,4,5,4,0.004462207919453903,0.0951952367693358,-0.09000000000000008,0.009999999999999898
EEGNet,OpenBMI_SSVEP,0,2,42,4,5,4,0.004462207919453903,0.0951952367693358,0.0500000000000001,0.0500000000000001
EEGNet,OpenBMI_SSVEP,0,2,51,4,5,4,0.004462207919453903,0.0951952367693358,-0.15999999999999998,-0.03999999999999998
EEGNet,OpenBMI_SSVEP,0,2,54,4,5,4,0.004462207919453903,0.0951952367693358,0.06,0.040000000000000036
EEGNet,OpenBMI_SSVEP,2,0,12,5,6,4,0.00625307144425746,0.24515594986889697,-0.10000000000000009,-0.10000000000000009
EEGNet,OpenBMI_SSVEP,2,0,13,5,6,4,0.00625307144425746,0.24515594986889697,-0.25000000000000006,-0.25000000000000006
EEGNet,OpenBMI_SSVEP,2,0,17,5,6,4,0.00625307144425746,0.24515594986889697,0.020000000000000018,0.02000000000000013
EEGNet,OpenBMI_SSVEP,2,0,18,5,6,4,0.00625307144425746,0.24515594986889697,-0.030000000000000027,0.0
EEGNet,OpenBMI_SSVEP,2,0,24,5,6,4,0.00625307144425746,0.24515594986889697,0.009999999999999898,0.029999999999999916
EEGNet,OpenBMI_SSVEP,2,0,25,5,6,4,0.00625307144425746,0.24515594986889697,-0.06000000000000005,-0.06000000000000005
EEGNet,OpenBMI_SSVEP,2,0,29,5,6,4,0.00625307144425746,0.24515594986889697,0.010000000000000009,-0.09999999999999998
EEGNet,OpenBMI_SSVEP,2,0,36,5,6,4,0.00625307144425746,0.24515594986889697,-0.28,-0.29999999999999993
EEGNet,OpenBMI_SSVEP,2,0,37,5,6,4,0.00625307144425746,0.24515594986889697,-0.06999999999999984,-0.010000000000000009
EEGNet,OpenBMI_SSVEP,2,0,39,5,6,4,0.00625307144425746,0.24515594986889697,-0.019999999999999907,-0.10999999999999999
EEGNet,OpenBMI_SSVEP,2,0,4,5,6,4,0.00625307144425746,0.24515594986889697,-0.040000000000000036,-0.15000000000000002
EEGNet,OpenBMI_SSVEP,2,0,42,5,6,4,0.00625307144425746,0.24515594986889697,-0.16000000000000003,-0.16000000000000003
EEGNet,OpenBMI_SSVEP,2,0,51,5,6,4,0.00625307144425746,0.24515594986889697,-0.2300000000000001,-0.14
EEGNet,OpenBMI_SSVEP,2,0,54,5,6,4,0.00625307144425746,0.24515594986889697,0.010000000000000009,0.010000000000000009
EEGNet,OpenBMI_SSVEP,2,2,12,4,6,4,0.0010316901770563802,0.04641680137486078,-0.21000000000000008,-0.21000000000000008
EEGNet,OpenBMI_SSVEP,2,2,13,4,6,4,0.0010316901770563802,0.04641680137486078,0.010000000000000009,0.010000000000000009
EEGNet,OpenBMI_SSVEP,2,2,17,4,6,4,0.0010316901770563802,0.04641680137486078,0.04999999999999993,-0.040000000000000036
EEGNet,OpenBMI_SSVEP,2,2,18,4,6,4,0.0010316901770563802,0.04641680137486078,-0.16000000000000003,-0.07999999999999996
EEGNet,OpenBMI_SSVEP,2,2,24,4,6,4,0.0010316901770563802,0.04641680137486078,-0.019999999999999962,-0.029999999999999916
EEGNet,OpenBMI_SSVEP,2,2,25,4,6,4,0.0010316901770563802,0.04641680137486078,-0.009999999999999898,-0.009999999999999898
EEGNet,OpenBMI_SSVEP,2,2,29,4,6,4,0.0010316901770563802,0.04641680137486078,-0.07000000000000006,-0.050000000000000044
EEGNet,OpenBMI_SSVEP,2,2,36,4,6,4,0.0010316901770563802,0.04641680137486078,-0.050000000000000044,0.0
EEGNet,OpenBMI_SSVEP,2,2,37,4,6,4,0.0010316901770563802,0.04641680137486078,-0.10000000000000009,-0.020000000000000018
EEGNet,OpenBMI_SSVEP,2,2,39,4,6,4,0.0010316901770563802,0.04641680137486078,-0.09999999999999998,-0.14
EEGNet,OpenBMI_SSVEP,2,2,4,4,6,4,0.0010316901770563802,0.04641680137486078,-0.16000000000000003,-0.32999999999999996
EEGNet,OpenBMI_SSVEP,2,2,42,4,6,4,0.0010316901770563802,0.04641680137486078,-0.020000000000000018,-0.020000000000000018
EEGNet,OpenBMI_SSVEP,2,2,51,4,6,4,0.0010316901770563802,0.04641680137486078,-0.10999999999999999,-0.020000000000000018
EEGNet,OpenBMI_SSVEP,2,2,54,4,6,4,0.0010316901770563802,0.04641680137486078,-0.03999999999999998,0.04999999999999999
EEGNet,OpenBMI_SSVEP,2,2,12,5,6,4,0.1348782120252003,0.04641680137486078,0.1399999999999999,0.1399999999999999
EEGNet,OpenBMI_SSVEP,2,2,13,5,6,4,0.1348782120252003,0.04641680137486078,0.08999999999999997,0.08999999999999997
EEGNet,OpenBMI_SSVEP,2,2,17,5,6,4,0.1348782120252003,0.04641680137486078,0.16000000000000003,0.030000000000000027
EEGNet,OpenBMI_SSVEP,2,2,18,5,6,4,0.1348782120252003,0.04641680137486078,0.14,0.17999999999999994
EEGNet,OpenBMI_SSVEP,2,2,24,5,6,4,0.1348782120252003,0.04641680137486078,0.22000000000000008,0.22000000000000008
EEGNet,OpenBMI_SSVEP,2,2,25,5,6,4,0.1348782120252003,0.04641680137486078,0.15000000000000002,0.15000000000000002
EEGNet,OpenBMI_SSVEP,2,2,29,5,6,4,0.1348782120252003,0.04641680137486078,0.14,0.16000000000000003
EEGNet,OpenBMI_SSVEP,2,2,36,5,6,4,0.1348782120252003,0.04641680137486078,0.18999999999999995,0.19999999999999996
EEGNet,OpenBMI_SSVEP,2,2,37,5,6,4,0.1348782120252003,0.04641680137486078,0.1299999999999999,0.14
EEGNet,OpenBMI_SSVEP,2,2,39,5,6,4,0.1348782120252003,0.04641680137486078,-0.010000000000000009,-0.010000000000000009
EEGNet,OpenBMI_SSVEP,2,2,4,5,6,4,0.1348782120252003,0.04641680137486078,0.07999999999999996,0.04999999999999993
EEGNet,OpenBMI_SSVEP,2,2,42,5,6,4,0.1348782120252003,0.04641680137486078,0.06999999999999995,0.06999999999999995
EEGNet,OpenBMI_SSVEP,2,2,51,5,6,4,0.1348782120252003,0.04641680137486078,-0.06999999999999995,0.020000000000000018
EEGNet,OpenBMI_SSVEP,2,2,54,5,6,4,0.1348782120252003,0.04641680137486078,0.16999999999999993,0.12
EEGNet,OpenBMI_SSVEP,3,2,12,5,7,4,0.1083477581067598,0.015943333603901502,0.12,0.12
EEGNet,OpenBMI_SSVEP,3,2,13,5,7,4,0.1083477581067598,0.015943333603901502,0.07000000000000006,0.07000000000000006
EEGNet,OpenBMI_SSVEP,3,2,17,5,7,4,0.1083477581067598,0.015943333603901502,0.15999999999999992,0.19
EEGNet,OpenBMI_SSVEP,3,2,18,5,7,4,0.1083477581067598,0.015943333603901502,-0.019999999999999907,0.020000000000000018
EEGNet,OpenBMI_SSVEP,3,2,24,5,7,4,0.1083477581067598,0.015943333603901502,0.04999999999999999,0.04999999999999999
EEGNet,OpenBMI_SSVEP,3,2,25,5,7,4,0.1083477581067598,0.015943333603901502,0.2,0.2
EEGNet,OpenBMI_SSVEP,3,2,29,5,7,4,0.1083477581067598,0.015943333603901502,0.04999999999999999,0.04999999999999999
EEGNet,OpenBMI_SSVEP,3,2,36,5,7,4,0.1083477581067598,0.015943333603901502,-0.15999999999999992,-0.15999999999999992
EEGNet,OpenBMI_SSVEP,3,2,37,5,7,4,0.1083477581067598,0.015943333603901502,-0.019999999999999907,0.009999999999999898
EEGNet,OpenBMI_SSVEP,3,2,39,5,7,4,0.1083477581067598,0.015943333603901502,0.1399999999999999,0.1399999999999999
EEGNet,OpenBMI_SSVEP,3,2,4,5,7,4,0.1083477581067598,0.015943333603901502,1.1102230246251565e-16,0.019999999999999907
EEGNet,OpenBMI_SSVEP,3,2,42,5,7,4,0.1083477581067598,0.015943333603901502,0.019999999999999962,0.019999999999999962
EEGNet,OpenBMI_SSVEP,3,2,51,5,7,4,0.1083477581067598,0.015943333603901502,0.21000000000000008,0.08999999999999997
EEGNet,OpenBMI_SSVEP,3,2,54,5,7,4,0.1083477581067598,0.015943333603901502,0.22999999999999998,0.13000000000000006
EEGNet,OpenBMI_SSVEP,3,2,12,6,7,4,0.048157923750324384,0.015943333603901502,-0.09999999999999998,-0.09999999999999998
EEGNet,OpenBMI_SSVEP,3,2,13,6,7,4,0.048157923750324384,0.015943333603901502,0.040000000000000036,0.040000000000000036
EEGNet,OpenBMI_SSVEP,3,2,17,6,7,4,0.048157923750324384,0.015943333603901502,-0.040000000000000036,0.02999999999999997
EEGNet,OpenBMI_SSVEP,3,2,18,6,7,4,0.048157923750324384,0.015943333603901502,-0.17999999999999994,-0.08999999999999997
EEGNet,OpenBMI_SSVEP,3,2,24,6,7,4,0.048157923750324384,0.015943333603901502,0.03999999999999998,0.03999999999999998
EEGNet,OpenBMI_SSVEP,3,2,25,6,7,4,0.048157923750324384,0.015943333603901502,0.12000000000000005,0.12000000000000005
EEGNet,OpenBMI_SSVEP,3,2,29,6,7,4,0.048157923750324384,0.015943333603901502,0.06,0.06
EEGNet,OpenBMI_SSVEP,3,2,36,6,7,4,0.048157923750324384,0.015943333603901502,-0.25,-0.29999999999999993
EEGNet,OpenBMI_SSVEP,3,2,37,6,7,4,0.048157923750324384,0.015943333603901502,-0.18999999999999984,-0.06000000000000005
EEGNet,OpenBMI_SSVEP,3,2,39,6,7,4,0.048157923750324384,0.015943333603901502,0.13,0.08999999999999997
EEGNet,OpenBMI_SSVEP,3,2,4,6,7,4,0.048157923750324384,0.015943333603901502,-0.10999999999999988,-0.19000000000000006
EEGNet,OpenBMI_SSVEP,3,2,42,6,7,4,0.048157923750324384,0.015943333603901502,0.03999999999999998,0.03999999999999998
EEGNet,OpenBMI_SSVEP,3,2,51,6,7,4,0.048157923750324384,0.015943333603901502,0.12,0.16999999999999993
EEGNet,OpenBMI_SSVEP,3,2,54,6,7,4,0.048157923750324384,0.015943333603901502,0.010000000000000009,0.010000000000000009
EEGNet,OpenBMI_SSVEP,4,1,12,4,7,4,0.0477532064066522,0.02867655334722561,-0.029999999999999916,-0.029999999999999916
EEGNet,OpenBMI_SSVEP,4,1,13,4,7,4,0.0477532064066522,0.02867655334722561,0.14,0.14
EEGNet,OpenBMI_SSVEP,4,1,17,4,7,4,0.0477532064066522,0.02867655334722561,0.07999999999999996,0.07000000000000006
EEGNet,OpenBMI_SSVEP,4,1,18,4,7,4,0.0477532064066522,0.02867655334722561,-0.19000000000000006,-0.13
EEGNet,OpenBMI_SSVEP,4,1,24,4,7,4,0.0477532064066522,0.02867655334722561,-0.020000000000000018,0.06
EEGNet,OpenBMI_SSVEP,4,1,25,4,7,4,0.0477532064066522,0.02867655334722561,-0.040000000000000036,-0.040000000000000036
EEGNet,OpenBMI_SSVEP,4,1,29,4,7,4,0.0477532064066522,0.02867655334722561,-0.14000000000000012,-0.14000000000000012
EEGNet,OpenBMI_SSVEP,4,1,36,4,7,4,0.0477532064066522,0.02867655334722561,-0.12,-0.020000000000000018
EEGNet,OpenBMI_SSVEP,4,1,37,4,7,4,0.0477532064066522,0.02867655334722561,-0.15000000000000002,-1.1102230246251565e-16
EEGNet,OpenBMI_SSVEP,4,1,39,4,7,4,0.0477532064066522,0.02867655334722561,-0.04999999999999993,-0.04999999999999993
EEGNet,OpenBMI_SSVEP,4,1,4,4,7,4,0.0477532064066522,0.02867655334722561,-0.010000000000000009,0.040000000000000036
EEGNet,OpenBMI_SSVEP,4,1,42,4,7,4,0.0477532064066522,0.02867655334722561,-0.019999999999999962,-0.019999999999999962
EEGNet,OpenBMI_SSVEP,4,1,51,4,7,4,0.0477532064066522,0.02867655334722561,-0.030000000000000027,-0.040000000000000036
EEGNet,OpenBMI_SSVEP,4,1,54,4,7,4,0.0477532064066522,0.02867655334722561,0.10999999999999999,0.040000000000000036
EEGNet,OpenBMI_SSVEP,4,1,12,5,7,4,0.02079095570917691,0.02867655334722561,-0.08999999999999997,-0.08999999999999997
EEGNet,OpenBMI_SSVEP,4,1,13,5,7,4,0.02079095570917691,0.02867655334722561,0.07000000000000006,0.07000000000000006
EEGNet,OpenBMI_SSVEP,4,1,17,5,7,4,0.02079095570917691,0.02867655334722561,0.09000000000000008,-0.039999999999999925
EEGNet,OpenBMI_SSVEP,4,1,18,5,7,4,0.02079095570917691,0.02867655334722561,0.019999999999999907,-0.030000000000000027
EEGNet,OpenBMI_SSVEP,4,1,24,5,7,4,0.02079095570917691,0.02867655334722561,0.010000000000000009,0.09000000000000002
EEGNet,OpenBMI_SSVEP,4,1,25,5,7,4,0.02079095570917691,0.02867655334722561,-0.010000000000000009,-0.010000000000000009
EEGNet,OpenBMI_SSVEP,4,1,29,5,7,4,0.02079095570917691,0.02867655334722561,-0.19000000000000006,-0.19000000000000006
EEGNet,OpenBMI_SSVEP,4,1,36,5,7,4,0.02079095570917691,0.02867655334722561,-0.2799999999999999,-0.1399999999999999
EEGNet,OpenBMI_SSVEP,4,1,37,5,7,4,0.02079095570917691,0.02867655334722561,-0.039999999999999925,-0.050000000000000044
EEGNet,OpenBMI_SSVEP,4,1,39,5,7,4,0.02079095570917691,0.02867655334722561,-0.06999999999999995,-0.08999999999999997
EEGNet,OpenBMI_SSVEP,4,1,4,5,7,4,0.02079095570917691,0.02867655334722561,0.0,-0.019999999999999907
EEGNet,OpenBMI_SSVEP,4,1,42,5,7,4,0.02079095570917691,0.02867655334722561,-0.019999999999999962,-0.019999999999999962
EEGNet,OpenBMI_SSVEP,4,1,51,5,7,4,0.02079095570917691,0.02867655334722561,0.0,0.0
EEGNet,OpenBMI_SSVEP,4,1,54,5,7,4,0.02079095570917691,0.02867655334722561,0.010000000000000009,0.010000000000000009
EEGConformer,OpenBMI_ERP,1,0,12,3,6,4,0.004097332128833776,0.04284225549345857,0.109375,0.078125
EEGConformer,OpenBMI_ERP,1,0,13,3,6,4,0.004097332128833776,0.04284225549345857,-0.0625,-0.015625
EEGConformer,OpenBMI_ERP,1,0,17,3,6,4,0.004097332128833776,0.04284225549345857,0.15625,-0.03125
EEGConformer,OpenBMI_ERP,1,0,18,3,6,4,0.004097332128833776,0.04284225549345857,-0.109375,-0.03125
EEGConformer,OpenBMI_ERP,1,0,24,3,6,4,0.004097332128833776,0.04284225549345857,-0.015625,-0.015625
EEGConformer,OpenBMI_ERP,1,0,25,3,6,4,0.004097332128833776,0.04284225549345857,-0.046875,-0.046875
EEGConformer,OpenBMI_ERP,1,0,29,3,6,4,0.004097332128833776,0.04284225549345857,0.1875,0.078125
EEGConformer,OpenBMI_ERP,1,0,36,3,6,4,0.004097332128833776,0.04284225549345857,-0.15625,-0.140625
EEGConformer,OpenBMI_ERP,1,0,37,3,6,4,0.004097332128833776,0.04284225549345857,-0.171875,0.078125
EEGConformer,OpenBMI_ERP,1,0,39,3,6,4,0.004097332128833776,0.04284225549345857,0.125,-0.046875
EEGConformer,OpenBMI_ERP,1,0,4,3,6,4,0.004097332128833776,0.04284225549345857,-0.078125,-0.1875
EEGConformer,OpenBMI_ERP,1,0,42,3,6,4,0.004097332128833776,0.04284225549345857,-0.046875,0.0625
EEGConformer,OpenBMI_ERP,1,0,51,3,6,4,0.004097332128833776,0.04284225549345857,0.0625,0.0625
EEGConformer,OpenBMI_ERP,1,0,54,3,6,4,0.004097332128833776,0.04284225549345857,0.0625,0.046875
EEGConformer,OpenBMI_ERP,1,0,12,4,6,4,0.006282737783322544,0.04284225549345857,0.015625,-0.171875
EEGConformer,OpenBMI_ERP,1,0,13,4,6,4,0.006282737783322544,0.04284225549345857,-0.03125,0.0
EEGConformer,OpenBMI_ERP,1,0,17,4,6,4,0.006282737783322544,0.04284225549345857,0.078125,0.078125
EEGConformer,OpenBMI_ERP,1,0,18,4,6,4,0.006282737783322544,0.04284225549345857,0.046875,0.109375
EEGConformer,OpenBMI_ERP,1,0,24,4,6,4,0.006282737783322544,0.04284225549345857,0.015625,-0.0625
EEGConformer,OpenBMI_ERP,1,0,25,4,6,4,0.006282737783322544,0.04284225549345857,-0.0625,-0.0625
EEGConformer,OpenBMI_ERP,1,0,29,4,6,4,0.006282737783322544,0.04284225549345857,-0.0625,-0.0625
EEGConformer,OpenBMI_ERP,1,0,36,4,6,4,0.006282737783322544,0.04284225549345857,-0.140625,-0.0625
EEGConformer,OpenBMI_ERP,1,0,37,4,6,4,0.006282737783322544,0.04284225549345857,-0.078125,0.125
EEGConformer,OpenBMI_ERP,1,0,39,4,6,4,0.006282737783322544,0.04284225549345857,-0.140625,-0.09375
EEGConformer,OpenBMI_ERP,1,0,4,4,6,4,0.006282737783322544,0.04284225549345857,-0.046875,-0.21875
EEGConformer,OpenBMI_ERP,1,0,42,4,6,4,0.006282737783322544,0.04284225549345857,-0.15625,-0.046875
EEGConformer,OpenBMI_ERP,1,0,51,4,6,4,0.006282737783322544,0.04284225549345857,-0.0625,-0.0625
EEGConformer,OpenBMI_ERP,1,0,54,4,6,4,0.006282737783322544,0.04284225549345857,0.15625,0.15625
EEGConformer,OpenBMI_ERP,1,1,12,4,7,4,0.06958451706208751,0.02430282436496919,0.0625,-0.09375
EEGConformer,OpenBMI_ERP,1,1,13,4,7,4,0.06958451706208751,0.02430282436496919,0.140625,0.140625
EEGConformer,OpenBMI_ERP,1,1,17,4,7,4,0.06958451706208751,0.02430282436496919,0.296875,0.265625
EEGConformer,OpenBMI_ERP,1,1,18,4,7,4,0.06958451706208751,0.02430282436496919,-0.09375,0.015625
EEGConformer,OpenBMI_ERP,1,1,24,4,7,4,0.06958451706208751,0.02430282436496919,0.109375,0.109375
EEGConformer,OpenBMI_ERP,1,1,25,4,7,4,0.06958451706208751,0.02430282436496919,-0.078125,-0.03125
EEGConformer,OpenBMI_ERP,1,1,29,4,7,4,0.06958451706208751,0.02430282436496919,0.203125,0.109375
EEGConformer,OpenBMI_ERP,1,1,36,4,7,4,0.06958451706208751,0.02430282436496919,0.0,0.0
EEGConformer,OpenBMI_ERP,1,1,37,4,7,4,0.06958451706208751,0.02430282436496919,-0.0625,0.0625
EEGConformer,OpenBMI_ERP,1,1,39,4,7,4,0.06958451706208751,0.02430282436496919,0.15625,0.09375
EEGConformer,OpenBMI_ERP,1,1,4,4,7,4,0.06958451706208751,0.02430282436496919,-0.015625,-0.078125
EEGConformer,OpenBMI_ERP,1,1,42,4,7,4,0.06958451706208751,0.02430282436496919,0.0,0.0
EEGConformer,OpenBMI_ERP,1,1,51,4,7,4,0.06958451706208751,0.02430282436496919,0.09375,0.046875
EEGConformer,OpenBMI_ERP,1,1,54,4,7,4,0.06958451706208751,0.02430282436496919,0.109375,0.171875
EEGConformer,OpenBMI_ERP,2,1,12,5,6,4,0.06164821886042878,0.037457405734051416,-0.015625,-0.140625
EEGConformer,OpenBMI_ERP,2,1,13,5,6,4,0.06164821886042878,0.037457405734051416,-0.046875,-0.046875
EEGConformer,OpenBMI_ERP,2,1,17,5,6,4,0.06164821886042878,0.037457405734051416,-0.046875,-0.046875
EEGConformer,OpenBMI_ERP,2,1,18,5,6,4,0.06164821886042878,0.037457405734051416,0.109375,-0.03125
EEGConformer,OpenBMI_ERP,2,1,24,5,6,4,0.06164821886042878,0.037457405734051416,-0.171875,-0.078125
EEGConformer,OpenBMI_ERP,2,1,25,5,6,4,0.06164821886042878,0.037457405734051416,-0.046875,0.046875
EEGConformer,OpenBMI_ERP,2,1,29,5,6,4,0.06164821886042878,0.037457405734051416,-0.109375,-0.0625
EEGConformer,OpenBMI_ERP,2,1,36,5,6,4,0.06164821886042878,0.037457405734051416,-0.0625,-0.046875
EEGConformer,OpenBMI_ERP,2,1,37,5,6,4,0.06164821886042878,0.037457405734051416,-0.015625,0.0
