family_id,dataset_id,backbone_id,fold_id,seed_id,subject_id,block_id,action,noop_BA,action_BA,delta_BA,pair_oracle_BA,pair_oracle_gain,all_action_oracle_gain,decision_units,outer_test_used,best_nontrivial_fixed_gain,best_fixed_including_noop_gain,selection_value,audit_fold_id
openbmi_sample_router,OpenBMI,EEGNet,0,1,21,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.95,0.96,0.01,0.96,0.01,0.01,200,False,-0.005,0,0.01,
openbmi_sample_router,OpenBMI,EEGNet,0,1,22,PROTECTED_UNION,ERASE,0.775,0.64,-0.135,0.91,0.135,0.18,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,22,PROTECTED_UNION,AMPLIFY,0.775,0.77,-0.005,0.795,0.02,0.18,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,22,PROTECTED_UNION,GEOMETRY,0.775,0.74,-0.035,0.825,0.05,0.18,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,22,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.775,0.955,0.18,0.955,0.18,0.18,200,False,-0.005,0,0.18,
openbmi_sample_router,OpenBMI,EEGNet,0,1,23,PROTECTED_UNION,ERASE,0.895,0.785,-0.11,0.94,0.045,0.06,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,23,PROTECTED_UNION,AMPLIFY,0.895,0.875,-0.02,0.9,0.005,0.06,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,23,PROTECTED_UNION,GEOMETRY,0.895,0.845,-0.05,0.915,0.02,0.06,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,23,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.895,0.955,0.06,0.955,0.06,0.06,200,False,-0.02,0,0.06,
openbmi_sample_router,OpenBMI,EEGNet,0,1,24,PROTECTED_UNION,ERASE,0.65,0.63,-0.02,0.815,0.165,0.21,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,24,PROTECTED_UNION,AMPLIFY,0.65,0.645,-0.005,0.675,0.025,0.21,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,24,PROTECTED_UNION,GEOMETRY,0.65,0.615,-0.035,0.695,0.045,0.21,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,24,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.65,0.86,0.21,0.86,0.21,0.21,200,False,-0.005,0,0.21,
openbmi_sample_router,OpenBMI,EEGNet,0,1,25,PROTECTED_UNION,ERASE,0.87,0.495,-0.375,0.935,0.065,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,25,PROTECTED_UNION,AMPLIFY,0.87,0.87,-1.110223025e-16,0.895,0.025,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,25,PROTECTED_UNION,GEOMETRY,0.87,0.845,-0.025,0.91,0.04,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,25,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.87,0.975,0.105,0.975,0.105,0.105,200,False,-1.110223025e-16,0,0.105,
openbmi_sample_router,OpenBMI,EEGNet,0,1,26,PROTECTED_UNION,ERASE,0.835,0.64,-0.195,0.94,0.105,0.135,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,26,PROTECTED_UNION,AMPLIFY,0.835,0.78,-0.055,0.85,0.015,0.135,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,26,PROTECTED_UNION,GEOMETRY,0.835,0.735,-0.1,0.865,0.03,0.135,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,26,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.835,0.97,0.135,0.97,0.135,0.135,200,False,-0.055,0,0.135,
openbmi_sample_router,OpenBMI,EEGNet,0,1,27,PROTECTED_UNION,ERASE,0.915,0.51,-0.405,0.955,0.04,0.07,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,27,PROTECTED_UNION,AMPLIFY,0.915,0.925,0.01,0.94,0.025,0.07,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,27,PROTECTED_UNION,GEOMETRY,0.915,0.895,-0.02,0.945,0.03,0.07,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,27,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.915,0.985,0.07,0.985,0.07,0.07,200,False,0.01,0.01,0.06,
openbmi_sample_router,OpenBMI,EEGNet,0,1,29,PROTECTED_UNION,ERASE,0.87,0.83,-0.04,0.93,0.06,0.075,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,29,PROTECTED_UNION,AMPLIFY,0.87,0.865,-0.005,0.88,0.01,0.075,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,29,PROTECTED_UNION,GEOMETRY,0.87,0.815,-0.055,0.885,0.015,0.075,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,29,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.87,0.945,0.075,0.945,0.075,0.075,200,False,-0.005,0,0.075,
openbmi_sample_router,OpenBMI,EEGNet,0,1,30,PROTECTED_UNION,ERASE,0.845,0.665,-0.18,0.905,0.06,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,30,PROTECTED_UNION,AMPLIFY,0.845,0.83,-0.015,0.87,0.025,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,30,PROTECTED_UNION,GEOMETRY,0.845,0.81,-0.035,0.875,0.03,0.09,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,30,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.845,0.935,0.09,0.935,0.09,0.09,200,False,-0.015,0,0.09,
openbmi_sample_router,OpenBMI,EEGNet,0,1,31,PROTECTED_UNION,ERASE,0.86,0.615,-0.245,0.93,0.07,0.08,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,31,PROTECTED_UNION,AMPLIFY,0.86,0.835,-0.025,0.865,0.005,0.08,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,31,PROTECTED_UNION,GEOMETRY,0.86,0.81,-0.05,0.875,0.015,0.08,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,31,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.86,0.94,0.08,0.94,0.08,0.08,200,False,-0.025,0,0.08,
openbmi_sample_router,OpenBMI,EEGNet,0,1,34,PROTECTED_UNION,ERASE,0.695,0.54,-0.155,0.77,0.075,0.175,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,34,PROTECTED_UNION,AMPLIFY,0.695,0.665,-0.03,0.75,0.055,0.175,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,34,PROTECTED_UNION,GEOMETRY,0.695,0.64,-0.055,0.795,0.1,0.175,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,34,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.695,0.87,0.175,0.87,0.175,0.175,200,False,-0.03,0,0.175,
openbmi_sample_router,OpenBMI,EEGNet,0,1,35,PROTECTED_UNION,ERASE,0.965,0.495,-0.47,1,0.035,0.035,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,35,PROTECTED_UNION,AMPLIFY,0.965,0.965,0,0.965,0,0.035,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,35,PROTECTED_UNION,GEOMETRY,0.965,0.96,-0.005,0.965,0,0.035,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,35,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.965,1,0.035,1,0.035,0.035,200,False,0,0,0.035,
openbmi_sample_router,OpenBMI,EEGNet,0,1,37,PROTECTED_UNION,ERASE,0.96,0.935,-0.025,0.99,0.03,0.035,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,37,PROTECTED_UNION,AMPLIFY,0.96,0.965,0.005,0.965,0.005,0.035,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,37,PROTECTED_UNION,GEOMETRY,0.96,0.955,-0.005,0.96,0,0.035,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,37,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.96,0.995,0.035,0.995,0.035,0.035,200,False,0.005,0.005,0.03,
openbmi_sample_router,OpenBMI,EEGNet,0,1,38,PROTECTED_UNION,ERASE,0.8,0.54,-0.26,0.92,0.12,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,38,PROTECTED_UNION,AMPLIFY,0.8,0.78,-0.02,0.82,0.02,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,38,PROTECTED_UNION,GEOMETRY,0.8,0.755,-0.045,0.83,0.03,0.145,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,38,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.8,0.945,0.145,0.945,0.145,0.145,200,False,-0.02,0,0.145,
openbmi_sample_router,OpenBMI,EEGNet,0,1,39,PROTECTED_UNION,ERASE,0.895,0.795,-0.1,0.94,0.045,0.065,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,39,PROTECTED_UNION,AMPLIFY,0.895,0.87,-0.025,0.895,0,0.065,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,39,PROTECTED_UNION,GEOMETRY,0.895,0.83,-0.065,0.915,0.02,0.065,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,39,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.895,0.96,0.065,0.96,0.065,0.065,200,False,-0.025,0,0.065,
openbmi_sample_router,OpenBMI,EEGNet,0,1,4,PROTECTED_UNION,ERASE,0.74,0.54,-0.2,0.865,0.125,0.195,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,4,PROTECTED_UNION,AMPLIFY,0.74,0.76,0.02,0.795,0.055,0.195,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,4,PROTECTED_UNION,GEOMETRY,0.74,0.73,-0.01,0.81,0.07,0.195,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,4,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.74,0.935,0.195,0.935,0.195,0.195,200,False,0.02,0.02,0.175,
openbmi_sample_router,OpenBMI,EEGNet,0,1,41,PROTECTED_UNION,ERASE,0.765,0.515,-0.25,0.915,0.15,0.22,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,41,PROTECTED_UNION,AMPLIFY,0.765,0.755,-0.01,0.815,0.05,0.22,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,41,PROTECTED_UNION,GEOMETRY,0.765,0.675,-0.09,0.835,0.07,0.22,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,41,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.765,0.985,0.22,0.985,0.22,0.22,200,False,-0.01,0,0.22,
openbmi_sample_router,OpenBMI,EEGNet,0,1,42,PROTECTED_UNION,ERASE,0.775,0.505,-0.27,0.905,0.13,0.15,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,42,PROTECTED_UNION,AMPLIFY,0.775,0.75,-0.025,0.785,0.01,0.15,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,42,PROTECTED_UNION,GEOMETRY,0.775,0.735,-0.04,0.8,0.025,0.15,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,42,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.775,0.925,0.15,0.925,0.15,0.15,200,False,-0.025,0,0.15,
openbmi_sample_router,OpenBMI,EEGNet,0,1,43,PROTECTED_UNION,ERASE,0.845,0.565,-0.28,0.89,0.045,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,43,PROTECTED_UNION,AMPLIFY,0.845,0.855,0.01,0.895,0.05,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,43,PROTECTED_UNION,GEOMETRY,0.845,0.835,-0.01,0.91,0.065,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,43,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.845,0.96,0.115,0.96,0.115,0.115,200,False,0.01,0.01,0.105,
openbmi_sample_router,OpenBMI,EEGNet,0,1,44,PROTECTED_UNION,ERASE,0.935,0.83,-0.105,0.945,0.01,0.03,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,44,PROTECTED_UNION,AMPLIFY,0.935,0.935,0,0.95,0.015,0.03,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,44,PROTECTED_UNION,GEOMETRY,0.935,0.91,-0.025,0.95,0.015,0.03,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,44,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.935,0.965,0.03,0.965,0.03,0.03,200,False,0,0,0.03,
openbmi_sample_router,OpenBMI,EEGNet,0,1,46,PROTECTED_UNION,ERASE,0.66,0.53,-0.13,0.69,0.03,0.175,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,46,PROTECTED_UNION,AMPLIFY,0.66,0.68,0.02,0.725,0.065,0.175,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,46,PROTECTED_UNION,GEOMETRY,0.66,0.715,0.055,0.805,0.145,0.175,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,46,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.66,0.835,0.175,0.835,0.175,0.175,200,False,0.055,0.055,0.12,
openbmi_sample_router,OpenBMI,EEGNet,0,1,49,PROTECTED_UNION,ERASE,0.795,0.6,-0.195,0.87,0.075,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,49,PROTECTED_UNION,AMPLIFY,0.795,0.8,0.005,0.82,0.025,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,49,PROTECTED_UNION,GEOMETRY,0.795,0.785,-0.01,0.84,0.045,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,49,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.795,0.915,0.12,0.915,0.12,0.12,200,False,0.005,0.005,0.115,
openbmi_sample_router,OpenBMI,EEGNet,0,1,5,PROTECTED_UNION,ERASE,0.915,0.69,-0.225,0.965,0.05,0.07,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,5,PROTECTED_UNION,AMPLIFY,0.915,0.9,-0.015,0.925,0.01,0.07,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,5,PROTECTED_UNION,GEOMETRY,0.915,0.88,-0.035,0.935,0.02,0.07,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,5,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.915,0.985,0.07,0.985,0.07,0.07,200,False,-0.015,0,0.07,
openbmi_sample_router,OpenBMI,EEGNet,0,1,51,PROTECTED_UNION,ERASE,0.76,0.62,-0.14,0.85,0.09,0.13,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,51,PROTECTED_UNION,AMPLIFY,0.76,0.765,0.005,0.775,0.015,0.13,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,51,PROTECTED_UNION,GEOMETRY,0.76,0.765,0.005,0.8,0.04,0.13,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,51,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.76,0.89,0.13,0.89,0.13,0.13,200,False,0.005,0.005,0.125,
openbmi_sample_router,OpenBMI,EEGNet,0,1,52,PROTECTED_UNION,ERASE,0.77,0.645,-0.125,0.835,0.065,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,52,PROTECTED_UNION,AMPLIFY,0.77,0.785,0.015,0.805,0.035,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,52,PROTECTED_UNION,GEOMETRY,0.77,0.78,0.01,0.825,0.055,0.12,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,52,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.77,0.89,0.12,0.89,0.12,0.12,200,False,0.015,0.015,0.105,
openbmi_sample_router,OpenBMI,EEGNet,0,1,7,PROTECTED_UNION,ERASE,0.82,0.635,-0.185,0.87,0.05,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,7,PROTECTED_UNION,AMPLIFY,0.82,0.83,0.01,0.86,0.04,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,7,PROTECTED_UNION,GEOMETRY,0.82,0.785,-0.035,0.875,0.055,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,7,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.82,0.925,0.105,0.925,0.105,0.105,200,False,0.01,0.01,0.095,
openbmi_sample_router,OpenBMI,EEGNet,0,1,8,PROTECTED_UNION,ERASE,0.8,0.66,-0.14,0.825,0.025,0.075,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,8,PROTECTED_UNION,AMPLIFY,0.8,0.815,0.015,0.825,0.025,0.075,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,8,PROTECTED_UNION,GEOMETRY,0.8,0.8,0,0.85,0.05,0.075,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,8,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.8,0.875,0.075,0.875,0.075,0.075,200,False,0.015,0.015,0.06,
openbmi_sample_router,OpenBMI,EEGNet,0,1,9,PROTECTED_UNION,ERASE,0.88,0.765,-0.115,0.92,0.04,0.08,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,9,PROTECTED_UNION,AMPLIFY,0.88,0.895,0.015,0.905,0.025,0.08,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,9,PROTECTED_UNION,GEOMETRY,0.88,0.86,-0.02,0.92,0.04,0.08,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,0,1,9,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.88,0.96,0.08,0.96,0.08,0.08,200,False,0.015,0.015,0.065,
openbmi_sample_router,OpenBMI,EEGNet,1,0,12,PROTECTED_UNION,ERASE,0.795,0.545,-0.25,0.885,0.09,0.155,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,12,PROTECTED_UNION,AMPLIFY,0.795,0.79,-0.005,0.835,0.04,0.155,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,12,PROTECTED_UNION,GEOMETRY,0.795,0.735,-0.06,0.855,0.06,0.155,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,12,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.795,0.95,0.155,0.95,0.155,0.155,200,False,-0.005,0,0.155,
openbmi_sample_router,OpenBMI,EEGNet,1,0,13,PROTECTED_UNION,ERASE,0.71,0.57,-0.14,0.85,0.14,0.21,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,13,PROTECTED_UNION,AMPLIFY,0.71,0.7,-0.01,0.75,0.04,0.21,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,13,PROTECTED_UNION,GEOMETRY,0.71,0.67,-0.04,0.77,0.06,0.21,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,13,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.71,0.92,0.21,0.92,0.21,0.21,200,False,-0.01,0,0.21,
openbmi_sample_router,OpenBMI,EEGNet,1,0,14,PROTECTED_UNION,ERASE,0.78,0.565,-0.215,0.845,0.065,0.15,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,14,PROTECTED_UNION,AMPLIFY,0.78,0.8,0.02,0.83,0.05,0.15,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,14,PROTECTED_UNION,GEOMETRY,0.78,0.74,-0.04,0.86,0.08,0.15,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,14,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.78,0.93,0.15,0.93,0.15,0.15,200,False,0.02,0.02,0.13,
openbmi_sample_router,OpenBMI,EEGNet,1,0,15,PROTECTED_UNION,ERASE,0.86,0.705,-0.155,0.92,0.06,0.095,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,15,PROTECTED_UNION,AMPLIFY,0.86,0.815,-0.045,0.88,0.02,0.095,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,15,PROTECTED_UNION,GEOMETRY,0.86,0.755,-0.105,0.895,0.035,0.095,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,15,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.86,0.955,0.095,0.955,0.095,0.095,200,False,-0.045,0,0.095,
openbmi_sample_router,OpenBMI,EEGNet,1,0,18,PROTECTED_UNION,ERASE,0.865,0.8,-0.065,0.95,0.085,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,18,PROTECTED_UNION,AMPLIFY,0.865,0.85,-0.015,0.88,0.015,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,18,PROTECTED_UNION,GEOMETRY,0.865,0.815,-0.05,0.88,0.015,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,18,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.865,0.97,0.105,0.97,0.105,0.105,200,False,-0.015,0,0.105,
openbmi_sample_router,OpenBMI,EEGNet,1,0,2,PROTECTED_UNION,ERASE,0.775,0.6,-0.175,0.88,0.105,0.16,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,2,PROTECTED_UNION,AMPLIFY,0.775,0.77,-0.005,0.8,0.025,0.16,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,2,PROTECTED_UNION,GEOMETRY,0.775,0.705,-0.07,0.845,0.07,0.16,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,2,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.775,0.935,0.16,0.935,0.16,0.16,200,False,-0.005,0,0.16,
openbmi_sample_router,OpenBMI,EEGNet,1,0,20,PROTECTED_UNION,ERASE,0.895,0.69,-0.205,0.935,0.04,0.065,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,20,PROTECTED_UNION,AMPLIFY,0.895,0.86,-0.035,0.91,0.015,0.065,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,20,PROTECTED_UNION,GEOMETRY,0.895,0.79,-0.105,0.925,0.03,0.065,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,20,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.895,0.96,0.065,0.96,0.065,0.065,200,False,-0.035,0,0.065,
openbmi_sample_router,OpenBMI,EEGNet,1,0,21,PROTECTED_UNION,ERASE,0.98,0.88,-0.1,0.98,0,0.01,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,21,PROTECTED_UNION,AMPLIFY,0.98,0.98,0,0.98,0,0.01,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,21,PROTECTED_UNION,GEOMETRY,0.98,0.985,0.005,0.99,0.01,0.01,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,21,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.98,0.99,0.01,0.99,0.01,0.01,200,False,0.005,0.005,0.005,
openbmi_sample_router,OpenBMI,EEGNet,1,0,23,PROTECTED_UNION,ERASE,0.865,0.675,-0.19,0.94,0.075,0.1,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,23,PROTECTED_UNION,AMPLIFY,0.865,0.86,-0.005,0.885,0.02,0.1,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,23,PROTECTED_UNION,GEOMETRY,0.865,0.805,-0.06,0.89,0.025,0.1,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,23,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.865,0.965,0.1,0.965,0.1,0.1,200,False,-0.005,0,0.1,
openbmi_sample_router,OpenBMI,EEGNet,1,0,24,PROTECTED_UNION,ERASE,0.67,0.535,-0.135,0.75,0.08,0.14,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,24,PROTECTED_UNION,AMPLIFY,0.67,0.665,-0.005,0.715,0.045,0.14,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,24,PROTECTED_UNION,GEOMETRY,0.67,0.63,-0.04,0.73,0.06,0.14,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,24,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.67,0.81,0.14,0.81,0.14,0.14,200,False,-0.005,0,0.14,
openbmi_sample_router,OpenBMI,EEGNet,1,0,26,PROTECTED_UNION,ERASE,0.84,0.585,-0.255,0.9,0.06,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,26,PROTECTED_UNION,AMPLIFY,0.84,0.86,0.02,0.875,0.035,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,26,PROTECTED_UNION,GEOMETRY,0.84,0.835,-0.005,0.895,0.055,0.115,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,26,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.84,0.955,0.115,0.955,0.115,0.115,200,False,0.02,0.02,0.095,
openbmi_sample_router,OpenBMI,EEGNet,1,0,27,PROTECTED_UNION,ERASE,0.87,0.71,-0.16,0.93,0.06,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,27,PROTECTED_UNION,AMPLIFY,0.87,0.85,-0.02,0.895,0.025,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,27,PROTECTED_UNION,GEOMETRY,0.87,0.74,-0.13,0.92,0.05,0.105,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,27,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.87,0.975,0.105,0.975,0.105,0.105,200,False,-0.02,0,0.105,
openbmi_sample_router,OpenBMI,EEGNet,1,0,28,PROTECTED_UNION,ERASE,0.975,0.785,-0.19,0.985,0.01,0.02,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,28,PROTECTED_UNION,AMPLIFY,0.975,0.985,0.01,0.985,0.01,0.02,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,28,PROTECTED_UNION,GEOMETRY,0.975,0.96,-0.015,0.98,0.005,0.02,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,28,PROTECTED_UNION,ORACLE_ALL_ACTIONS,0.975,0.995,0.02,0.995,0.02,0.02,200,False,0.01,0.01,0.01,
openbmi_sample_router,OpenBMI,EEGNet,1,0,29,PROTECTED_UNION,ERASE,0.915,0.735,-0.18,0.935,0.02,0.04,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,29,PROTECTED_UNION,AMPLIFY,0.915,0.91,-0.005,0.925,0.01,0.04,200,False,,,,
openbmi_sample_router,OpenBMI,EEGNet,1,0,29,PROTECTED_UNION,GEOMETRY,0.915,0.89,-0.025,0.935,0.02,0.04,200,False,,,,
