fold,seed,task,block,inner_split,utility_CE,BA_drop,random_draws,persistence_supported
0,1,mi,0,0,-0.0024824495116277934,-0.010168162690602944,100,True
0,1,mi,0,1,-0.00015245321831014458,-0.006060751629277328,100,True
0,1,mi,0,2,-0.0006370937389827969,-0.004081632653061273,100,True
0,1,mi,0,3,-0.00311589742487417,0.00780912451393001,100,True
0,1,mi,0,4,0.002317189645498874,0.005763319672131173,100,True
0,1,mi,1,0,-0.010022199085250372,-0.015984255748092036,100,True
0,1,mi,1,1,-0.0026811480075570326,-0.010400153720516836,100,True
0,1,mi,1,2,-0.0016205084012189674,0.0057623049219687195,100,True
0,1,mi,1,3,-0.0004587084853794332,0.018314637307772275,100,True
0,1,mi,1,4,0.003020615526733439,-0.002145235655737654,100,True
0,1,mi,2,0,0.029152787787387724,0.03979263668218691,100,True
0,1,mi,2,1,0.015364974530844955,0.01934316504139244,100,True
0,1,mi,2,2,0.020761493532464037,0.03437374949979999,100,True
0,1,mi,2,3,0.014764755747307179,0.023475380454785477,100,True
0,1,mi,2,4,0.026114975254788175,0.00496285860655743,100,True
0,1,mi,3,0,0.01704198346271424,0.01982431718907507,100,True
0,1,mi,3,1,0.01725717259730941,0.014739555811756344,100,True
0,1,mi,3,2,0.02443882423029775,0.010884353741496544,100,True
0,1,mi,3,3,0.018766755903331656,0.04072586452449145,100,True
0,1,mi,3,4,0.024119967676532406,0.05388703893442626,100,True
0,1,mi,4,0,0.01362058323875115,0.0061040976655626356,100,True
0,1,mi,4,1,0.025918953891239105,0.014443323565675459,100,True
0,1,mi,4,2,0.022506559190173192,0.004241696678671469,100,True
0,1,mi,4,3,0.014503808969000942,0.04569458001952276,100,True
0,1,mi,4,4,0.038552854387934266,0.029488985655737765,100,True
0,1,mi,5,0,0.057748866165055146,0.05004080065281047,100,True
0,1,mi,5,1,0.045005180375842446,0.03703703703703709,100,True
0,1,mi,5,2,0.05198579458268748,0.06862745098039214,100,True
0,1,mi,5,3,0.052758224381440066,0.09191723608199576,100,True
0,1,mi,5,4,0.04373111183785078,0.05222207991803285,100,True
0,1,erp,0,0,-0.007804977346627107,0.003184887503759004,100,True
0,1,erp,0,1,-0.0007970119217353133,-0.0054945054945055305,100,True
0,1,erp,0,2,0.0026494634478915202,0.0,100,True
0,1,erp,0,3,0.0017524448236249102,0.0,100,True
0,1,erp,0,4,-0.0017907543195857523,0.0,100,True
0,1,erp,1,0,-0.0043507468851160525,0.004401432515924397,100,True
0,1,erp,1,1,0.0037917834621211677,0.0,100,True
0,1,erp,1,2,0.00029854798241435443,0.011494252873563204,100,True
0,1,erp,1,3,0.012519677508997407,0.0,100,True
0,1,erp,1,4,0.0024150313351514185,0.005555555555555536,100,True
0,1,erp,2,0,-0.0012686056874163798,0.011235955056179747,100,True
