fold,seed,task,block,dimensions,persistence_supported,rho_G,rho_null_p95,n_inner_splits,raw_utility_mean_CE,raw_BA_drop_mean,random_mean_CE,calibrated_utility_mean_CE,calibrated_utility_ci95,calibrated_utility_sign_probability,bootstrap,random_draws_per_split,probe_refit_after_intervention
0,1,mi,0,1,True,0.7244998557629543,0.2232964056613478,5,-0.0008141408496592061,-0.0013476205573760725,0.004910574467341831,-0.005724715317001037,"[-0.0019041636828261998, 0.0007003127955250617]",0.1639,"{'mean': -0.0006551622747344228, 'median': -0.0004399143546671702, 'ci95': [-0.0019041636828261998, 0.0007003127955250617], 'sign_probability': 0.1639, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,mi,1,4,True,0.40574704131591377,0.08426054309009014,5,-0.0023523896905344732,-0.0008905405789211063,0.025448933094486748,-0.02780132278502122,"[-0.005536943702831831, 0.000886944666243639]",0.0801,"{'mean': -0.0023394960456302044, 'median': -0.0024533367671243367, 'ci95': [-0.005536943702831831, 0.000886944666243639], 'sign_probability': 0.0801, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,mi,2,4,True,0.21390712768262088,0.05973381024824796,5,0.021231797370558414,0.024389558056944448,0.020546671822504633,0.0006851255480537811,"[0.016978175296655896, 0.0253241305446462]",1.0,"{'mean': 0.021133004986012255, 'median': 0.016462148506675933, 'ci95': [0.016978175296655896, 0.0253241305446462], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,mi,3,4,True,0.1259748400186139,0.039162468207591394,5,0.02032494077403709,0.02801222604024913,0.0207012839476158,-0.00037634317357870676,"[0.014516332659607958, 0.02760291059619599]",1.0,"{'mean': 0.020978206962916957, 'median': 0.017631432611078912, 'ci95': [0.014516332659607958, 0.02760291059619599], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,mi,4,4,True,0.061081683826994,0.02697071076243675,5,0.02302055193541973,0.019994536717034016,0.01887300852724613,0.004147543408173602,"[0.01803770551394283, 0.02864283072394439]",1.0,"{'mean': 0.02327934960853394, 'median': 0.01943185890490673, 'ci95': [0.01803770551394283, 0.02864283072394439], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,mi,5,3,True,0.024474846158353852,0.022112653386355045,5,0.05024583546857518,0.05996892093405366,0.010265595814074362,0.039980239654500815,"[0.04418307026334657, 0.057216286653392644]",1.0,"{'mean': 0.05061140166264064, 'median': 0.050219914451240744, 'ci95': [0.04418307026334657, 0.057216286653392644], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,erp,0,1,True,0.7244998557629543,0.2232964056613478,5,-0.0011981670632863484,-0.0004619235981493053,0.0004796155393572492,-0.0016777826026435974,"[-0.002624683599116928, 0.00029258121458717234]",0.0567,"{'mean': -0.0011611606907564844, 'median': 0.0001837320869128023, 'ci95': [-0.002624683599116928, 0.00029258121458717234], 'sign_probability': 0.0567, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,erp,1,4,True,0.40574704131591377,0.08426054309009014,5,0.002934858680713659,0.004290248189008627,0.001781086936610186,0.0011537717441034725,"[0.00018881764732923764, 0.005806683000625932]",0.9819,"{'mean': 0.003054393962584205, 'median': 0.002316391490669978, 'ci95': [0.00018881764732923764, 0.005806683000625932], 'sign_probability': 0.9819, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,erp,2,4,True,0.21390712768262088,0.05973381024824796,5,-6.24732350534174e-05,0.002489321761841279,0.0024465187794899404,-0.0025089920145433577,"[-0.0013422146900554995, 0.0013333251044060843]",0.4889,"{'mean': -2.4303073253117325e-05, 'median': 0.000524760954362824, 'ci95': [-0.0013422146900554995, 0.0013333251044060843], 'sign_probability': 0.4889, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,erp,3,4,True,0.1259748400186139,0.039162468207591394,5,-0.0015401222616184818,-0.00290189942336313,0.002526446226143145,-0.004066568487761626,"[-0.003056467623167425, 9.38717779331506e-05]",0.0317,"{'mean': -0.0014668418555738828, 'median': -0.0007840000296370775, 'ci95': [-0.003056467623167425, 9.38717779331506e-05], 'sign_probability': 0.0317, 'draws': 10000, 'n_subjects': 85}",100,True
