model,task,subject_id,session,BA,macro_F1,accuracy,n_checkpoints
CBraMod,OpenBMI_ERP,12,S1,0.8677171717171718,0.7904782970143355,0.8557575757575757,15
CBraMod,OpenBMI_ERP,12,S2,0.873232323232323,0.8140535403003664,0.8782828282828282,15
CBraMod,OpenBMI_ERP,13,S1,0.8340808080808081,0.7173884922628617,0.7805723905723906,15
CBraMod,OpenBMI_ERP,13,S2,0.8314747474747475,0.7230018272371953,0.788754208754209,15
CBraMod,OpenBMI_ERP,17,S1,0.709959595959596,0.5856463653853673,0.6436026936026936,15
CBraMod,OpenBMI_ERP,17,S2,0.705858585858586,0.6205681306025694,0.7023569023569024,15
CBraMod,OpenBMI_ERP,18,S1,0.7005944833416027,0.6689434430352091,0.7858177530739431,15
CBraMod,OpenBMI_ERP,18,S2,0.7653535353535353,0.7306591536666555,0.8293939393939392,15
CBraMod,OpenBMI_ERP,24,S1,0.9028888888888889,0.8383613919056347,0.8933670033670034,15
CBraMod,OpenBMI_ERP,24,S2,0.8500808080808082,0.7762479339450593,0.8457575757575757,15
CBraMod,OpenBMI_ERP,25,S1,0.6819797979797979,0.6530194531291905,0.7769023569023569,15
CBraMod,OpenBMI_ERP,25,S2,0.6745050505050505,0.6461141414277143,0.7718518518518518,15
CBraMod,OpenBMI_ERP,29,S1,0.7453131313131311,0.6969908731488765,0.7977441077441079,15
CBraMod,OpenBMI_ERP,29,S2,0.7699797979797981,0.7207326640121531,0.815016835016835,15
CBraMod,OpenBMI_ERP,36,S1,0.8345454545454544,0.7312118297762434,0.7981818181818182,15
CBraMod,OpenBMI_ERP,36,S2,0.8461616161616163,0.7484591516771602,0.8148484848484848,15
CBraMod,OpenBMI_ERP,37,S1,0.7363838383838385,0.6816987966200084,0.7803030303030302,15
CBraMod,OpenBMI_ERP,37,S2,0.8374545454545455,0.794349134651854,0.8699663299663299,15
CBraMod,OpenBMI_ERP,39,S1,0.782949494949495,0.6842550051589955,0.7574410774410775,15
CBraMod,OpenBMI_ERP,39,S2,0.6170505050505051,0.5750792345173695,0.691986531986532,15
CBraMod,OpenBMI_ERP,4,S1,0.7011313131313132,0.6605488095568197,0.7721885521885522,15
CBraMod,OpenBMI_ERP,4,S2,0.7524848484848483,0.6923606684210567,0.7858585858585858,15
CBraMod,OpenBMI_ERP,42,S1,0.7964040404040403,0.7446767466497325,0.82996632996633,15
CBraMod,OpenBMI_ERP,42,S2,0.7208282828282827,0.6814479964425179,0.791010101010101,15
CBraMod,OpenBMI_ERP,51,S1,0.7351111111111112,0.6846799967017981,0.7859932659932659,15
CBraMod,OpenBMI_ERP,51,S2,0.5963838383838383,0.5678717271633532,0.7006397306397306,15
CBraMod,OpenBMI_ERP,54,S1,0.6405252525252524,0.6217392402736414,0.762087542087542,15
CBraMod,OpenBMI_ERP,54,S2,0.6232525252525252,0.599690177774433,0.7392255892255892,15
CBraMod,OpenBMI_MI,12,S1,0.504,0.4609674762309896,0.504,15
CBraMod,OpenBMI_MI,12,S2,0.5266666666666667,0.5002029243023401,0.5266666666666667,15
CBraMod,OpenBMI_MI,13,S1,0.5153333333333333,0.4684560809026262,0.5153333333333333,15
CBraMod,OpenBMI_MI,13,S2,0.524,0.4793336776818605,0.524,15
CBraMod,OpenBMI_MI,17,S1,0.4933333333333333,0.456446474670498,0.4933333333333333,15
CBraMod,OpenBMI_MI,17,S2,0.526,0.5073923552352005,0.526,15
CBraMod,OpenBMI_MI,18,S1,0.48466666666666663,0.46462006049462173,0.48466666666666663,15
CBraMod,OpenBMI_MI,18,S2,0.4880000000000001,0.4742282055242729,0.4880000000000001,15
CBraMod,OpenBMI_MI,24,S1,0.4986666666666667,0.4766679314698081,0.4986666666666667,15
CBraMod,OpenBMI_MI,24,S2,0.5180000000000001,0.490369461187113,0.5180000000000001,15
CBraMod,OpenBMI_MI,25,S1,0.4826666666666667,0.4574932722977667,0.4826666666666667,15
CBraMod,OpenBMI_MI,25,S2,0.5046666666666666,0.48763940059526373,0.5046666666666667,15
CBraMod,OpenBMI_MI,29,S1,0.5206666666666666,0.4873483784786328,0.5206666666666666,15
CBraMod,OpenBMI_MI,29,S2,0.4906666666666667,0.4452082949956275,0.4906666666666667,15
CBraMod,OpenBMI_MI,36,S1,0.5133333333333334,0.4940649404717139,0.5133333333333334,15
CBraMod,OpenBMI_MI,36,S2,0.5220000000000001,0.5051545994173466,0.522,15
CBraMod,OpenBMI_MI,37,S1,0.47333333333333333,0.4516833257329112,0.47333333333333333,15
CBraMod,OpenBMI_MI,37,S2,0.4640000000000001,0.44151350953154134,0.4640000000000001,15
CBraMod,OpenBMI_MI,39,S1,0.5099999999999999,0.4868724511883222,0.5099999999999999,15
CBraMod,OpenBMI_MI,39,S2,0.5153333333333333,0.49054604606783236,0.5153333333333333,15
CBraMod,OpenBMI_MI,4,S1,0.49800000000000005,0.4696025548273486,0.49800000000000005,15
CBraMod,OpenBMI_MI,4,S2,0.4886666666666667,0.4688222285429196,0.4886666666666667,15
CBraMod,OpenBMI_MI,42,S1,0.486,0.45649576457200286,0.486,15
CBraMod,OpenBMI_MI,42,S2,0.5006666666666667,0.4744984686103121,0.5006666666666667,15
CBraMod,OpenBMI_MI,51,S1,0.5293333333333333,0.511187976357967,0.5293333333333333,15
CBraMod,OpenBMI_MI,51,S2,0.5153333333333333,0.49268001290429253,0.5153333333333333,15
CBraMod,OpenBMI_MI,54,S1,0.516,0.4976355098402124,0.516,15
CBraMod,OpenBMI_MI,54,S2,0.5106666666666667,0.48806736613233487,0.5106666666666667,15
CBraMod,OpenBMI_SSVEP,12,S1,0.998,0.997999199679872,0.998,15
CBraMod,OpenBMI_SSVEP,12,S2,0.9239999999999998,0.9239910483296891,0.9239999999999999,15
CBraMod,OpenBMI_SSVEP,13,S1,0.8340000000000001,0.8351713255166555,0.8339999999999999,15
CBraMod,OpenBMI_SSVEP,13,S2,0.7540000000000001,0.7524532798103695,0.7539999999999999,15
CBraMod,OpenBMI_SSVEP,17,S1,0.8493333333333334,0.8467133371938503,0.8493333333333334,15
CBraMod,OpenBMI_SSVEP,17,S2,0.8893333333333332,0.8872339582940064,0.8893333333333333,15
CBraMod,OpenBMI_SSVEP,18,S1,0.9613333333333334,0.9608329413218784,0.9613333333333334,15
CBraMod,OpenBMI_SSVEP,18,S2,0.9986666666666667,0.9986661331199147,0.9986666666666667,15
CBraMod,OpenBMI_SSVEP,24,S1,0.8400000000000001,0.8384118672728941,0.8400000000000001,15
CBraMod,OpenBMI_SSVEP,24,S2,0.8786666666666666,0.8776056013979646,0.8786666666666666,15
CBraMod,OpenBMI_SSVEP,25,S1,0.9866666666666668,0.986625224402415,0.9866666666666668,15
CBraMod,OpenBMI_SSVEP,25,S2,0.8953333333333333,0.8949870021914724,0.8953333333333335,15
CBraMod,OpenBMI_SSVEP,29,S1,0.9299999999999998,0.930459427958698,0.93,15
CBraMod,OpenBMI_SSVEP,29,S2,0.9306666666666666,0.9307526050318758,0.9306666666666666,15
CBraMod,OpenBMI_SSVEP,36,S1,1.0,1.0,1.0,15
CBraMod,OpenBMI_SSVEP,36,S2,0.998,0.9979557780559032,0.998,15
CBraMod,OpenBMI_SSVEP,37,S1,0.9533333333333333,0.9528182979953159,0.9533333333333333,15
CBraMod,OpenBMI_SSVEP,37,S2,0.9700000000000001,0.9698131512387103,0.9700000000000001,15
CBraMod,OpenBMI_SSVEP,39,S1,0.9540000000000001,0.9535926742899264,0.9540000000000001,15
CBraMod,OpenBMI_SSVEP,39,S2,0.972,0.9719207991554575,0.972,15
CBraMod,OpenBMI_SSVEP,4,S1,0.9953333333333333,0.9953039549152993,0.9953333333333333,15
CBraMod,OpenBMI_SSVEP,4,S2,1.0,1.0,1.0,15
CBraMod,OpenBMI_SSVEP,42,S1,0.9693333333333334,0.9689402089550371,0.9693333333333334,15
CBraMod,OpenBMI_SSVEP,42,S2,0.5293333333333334,0.5288975206427969,0.5293333333333334,15
CBraMod,OpenBMI_SSVEP,51,S1,0.4186666666666667,0.391655371722529,0.4186666666666667,15
CBraMod,OpenBMI_SSVEP,51,S2,0.46866666666666656,0.4576851546595625,0.4686666666666667,15
CBraMod,OpenBMI_SSVEP,54,S1,0.632,0.6289362012731693,0.632,15
CBraMod,OpenBMI_SSVEP,54,S2,0.6953333333333334,0.6940337831031821,0.6953333333333334,15
CBraMod,WBCIC_MI,sub-10,S1,0.6206666666666666,0.6154507289197733,0.6206666666666666,15
CBraMod,WBCIC_MI,sub-10,S2,0.7176666666666667,0.7116990806738798,0.7176666666666667,15
CBraMod,WBCIC_MI,sub-10,S3,0.7916666666666665,0.7898648389511738,0.7916666666666666,15
CBraMod,WBCIC_MI,sub-15,S1,0.689,0.6867625247057894,0.689,15
CBraMod,WBCIC_MI,sub-15,S2,0.634,0.6322522835573682,0.634,15
CBraMod,WBCIC_MI,sub-15,S3,0.6673333333333333,0.6642237559503518,0.6673333333333333,15
CBraMod,WBCIC_MI,sub-20,S1,0.8249999999999998,0.824445932454313,0.8249999999999998,15
CBraMod,WBCIC_MI,sub-20,S2,0.8553333333333334,0.8550245529982595,0.8553333333333334,15
CBraMod,WBCIC_MI,sub-20,S3,0.4766666666666667,0.4690123378911107,0.4766666666666667,15
CBraMod,WBCIC_MI,sub-39,S1,0.4933333333333334,0.4815878634634084,0.4933333333333334,15
CBraMod,WBCIC_MI,sub-39,S2,0.6789999999999999,0.675948548982062,0.6789999999999999,15
CBraMod,WBCIC_MI,sub-39,S3,0.7639999999999999,0.7631641701484809,0.7639999999999999,15
CBraMod,WBCIC_MI,sub-4,S1,0.513,0.5052250394573439,0.513,15
CBraMod,WBCIC_MI,sub-4,S2,0.5656666666666668,0.5625244457598477,0.5656666666666668,15
CBraMod,WBCIC_MI,sub-4,S3,0.645,0.6430905598119045,0.645,15
CBraMod,WBCIC_MI,sub-40,S1,0.7643333333333333,0.763330405456599,0.7643333333333333,15
CBraMod,WBCIC_MI,sub-40,S2,0.6396666666666666,0.6350733359762857,0.6396666666666667,15
CBraMod,WBCIC_MI,sub-40,S3,0.778,0.7766735916567552,0.778,15
CBraMod,WBCIC_MI,sub-43,S1,0.9359999999999999,0.9359415334907725,0.9359999999999999,15
CBraMod,WBCIC_MI,sub-43,S2,0.9103333333333333,0.9101655313718005,0.9103333333333333,15
CBraMod,WBCIC_MI,sub-43,S3,0.9139999999999999,0.9137732597490725,0.9139999999999999,15
CBraMod,WBCIC_MI,sub-46,S1,0.9586666666666666,0.9586406893848818,0.9586666666666666,15
CBraMod,WBCIC_MI,sub-46,S2,0.9259999999999998,0.9257834548755431,0.9259999999999998,15
CBraMod,WBCIC_MI,sub-46,S3,0.8579999999999999,0.8576645793420788,0.8580000000000001,15
CBraMod,WBCIC_MI,sub-51,S1,0.729,0.726942161587924,0.729,15
CBraMod,WBCIC_MI,sub-51,S2,0.787,0.7847228017649541,0.787,15
CBraMod,WBCIC_MI,sub-51,S3,0.7843333333333333,0.7839251989933058,0.7843333333333333,15
CBraMod,WBCIC_MI,sub-8,S1,0.8576666666666666,0.8572167021101966,0.8576666666666666,15
CBraMod,WBCIC_MI,sub-8,S2,0.8619999999999999,0.8618679712510137,0.8619999999999999,15
CBraMod,WBCIC_MI,sub-8,S3,0.8656666666666666,0.8653900929792925,0.8656666666666666,15
EEGNet,OpenBMI_ERP,12,S1,0.9365454545454546,0.8607361789493383,0.9074410774410775,15
EEGNet,OpenBMI_ERP,12,S2,0.9621818181818181,0.9231860612016077,0.9532659932659934,15
EEGNet,OpenBMI_ERP,13,S1,0.8903434343434343,0.8104529426307591,0.87003367003367,15
EEGNet,OpenBMI_ERP,13,S2,0.9078181818181819,0.8283718001079046,0.8834006734006734,15
EEGNet,OpenBMI_ERP,17,S1,0.8099191919191919,0.7217713375153961,0.7955218855218855,15
EEGNet,OpenBMI_ERP,17,S2,0.8235555555555556,0.741670720520837,0.8150168350168351,15
EEGNet,OpenBMI_ERP,18,S1,0.7551243790237121,0.7504430453015539,0.858649149402055,15
EEGNet,OpenBMI_ERP,18,S2,0.9169898989898989,0.8906891575037806,0.9351851851851852,15
EEGNet,OpenBMI_ERP,24,S1,0.9461414141414142,0.8928319646192363,0.9321885521885522,15
EEGNet,OpenBMI_ERP,24,S2,0.8017373737373737,0.7188478824271608,0.7915824915824917,15
EEGNet,OpenBMI_ERP,25,S1,0.7826464646464646,0.7889557427606697,0.8854208754208754,15
EEGNet,OpenBMI_ERP,25,S2,0.7648282828282829,0.7668771454724737,0.8717508417508417,15
EEGNet,OpenBMI_ERP,29,S1,0.7866666666666667,0.7769996006797001,0.8716498316498317,15
EEGNet,OpenBMI_ERP,29,S2,0.8296161616161616,0.8065976904964355,0.8841077441077441,15
EEGNet,OpenBMI_ERP,36,S1,0.9465252525252524,0.8838723320183081,0.9252861952861954,15
EEGNet,OpenBMI_ERP,36,S2,0.9534343434343434,0.8909206598320781,0.9300673400673402,15
EEGNet,OpenBMI_ERP,37,S1,0.8518181818181818,0.7967239524887775,0.8673737373737374,15
EEGNet,OpenBMI_ERP,37,S2,0.9481212121212121,0.9223351395793203,0.9542087542087543,15
EEGNet,OpenBMI_ERP,39,S1,0.8496161616161617,0.7869108005746425,0.8579124579124577,15
EEGNet,OpenBMI_ERP,39,S2,0.731131313131313,0.6970184539777324,0.807104377104377,15
EEGNet,OpenBMI_ERP,4,S1,0.7652525252525252,0.7559681962775918,0.8589898989898989,15
EEGNet,OpenBMI_ERP,4,S2,0.8933333333333334,0.8529625496780903,0.9089562289562287,15
EEGNet,OpenBMI_ERP,42,S1,0.9290101010101012,0.8782663733125552,0.9231649831649832,15
EEGNet,OpenBMI_ERP,42,S2,0.8564040404040405,0.8164761230822557,0.8853872053872054,15
EEGNet,OpenBMI_ERP,51,S1,0.876828282828283,0.8336352674090306,0.8961279461279461,15
EEGNet,OpenBMI_ERP,51,S2,0.7531919191919193,0.7129246342603139,0.814107744107744,15
EEGNet,OpenBMI_ERP,54,S1,0.7101010101010101,0.6799694134805596,0.7973737373737373,15
EEGNet,OpenBMI_ERP,54,S2,0.712969696969697,0.6912498339393649,0.8107744107744108,15
EEGNet,OpenBMI_MI,12,S1,0.7606666666666669,0.7591965128454224,0.7606666666666669,15
EEGNet,OpenBMI_MI,12,S2,0.6839999999999999,0.6812080240352321,0.6839999999999999,15
EEGNet,OpenBMI_MI,13,S1,0.7460000000000001,0.7431263166813621,0.7460000000000001,15
EEGNet,OpenBMI_MI,13,S2,0.6859999999999999,0.6835695765518778,0.6859999999999999,15
EEGNet,OpenBMI_MI,17,S1,0.74,0.7387345051914068,0.74,15
EEGNet,OpenBMI_MI,17,S2,0.5646666666666668,0.5403209410068008,0.5646666666666665,15
EEGNet,OpenBMI_MI,18,S1,0.6553333333333333,0.653878971915793,0.6553333333333333,15
EEGNet,OpenBMI_MI,18,S2,0.6466666666666666,0.6448385722277034,0.6466666666666666,15
EEGNet,OpenBMI_MI,24,S1,0.6280000000000001,0.6164449229328359,0.628,15
EEGNet,OpenBMI_MI,24,S2,0.6213333333333334,0.5984170647290065,0.6213333333333334,15
EEGNet,OpenBMI_MI,25,S1,0.8013333333333335,0.7993303233396051,0.8013333333333335,15
EEGNet,OpenBMI_MI,25,S2,0.9846666666666668,0.9846623309782754,0.9846666666666668,15
EEGNet,OpenBMI_MI,29,S1,0.6213333333333334,0.6150640238106464,0.6213333333333334,15
EEGNet,OpenBMI_MI,29,S2,0.6606666666666666,0.6593223250247136,0.6606666666666666,15
EEGNet,OpenBMI_MI,36,S1,0.8026666666666668,0.7981581764470218,0.8026666666666668,15
EEGNet,OpenBMI_MI,36,S2,0.7973333333333333,0.7940814704419773,0.7973333333333333,15
EEGNet,OpenBMI_MI,37,S1,0.62,0.6181292034807382,0.62,15
EEGNet,OpenBMI_MI,37,S2,0.6466666666666667,0.6427800068353087,0.6466666666666667,15
EEGNet,OpenBMI_MI,39,S1,0.78,0.7779166510711305,0.78,15
EEGNet,OpenBMI_MI,39,S2,0.6486666666666666,0.6386632564499001,0.6486666666666667,15
EEGNet,OpenBMI_MI,4,S1,0.6993333333333333,0.6939602632923655,0.6993333333333333,15
EEGNet,OpenBMI_MI,4,S2,0.7553333333333334,0.7486326778092475,0.7553333333333334,15
EEGNet,OpenBMI_MI,42,S1,0.7200000000000001,0.7161841674497847,0.7200000000000001,15
EEGNet,OpenBMI_MI,42,S2,0.6946666666666665,0.692048626330562,0.6946666666666665,15
EEGNet,OpenBMI_MI,51,S1,0.7,0.6986589806839618,0.7,15
EEGNet,OpenBMI_MI,51,S2,0.676,0.6743562678366364,0.676,15
EEGNet,OpenBMI_MI,54,S1,0.6413333333333333,0.6392090824660384,0.6413333333333333,15
EEGNet,OpenBMI_MI,54,S2,0.7113333333333334,0.710441143222634,0.7113333333333334,15
EEGNet,OpenBMI_SSVEP,12,S1,0.9900000000000001,0.9899959983993599,0.9900000000000001,15
EEGNet,OpenBMI_SSVEP,12,S2,0.9466666666666664,0.9463510339297171,0.9466666666666664,15
EEGNet,OpenBMI_SSVEP,13,S1,0.9626666666666667,0.9627611694105153,0.9626666666666667,15
EEGNet,OpenBMI_SSVEP,13,S2,0.7639999999999998,0.7605462481776475,0.7639999999999998,15
EEGNet,OpenBMI_SSVEP,17,S1,0.9106666666666666,0.9105638631372436,0.9106666666666666,15
EEGNet,OpenBMI_SSVEP,17,S2,0.9513333333333335,0.9513820515214367,0.9513333333333335,15
EEGNet,OpenBMI_SSVEP,18,S1,0.9873333333333335,0.9873435015031655,0.9873333333333335,15
EEGNet,OpenBMI_SSVEP,18,S2,1.0,1.0,1.0,15
EEGNet,OpenBMI_SSVEP,24,S1,0.9533333333333335,0.9533143902054583,0.9533333333333335,15
EEGNet,OpenBMI_SSVEP,24,S2,0.9373333333333331,0.9371553457881726,0.9373333333333331,15
