model,task,subject_id,session,BA,macro_F1,accuracy,n_checkpoints
LiteBN,OpenBMI_MI,42,S2,0.6773333333333332,0.6666535538458445,0.6773333333333332,15
LiteBN,OpenBMI_MI,51,S1,0.6833333333333332,0.6768568720879471,0.6833333333333332,15
LiteBN,OpenBMI_MI,51,S2,0.622,0.6121960113165577,0.622,15
LiteBN,OpenBMI_MI,54,S1,0.5980000000000001,0.588958379633652,0.5980000000000001,15
LiteBN,OpenBMI_MI,54,S2,0.6666666666666665,0.6631908597309996,0.6666666666666665,15
Medformer,OpenBMI_ERP,12,S1,0.9311515151515152,0.878049029519262,0.922962962962963,15
Medformer,OpenBMI_ERP,12,S2,0.9534747474747475,0.9319184740452469,0.9601683501683501,15
Medformer,OpenBMI_ERP,13,S1,0.8859999999999999,0.8344173667901945,0.8935016835016836,15
Medformer,OpenBMI_ERP,13,S2,0.8921818181818183,0.8444079981960859,0.9012457912457913,15
Medformer,OpenBMI_ERP,17,S1,0.7782222222222223,0.741980598445889,0.8373737373737373,15
Medformer,OpenBMI_ERP,17,S2,0.7732121212121211,0.7320306035815093,0.8272727272727274,15
Medformer,OpenBMI_ERP,18,S1,0.7055937176495092,0.7168781097668133,0.8524507326932793,15
Medformer,OpenBMI_ERP,18,S2,0.8465656565656565,0.8514890698294395,0.9186868686868688,15
Medformer,OpenBMI_ERP,24,S1,0.9314343434343434,0.9103577009848353,0.9474074074074073,15
Medformer,OpenBMI_ERP,24,S2,0.7936767676767676,0.7849891960434103,0.8757912457912458,15
Medformer,OpenBMI_ERP,25,S1,0.7299191919191919,0.750316088847766,0.8741750841750842,15
Medformer,OpenBMI_ERP,25,S2,0.6993737373737373,0.715294028750835,0.8557239057239058,15
Medformer,OpenBMI_ERP,29,S1,0.7645656565656564,0.7719332770537527,0.8765656565656565,15
Medformer,OpenBMI_ERP,29,S2,0.8264242424242424,0.8185365685783255,0.8965656565656565,15
Medformer,OpenBMI_ERP,36,S1,0.9291919191919195,0.888805796578585,0.9316835016835017,15
Medformer,OpenBMI_ERP,36,S2,0.945070707070707,0.9053529739674889,0.941986531986532,15
Medformer,OpenBMI_ERP,37,S1,0.7882222222222223,0.7796797381305854,0.8735690235690237,15
Medformer,OpenBMI_ERP,37,S2,0.918868686868687,0.9160381557767362,0.952861952861953,15
Medformer,OpenBMI_ERP,39,S1,0.7911111111111111,0.7681966273371245,0.8607407407407409,15
Medformer,OpenBMI_ERP,39,S2,0.6564646464646464,0.6480042716998606,0.7945791245791246,15
Medformer,OpenBMI_ERP,4,S1,0.7366262626262625,0.7411227661148,0.8604377104377104,15
Medformer,OpenBMI_ERP,4,S2,0.8427272727272727,0.8395424628367292,0.9104040404040404,15
Medformer,OpenBMI_ERP,42,S1,0.8498989898989898,0.839045471188783,0.9078114478114477,15
Medformer,OpenBMI_ERP,42,S2,0.769010101010101,0.7638712130922414,0.8667340067340066,15
Medformer,OpenBMI_ERP,51,S1,0.8268888888888888,0.8101844139693668,0.8887205387205389,15
Medformer,OpenBMI_ERP,51,S2,0.657979797979798,0.6534031435855734,0.8019528619528619,15
Medformer,OpenBMI_ERP,54,S1,0.6545252525252525,0.6559443072659127,0.8123569023569025,15
Medformer,OpenBMI_ERP,54,S2,0.6352525252525252,0.6404699141949005,0.809057239057239,15
Medformer,OpenBMI_MI,12,S1,0.7313333333333335,0.730597914082692,0.7313333333333335,15
Medformer,OpenBMI_MI,12,S2,0.668,0.6666786418459151,0.668,15
Medformer,OpenBMI_MI,13,S1,0.6659999999999999,0.6616320500007589,0.6659999999999999,15
Medformer,OpenBMI_MI,13,S2,0.6899999999999998,0.6878590610301025,0.6899999999999998,15
Medformer,OpenBMI_MI,17,S1,0.6540000000000001,0.6522184564999844,0.6540000000000001,15
Medformer,OpenBMI_MI,17,S2,0.572,0.564773292123142,0.572,15
Medformer,OpenBMI_MI,18,S1,0.6333333333333334,0.6313586487552136,0.6333333333333334,15
Medformer,OpenBMI_MI,18,S2,0.5966666666666666,0.5931474765886229,0.5966666666666668,15
Medformer,OpenBMI_MI,24,S1,0.6473333333333334,0.6429373526905712,0.6473333333333334,15
Medformer,OpenBMI_MI,24,S2,0.61,0.5969441119567236,0.61,15
Medformer,OpenBMI_MI,25,S1,0.7859999999999999,0.7855653905720325,0.7859999999999999,15
Medformer,OpenBMI_MI,25,S2,0.9766666666666668,0.9766609979925563,0.9766666666666668,15
Medformer,OpenBMI_MI,29,S1,0.5399999999999999,0.5365109451907348,0.5399999999999999,15
Medformer,OpenBMI_MI,29,S2,0.584,0.5805864290614532,0.584,15
Medformer,OpenBMI_MI,36,S1,0.7126666666666667,0.705353273015699,0.7126666666666667,15
Medformer,OpenBMI_MI,36,S2,0.794,0.7919667265436926,0.794,15
Medformer,OpenBMI_MI,37,S1,0.6033333333333333,0.5999843805029136,0.6033333333333334,15
Medformer,OpenBMI_MI,37,S2,0.6080000000000001,0.6018435926086805,0.6080000000000001,15
Medformer,OpenBMI_MI,39,S1,0.7419999999999999,0.738181514971013,0.7419999999999999,15
Medformer,OpenBMI_MI,39,S2,0.5953333333333334,0.5822693865328764,0.5953333333333334,15
Medformer,OpenBMI_MI,4,S1,0.6066666666666667,0.5960591534853272,0.6066666666666667,15
Medformer,OpenBMI_MI,4,S2,0.7106666666666667,0.6974952586146057,0.7106666666666667,15
Medformer,OpenBMI_MI,42,S1,0.6333333333333334,0.6268397744219795,0.6333333333333333,15
Medformer,OpenBMI_MI,42,S2,0.6693333333333334,0.6656435810048684,0.6693333333333336,15
Medformer,OpenBMI_MI,51,S1,0.7126666666666668,0.7115052012135445,0.7126666666666668,15
Medformer,OpenBMI_MI,51,S2,0.6293333333333333,0.6267743971287583,0.6293333333333333,15
Medformer,OpenBMI_MI,54,S1,0.6366666666666667,0.6352344171880688,0.6366666666666667,15
Medformer,OpenBMI_MI,54,S2,0.6980000000000002,0.6965860164795322,0.6980000000000002,15
Medformer,OpenBMI_SSVEP,12,S1,0.9900000000000001,0.9899959983993599,0.9900000000000001,15
Medformer,OpenBMI_SSVEP,12,S2,0.9466666666666664,0.9464891972592937,0.9466666666666664,15
Medformer,OpenBMI_SSVEP,13,S1,0.9033333333333334,0.9050025509294533,0.9033333333333334,15
Medformer,OpenBMI_SSVEP,13,S2,0.7679999999999999,0.7702162861711245,0.7679999999999999,15
Medformer,OpenBMI_SSVEP,17,S1,0.9199999999999999,0.9202987723351944,0.92,15
Medformer,OpenBMI_SSVEP,17,S2,0.9680000000000001,0.9680263695221679,0.9680000000000001,15
Medformer,OpenBMI_SSVEP,18,S1,0.9920000000000001,0.9919970654928639,0.9920000000000001,15
Medformer,OpenBMI_SSVEP,18,S2,1.0,1.0,1.0,15
Medformer,OpenBMI_SSVEP,24,S1,0.9553333333333333,0.955094549986016,0.9553333333333335,15
Medformer,OpenBMI_SSVEP,24,S2,0.9126666666666667,0.9126382272884989,0.9126666666666667,15
Medformer,OpenBMI_SSVEP,25,S1,0.998,0.997999199679872,0.998,15
Medformer,OpenBMI_SSVEP,25,S2,0.9286666666666665,0.928984110958433,0.9286666666666665,15
Medformer,OpenBMI_SSVEP,29,S1,0.95,0.9496071808047449,0.95,15
Medformer,OpenBMI_SSVEP,29,S2,0.9666666666666669,0.9666463134779587,0.9666666666666669,15
Medformer,OpenBMI_SSVEP,36,S1,1.0,1.0,1.0,15
Medformer,OpenBMI_SSVEP,36,S2,1.0,1.0,1.0,15
Medformer,OpenBMI_SSVEP,37,S1,0.9780000000000001,0.9780539530298117,0.9780000000000001,15
Medformer,OpenBMI_SSVEP,37,S2,0.9813333333333335,0.9813293317326933,0.9813333333333335,15
Medformer,OpenBMI_SSVEP,39,S1,0.9820000000000001,0.9817720145887051,0.9820000000000001,15
Medformer,OpenBMI_SSVEP,39,S2,0.9886666666666667,0.988618440556801,0.9886666666666667,15
Medformer,OpenBMI_SSVEP,4,S1,0.9906666666666667,0.990688070099835,0.9906666666666667,15
Medformer,OpenBMI_SSVEP,4,S2,1.0,1.0,1.0,15
Medformer,OpenBMI_SSVEP,42,S1,0.9846666666666668,0.9846200591529576,0.9846666666666668,15
Medformer,OpenBMI_SSVEP,42,S2,0.5560000000000002,0.5559458770628667,0.5560000000000002,15
Medformer,OpenBMI_SSVEP,51,S1,0.6633333333333336,0.6578097955230551,0.6633333333333334,15
Medformer,OpenBMI_SSVEP,51,S2,0.7773333333333333,0.7807566739699539,0.7773333333333333,15
Medformer,OpenBMI_SSVEP,54,S1,0.6013333333333333,0.5921310378628626,0.6013333333333333,15
Medformer,OpenBMI_SSVEP,54,S2,0.6113333333333334,0.5856527102232675,0.6113333333333333,15
Medformer,WBCIC_MI,sub-10,S1,0.6346666666666667,0.6337819350893309,0.6346666666666667,15
Medformer,WBCIC_MI,sub-10,S2,0.6886666666666666,0.686498289247825,0.6886666666666666,15
Medformer,WBCIC_MI,sub-10,S3,0.7893333333333333,0.7888217027247393,0.7893333333333333,15
Medformer,WBCIC_MI,sub-15,S1,0.7556666666666665,0.7549030510467847,0.7556666666666666,15
Medformer,WBCIC_MI,sub-15,S2,0.6666666666666666,0.6642907809066679,0.6666666666666667,15
Medformer,WBCIC_MI,sub-15,S3,0.6956666666666667,0.6934944801922582,0.6956666666666667,15
Medformer,WBCIC_MI,sub-20,S1,0.8989999999999999,0.8987729027025397,0.8989999999999999,15
Medformer,WBCIC_MI,sub-20,S2,0.8673333333333333,0.8671788216371308,0.8673333333333333,15
Medformer,WBCIC_MI,sub-20,S3,0.5106666666666666,0.4998855917549837,0.5106666666666666,15
Medformer,WBCIC_MI,sub-39,S1,0.5173333333333334,0.49086861511468755,0.5173333333333334,15
Medformer,WBCIC_MI,sub-39,S2,0.7259999999999999,0.7220807665213638,0.7259999999999999,15
Medformer,WBCIC_MI,sub-39,S3,0.8013333333333332,0.8007193290516824,0.8013333333333332,15
Medformer,WBCIC_MI,sub-4,S1,0.5366666666666667,0.5238481490523351,0.5366666666666667,15
Medformer,WBCIC_MI,sub-4,S2,0.5530000000000002,0.5494945179266252,0.5530000000000002,15
Medformer,WBCIC_MI,sub-4,S3,0.659,0.6563604113362582,0.659,15
Medformer,WBCIC_MI,sub-40,S1,0.7386666666666667,0.7330729244819109,0.7386666666666668,15
Medformer,WBCIC_MI,sub-40,S2,0.677,0.6685217831545346,0.677,15
Medformer,WBCIC_MI,sub-40,S3,0.7153333333333333,0.7093938493706374,0.7153333333333333,15
Medformer,WBCIC_MI,sub-43,S1,0.9690000000000001,0.9689851273573782,0.9690000000000001,15
Medformer,WBCIC_MI,sub-43,S2,0.9503333333333335,0.9501902605665978,0.9503333333333335,15
Medformer,WBCIC_MI,sub-43,S3,0.9143333333333332,0.9137771378880448,0.9143333333333332,15
Medformer,WBCIC_MI,sub-46,S1,0.9353333333333335,0.9352085371608918,0.9353333333333335,15
Medformer,WBCIC_MI,sub-46,S2,0.8873333333333332,0.886091616525214,0.8873333333333332,15
Medformer,WBCIC_MI,sub-46,S3,0.821,0.8179496128889375,0.821,15
Medformer,WBCIC_MI,sub-51,S1,0.7426666666666667,0.74006559222347,0.7426666666666666,15
Medformer,WBCIC_MI,sub-51,S2,0.7706666666666667,0.7645290137702792,0.7706666666666667,15
Medformer,WBCIC_MI,sub-51,S3,0.7863333333333332,0.7844865581139732,0.7863333333333332,15
Medformer,WBCIC_MI,sub-8,S1,0.871,0.8706716939413622,0.871,15
Medformer,WBCIC_MI,sub-8,S2,0.8813333333333334,0.8811718962471667,0.8813333333333334,15
Medformer,WBCIC_MI,sub-8,S3,0.888,0.8879188978776249,0.888,15
ModernTCN,OpenBMI_ERP,12,S1,0.9287878787878786,0.8654767856534609,0.9124242424242425,15
ModernTCN,OpenBMI_ERP,12,S2,0.9390101010101011,0.894754458114027,0.9345791245791248,15
ModernTCN,OpenBMI_ERP,13,S1,0.89389898989899,0.8266884634468374,0.8853872053872053,15
ModernTCN,OpenBMI_ERP,13,S2,0.8981616161616162,0.8351437617920826,0.8922222222222221,15
ModernTCN,OpenBMI_ERP,17,S1,0.7492727272727272,0.7169828348779096,0.822121212121212,15
ModernTCN,OpenBMI_ERP,17,S2,0.7276161616161615,0.6789236524946783,0.7803703703703704,15
ModernTCN,OpenBMI_ERP,18,S1,0.6950417455329524,0.6964751060654752,0.8345965976082196,15
ModernTCN,OpenBMI_ERP,18,S2,0.8510303030303031,0.8298954538253992,0.8995959595959597,15
ModernTCN,OpenBMI_ERP,24,S1,0.9154545454545455,0.8740356411921212,0.9219865319865321,15
ModernTCN,OpenBMI_ERP,24,S2,0.810868686868687,0.772294868492388,0.8559595959595959,15
ModernTCN,OpenBMI_ERP,25,S1,0.7143636363636364,0.7186469053669917,0.8479797979797981,15
ModernTCN,OpenBMI_ERP,25,S2,0.7205454545454545,0.7136205076605926,0.8376767676767677,15
ModernTCN,OpenBMI_ERP,29,S1,0.7178585858585859,0.7131625902096778,0.8373737373737373,15
ModernTCN,OpenBMI_ERP,29,S2,0.7756363636363637,0.7594363033846995,0.8585185185185185,15
ModernTCN,OpenBMI_ERP,36,S1,0.9193535353535354,0.8699267613532681,0.9183838383838385,15
ModernTCN,OpenBMI_ERP,36,S2,0.9232323232323232,0.8659556967596942,0.9142087542087542,15
ModernTCN,OpenBMI_ERP,37,S1,0.8313131313131313,0.7930749413148653,0.8703703703703703,15
ModernTCN,OpenBMI_ERP,37,S2,0.9078585858585858,0.886073882608182,0.9330303030303031,15
ModernTCN,OpenBMI_ERP,39,S1,0.8030101010101008,0.7481719917772854,0.8322222222222222,15
ModernTCN,OpenBMI_ERP,39,S2,0.6567676767676768,0.6473240881016021,0.7917171717171717,15
ModernTCN,OpenBMI_ERP,4,S1,0.7486464646464647,0.7297348477993871,0.838181818181818,15
ModernTCN,OpenBMI_ERP,4,S2,0.8782222222222222,0.8328403663894968,0.8946801346801346,15
ModernTCN,OpenBMI_ERP,42,S1,0.8531313131313131,0.813706854877995,0.8838383838383839,15
ModernTCN,OpenBMI_ERP,42,S2,0.7771717171717172,0.7611341883150461,0.8597306397306397,15
ModernTCN,OpenBMI_ERP,51,S1,0.7883434343434345,0.7654104116963893,0.8586868686868686,15
ModernTCN,OpenBMI_ERP,51,S2,0.6615959595959595,0.6406296186952628,0.7752525252525252,15
ModernTCN,OpenBMI_ERP,54,S1,0.6617575757575758,0.6615788371434406,0.8125589225589226,15
ModernTCN,OpenBMI_ERP,54,S2,0.6463434343434342,0.6391301138401196,0.79010101010101,15
ModernTCN,OpenBMI_MI,12,S1,0.654,0.653508553384223,0.654,15
ModernTCN,OpenBMI_MI,12,S2,0.6413333333333333,0.6401468041715577,0.6413333333333333,15
ModernTCN,OpenBMI_MI,13,S1,0.6026666666666667,0.6004424121260151,0.6026666666666666,15
ModernTCN,OpenBMI_MI,13,S2,0.6393333333333332,0.6386023975292523,0.6393333333333332,15
ModernTCN,OpenBMI_MI,17,S1,0.5666666666666668,0.5627552404952181,0.5666666666666667,15
ModernTCN,OpenBMI_MI,17,S2,0.5066666666666667,0.49615491866888217,0.5066666666666667,15
ModernTCN,OpenBMI_MI,18,S1,0.5386666666666666,0.5380357704192741,0.5386666666666666,15
ModernTCN,OpenBMI_MI,18,S2,0.5660000000000001,0.5637463120520455,0.5660000000000001,15
ModernTCN,OpenBMI_MI,24,S1,0.5840000000000001,0.5815965951623012,0.584,15
ModernTCN,OpenBMI_MI,24,S2,0.5326666666666667,0.527868709866482,0.5326666666666667,15
ModernTCN,OpenBMI_MI,25,S1,0.714,0.712399051169274,0.714,15
ModernTCN,OpenBMI_MI,25,S2,0.9419999999999998,0.9419912637122055,0.9419999999999998,15
ModernTCN,OpenBMI_MI,29,S1,0.6193333333333334,0.6183173080125803,0.6193333333333334,15
ModernTCN,OpenBMI_MI,29,S2,0.6020000000000002,0.598607576977179,0.6020000000000002,15
ModernTCN,OpenBMI_MI,36,S1,0.6833333333333332,0.6797511318780342,0.6833333333333332,15
ModernTCN,OpenBMI_MI,36,S2,0.7586666666666666,0.7561609573868059,0.7586666666666666,15
ModernTCN,OpenBMI_MI,37,S1,0.5713333333333334,0.5672012102092754,0.5713333333333334,15
ModernTCN,OpenBMI_MI,37,S2,0.606,0.5923832708141153,0.606,15
ModernTCN,OpenBMI_MI,39,S1,0.6726666666666666,0.6718781968127426,0.6726666666666666,15
ModernTCN,OpenBMI_MI,39,S2,0.5553333333333333,0.5546777848834084,0.5553333333333333,15
ModernTCN,OpenBMI_MI,4,S1,0.5033333333333334,0.5021807197224575,0.5033333333333334,15
ModernTCN,OpenBMI_MI,4,S2,0.6666666666666665,0.6596866449816675,0.6666666666666665,15
ModernTCN,OpenBMI_MI,42,S1,0.5626666666666666,0.56219831889484,0.5626666666666666,15
ModernTCN,OpenBMI_MI,42,S2,0.5780000000000001,0.5763550723786139,0.578,15
ModernTCN,OpenBMI_MI,51,S1,0.6213333333333332,0.6200640985033193,0.6213333333333332,15
ModernTCN,OpenBMI_MI,51,S2,0.5013333333333334,0.49814445276262925,0.5013333333333334,15
ModernTCN,OpenBMI_MI,54,S1,0.6039999999999999,0.6007306029386684,0.6039999999999999,15
ModernTCN,OpenBMI_MI,54,S2,0.5413333333333333,0.5392717707293044,0.5413333333333333,15
ModernTCN,OpenBMI_SSVEP,12,S1,0.9900000000000001,0.9899959983993599,0.9900000000000001,15
ModernTCN,OpenBMI_SSVEP,12,S2,0.9146666666666667,0.914599135136252,0.9146666666666667,15
ModernTCN,OpenBMI_SSVEP,13,S1,0.826,0.8249758250349124,0.826,15
ModernTCN,OpenBMI_SSVEP,13,S2,0.6806666666666668,0.6803876308894165,0.6806666666666668,15
ModernTCN,OpenBMI_SSVEP,17,S1,0.8846666666666668,0.88410981147417,0.8846666666666668,15
ModernTCN,OpenBMI_SSVEP,17,S2,0.9113333333333333,0.9120841578937376,0.9113333333333333,15
ModernTCN,OpenBMI_SSVEP,18,S1,0.9760000000000002,0.9760080032012808,0.9760000000000002,15
ModernTCN,OpenBMI_SSVEP,18,S2,0.9966666666666667,0.9966653327997866,0.9966666666666667,15
ModernTCN,OpenBMI_SSVEP,24,S1,0.8659999999999999,0.866342618814392,0.8659999999999999,15
ModernTCN,OpenBMI_SSVEP,24,S2,0.8553333333333334,0.8531447469264829,0.8553333333333334,15
ModernTCN,OpenBMI_SSVEP,25,S1,0.9800000000000002,0.9800617990786059,0.9800000000000002,15
ModernTCN,OpenBMI_SSVEP,25,S2,0.9226666666666666,0.9226931323092527,0.9226666666666666,15
ModernTCN,OpenBMI_SSVEP,29,S1,0.8640000000000001,0.8586143976414421,0.8640000000000001,15
ModernTCN,OpenBMI_SSVEP,29,S2,0.8979999999999998,0.8980767234757677,0.8979999999999998,15
ModernTCN,OpenBMI_SSVEP,36,S1,1.0,1.0,1.0,15
ModernTCN,OpenBMI_SSVEP,36,S2,1.0,1.0,1.0,15
ModernTCN,OpenBMI_SSVEP,37,S1,0.9693333333333335,0.9695746633351131,0.9693333333333335,15
ModernTCN,OpenBMI_SSVEP,37,S2,0.9846666666666669,0.9846730974441059,0.9846666666666669,15
ModernTCN,OpenBMI_SSVEP,39,S1,0.9666666666666668,0.9664693731912266,0.9666666666666668,15
ModernTCN,OpenBMI_SSVEP,39,S2,0.9506666666666667,0.9504757988883691,0.9506666666666667,15
ModernTCN,OpenBMI_SSVEP,4,S1,0.9826666666666668,0.9827913137678875,0.9826666666666668,15
ModernTCN,OpenBMI_SSVEP,4,S2,1.0,1.0,1.0,15
ModernTCN,OpenBMI_SSVEP,42,S1,0.9786666666666668,0.9785299941414458,0.9786666666666668,15
ModernTCN,OpenBMI_SSVEP,42,S2,0.512,0.5052615296442482,0.512,15
ModernTCN,OpenBMI_SSVEP,51,S1,0.46333333333333326,0.46268574857017203,0.4633333333333333,15
ModernTCN,OpenBMI_SSVEP,51,S2,0.598,0.5978309354886906,0.598,15
ModernTCN,OpenBMI_SSVEP,54,S1,0.5986666666666667,0.5859281799908799,0.5986666666666667,15
ModernTCN,OpenBMI_SSVEP,54,S2,0.5940000000000001,0.5781896497721648,0.594,15
ModernTCN,WBCIC_MI,sub-10,S1,0.6089999999999999,0.6076097178690479,0.6089999999999999,15
ModernTCN,WBCIC_MI,sub-10,S2,0.627,0.6222809369872507,0.627,15
ModernTCN,WBCIC_MI,sub-10,S3,0.7456666666666666,0.7437396418320538,0.7456666666666666,15
ModernTCN,WBCIC_MI,sub-15,S1,0.6846666666666666,0.6831446263454521,0.6846666666666666,15
ModernTCN,WBCIC_MI,sub-15,S2,0.6286666666666668,0.6265771033184399,0.6286666666666666,15
ModernTCN,WBCIC_MI,sub-15,S3,0.6069999999999999,0.6020582962349449,0.6069999999999999,15
ModernTCN,WBCIC_MI,sub-20,S1,0.8629999999999999,0.8628583133361913,0.8629999999999999,15
ModernTCN,WBCIC_MI,sub-20,S2,0.7889999999999999,0.7884920565376834,0.7889999999999999,15
ModernTCN,WBCIC_MI,sub-20,S3,0.53,0.5281655802743593,0.53,15
ModernTCN,WBCIC_MI,sub-39,S1,0.5546666666666666,0.5492719258623001,0.5546666666666666,15
ModernTCN,WBCIC_MI,sub-39,S2,0.7016666666666665,0.7009433844516607,0.7016666666666665,15
ModernTCN,WBCIC_MI,sub-39,S3,0.736,0.7352001017595424,0.736,15
ModernTCN,WBCIC_MI,sub-4,S1,0.49866666666666665,0.49286483730338243,0.49866666666666665,15
ModernTCN,WBCIC_MI,sub-4,S2,0.5436666666666666,0.542178523830873,0.5436666666666666,15
ModernTCN,WBCIC_MI,sub-4,S3,0.6456666666666667,0.6447668800111447,0.6456666666666667,15
ModernTCN,WBCIC_MI,sub-40,S1,0.7029999999999998,0.7017724498492832,0.7029999999999998,15
ModernTCN,WBCIC_MI,sub-40,S2,0.5836666666666666,0.5811317091636343,0.5836666666666667,15
ModernTCN,WBCIC_MI,sub-40,S3,0.6966666666666667,0.6960311635046633,0.6966666666666667,15
ModernTCN,WBCIC_MI,sub-43,S1,0.9333333333333335,0.9332332526456553,0.9333333333333335,15
ModernTCN,WBCIC_MI,sub-43,S2,0.9090000000000001,0.9088297223194054,0.9090000000000001,15
ModernTCN,WBCIC_MI,sub-43,S3,0.896,0.8956765256014216,0.896,15
ModernTCN,WBCIC_MI,sub-46,S1,0.8793333333333335,0.8792283261277484,0.8793333333333335,15
ModernTCN,WBCIC_MI,sub-46,S2,0.837,0.8360195720045247,0.837,15
ModernTCN,WBCIC_MI,sub-46,S3,0.7510000000000001,0.7497497719254135,0.7510000000000001,15
ModernTCN,WBCIC_MI,sub-51,S1,0.6806666666666665,0.6785589392554956,0.6806666666666665,15
ModernTCN,WBCIC_MI,sub-51,S2,0.7189999999999999,0.7154883684094365,0.7189999999999999,15
ModernTCN,WBCIC_MI,sub-51,S3,0.7330000000000001,0.7324704618457114,0.7330000000000001,15
ModernTCN,WBCIC_MI,sub-8,S1,0.7616666666666665,0.7611657756630833,0.7616666666666665,15
ModernTCN,WBCIC_MI,sub-8,S2,0.8366666666666666,0.8363480232571178,0.8366666666666666,15
ModernTCN,WBCIC_MI,sub-8,S3,0.8056666666666668,0.8054014330180715,0.8056666666666668,15
TeCh,OpenBMI_ERP,12,S1,0.918868686868687,0.8352466300709609,0.8864646464646466,15
TeCh,OpenBMI_ERP,12,S2,0.9436969696969697,0.8845655140395771,0.9248821548821549,15
TeCh,OpenBMI_ERP,13,S1,0.8762222222222223,0.7822413681800164,0.8435353535353536,15
TeCh,OpenBMI_ERP,13,S2,0.867090909090909,0.774268230398171,0.8374747474747475,15
TeCh,OpenBMI_ERP,17,S1,0.7382828282828283,0.6612605813604383,0.7477777777777777,15
TeCh,OpenBMI_ERP,17,S2,0.7557373737373737,0.6557242675362478,0.7275757575757577,15
TeCh,OpenBMI_ERP,18,S1,0.7284468701569974,0.7096674009873757,0.8259053393970018,15
TeCh,OpenBMI_ERP,18,S2,0.8636565656565657,0.8278272128740283,0.8930303030303031,15
TeCh,OpenBMI_ERP,24,S1,0.9036161616161615,0.8294776840303018,0.8839393939393939,15
TeCh,OpenBMI_ERP,24,S2,0.7235959595959596,0.6231763306013289,0.6971717171717171,15
TeCh,OpenBMI_ERP,25,S1,0.7408484848484848,0.7357635841786023,0.8502356902356902,15
TeCh,OpenBMI_ERP,25,S2,0.7270101010101012,0.7147641201928842,0.8326936026936025,15
TeCh,OpenBMI_ERP,29,S1,0.7904040404040403,0.7619275707725647,0.8525589225589226,15
TeCh,OpenBMI_ERP,29,S2,0.8407878787878788,0.7914723063089839,0.8643434343434344,15
TeCh,OpenBMI_ERP,36,S1,0.9203030303030304,0.8472428581775256,0.8978787878787879,15
TeCh,OpenBMI_ERP,36,S2,0.9383030303030303,0.8707942315986613,0.9148148148148147,15
TeCh,OpenBMI_ERP,37,S1,0.7694545454545456,0.7013342429937935,0.788148148148148,15
TeCh,OpenBMI_ERP,37,S2,0.9220808080808082,0.8840061410996216,0.928047138047138,15
TeCh,OpenBMI_ERP,39,S1,0.7973737373737374,0.7098300267609094,0.7865993265993265,15
TeCh,OpenBMI_ERP,39,S2,0.672989898989899,0.6392153648846718,0.760976430976431,15
TeCh,OpenBMI_ERP,4,S1,0.769939393939394,0.7471752428992521,0.8470033670033669,15
TeCh,OpenBMI_ERP,4,S2,0.8621818181818184,0.8155480614332906,0.8824915824915827,15
TeCh,OpenBMI_ERP,42,S1,0.8753131313131314,0.8220421901463165,0.8847138047138047,15
TeCh,OpenBMI_ERP,42,S2,0.7954949494949496,0.747953863116372,0.8354545454545456,15
TeCh,OpenBMI_ERP,51,S1,0.8403838383838386,0.7646800152562129,0.8360606060606061,15
TeCh,OpenBMI_ERP,51,S2,0.691050505050505,0.6461707875982717,0.758080808080808,15
TeCh,OpenBMI_ERP,54,S1,0.6483232323232324,0.6199338989755518,0.7508417508417509,15
TeCh,OpenBMI_ERP,54,S2,0.6608282828282828,0.6337652569547052,0.7636026936026935,15
TeCh,OpenBMI_MI,12,S1,0.8126666666666668,0.8111340267158419,0.8126666666666665,15
TeCh,OpenBMI_MI,12,S2,0.692,0.6878139530732597,0.692,15
TeCh,OpenBMI_MI,13,S1,0.6866666666666668,0.6655855149847442,0.6866666666666668,15
TeCh,OpenBMI_MI,13,S2,0.6886666666666666,0.6815529532798391,0.6886666666666666,15
TeCh,OpenBMI_MI,17,S1,0.6626666666666666,0.6584770252393705,0.6626666666666666,15
TeCh,OpenBMI_MI,17,S2,0.5673333333333334,0.4964203393166697,0.5673333333333334,15
TeCh,OpenBMI_MI,18,S1,0.6579999999999998,0.6495465077061782,0.658,15
TeCh,OpenBMI_MI,18,S2,0.6479999999999999,0.639563708115907,0.6479999999999999,15
TeCh,OpenBMI_MI,24,S1,0.7046666666666667,0.6997354597558122,0.7046666666666667,15
TeCh,OpenBMI_MI,24,S2,0.562,0.5312449981446451,0.5619999999999999,15
TeCh,OpenBMI_MI,25,S1,0.8053333333333335,0.8031770471370225,0.8053333333333335,15
TeCh,OpenBMI_MI,25,S2,0.9933333333333334,0.9933318661998254,0.9933333333333334,15
TeCh,OpenBMI_MI,29,S1,0.6593333333333333,0.6567069668181594,0.6593333333333333,15
TeCh,OpenBMI_MI,29,S2,0.7493333333333333,0.7473666239843798,0.7493333333333333,15
TeCh,OpenBMI_MI,36,S1,0.8306666666666668,0.8283794811202387,0.8306666666666668,15
TeCh,OpenBMI_MI,36,S2,0.8546666666666666,0.8532089681986865,0.8546666666666666,15
TeCh,OpenBMI_MI,37,S1,0.646,0.6406022973730283,0.646,15
TeCh,OpenBMI_MI,37,S2,0.6960000000000001,0.6883374376318775,0.6960000000000001,15
TeCh,OpenBMI_MI,39,S1,0.7819999999999999,0.778457519672701,0.7819999999999999,15
TeCh,OpenBMI_MI,39,S2,0.6846666666666666,0.6733982464926132,0.6846666666666666,15
TeCh,OpenBMI_MI,4,S1,0.628,0.6178343416796552,0.628,15
