model,task,fold,seed,subject_id,paper_future_session,reference,new_BA,old_BA,BA_difference,new_macro_F1,old_macro_F1,macro_F1_difference,accuracy_difference,trials,status
ModernTCN,OpenBMI_MI,1,0,42,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6000000000000001,0.6000000000000001,0.0,0.5985547972701726,0.5985547972701726,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,51,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.47,0.47,0.0,0.468671679197995,0.468671679197995,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,54,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.48000000000000004,0.48000000000000004,0.0,0.47665056360708535,0.47665056360708535,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6599999999999999,0.6599999999999999,0.0,0.6594551282051282,0.6594551282051282,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.67,0.67,0.0,0.66996699669967,0.66996699669967,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.65,0.65,0.0,0.6496847162446202,0.6496847162446202,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.45999999999999996,0.45999999999999996,0.0,0.44581280788177335,0.44581280788177335,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6100000000000001,0.6100000000000001,0.0,0.6080795899909557,0.6080795899909557,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5900000000000001,0.5900000000000001,0.0,0.5889724310776943,0.5889724310776943,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.97,0.97,0.0,0.96999699969997,0.96999699969997,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.55,0.55,0.0,0.5444883085332524,0.5444883085332524,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.8200000000000001,0.8200000000000001,0.0,0.8181818181818181,0.8181818181818181,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.59,0.59,0.0,0.5577607593571352,0.5577607593571352,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,39,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.56,0.56,0.0,0.5592948717948718,0.5592948717948718,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,42,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6100000000000001,0.6100000000000001,0.0,0.6080795899909557,0.6080795899909557,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,51,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5,0.5,0.0,0.49269480519480524,0.49269480519480524,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,1,54,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.51,0.51,0.0,0.5075871771681237,0.5075871771681237,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6599999999999999,0.6599999999999999,0.0,0.6578099838969405,0.6578099838969405,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.63,0.63,0.0,0.6290726817042607,0.6290726817042607,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.69,0.69,0.0,0.6897207486738064,0.6897207486738064,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5,0.5,0.0,0.4900040799673603,0.4900040799673603,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6,0.6,0.0,0.5941558441558441,0.5941558441558441,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.55,0.55,0.0,0.5444883085332524,0.5444883085332524,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.96,0.96,0.0,0.959983993597439,0.959983993597439,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.49,0.49,0.0,0.47482236638863146,0.47482236638863146,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.8200000000000001,0.8200000000000001,0.0,0.818840579710145,0.818840579710145,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6,0.6,0.0,0.5920032639738881,0.5920032639738881,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,39,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.54,0.54,0.0,0.5398159263705482,0.5398159263705482,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,42,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6100000000000001,0.6100000000000001,0.0,0.6090225563909775,0.6090225563909775,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,51,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.54,0.54,0.0,0.5353535353535354,0.5353535353535354,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,2,54,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.5219204557013528,0.5219204557013528,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6699999999999999,0.6699999999999999,0.0,0.6576408341114224,0.6576408341114224,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.64,0.64,0.0,0.64,0.64,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.67,0.67,0.0,0.66996699669967,0.66996699669967,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.55,0.55,0.0,0.5396419437340154,0.5396419437340154,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.51,0.51,0.0,0.5087719298245614,0.5087719298245614,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5800000000000001,0.5800000000000001,0.0,0.5772946859903382,0.5772946859903382,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.94,0.94,0.0,0.94,0.94,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.63,0.63,0.0,0.6296667000300271,0.6296667000300271,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.8,0.8,0.0,0.7960016319869441,0.7960016319869441,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.65,0.65,0.0,0.6338529134846741,0.6338529134846741,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,39,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.56,0.56,0.0,0.5592948717948718,0.5592948717948718,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,42,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5800000000000001,0.5800000000000001,0.0,0.5793269230769231,0.5793269230769231,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,51,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5,0.5,0.0,0.4967793880837359,0.4967793880837359,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,0,54,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.55,0.55,0.0,0.5488721804511278,0.5488721804511278,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.64,0.64,0.0,0.6279454319966928,0.6279454319966928,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.7,0.7,0.0,0.6989160979526294,0.6989160979526294,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.63,0.63,0.0,0.62996299629963,0.62996299629963,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.49,0.49,0.0,0.4708994708994709,0.4708994708994709,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5800000000000001,0.5800000000000001,0.0,0.5772946859903382,0.5772946859903382,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.52,0.52,0.0,0.5182657567242072,0.5182657567242072,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.96,0.96,0.0,0.959983993597439,0.959983993597439,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6499999999999999,0.6499999999999999,0.0,0.6491228070175439,0.6491228070175439,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.8,0.8,0.0,0.7960016319869441,0.7960016319869441,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.62,0.62,0.0,0.5967741935483871,0.5967741935483871,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,39,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.54,0.54,0.0,0.54,0.54,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,42,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5900000000000001,0.5900000000000001,0.0,0.5879811074263892,0.5879811074263892,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,51,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.49,0.49,0.0,0.4858352656517794,0.4858352656517794,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,1,54,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.62,0.62,0.0,0.6198479391756703,0.6198479391756703,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.7,0.7,0.0,0.6956168831168831,0.6956168831168831,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.71,0.71,0.0,0.7092731829573935,0.7092731829573935,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.63,0.63,0.0,0.62996299629963,0.62996299629963,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.55,0.55,0.0,0.529239460194581,0.529239460194581,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5800000000000001,0.5800000000000001,0.0,0.5798319327731092,0.5798319327731092,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.5288220551378446,0.5288220551378446,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.9299999999999999,0.9299999999999999,0.0,0.9299929992999301,0.9299929992999301,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6200000000000001,0.6200000000000001,0.0,0.6186270574066639,0.6186270574066639,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.76,0.76,0.0,0.7536945812807883,0.7536945812807883,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6,0.6,0.0,0.5755517826825127,0.5755517826825127,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,39,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.54,0.54,0.0,0.5398159263705482,0.5398159263705482,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,42,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.54,0.54,0.0,0.5398159263705482,0.5398159263705482,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,51,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.48,0.48,0.0,0.46960424316605465,0.46960424316605465,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,2,2,54,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.5276856597326902,0.5276856597326902,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.65,0.65,0.0,0.6439833180754755,0.6439833180754755,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5800000000000001,0.5800000000000001,0.0,0.5772946859903382,0.5772946859903382,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.58,0.58,0.0,0.58,0.58,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.48,0.48,0.0,0.4724025974025974,0.4724025974025974,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.54,0.54,0.0,0.5392628205128205,0.5392628205128205,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.45,0.45,0.0,0.43363196375244567,0.43363196375244567,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.95,0.95,0.0,0.9499949994999499,0.9499949994999499,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.52995299529953,0.52995299529953,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.66,0.66,0.0,0.6550324675324675,0.6550324675324675,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,3,0,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.58,0.58,0.0,0.5716034271725826,0.5716034271725826,0.0,0.0,100,EXACT
