model,task,fold,seed,subject_id,paper_future_session,reference,new_BA,old_BA,BA_difference,new_macro_F1,old_macro_F1,macro_F1_difference,accuracy_difference,trials,status
ModernTCN,OpenBMI_MI,0,0,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.69,0.69,0.0,0.6828644501278772,0.6828644501278772,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.62,0.62,0.0,0.6198479391756703,0.6198479391756703,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6200000000000001,0.6200000000000001,0.0,0.6186270574066639,0.6186270574066639,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.46,0.46,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5700000000000001,0.5700000000000001,0.0,0.567882624861823,0.567882624861823,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5,0.5,0.0,0.4981934965877158,0.4981934965877158,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.92,0.92,0.0,0.92,0.92,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.65,0.65,0.0,0.6471418489767113,0.6471418489767113,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.74,0.74,0.0,0.7383252818035426,0.7383252818035426,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6799999999999999,0.6799999999999999,0.0,0.6736026111791106,0.6736026111791106,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,39,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6,0.6,0.0,0.5998399359743898,0.5998399359743898,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,42,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.56,0.56,0.0,0.5598239295718287,0.5598239295718287,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,51,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5,0.5,0.0,0.4981934965877158,0.4981934965877158,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,0,54,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.52,0.52,0.0,0.5182657567242072,0.5182657567242072,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.63,0.63,0.0,0.6161427533976553,0.6161427533976553,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.63,0.63,0.0,0.62996299629963,0.62996299629963,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.62,0.62,0.0,0.6193910256410255,0.6193910256410255,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.47,0.47,0.0,0.4608890245142916,0.4608890245142916,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5900000000000001,0.5900000000000001,0.0,0.5889724310776943,0.5889724310776943,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.49,0.49,0.0,0.4812328349099786,0.4812328349099786,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.94,0.94,0.0,0.94,0.94,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6000000000000001,0.6000000000000001,0.0,0.5974235104669887,0.5974235104669887,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.75,0.75,0.0,0.7497747973175859,0.7497747973175859,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.62,0.62,0.0,0.6124031007751938,0.6124031007751938,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,39,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.54,0.54,0.0,0.54,0.54,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,42,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.52995299529953,0.52995299529953,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,51,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.49,0.49,0.0,0.483753416337686,0.483753416337686,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,1,54,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.5276856597326902,0.5276856597326902,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.62,0.62,0.0,0.6100164203612479,0.6100164203612479,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.65,0.65,0.0,0.6496847162446202,0.6496847162446202,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.71,0.71,0.0,0.7097387648883995,0.7097387648883995,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.48,0.48,0.0,0.4663382594417077,0.4663382594417077,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.58,0.58,0.0,0.58,0.58,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.5242433444680635,0.5242433444680635,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.92,0.92,0.0,0.92,0.92,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.62,0.62,0.0,0.6193910256410255,0.6193910256410255,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.76,0.76,0.0,0.7584541062801933,0.7584541062801933,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.62,0.62,0.0,0.6100164203612479,0.6100164203612479,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,39,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.5276856597326902,0.5276856597326902,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,42,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.54,0.54,0.0,0.5308037535699714,0.5308037535699714,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,51,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.49,0.49,0.0,0.48994899489948995,0.48994899489948995,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,0,2,54,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.5276856597326902,0.5276856597326902,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,4,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.6599999999999999,0.6599999999999999,0.0,0.6578099838969405,0.6578099838969405,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,12,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.63,0.63,0.0,0.6296667000300271,0.6296667000300271,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,13,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.69,0.69,0.0,0.6899689968996899,0.6899689968996899,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,17,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.53,0.53,0.0,0.5242433444680635,0.5242433444680635,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,18,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.56,0.56,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,24,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5700000000000001,0.5700000000000001,0.0,0.5664885573142454,0.5664885573142454,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,25,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.94,0.94,0.0,0.9399759903961584,0.9399759903961584,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,29,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.56,0.56,0.0,0.548440065681445,0.548440065681445,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,36,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.78,0.78,0.0,0.7767857142857143,0.7767857142857143,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,37,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.62,0.62,0.0,0.6041666666666667,0.6041666666666667,0.0,0.0,100,EXACT
ModernTCN,OpenBMI_MI,1,0,39,S2,PUBLISHED_ORIGINAL_HELDOUT_BATCH128,0.5700000000000001,0.5700000000000001,0.0,0.5664885573142454,0.5664885573142454,0.0,0.0,100,EXACT
