model,task,fold,seed,subject_id,paper_session,fresh_BA,published_BA,fresh_macro_F1,published_macro_F1,max_abs_metric_error,trials,checkpoint_hash,normalizer_hash,status
ModernTCN,WBCIC_MI,3,0,sub-4,S3,0.605,0.605,0.6049901247531189,0.6049901247531189,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,3,0,sub-8,S3,0.745,0.745,0.7444825772188681,0.7444825772188681,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,3,0,sub-10,S3,0.7150000000000001,0.7150000000000001,0.7129258895520133,0.7129258895520133,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,3,0,sub-15,S3,0.575,0.575,0.5747342088805503,0.5747342088805503,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,3,0,sub-20,S3,0.515,0.515,0.5140158821613768,0.5140158821613768,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,3,0,sub-39,S3,0.6799999999999999,0.6799999999999999,0.6797117405665098,0.6797117405665098,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,3,0,sub-40,S3,0.605,0.605,0.6049111049986247,0.6049111049986247,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,3,0,sub-43,S3,0.8400000000000001,0.8400000000000001,0.8392121394834691,0.8392121394834691,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,3,0,sub-46,S3,0.625,0.625,0.6215848028456823,0.6215848028456823,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,3,0,sub-51,S3,0.69,0.69,0.689875950380152,0.689875950380152,0.0,200,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
ModernTCN,WBCIC_MI,4,0,sub-4,S3,0.635,0.635,0.6349908747718693,0.6349908747718693,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
ModernTCN,WBCIC_MI,4,0,sub-8,S3,0.845,0.845,0.844965117151359,0.844965117151359,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
ModernTCN,WBCIC_MI,4,0,sub-10,S3,0.77,0.77,0.7654018767849857,0.7654018767849857,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
ModernTCN,WBCIC_MI,4,0,sub-15,S3,0.64,0.64,0.6398559423769508,0.6398559423769508,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
ModernTCN,WBCIC_MI,4,0,sub-20,S3,0.5,0.5,0.49919871794871795,0.49919871794871795,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
ModernTCN,WBCIC_MI,4,0,sub-39,S3,0.76,0.76,0.75997599759976,0.75997599759976,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
ModernTCN,WBCIC_MI,4,0,sub-40,S3,0.735,0.735,0.7349403615813558,0.7349403615813558,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
ModernTCN,WBCIC_MI,4,0,sub-43,S3,0.94,0.94,0.94,0.94,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
ModernTCN,WBCIC_MI,4,0,sub-46,S3,0.82,0.82,0.82,0.82,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
ModernTCN,WBCIC_MI,4,0,sub-51,S3,0.76,0.76,0.7597838054248824,0.7597838054248824,0.0,200,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
Medformer,WBCIC_MI,0,0,sub-4,S3,0.6599999999999999,0.6599999999999999,0.6472663139329806,0.6472663139329806,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,0,0,sub-8,S3,0.88,0.88,0.8794091046126018,0.8794091046126018,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,0,0,sub-10,S3,0.765,0.765,0.7628598097832942,0.7628598097832942,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,0,0,sub-15,S3,0.735,0.735,0.7284766515535746,0.7284766515535746,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,0,0,sub-20,S3,0.495,0.495,0.431162175100673,0.431162175100673,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,0,0,sub-39,S3,0.8,0.8,0.797979797979798,0.797979797979798,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,0,0,sub-40,S3,0.645,0.645,0.6111613132889728,0.6111613132889728,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,0,0,sub-43,S3,0.855,0.855,0.8523083191158871,0.8523083191158871,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,0,0,sub-46,S3,0.725,0.725,0.7103357472021066,0.7103357472021066,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,0,0,sub-51,S3,0.78,0.78,0.7734527855009783,0.7734527855009783,0.0,200,2306902d947cc2351fc19219c0b78229e92047e109d85215428e4956efbe3c7c,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
Medformer,WBCIC_MI,1,0,sub-4,S3,0.675,0.675,0.6747967479674797,0.6747967479674797,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,1,0,sub-8,S3,0.925,0.925,0.9249530956848031,0.9249530956848031,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,1,0,sub-10,S3,0.7649999999999999,0.7649999999999999,0.7636706473915776,0.7636706473915776,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,1,0,sub-15,S3,0.71,0.71,0.705762987012987,0.705762987012987,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,1,0,sub-20,S3,0.535,0.535,0.5348953514540772,0.5348953514540772,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,1,0,sub-39,S3,0.775,0.775,0.7749943748593715,0.7749943748593715,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,1,0,sub-40,S3,0.7350000000000001,0.7350000000000001,0.7335009428032684,0.7335009428032684,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,1,0,sub-43,S3,0.9099999999999999,0.9099999999999999,0.9098557692307692,0.9098557692307692,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,1,0,sub-46,S3,0.815,0.815,0.8120634920634922,0.8120634920634922,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,1,0,sub-51,S3,0.7849999999999999,0.7849999999999999,0.7847363019699132,0.7847363019699132,0.0,200,1b589e58878b2c624bfecf3872d4862f6987b34bce1fa294a18c8cf610accc94,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
Medformer,WBCIC_MI,2,0,sub-4,S3,0.69,0.69,0.6895032051282051,0.6895032051282051,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,2,0,sub-8,S3,0.875,0.875,0.8749968749218731,0.8749968749218731,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,2,0,sub-10,S3,0.775,0.775,0.7748592870544091,0.7748592870544091,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,2,0,sub-15,S3,0.715,0.715,0.7149928748218706,0.7149928748218706,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,2,0,sub-20,S3,0.48,0.48,0.4797919167667067,0.4797919167667067,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,2,0,sub-39,S3,0.785,0.785,0.784865540963102,0.784865540963102,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,2,0,sub-40,S3,0.7250000000000001,0.7250000000000001,0.7238331952499311,0.7238331952499311,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,2,0,sub-43,S3,0.9099999999999999,0.9099999999999999,0.9096748293857888,0.9096748293857888,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,2,0,sub-46,S3,0.85,0.85,0.847001223990208,0.847001223990208,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,2,0,sub-51,S3,0.755,0.755,0.7522687631133245,0.7522687631133245,0.0,200,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
Medformer,WBCIC_MI,3,0,sub-4,S3,0.665,0.665,0.6619490905421428,0.6619490905421428,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,3,0,sub-8,S3,0.895,0.895,0.8949343339587242,0.8949343339587242,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,3,0,sub-10,S3,0.8400000000000001,0.8400000000000001,0.8389694041867954,0.8389694041867954,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,3,0,sub-15,S3,0.655,0.655,0.6549223575304444,0.6549223575304444,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,3,0,sub-20,S3,0.46499999999999997,0.46499999999999997,0.46434382118094664,0.46434382118094664,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,3,0,sub-39,S3,0.8,0.8,0.7975503593481121,0.7975503593481121,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,3,0,sub-40,S3,0.64,0.64,0.6198923028191321,0.6198923028191321,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,3,0,sub-43,S3,0.9199999999999999,0.9199999999999999,0.9198717948717949,0.9198717948717949,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,3,0,sub-46,S3,0.8200000000000001,0.8200000000000001,0.8181818181818181,0.8181818181818181,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,3,0,sub-51,S3,0.775,0.775,0.7719844949456562,0.7719844949456562,0.0,200,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PASS
Medformer,WBCIC_MI,4,0,sub-4,S3,0.7,0.7,0.6985227615315044,0.6985227615315044,0.0,200,6ccffbedd1a46d167ac918ea5fa851a6264226f2873b0b3b7d5b9f2467614148,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PASS
