model,task,fold,seed,subject_id,paper_session,fresh_BA,published_BA,fresh_macro_F1,published_macro_F1,max_abs_metric_error,trials,checkpoint_hash,normalizer_hash,status
ModernTCN,WBCIC_MI,0,0,sub-4,S3,0.675,0.675,0.6747967479674797,0.6747967479674797,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,0,0,sub-8,S3,0.79,0.79,0.7892412685668406,0.7892412685668406,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,0,0,sub-10,S3,0.775,0.775,0.7719844949456562,0.7719844949456562,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,0,0,sub-15,S3,0.5700000000000001,0.5700000000000001,0.5656565656565657,0.5656565656565657,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,0,0,sub-20,S3,0.5700000000000001,0.5700000000000001,0.5699569956995699,0.5699569956995699,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,0,0,sub-39,S3,0.6799999999999999,0.6799999999999999,0.6791979949874687,0.6791979949874687,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,0,0,sub-40,S3,0.6599999999999999,0.6599999999999999,0.6583257964023717,0.6583257964023717,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,0,0,sub-43,S3,0.9099999999999999,0.9099999999999999,0.9098557692307692,0.9098557692307692,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,0,0,sub-46,S3,0.775,0.775,0.7747240369452579,0.7747240369452579,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,0,0,sub-51,S3,0.7,0.7,0.6998799519807923,0.6998799519807923,0.0,200,01d00fb9d9520385ec5ad4740c888be10df68b39da40917c224dbe38658b694e,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PASS
ModernTCN,WBCIC_MI,1,0,sub-4,S3,0.615,0.615,0.614990374759369,0.614990374759369,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,1,0,sub-8,S3,0.835,0.835,0.8349628666449951,0.8349628666449951,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,1,0,sub-10,S3,0.755,0.755,0.7545028683083244,0.7545028683083244,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,1,0,sub-15,S3,0.62,0.62,0.6198479391756703,0.6198479391756703,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,1,0,sub-20,S3,0.535,0.535,0.5323695788812068,0.5323695788812068,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,1,0,sub-39,S3,0.76,0.76,0.7596153846153846,0.7596153846153846,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,1,0,sub-40,S3,0.74,0.74,0.7398959583833533,0.7398959583833533,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,1,0,sub-43,S3,0.9199999999999999,0.9199999999999999,0.9198717948717949,0.9198717948717949,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,1,0,sub-46,S3,0.735,0.735,0.7349403615813558,0.7349403615813558,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,1,0,sub-51,S3,0.72,0.72,0.7198879551820728,0.7198879551820728,0.0,200,c092de14384290e16635bccd1ae2e3c56ca2fa1ff2ccf4edc1478725a4c81f8e,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PASS
ModernTCN,WBCIC_MI,2,0,sub-4,S3,0.63,0.63,0.6298519407763106,0.6298519407763106,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
ModernTCN,WBCIC_MI,2,0,sub-8,S3,0.7749999999999999,0.7749999999999999,0.7743173098623335,0.7743173098623335,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
ModernTCN,WBCIC_MI,2,0,sub-10,S3,0.725,0.725,0.7246627118219819,0.7246627118219819,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
ModernTCN,WBCIC_MI,2,0,sub-15,S3,0.655,0.655,0.6539532084555781,0.6539532084555781,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
ModernTCN,WBCIC_MI,2,0,sub-20,S3,0.52,0.52,0.5169082125603865,0.5169082125603865,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
ModernTCN,WBCIC_MI,2,0,sub-39,S3,0.74,0.74,0.7393483709273183,0.7393483709273183,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
ModernTCN,WBCIC_MI,2,0,sub-40,S3,0.6950000000000001,0.6950000000000001,0.6932746700188561,0.6932746700188561,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
ModernTCN,WBCIC_MI,2,0,sub-43,S3,0.825,0.825,0.823406241327985,0.823406241327985,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
ModernTCN,WBCIC_MI,2,0,sub-46,S3,0.73,0.73,0.7229064039408868,0.7229064039408868,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
ModernTCN,WBCIC_MI,2,0,sub-51,S3,0.7350000000000001,0.7350000000000001,0.7338756245135698,0.7338756245135698,0.0,200,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PASS
