model,task,subject_id,session1_mean_BA,session2_mean_BA,session3_mean_BA_if_applicable,worst_session,WS_BA_subject
TeCh,OpenBMI_ERP,12,0.918868686868687,0.9436969696969697,,S1,0.918868686868687
TeCh,OpenBMI_ERP,13,0.8762222222222223,0.867090909090909,,S2,0.867090909090909
TeCh,OpenBMI_ERP,17,0.7382828282828283,0.7557373737373737,,S1,0.7382828282828283
TeCh,OpenBMI_ERP,18,0.7284468701569974,0.8636565656565657,,S1,0.7284468701569974
TeCh,OpenBMI_ERP,24,0.9036161616161615,0.7235959595959596,,S2,0.7235959595959596
TeCh,OpenBMI_ERP,25,0.7408484848484848,0.7270101010101012,,S2,0.7270101010101012
TeCh,OpenBMI_ERP,29,0.7904040404040403,0.8407878787878788,,S1,0.7904040404040403
TeCh,OpenBMI_ERP,36,0.9203030303030304,0.9383030303030303,,S1,0.9203030303030304
TeCh,OpenBMI_ERP,37,0.7694545454545456,0.9220808080808082,,S1,0.7694545454545456
TeCh,OpenBMI_ERP,39,0.7973737373737374,0.672989898989899,,S2,0.672989898989899
TeCh,OpenBMI_ERP,42,0.8753131313131314,0.7954949494949496,,S2,0.7954949494949496
TeCh,OpenBMI_ERP,51,0.8403838383838386,0.691050505050505,,S2,0.691050505050505
TeCh,OpenBMI_ERP,54,0.6483232323232324,0.6608282828282828,,S1,0.6483232323232324
TeCh,OpenBMI_SSVEP,4,0.9753333333333333,1.0,,S1,0.9753333333333333
TeCh,OpenBMI_SSVEP,12,0.9886666666666668,0.916,,S2,0.916
TeCh,OpenBMI_SSVEP,13,0.74,0.6133333333333334,,S2,0.6133333333333334
TeCh,OpenBMI_SSVEP,17,0.7520000000000001,0.8019999999999999,,S1,0.7520000000000001
TeCh,OpenBMI_SSVEP,18,0.9593333333333333,0.9966666666666667,,S1,0.9593333333333333
TeCh,OpenBMI_SSVEP,24,0.8833333333333333,0.8393333333333335,,S2,0.8393333333333335
TeCh,OpenBMI_SSVEP,25,0.9800000000000002,0.8699999999999998,,S2,0.8699999999999998
TeCh,OpenBMI_SSVEP,29,0.9086666666666666,0.864,,S2,0.864
TeCh,OpenBMI_SSVEP,36,1.0,1.0,,S1,1.0
TeCh,OpenBMI_SSVEP,37,0.9706666666666669,0.9900000000000001,,S1,0.9706666666666669
TeCh,OpenBMI_SSVEP,39,0.9013333333333333,0.9159999999999999,,S1,0.9013333333333333
