model,task,subject_id,session1_mean_BA,session2_mean_BA,session3_mean_BA_if_applicable,worst_session,WS_BA_subject
LiteBN,OpenBMI_ERP,13,0.9155757575757576,0.9201616161616164,,S1,0.9155757575757576
LiteBN,OpenBMI_ERP,17,0.8382020202020203,0.812020202020202,,S2,0.812020202020202
LiteBN,OpenBMI_ERP,18,0.7466202350981005,0.9193535353535354,,S1,0.7466202350981005
LiteBN,OpenBMI_ERP,24,0.9422222222222221,0.7971313131313131,,S2,0.7971313131313131
LiteBN,OpenBMI_ERP,25,0.8004444444444445,0.7972727272727271,,S2,0.7972727272727271
LiteBN,OpenBMI_ERP,29,0.816040404040404,0.8517171717171717,,S1,0.816040404040404
LiteBN,OpenBMI_ERP,36,0.9497171717171716,0.95579797979798,,S1,0.9497171717171716
LiteBN,OpenBMI_ERP,37,0.8531717171717171,0.947131313131313,,S1,0.8531717171717171
LiteBN,OpenBMI_ERP,39,0.8361010101010102,0.7220808080808081,,S2,0.7220808080808081
LiteBN,OpenBMI_ERP,42,0.9098787878787878,0.851131313131313,,S2,0.851131313131313
LiteBN,OpenBMI_ERP,51,0.8765858585858587,0.7447878787878787,,S2,0.7447878787878787
LiteBN,OpenBMI_ERP,54,0.68989898989899,0.7141616161616162,,S1,0.68989898989899
