task,n_outer_subjects,LiteBN_BA,XNG_BA,mean_delta_pp,median_fold_delta_pp,positive_folds,negative_folds,worst_fold_delta_pp,best_fold_delta_pp,fold_delta_sd_pp,LiteBN_macro_F1,XNG_macro_F1,LiteBN_accuracy,XNG_accuracy,subject_mean_delta_pp,subject_median_delta_pp,positive_subjects,tied_subjects,negative_subjects,bootstrap_ci_low_pp,bootstrap_ci_high_pp
WBCIC_MI,31,0.7902743157380255,0.7815662675138481,-0.8708048224177243,-0.8571428571428674,2,3,-4.082491582491576,1.5000000000000124,2.1099377017937333,0.7858045250055988,0.7781370388627779,0.7902646815550043,0.7815591397849462,-0.8708048224177243,-0.5000000000000004,11,2,18,-2.4030669599217975,0.7421024763766721
