task,litebn_parameter_count,original_x_parameter_count,xng_parameter_count,original_x_minus_xng,scale_gate_parameter_count,unexpected_xng_state_keys,status,authoritative_x_source_sha256
WBCIC_MI,47786,219445,216705,2740,2740,,PASS,5fa225c30f1938146a71f7655d56c487f457b8ab4a35c1a724a527e606c7dbf5
