task,comparison,n_subjects,bootstrap_seed,resamples,mean_delta_pp,ci_low_pp,ci_high_pp,positive_subjects,harmed_subjects,tied_subjects
WBCIC_MI,LiteBN_XNG-LiteBN_BASELINE,31,0,10000,-0.8708048224177243,-2.4030669599217975,0.7421024763766721,11,18,2
