diagnostic,status,task,subjects,replicates_per_method,LiteBN_BA,XNG_BA,delta_pp,LiteBN_macro_F1,XNG_macro_F1,LiteBN_accuracy,XNG_accuracy,positive_subjects,tied_subjects,negative_subjects,new_sealed_final_test_accessed
INTERNAL_HELDOUT_DEVELOPMENT_DIAGNOSTIC,DEVELOPMENT_MODEL_SELECTION_DATA,WBCIC_MI,10,50,0.7976,0.7857000000000001,-1.1899999999999953,0.7893155118332693,0.7821408820166068,0.7976,0.7857000000000001,2,1,7,False
