dataset,fold,alpha_inv,alpha_geo,mean_subject_BA,mean_CE,CVaR25_harm,ROBUST_LOSS,SE_subject,eligible_after_competence_gate,selected,inv_incompetent,geo_incompetent,best_robust_loss,SE_subject_best_candidate,one_SE_threshold,baseline_discovery_BA,inv_discovery_BA,geo_discovery_BA
OpenBMI,1,0.0,0.2,0.7533333333333334,0.5614112321120698,0.024097725965513368,0.5855089580775832,0.09707139024490452,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.0,0.3,0.7577777777777778,0.5665410168815939,0.03701007276288659,0.6035510896444805,0.09862967519477174,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.05,0.0,0.7522222222222222,0.5568155711619784,0.010332919017810452,0.5671484901797889,0.09573726900191337,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.05,0.05,0.7533333333333334,0.5589889161906006,0.016154114688325578,0.5751430308789263,0.09647431786956012,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.05,0.1,0.7544444444444445,0.5612785353181732,0.0222558894209679,0.5835344247391411,0.09722275684256344,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.05,0.2,0.7555555555555555,0.5661965586575347,0.03489010500097878,0.6010866636585135,0.09875325089053366,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.1,0.0,0.7544444444444445,0.5613370540070756,0.020918873347324746,0.5822559273544003,0.09740419635303628,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.1,0.05,0.7544444444444445,0.5636314562906134,0.026758874598260023,0.5903903308888734,0.09814995683353078,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.1,0.1,0.7555555555555555,0.5660390258998844,0.033005071233621584,0.599044097133506,0.09890686602795169,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.1,0.2,0.7566666666666667,0.5711838045026809,0.04591680817538013,0.617100612678061,0.10045359262741538,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.2,0.0,0.7566666666666667,0.5710047488995507,0.04280278032819984,0.6138075292277505,0.10079461680393564,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.2,0.05,0.7577777777777778,0.5735279675469279,0.04867849478595646,0.6222064623328843,0.1015566192752063,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.2,0.1,0.7566666666666667,0.5761584130202067,0.05519809023962859,0.6313565032598353,0.10232931621014592,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,1,0.3,0.0,0.7522222222222221,0.5814503363249932,0.06556406627728888,0.647014402602282,0.10425463032625581,True,False,False,False,0.5525141649658618,0.09409044202755308,0.6466046069934149,0.7511111111111112,0.7488888888888889,0.7544444444444445
OpenBMI,2,0.0,0.0,0.8177777777777777,0.41542621773546284,0.0,0.41542621773546284,0.07402722885636723,True,True,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.0,0.05,0.8177777777777777,0.41590693282289354,0.0034734298866107758,0.4193803627095043,0.0743147695611258,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.0,0.1,0.8177777777777777,0.41649190014550885,0.007043322123993019,0.42353522226950185,0.07462650377765224,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.0,0.2,0.8233333333333334,0.4179685002307928,0.014461379771991875,0.43242988000278465,0.07531985743959897,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.0,0.3,0.8244444444444444,0.41984383453213225,0.022232852785617818,0.44207668731775007,0.07610190509699842,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.05,0.0,0.8166666666666667,0.41581099941419625,0.0028269151432468442,0.4186379145574431,0.07446385069745867,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.05,0.05,0.821111111111111,0.4163853877265702,0.006405847396944868,0.4227912351235151,0.07477014918274531,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.05,0.1,0.821111111111111,0.417062145612992,0.01007821088546638,0.4271403564984584,0.07510017267051032,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.05,0.2,0.8255555555555555,0.4187167353765065,0.017692497378496652,0.43640923275500315,0.07582869462436172,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.1,0.0,0.8222222222222223,0.4163706434061189,0.005853447474250206,0.4222240908803691,0.0749274943838079,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.1,0.05,0.821111111111111,0.41703603441840814,0.009533868817470315,0.42656990323587846,0.07525211031423819,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.1,0.1,0.8233333333333334,0.4178019382391056,0.013304789706802453,0.43110672794590804,0.07559997881856306,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.1,0.2,0.8233333333333334,0.41962930940038734,0.021107763038426024,0.4407370724388134,0.0763627715024194,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.2,0.0,0.8211111111111111,0.41799408061497456,0.012478745635860933,0.4304728262508355,0.07593393123368447,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.2,0.05,0.8211111111111111,0.41883366324187743,0.01635050127851852,0.43518416452039593,0.07629382485622822,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.2,0.1,0.8222222222222223,0.4197701285699845,0.02030718707370312,0.4400773156436876,0.07667601627534444,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,2,0.3,0.0,0.8222222222222223,0.4202565361668078,0.019822870215812676,0.4400794063826205,0.0770423885313842,True,False,False,False,0.41542621773546284,0.07402722885636723,0.4894534465918301,0.8177777777777777,0.8177777777777777,0.8144444444444444
OpenBMI,3,0.0,0.0,0.8366666666666668,0.3891376390675111,0.0,0.3891376390675111,0.06111088251859605,True,True,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.0,0.05,0.8355555555555555,0.3898611092665604,0.0026498805466916484,0.39251098981325205,0.06150722253498741,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.0,0.1,0.8344444444444444,0.3906747958813005,0.005413608967086092,0.3960884048483866,0.06191470924140263,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.0,0.2,0.8366666666666666,0.3925635631892519,0.011269502593780123,0.403833065783032,0.06276230474612234,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.0,0.3,0.838888888888889,0.3947860477657405,0.01754231048017496,0.41232835824591546,0.06365195460991079,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.05,0.0,0.8344444444444444,0.3904154448447631,0.004500475354960935,0.39491592019972405,0.06194783746405558,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.05,0.05,0.8344444444444444,0.39122026891961403,0.007251340286371606,0.3984716092059856,0.06235051061919367,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.05,0.1,0.8366666666666666,0.39211252085066456,0.010112394860150808,0.40222491571081537,0.06276416227768765,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.05,0.2,0.838888888888889,0.3941504275769013,0.016152448315189694,0.41030287589209097,0.06362355816437198,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.1,0.0,0.8322222222222222,0.3918708231455036,0.00922147119279578,0.40109229433829935,0.06280301192615968,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.1,0.05,0.8333333333333334,0.39275286001437987,0.012068075494726327,0.4048209355091062,0.06321186018405918,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.1,0.1,0.8355555555555555,0.3937196815594398,0.015021389681472078,0.4087410712409119,0.06363150798427432,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.1,0.2,0.8366666666666666,0.3958991557351308,0.021235998015783315,0.4171351537509141,0.06450234108144048,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.2,0.0,0.8344444444444444,0.3952836666542537,0.019286921309579208,0.4145705879638329,0.06456680257609088,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.2,0.05,0.8366666666666666,0.39630869976540084,0.02231047269421434,0.41861917245961516,0.0649874563614009,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.2,0.1,0.8355555555555555,0.3974136368788377,0.025434289871473115,0.4228479267503108,0.06541853012702652,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,3,0.3,0.0,0.831111111111111,0.3993195148212812,0.030126009996666148,0.42944552481794734,0.06639965374136576,True,False,False,False,0.3891376390675111,0.06111088251859605,0.4502485215861071,0.8366666666666668,0.8266666666666667,0.8277777777777778
OpenBMI,4,0.0,0.0,0.7877777777777779,0.5001400995010099,0.0,0.5001400995010099,0.0786890648787444,True,True,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.0,0.05,0.7866666666666666,0.5020952969492758,0.006025523228799012,0.5081208201780748,0.0796762072835836,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.0,0.1,0.7877777777777778,0.5041926210559017,0.012241756068583501,0.5164343771244851,0.08068376694141881,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.0,0.2,0.7888888888888889,0.5087995971694643,0.025225815118822565,0.5340254122882869,0.08275987153950529,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.0,0.3,0.7877777777777778,0.513933706124492,0.03891212827690834,0.5528458344014003,0.08491638815511245,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.05,0.0,0.7877777777777778,0.5026049976878101,0.007543488602739494,0.5101484862905495,0.07972420824534547,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.05,0.05,0.7877777777777778,0.5046976794010819,0.013406962165631845,0.5181046415667138,0.0807419960458801,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.05,0.1,0.7888888888888889,0.5069284426163544,0.019603709828325117,0.5265321524446795,0.0817801295977328,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.05,0.2,0.7877777777777778,0.5117906578269348,0.032963797492342274,0.544754455319277,0.08391689493830824,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.1,0.0,0.7877777777777778,0.5052822103701567,0.015381328814338105,0.5206635391844948,0.08080478585591955,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.1,0.05,0.7888888888888889,0.507506922389868,0.021439433542767655,0.5289463559326357,0.08185314415430443,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.1,0.1,0.7899999999999999,0.50986585857486,0.027671064130821543,0.5375369227056815,0.08292167641192714,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.1,0.2,0.7855555555555556,0.5149733048402247,0.040964601802061774,0.5559379066422865,0.08511847460058247,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.2,0.0,0.7899999999999999,0.5112414496266555,0.03189013864308785,0.5431315882697434,0.08310134615762288,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.2,0.05,0.7877777777777778,0.5137150045283561,0.03831312972724373,0.5520281342555998,0.08421003297393105,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.2,0.1,0.7877777777777778,0.5163155760850082,0.04489780174961359,0.5612133778346218,0.08533828876970619,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
OpenBMI,4,0.3,0.0,0.7877777777777778,0.5179579566292472,0.049432549126697665,0.5673905057559449,0.08557481762163922,True,False,False,False,0.5001400995010099,0.0786890648787444,0.5788291643797543,0.7877777777777779,0.7666666666666667,0.7711111111111112
WBCIC,0,0.0,0.0,0.7925,0.4040914027408036,0.0,0.4040914027408036,0.07486297387745339,True,True,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.0,0.05,0.7931250000000001,0.4039248463604166,0.0003736861219850174,0.4042985324824016,0.07495882324952562,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.0,0.1,0.7918750000000001,0.40382791249267713,0.0008511892914177532,0.4046791017840949,0.07505721370834513,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.0,0.2,0.79,0.4038382095105292,0.0021079969645872443,0.4059462064751164,0.0752622599371757,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.0,0.3,0.7893749999999999,0.4041132676327899,0.003751254941225246,0.4078645225740151,0.07547921434067535,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.05,0.0,0.7931250000000001,0.4040710279291132,0.001101651546914495,0.4051726794760277,0.07512504189026567,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.05,0.05,0.7931250000000001,0.4039715023363371,0.001357179809458986,0.4053286821457961,0.07522158575191444,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.05,0.1,0.7925,0.40393975910212404,0.001930953905677324,0.40587071300780136,0.07532093334160905,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.05,0.2,0.7893749999999999,0.40407523962741254,0.0033713524326159927,0.40744659206002853,0.07552857577763512,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.1,0.0,0.79125,0.40415406374031126,0.002335322477260815,0.4064893862175721,0.07538953393878896,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.1,0.05,0.790625,0.40411899283022024,0.0026160313759566733,0.4067350242061769,0.07548720560165711,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.1,0.1,0.79,0.4041499862926797,0.0031490660821065775,0.40729905237478625,0.07558790552861173,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.1,0.2,0.79,0.4044061014711675,0.0047662684879294925,0.409172369959097,0.07579883688524544,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.2,0.0,0.7906249999999999,0.40461375845118774,0.005226731499450299,0.40984048995063804,0.07592850958707978,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.2,0.05,0.7875,0.4047006100746496,0.005598446488118858,0.41029905656276844,0.07602951574118605,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.2,0.1,0.7893749999999999,0.40485043578873464,0.006052072037672718,0.41090250782640736,0.07613390672716089,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,0,0.3,0.0,0.7887500000000001,0.40544032848523137,0.00864337492160433,0.4140837034068357,0.07648450338462137,True,False,False,False,0.4040914027408036,0.07486297387745339,0.47895437661825696,0.7925,0.7949999999999999,0.795625
WBCIC,1,0.0,0.0,0.78375,0.4414559521168939,0.0,0.4414559521168939,0.10332966976488388,True,True,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.0,0.05,0.784375,0.44131130833216736,0.0005794875368095864,0.44189079586897695,0.10327443405481822,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.0,0.1,0.783125,0.44125393094913445,0.001260562813144156,0.4425144937622786,0.1032255653729402,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.0,0.2,0.78625,0.4413988633567616,0.0029305561487474596,0.4443294195055091,0.10314844278874528,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.0,0.3,0.784375,0.44188690127104036,0.0050162109876721594,0.4469031122587125,0.10310121780633594,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.05,0.0,0.78375,0.4413436170879508,0.0007075338272171661,0.44205115091516795,0.10332450400413701,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.05,0.05,0.784375,0.44126796616781305,0.0011601355004510205,0.4424281016682641,0.1032721622372712,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.05,0.1,0.7843749999999999,0.4412786649222199,0.001912203959936215,0.4431908688821561,0.10322654233588403,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.05,0.2,0.78625,0.4415572241264927,0.003724580591640242,0.44528180471813295,0.10315693782205489,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.1,0.0,0.78375,0.4413257093465365,0.0015054954700093326,0.4428312048165458,0.10332164181276018,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.1,0.05,0.7849999999999999,0.44131753673041924,0.001981895015946422,0.44329943174636566,0.10327262837971456,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
WBCIC,1,0.1,0.1,0.785625,0.4413948833316751,0.002666108576506371,0.4440609919081815,0.10323067746505071,True,False,False,False,0.4414559521168939,0.10332966976488388,0.5447856218817778,0.78375,0.783125,0.78
