dataset,fold,seed,control,subject_id,BA,accuracy,macro_F1,NLL,trials,alpha_inv,alpha_geo
OpenBMI,0,0,B1_INV_ONLY_DIAGNOSTIC,36,0.9199999999999999,0.92,0.9198717948717949,0.17368916042690918,100,1.0,0.0
OpenBMI,0,0,B1_INV_ONLY_DIAGNOSTIC,40,0.8600000000000001,0.86,0.8594941790445605,0.323744375343813,100,1.0,0.0
OpenBMI,0,0,B1_INV_ONLY_DIAGNOSTIC,47,0.94,0.94,0.9399038461538461,0.2124973770652696,100,1.0,0.0
OpenBMI,0,0,B1_INV_ONLY_DIAGNOSTIC,50,0.5700000000000001,0.57,0.5242836596968692,0.99993868930637,100,1.0,0.0
OpenBMI,0,0,B1_INV_ONLY_DIAGNOSTIC,53,0.8300000000000001,0.83,0.8286117552172598,0.42127941458275503,100,1.0,0.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,13,0.79,0.79,0.7874278773155178,0.4613216347599134,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,14,0.71,0.71,0.7092731829573935,0.5453288246115282,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,19,0.72,0.72,0.7028862478777589,0.6142931616687788,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,2,0.81,0.81,0.8095238095238095,0.4167559253994695,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,32,0.7,0.7,0.6980676328502415,0.7197199372093486,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,33,0.8200000000000001,0.82,0.8164014687882497,0.4014655460104106,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,36,0.9199999999999999,0.92,0.9197109594540345,0.17574714333377492,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,40,0.81,0.81,0.8056265984654731,0.33928966824678924,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,47,0.95,0.95,0.9499549594635172,0.22113116471283664,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,50,0.5700000000000001,0.57,0.50997150997151,1.0047311400789372,100,0.0,1.0
OpenBMI,0,0,B2_GEO_ONLY_DIAGNOSTIC,53,0.81,0.81,0.8095238095238095,0.41886308701535746,100,0.0,1.0
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,13,0.77,0.77,0.7681217864704104,0.46896432941563143,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,14,0.74,0.74,0.7395833333333333,0.48770091156583517,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,19,0.69,0.69,0.6693333333333333,0.63439255025224,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,2,0.8,0.8,0.8,0.3871348997958702,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,32,0.75,0.75,0.7497747973175859,0.6411025978866768,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,33,0.8,0.8,0.7947454844006567,0.39855295097249416,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,36,0.94,0.94,0.9399038461538461,0.16848708182100097,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,40,0.85,0.85,0.8474214220323466,0.3420300182542055,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,47,0.95,0.95,0.9499949994999499,0.21620495900109432,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,50,0.5700000000000001,0.57,0.5174503422735944,0.9377627451072179,100,0.1,0.1
OpenBMI,0,0,B3_EQUAL_CONSERVATIVE,53,0.8,0.8,0.7992773986350863,0.4068958469837899,100,0.1,0.1
OpenBMI,0,0,B4_SELECTED_CDE,13,0.76,0.76,0.7575757575757576,0.47369628024454263,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,14,0.76,0.76,0.7596153846153846,0.47796944110306006,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,19,0.6699999999999999,0.67,0.6440513428972063,0.6446105166525791,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,2,0.81,0.81,0.8099809980998101,0.3845960794702705,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,32,0.75,0.75,0.7497747973175859,0.6316021377339994,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,33,0.78,0.78,0.7726333195535345,0.40317034548028924,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,36,0.94,0.94,0.9399038461538461,0.17118394946886345,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,40,0.84,0.84,0.8368013055895553,0.3489617366858094,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,47,0.96,0.96,0.96,0.2223904743488298,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,50,0.5700000000000001,0.57,0.5174503422735944,0.9252882534451635,100,0.0,0.0
OpenBMI,0,0,B4_SELECTED_CDE,53,0.8,0.8,0.7992773986350863,0.40651371755644156,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,1,0.77,0.77,0.7631551848419318,0.5030825586514746,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,10,0.77,0.77,0.7694235588972431,0.5148941684222954,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,16,0.84,0.84,0.8399359743897559,0.3359196438883775,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,25,1.0,1.0,1.0,0.05082325660997604,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,35,0.8,0.8,0.797979797979798,0.3825325723216126,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,42,0.78,0.78,0.7796474358974359,0.47463362561612127,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,43,0.9099999999999999,0.91,0.9097744360902256,0.25082966550630553,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,45,0.92,0.92,0.92,0.2917810660498105,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,48,0.61,0.61,0.5920075321686369,0.8142424793217018,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,5,0.79,0.79,0.7851662404092072,0.518587313890203,100,0.0,0.0
OpenBMI,1,0,B0_CANONICAL_SEED0,6,0.96,0.96,0.9599358974358975,0.1004914775233408,100,0.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,1,0.76,0.76,0.7519636213311285,0.5888665830750663,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,10,0.74,0.74,0.7390606182256123,0.5532170428975149,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,16,0.85,0.85,0.8498648783905515,0.30845222734251204,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,25,0.99,0.99,0.9899989998999901,0.037788849320380284,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,35,0.81,0.81,0.8076728413807066,0.4166163893459994,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,42,0.78,0.78,0.7799119647859143,0.4701447309026925,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,43,0.9099999999999999,0.91,0.9097744360902256,0.26580270740763184,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,45,0.92,0.92,0.92,0.25837705292922936,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,48,0.63,0.63,0.6093337556752191,0.9191039743039912,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,5,0.74,0.74,0.7291666666666667,0.552308683162136,100,1.0,0.0
OpenBMI,1,0,B1_INV_ONLY_DIAGNOSTIC,6,0.96,0.96,0.9599358974358975,0.09168309698973044,100,1.0,0.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,1,0.79,0.79,0.7837503861600247,0.5469059579218728,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,10,0.77,0.77,0.7694235588972431,0.5335702406076717,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,16,0.87,0.87,0.8699869986998701,0.32858604271235103,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,25,1.0,1.0,1.0,0.048816719578030424,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,35,0.8,0.8,0.797979797979798,0.3637951248047221,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,42,0.78,0.78,0.7796474358974359,0.4529655624699338,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,43,0.9299999999999999,0.93,0.9298245614035088,0.2320465884152013,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,45,0.9299999999999999,0.93,0.9299929992999301,0.23617205933723848,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,48,0.62,0.62,0.6072757337742869,0.8555184613781652,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,5,0.77,0.77,0.7647058823529411,0.5180827001122005,100,0.0,1.0
OpenBMI,1,0,B2_GEO_ONLY_DIAGNOSTIC,6,0.95,0.95,0.949874686716792,0.10622636164029035,100,0.0,1.0
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,1,0.76,0.76,0.7519636213311285,0.5136882855072862,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,10,0.77,0.77,0.7694235588972431,0.5177059564605324,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,16,0.84,0.84,0.84,0.32981617623805354,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,25,1.0,1.0,1.0,0.04791869178098022,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,35,0.81,0.81,0.8076728413807066,0.3808653959761811,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,42,0.78,0.78,0.7796474358974359,0.4671276178840072,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,43,0.9099999999999999,0.91,0.9097744360902256,0.24737917814315072,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,45,0.92,0.92,0.92,0.27943288085706286,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,48,0.62,0.62,0.6006725514922235,0.8261091074840902,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,5,0.8,0.8,0.7960016319869441,0.5183409707589948,100,0.1,0.1
OpenBMI,1,0,B3_EQUAL_CONSERVATIVE,6,0.96,0.96,0.9599358974358975,0.09840903717019492,100,0.1,0.1
OpenBMI,1,0,B4_SELECTED_CDE,1,0.77,0.77,0.7631551848419318,0.5030825586514746,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,10,0.77,0.77,0.7694235588972431,0.5148941684222954,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,16,0.84,0.84,0.8399359743897559,0.3359196438883775,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,25,1.0,1.0,1.0,0.05082325660997604,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,35,0.8,0.8,0.797979797979798,0.3825325723216126,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,42,0.78,0.78,0.7796474358974359,0.47463362561612127,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,43,0.9099999999999999,0.91,0.9097744360902256,0.25082966550630553,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,45,0.92,0.92,0.92,0.2917810660498105,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,48,0.61,0.61,0.5920075321686369,0.8142424793217018,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,5,0.79,0.79,0.7851662404092072,0.518587313890203,100,0.0,0.0
OpenBMI,1,0,B4_SELECTED_CDE,6,0.96,0.96,0.9599358974358975,0.1004914775233408,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,18,0.8500000000000001,0.85,0.8492613807657522,0.36867653251413934,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,22,0.75,0.75,0.742559983523839,0.5793725637997852,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,26,0.89,0.89,0.8899889988998899,0.2655695625286184,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,29,0.81,0.81,0.8067338012409724,0.3833937941338872,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,34,0.7,0.7,0.6940024479804161,0.6851231193769952,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,4,0.8200000000000001,0.82,0.8199279711884754,0.41409866906369935,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,44,0.87,0.87,0.8677652324280338,0.33214754758902854,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,51,0.8,0.8,0.7999199679871949,0.45249681637592576,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,52,0.79,0.79,0.7837503861600247,0.5614848554751709,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,54,0.78,0.78,0.7799119647859143,0.4555871705613829,100,0.0,0.0
OpenBMI,2,0,B0_CANONICAL_SEED0,7,0.8999999999999999,0.9,0.8998397435897436,0.3199799857677824,100,0.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,18,0.84,0.84,0.8383838383838383,0.35578441609515576,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,22,0.74,0.74,0.7312939231087227,0.5484559797769409,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,26,0.88,0.88,0.8799519807923168,0.28677733774228015,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,29,0.8,0.8,0.797979797979798,0.3931388242944024,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,34,0.7,0.7,0.6940024479804161,0.8104554806217759,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,4,0.81,0.81,0.8098288459613652,0.4327286563915432,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,44,0.86,0.86,0.8585858585858586,0.3858957820765141,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,51,0.75,0.75,0.7487689679429204,0.4732427076705656,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,52,0.77,0.77,0.7631551848419318,0.6287174117323567,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,54,0.78,0.78,0.7796474358974359,0.5448537998632647,100,1.0,0.0
OpenBMI,2,0,B1_INV_ONLY_DIAGNOSTIC,7,0.88,0.88,0.8799519807923168,0.3048835781927509,100,1.0,0.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,18,0.8400000000000001,0.84,0.839421918908069,0.3375145849821347,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,22,0.79,0.79,0.7863899908452854,0.5555784371942332,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,26,0.89,0.89,0.8899009108197378,0.2718045377677259,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,29,0.79,0.79,0.7863899908452854,0.37845186924140733,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,34,0.64,0.64,0.6305418719211823,0.7535175864552082,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,4,0.8,0.8,0.8,0.4473898292400502,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,44,0.85,0.85,0.8481627695110842,0.35546275931173965,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,51,0.78,0.78,0.7796474358974359,0.4576766465279081,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,52,0.77,0.77,0.7647058823529411,0.5917379500657929,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,54,0.77,0.77,0.769792813532179,0.4812032602081693,100,0.0,1.0
OpenBMI,2,0,B2_GEO_ONLY_DIAGNOSTIC,7,0.89,0.89,0.8899009108197378,0.2965608076142216,100,0.0,1.0
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,18,0.8400000000000001,0.84,0.8389694041867954,0.3588885543978771,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,22,0.75,0.75,0.742559983523839,0.5689940552334098,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,26,0.87,0.87,0.8698828946051447,0.2646740969814184,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,29,0.79,0.79,0.7863899908452854,0.3788346732798534,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,34,0.6799999999999999,0.68,0.6736026111791106,0.6994236094875488,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,4,0.8200000000000001,0.82,0.8199279711884754,0.4163630329497163,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,44,0.86,0.86,0.8579545454545454,0.3374367184086222,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,51,0.8,0.8,0.7996794871794872,0.45075577539239525,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,52,0.79,0.79,0.7837503861600247,0.5678712468929142,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,54,0.78,0.78,0.7799119647859143,0.4615563372125967,100,0.1,0.1
OpenBMI,2,0,B3_EQUAL_CONSERVATIVE,7,0.8999999999999999,0.9,0.8998397435897436,0.3129791127013685,100,0.1,0.1
OpenBMI,2,0,B4_SELECTED_CDE,18,0.8500000000000001,0.85,0.8492613807657522,0.36867653251413934,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,22,0.75,0.75,0.742559983523839,0.5793725637997852,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,26,0.89,0.89,0.8899889988998899,0.2655695625286184,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,29,0.81,0.81,0.8067338012409724,0.3833937941338872,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,34,0.7,0.7,0.6940024479804161,0.6851231193769952,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,4,0.8200000000000001,0.82,0.8199279711884754,0.41409866906369935,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,44,0.87,0.87,0.8677652324280338,0.33214754758902854,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,51,0.8,0.8,0.7999199679871949,0.45249681637592576,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,52,0.79,0.79,0.7837503861600247,0.5614848554751709,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,54,0.78,0.78,0.7799119647859143,0.4555871705613829,100,0.0,0.0
OpenBMI,2,0,B4_SELECTED_CDE,7,0.8999999999999999,0.9,0.8998397435897436,0.3199799857677824,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,15,0.9,0.9,0.9,0.30106356454927957,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,17,0.6799999999999999,0.68,0.6794871794871795,0.6356265589314178,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,20,0.9199999999999999,0.92,0.9198717948717949,0.22837906382614867,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,21,0.97,0.97,0.9699729756781104,0.08198932580744547,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,24,0.59,0.59,0.516452411841019,1.1763724885731643,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,27,0.9299999999999999,0.93,0.9298245614035088,0.15576947820970255,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,28,0.94,0.94,0.9397832195905259,0.11473177744663009,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,38,0.77,0.77,0.7660461804495982,0.47228604389120427,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,41,0.8200000000000001,0.82,0.8199279711884754,0.46097477588434016,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,46,0.78,0.78,0.7767857142857143,0.49651428276083637,100,0.0,0.0
OpenBMI,3,0,B0_CANONICAL_SEED0,9,0.77,0.77,0.7660461804495982,0.49929649454486175,100,0.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,15,0.88,0.88,0.88,0.2965356724731646,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,17,0.71,0.71,0.7092731829573935,0.7065139914476585,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,20,0.9099999999999999,0.91,0.9097744360902256,0.25017890614564414,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,21,0.97,0.97,0.9699729756781104,0.0572115954538801,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,24,0.57,0.57,0.483110950835437,1.4803771895384148,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,27,0.9199999999999999,0.92,0.9198717948717949,0.15729370792970765,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,28,0.95,0.95,0.949874686716792,0.0967251378919833,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,38,0.74,0.74,0.7312939231087227,0.5752725790106945,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,41,0.77,0.77,0.7699769976997699,0.5140288144991704,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,46,0.77,0.77,0.7660461804495982,0.6788607175109346,100,1.0,0.0
OpenBMI,3,0,B1_INV_ONLY_DIAGNOSTIC,9,0.79,0.79,0.7882851093860268,0.5367289321177292,100,1.0,0.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,15,0.88,0.88,0.88,0.28869423420602336,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,17,0.6699999999999999,0.67,0.6673051718923279,0.6891502616886931,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,20,0.9299999999999999,0.93,0.9298245614035088,0.23267862420700944,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,21,0.97,0.97,0.9699729756781104,0.05898600277154295,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,24,0.5599999999999999,0.56,0.47619047619047616,1.3616071588748497,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,27,0.9299999999999999,0.93,0.9299369432489241,0.14316853934118484,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,28,0.94,0.94,0.9397832195905259,0.12067082406783783,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,38,0.76,0.76,0.7564935064935066,0.5343514515737372,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,41,0.77,0.77,0.7699769976997699,0.5034531712451655,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,46,0.78,0.78,0.7708333333333333,0.6243041361698185,100,0.0,1.0
OpenBMI,3,0,B2_GEO_ONLY_DIAGNOSTIC,9,0.79,0.79,0.7882851093860268,0.49083636498618083,100,0.0,1.0
OpenBMI,3,0,B3_EQUAL_CONSERVATIVE,15,0.89,0.89,0.8899889988998899,0.2960985569168627,100,0.1,0.1
OpenBMI,3,0,B3_EQUAL_CONSERVATIVE,17,0.69,0.69,0.6892230576441103,0.6411878874818953,100,0.1,0.1
OpenBMI,3,0,B3_EQUAL_CONSERVATIVE,20,0.9199999999999999,0.92,0.9198717948717949,0.22781666883386673,100,0.1,0.1
OpenBMI,3,0,B3_EQUAL_CONSERVATIVE,21,0.97,0.97,0.9699729756781104,0.07488604255667966,100,0.1,0.1
OpenBMI,3,0,B3_EQUAL_CONSERVATIVE,24,0.58,0.58,0.5,1.2224142592791223,100,0.1,0.1
