block,rank,mean_specific_advantage,CI95_L,CI95_U,p_raw,p_holm
P01_04,4,0.5337708646520402,0.27792619544648955,0.8931622893017116,9.99990000099999e-06,3.999960000399996e-05
P05_08,4,0.024039288231508735,0.01036000510643293,0.041282259037861126,0.00015999840001599985,0.00047999520004799953
P09_16,8,-4.679714742282726e-29,-1.1059500652803198e-28,-3.730603495640033e-30,1.0,1.0
P17_32,16,-0.46663922131623864,-0.8564234469083085,-0.17928052811480374,0.999990000099999,1.0
