fold,block,subject,n_S3_trials,base_BA,candidate_BA,random_BA_mean,u_abs,u_random,u_spec,delta_BA,delta_BA_random,delta_BA_specific,logit_RMS,margin_displacement,prediction_flip_rate,total_variation
0,P01_04,sub-1,200,0.86,0.5,0.6559,0.3004466328307142,0.08593382873258683,0.2145128040981274,-0.36,-0.20409999999999995,-0.15590000000000004,1.1916177094646039,1.6719210144001957,0.62,0.35712637498456296
0,P01_04,sub-3,200,0.7849999999999999,0.5,0.62255,0.2707329133904186,0.07351817877284496,0.19721473461757366,-0.2849999999999999,-0.16244999999999987,-0.12255000000000005,1.1965795244965245,1.6713174595736542,0.595,0.35333588680229056
0,P01_04,sub-5,200,0.74,0.5,0.68155,0.2925150701230398,0.07508290293980432,0.21743216718323546,-0.24,-0.05845,-0.18155,1.2845982250380112,1.7675866290301336,0.66,0.36549341203150687
0,P01_04,sub-16,200,0.535,0.5,0.5019500000000001,0.2489808364004672,0.05224432038206953,0.19673651601839767,-0.03500000000000003,-0.03304999999999991,-0.0019500000000001183,1.2130105002129763,1.7046393702199993,0.755,0.36493717529957287
0,P01_04,sub-19,200,0.925,0.51,0.7969499999999999,0.342741412274332,0.08878726568728865,0.2539541465870434,-0.41500000000000004,-0.1280500000000001,-0.2869499999999999,1.2505726892239826,1.6695198342547184,0.525,0.33522832001540165
0,P01_04,sub-21,200,0.8200000000000001,0.5,0.6871,0.33692502997399854,0.08445920979473526,0.2524658201792633,-0.32000000000000006,-0.13290000000000002,-0.18710000000000004,1.1872932938180236,1.6336750503953845,0.59,0.34009947085854536
0,P01_04,sub-28,200,0.525,0.5,0.5608000000000001,0.18795752151652145,0.05010775032719486,0.1378497711893266,-0.025000000000000022,0.035800000000000054,-0.060800000000000076,1.393330438171647,1.9512291940582207,0.955,0.43116173797112145
0,P01_04,sub-33,200,0.9099999999999999,0.5,0.75285,0.29943116607425146,0.0917684162615186,0.20766274981273286,-0.4099999999999999,-0.1571499999999999,-0.25285,1.2601184869236457,1.7313503159332937,0.59,0.3586935120948152
0,P01_04,sub-37,200,0.7949999999999999,0.5,0.65515,0.27602922710117594,0.07730021703810602,0.19872901006306992,-0.29499999999999993,-0.13984999999999992,-0.15515,1.237355278364569,1.726774495111144,0.665,0.3684515273755246
0,P05_08,sub-1,200,0.86,0.84,0.80885,0.010095160833381632,0.0146337800196106,-0.004538619186228969,-0.020000000000000018,-0.05115000000000003,0.03115000000000001,0.02984674191226211,0.03507296339762456,0.02,0.008358180858859459
0,P05_08,sub-3,200,0.7849999999999999,0.76,0.7364,0.0090725795993341,0.011758054022341398,-0.002685474423007298,-0.02499999999999991,-0.048599999999999866,0.023599999999999954,0.03912762053883789,0.0421461724809858,0.035,0.009751914115678481
0,P05_08,sub-5,200,0.74,0.735,0.7366499999999999,0.008528687106527875,0.012235529431925254,-0.0037068423253973793,-0.0050000000000000044,-0.003350000000000075,-0.0016499999999999293,0.05320809787312564,0.061563744849281364,0.005,0.012773620651689499
0,P05_08,sub-16,200,0.535,0.52,0.5165500000000001,-0.0006120215249729022,0.005091738926152313,-0.005703760451125215,-0.015000000000000013,-0.018449999999999966,0.003449999999999953,0.032809011134908986,0.038695528212699705,0.055,0.009413575574657926
0,P05_08,sub-19,200,0.925,0.925,0.9059500000000001,0.011300325660897108,0.017935939652548093,-0.0066356139916509856,0.0,-0.0190499999999999,0.0190499999999999,0.04909240700384196,0.05494420729758806,0.01,0.010408042543217047
0,P05_08,sub-21,200,0.8200000000000001,0.8200000000000001,0.8082999999999998,0.009050165897200655,0.014711313523447296,-0.005661147626246641,0.0,-0.011700000000000266,0.011700000000000266,0.050100388550828545,0.055362557287904963,0.02,0.012087563321666961
0,P05_08,sub-28,200,0.525,0.52,0.5339000000000002,0.004921538475593886,0.00777060592358078,-0.0028490674479868944,-0.0050000000000000044,0.00890000000000013,-0.013900000000000134,0.03152652598579276,0.035600486236501666,0.005,0.00790839819295377
0,P05_08,sub-33,200,0.9099999999999999,0.88,0.87505,0.013592643512034182,0.01809939316725176,-0.004506749655217577,-0.029999999999999916,-0.034949999999999926,0.00495000000000001,0.04721648785256881,0.054387803824490405,0.03,0.011317589641652932
0,P05_08,sub-37,200,0.7949999999999999,0.77,0.75265,0.010614351234831582,0.014296395015502401,-0.003682043780670819,-0.02499999999999991,-0.04234999999999989,0.017349999999999977,0.042995599340195145,0.04830206551841842,0.025,0.011176567575585489
0,P09_16,sub-1,200,0.86,0.665,0.7982999999999998,0.020571931743215623,0.01867005803072527,0.0019018737124903533,-0.19499999999999995,-0.0617000000000002,-0.13329999999999975,0.157707629192717,0.22175546717231334,0.215,0.052069689265662106
0,P09_16,sub-3,200,0.7849999999999999,0.675,0.7309500000000001,0.016822537724665937,0.014107757615544728,0.0027147801091212086,-0.10999999999999988,-0.05404999999999982,-0.055950000000000055,0.15524832555240747,0.21668760344616886,0.18,0.050308288730349655
0,P09_16,sub-5,200,0.74,0.75,0.7340000000000001,0.0232715254632281,0.016459464990171,0.006812060473057099,0.010000000000000009,-0.005999999999999894,0.015999999999999903,0.15912010979455454,0.22081653157146156,0.07,0.046812464238239516
0,P09_16,sub-16,200,0.535,0.515,0.51625,0.015746977516631046,0.004003421479945517,0.011743556036685528,-0.020000000000000018,-0.018750000000000044,-0.0012499999999999734,0.15879774301876967,0.2231044447318206,0.18,0.0536452846663478
0,P09_16,sub-19,200,0.925,0.885,0.9047499999999999,0.01982598468621513,0.024751365252073988,-0.004925380565858856,-0.040000000000000036,-0.0202500000000001,-0.019749999999999934,0.16049786797551377,0.22175544649327947,0.05,0.04447244546794479
0,P09_16,sub-21,200,0.8200000000000001,0.79,0.8069499999999998,0.01647121438573842,0.019420931325514944,-0.0029497169397765255,-0.030000000000000027,-0.013050000000000228,-0.0169499999999998,0.16044236106779078,0.22406542756057773,0.09,0.04993979773186735
0,P09_16,sub-28,200,0.525,0.52,0.5299499999999999,0.03469720141076598,0.005655342386059252,0.02904185902470673,-0.0050000000000000044,0.004949999999999899,-0.009949999999999903,0.1370503066509526,0.19063438740752622,0.025,0.04145552513693262
0,P09_16,sub-33,200,0.9099999999999999,0.8200000000000001,0.87295,0.02623505144521101,0.023545200342487686,0.002689851102723323,-0.08999999999999986,-0.037049999999999916,-0.05294999999999994,0.15313691820400405,0.21282421543702323,0.09,0.04512584952612111
0,P09_16,sub-37,200,0.7949999999999999,0.655,0.7460499999999999,0.02245482536006276,0.01703365313976958,0.005421172220293178,-0.1399999999999999,-0.04895000000000005,-0.09104999999999985,0.15162290140802276,0.21183096972471652,0.18,0.04853848595328568
0,P17_32,sub-1,200,0.86,0.5,0.6148,0.3908099216072874,0.13015722941383245,0.26065269219345494,-0.36,-0.24519999999999997,-0.11480000000000001,1.0743991996457918,1.502121095050854,0.38,0.2959797238261156
0,P17_32,sub-3,200,0.7849999999999999,0.495,0.59565,0.3753037323407736,0.10831652230079417,0.2669872100399794,-0.2899999999999999,-0.1893499999999999,-0.10065000000000002,1.0793657275298303,1.503298672389033,0.4,0.29551407220854736
0,P17_32,sub-5,200,0.74,0.5,0.63955,0.4048368531254433,0.12843058425779308,0.27640626886765024,-0.24,-0.10045000000000004,-0.13954999999999995,1.102414211164592,1.5017819355786983,0.34,0.2833553222494773
0,P17_32,sub-16,200,0.535,0.5,0.49770000000000003,0.32227936856883543,0.05179732575568388,0.2704820428131516,-0.03500000000000003,-0.0373,0.0022999999999999687,1.083135297632102,1.5251809575997486,0.245,0.2991040364321217
0,P17_32,sub-19,200,0.925,0.51,0.7198999999999998,0.4136773523316036,0.1875325324969863,0.2261448198346173,-0.41500000000000004,-0.20510000000000028,-0.20989999999999975,1.1144524378339804,1.4966114089648284,0.455,0.28880305182046484
0,P17_32,sub-21,200,0.8200000000000001,0.5,0.6396000000000001,0.3618666293216242,0.1451453911422988,0.21672123817932543,-0.32000000000000006,-0.1804,-0.13960000000000006,1.098166053891664,1.5177780241037357,0.41,0.3003044396800305
0,P17_32,sub-28,200,0.525,0.5,0.54925,0.42260127140115084,0.0657689034104279,0.35683236799072293,-0.025000000000000022,0.024249999999999994,-0.049250000000000016,0.9976473002861834,1.3944572660952224,0.045,0.2357601244277988
0,P17_32,sub-33,200,0.9099999999999999,0.5,0.6929000000000001,0.44516206344928,0.17248817283900109,0.2726738906102789,-0.4099999999999999,-0.21709999999999985,-0.19290000000000007,1.0687460504605224,1.4469877967790534,0.41,0.27689137502941275
0,P17_32,sub-37,200,0.7949999999999999,0.5,0.6111,0.4092445939365112,0.12780142273792267,0.2814431711985885,-0.29499999999999993,-0.18389999999999995,-0.11109999999999998,1.0621295308887788,1.472389619779645,0.335,0.28295150238544964
1,P01_04,sub-2,200,0.78,0.79,0.7586499999999999,-0.03526780799015615,0.02059171316463834,-0.05585952115479449,0.010000000000000009,-0.02135000000000009,0.0313500000000001,0.6347102480417367,0.7665380656462076,0.06,0.0523912988547691
1,P01_04,sub-11,200,0.755,0.75,0.7094000000000001,0.00018733950175723045,0.05098766521836985,-0.050800325716612624,-0.0050000000000000044,-0.04559999999999986,0.04059999999999986,0.5431449643689886,0.6014314388209576,0.095,0.06272569048447971
1,P01_04,sub-13,200,0.855,0.8500000000000001,0.8301999999999998,0.006912767579757059,0.04869827819351478,-0.041785510613757716,-0.004999999999999893,-0.024800000000000155,0.019800000000000262,0.5853768671118125,0.6978982497293333,0.025,0.04165637993520539
1,P01_04,sub-18,200,0.635,0.62,0.5996,-0.00027251679283795126,0.02489795796385071,-0.02517047475668866,-0.015000000000000013,-0.03539999999999999,0.020399999999999974,0.42362967877838953,0.48538639704300096,0.085,0.0678744273755082
1,P01_04,sub-27,200,0.575,0.585,0.5685500000000001,-0.005469207164216851,0.09453378689191146,-0.10000299405612831,0.010000000000000009,-0.006449999999999845,0.016449999999999854,0.4215723933499367,0.5225375814495493,0.16,0.0981827220955957
1,P01_04,sub-36,200,0.985,0.98,0.971,0.01458906856880117,0.030111938842856376,-0.015522870274055207,-0.0050000000000000044,-0.014000000000000012,0.009000000000000008,0.813862659382432,1.0551708265261726,0.005,0.017173589322398607
1,P01_04,sub-44,200,0.815,0.8200000000000001,0.7945500000000001,-0.012715026272066932,0.027024995516330568,-0.0397400217883975,0.0050000000000001155,-0.020449999999999857,0.025449999999999973,0.6232476825414125,0.7408088181012351,0.045,0.04885104626371187
1,P01_04,sub-45,200,0.95,0.935,0.9317499999999999,0.022962908055066816,0.03589590051584127,-0.01293299246077445,-0.014999999999999902,-0.0182500000000001,0.003250000000000197,0.745485716140302,0.9105297686346094,0.025,0.02787211512247562
1,P05_08,sub-2,200,0.78,0.74,0.7778,-0.019160849633689744,-0.019375773387069164,0.00021492375337942016,-0.040000000000000036,-0.0021999999999999797,-0.037800000000000056,0.6166476541703049,0.7178252635576147,0.08,0.04827383513846496
1,P05_08,sub-11,200,0.755,0.7250000000000001,0.7581,-0.005078655748576958,-0.00761272434193707,0.0025340685933601123,-0.029999999999999916,0.0030999999999999917,-0.03309999999999991,0.4267996362112885,0.46796807559044323,0.06,0.05296213325898023
1,P05_08,sub-13,200,0.855,0.86,0.8556000000000001,-0.022458265313500318,-0.0005470692166226953,-0.02191119609687762,0.0050000000000000044,0.000600000000000156,0.0043999999999998485,0.6837091857241122,0.81898286564736,0.075,0.051426290150228676
1,P05_08,sub-18,200,0.635,0.615,0.6259,-0.07420239447066375,-0.025129622551231256,-0.04907277191943249,-0.020000000000000018,-0.009099999999999997,-0.01090000000000002,0.47458681604146125,0.5295125212052654,0.04,0.06468831526170189
1,P05_08,sub-27,200,0.575,0.585,0.58425,-0.030310147135898163,-0.007361728630916153,-0.02294841850498201,0.010000000000000009,0.009250000000000091,0.0007499999999999174,0.34501809895368823,0.3845447187098867,0.07,0.06691571980932806
1,P05_08,sub-36,200,0.985,0.98,0.9797499999999999,0.014095358611497421,0.006369485815691441,0.00772587279580598,-0.0050000000000000044,-0.005250000000000088,0.0002500000000000835,0.8176365104532645,1.0771999881448107,0.005,0.023124015529493325
1,P05_08,sub-44,200,0.815,0.8049999999999999,0.80875,-0.04952278281893394,-0.01481734120517138,-0.034705441613762565,-0.010000000000000009,-0.006249999999999978,-0.003750000000000031,0.6895168268979285,0.8101077867873093,0.03,0.0500848777152984
1,P05_08,sub-45,200,0.95,0.9450000000000001,0.94155,0.008463637756011838,0.006473874551527894,0.001989763204483944,-0.004999999999999893,-0.008449999999999958,0.003450000000000064,0.8340994452984732,1.0390856299604752,0.025,0.03607458515598064
1,P09_16,sub-2,200,0.78,0.77,0.7780000000000001,0.0008526027372617931,-0.02322356902033731,0.024076171757599105,-0.010000000000000009,-0.0019999999999998908,-0.008000000000000118,0.0766809767938443,0.08579910947023396,0.02,0.006660898094379952
1,P09_16,sub-11,200,0.755,0.76,0.7556,-0.005314749260241317,-0.012656132338739749,0.007341383078498432,0.0050000000000000044,0.0006000000000000449,0.0043999999999999595,0.07075427072701197,0.07717960173352217,0.005,0.008376675636850996
1,P09_16,sub-13,200,0.855,0.8500000000000001,0.8521499999999999,-0.0014283551575478696,-0.0013850554423195782,-4.329971522829142e-05,-0.004999999999999893,-0.00285000000000013,-0.002149999999999763,0.07141146477916048,0.08098563523953693,0.015,0.005644502600177841
1,P09_16,sub-18,200,0.635,0.635,0.62745,-0.012366944436551628,-0.03802537022639335,0.025658425789841725,0.0,-0.007550000000000057,0.007550000000000057,0.07763394245381408,0.08405723751887814,0.0,0.01137582475078262
1,P09_16,sub-27,200,0.575,0.575,0.5876,-0.0045918263243241095,-0.009842657351164286,0.005250831026840177,0.0,0.012600000000000056,-0.012600000000000056,0.04078832211943706,0.04553087652799868,0.01,0.008180039560533137
1,P09_16,sub-36,200,0.985,0.985,0.9802500000000001,0.00010601901677401736,0.005091693870952758,-0.004985674854178741,0.0,-0.004749999999999921,0.004749999999999921,0.08927272610390263,0.11062922838496622,0.0,0.0019469316123282663
1,P09_16,sub-44,200,0.815,0.815,0.80915,-0.0010238977085881373,-0.0124368515679929,0.011412953859404763,0.0,-0.005849999999999911,0.005849999999999911,0.09218705584430799,0.10220473714309804,0.02,0.007741979566264299
1,P09_16,sub-45,200,0.95,0.945,0.9462,-0.001426417271967622,0.0033631569365230505,-0.004789574208490672,-0.0050000000000000044,-0.0037999999999999146,-0.0012000000000000899,0.0921605376840941,0.10665905951627387,0.005,0.0033356798413292726
1,P17_32,sub-2,200,0.78,0.7450000000000001,0.7733,-0.059563941460229704,-0.053183309807903006,-0.006380631652326697,-0.03499999999999992,-0.006700000000000039,-0.02829999999999988,1.4578190766054162,1.7138569302318145,0.095,0.12238615644693607
1,P17_32,sub-11,200,0.755,0.765,0.7376999999999999,-0.0320837085250796,-0.02091867175210249,-0.011165036772977109,0.010000000000000009,-0.017300000000000093,0.027300000000000102,1.0817090385718333,1.1977553878474567,0.09,0.1293672078204537
1,P17_32,sub-13,200,0.855,0.8,0.8486999999999999,0.0911302663626925,0.027659135574272596,0.0634711307884199,-0.05499999999999994,-0.006300000000000083,-0.048699999999999855,1.556895031207465,1.8719254103713012,0.085,0.13021949488067328
1,P17_32,sub-18,200,0.635,0.605,0.6245,-0.10483898951735839,-0.08252307436029296,-0.022315915157065422,-0.030000000000000027,-0.010499999999999954,-0.019500000000000073,0.9990976311973662,1.0983779757764192,0.19,0.14760418623806446
