fold,block,subject,n_S3_trials,base_BA,candidate_BA,random_BA_mean,u_abs,u_random,u_spec,delta_BA,delta_BA_random,delta_BA_specific,logit_RMS,margin_displacement,prediction_flip_rate,total_variation
1,P17_32,sub-27,200,0.575,0.55,0.59055,-0.013270078010918515,-0.02915359548993839,0.015883517479019872,-0.02499999999999991,0.015550000000000064,-0.040549999999999975,0.7339345424899609,0.7923174752225104,0.305,0.1451692105403648
1,P17_32,sub-36,200,0.985,0.97,0.97745,0.09652851015311681,0.057742925954174074,0.038785584198942735,-0.015000000000000013,-0.007549999999999946,-0.007450000000000068,2.115152308388933,2.840803631672986,0.025,0.09638482059360466
1,P17_32,sub-44,200,0.815,0.78,0.8023500000000001,0.012475936774861928,-0.019192299541875076,0.031668236316737,-0.03499999999999992,-0.012649999999999828,-0.022350000000000092,1.5305134756436665,1.8051184989424494,0.075,0.11968175456389034
1,P17_32,sub-45,200,0.95,0.9299999999999999,0.9420499999999997,0.08632042118205766,0.04575825068989674,0.04056217049216092,-0.020000000000000018,-0.007950000000000235,-0.012049999999999783,1.9158252650988215,2.4728547860605894,0.03,0.10399564922874059
2,P01_04,sub-9,200,0.605,0.575,0.5946,-0.009575158583218939,0.00794976514342298,-0.017524923726641918,-0.030000000000000027,-0.010399999999999965,-0.019600000000000062,0.2963282015760328,0.34173684426742634,0.08,0.048752801244439536
2,P01_04,sub-22,200,0.775,0.8,0.7506999999999999,0.0017332595801196132,0.04736944422360915,-0.045636184643489536,0.025000000000000022,-0.0243000000000001,0.04930000000000012,0.38152233036607297,0.4458207694186232,0.095,0.06101335253848397
2,P01_04,sub-25,200,0.985,0.975,0.9768000000000001,0.008421214030154198,0.022291828258157124,-0.013870614228002925,-0.010000000000000009,-0.008199999999999874,-0.0018000000000001348,0.5137551743569184,0.6263387465635746,0.01,0.012801119585436624
2,P01_04,sub-26,200,0.75,0.73,0.6911999999999999,0.005334693940247742,0.05467810201573882,-0.04934340807549108,-0.020000000000000018,-0.058800000000000074,0.03880000000000006,0.4110289217196157,0.49537435769042276,0.1,0.08256896551340745
2,P01_04,sub-29,200,0.8,0.705,0.72565,0.04290611543133458,0.05971726199661528,-0.016811146565280696,-0.09500000000000008,-0.07435000000000003,-0.020650000000000057,0.4606425892276614,0.5637584472563475,0.215,0.1017657394883227
2,P01_04,sub-34,200,0.565,0.545,0.53715,0.0036883394818819424,0.018523988529819617,-0.014835649047937674,-0.019999999999999907,-0.02784999999999993,0.007850000000000024,0.33658276670354015,0.39943266678252703,0.09,0.06651641487081245
2,P01_04,sub-35,200,0.935,0.9299999999999999,0.93045,0.008893437254591283,0.020861175234769477,-0.011967737980178195,-0.0050000000000001155,-0.004550000000000054,-0.00045000000000006146,0.44823057142039857,0.5276863660377458,0.005,0.013967061711608674
2,P01_04,sub-49,200,0.935,0.94,0.91475,0.0102737395007959,0.039827972696426114,-0.029554233195630213,0.004999999999999893,-0.0202500000000001,0.025249999999999995,0.38530363412422225,0.46185966460767397,0.025,0.035488930434242574
2,P05_08,sub-9,200,0.605,0.585,0.5893,-0.0340840535643647,-0.017570822141187187,-0.01651323142317751,-0.020000000000000018,-0.015699999999999936,-0.0043000000000000815,0.29362428349528397,0.31524213662397155,0.04,0.03781529443265841
2,P05_08,sub-22,200,0.775,0.77,0.7715000000000001,0.0059667797607226335,0.005411512123586804,0.0005552676371358293,-0.0050000000000000044,-0.0034999999999999476,-0.0015000000000000568,0.37142950553388404,0.41217990140925387,0.045,0.043374218112366185
2,P05_08,sub-25,200,0.985,0.985,0.9853000000000001,0.009528732320543234,0.006471106002763919,0.003057626317779315,0.0,0.000300000000000078,-0.000300000000000078,0.5669099174941478,0.7520434976410074,0.01,0.013338152858028387
2,P05_08,sub-26,200,0.75,0.74,0.7414000000000002,0.013717923516123737,0.007356705249247901,0.006361218266875837,-0.010000000000000009,-0.00859999999999983,-0.0014000000000001789,0.3138550745384716,0.36024906968527226,0.11,0.054565821249871777
2,P05_08,sub-29,200,0.8,0.8049999999999999,0.7928000000000002,-0.003172056049505363,0.003061412763656768,-0.00623346881316213,0.004999999999999893,-0.007199999999999873,0.012199999999999767,0.31271895416912066,0.3510235067288871,0.125,0.04887280951935944
2,P05_08,sub-34,200,0.565,0.54,0.555,-0.02971253868505156,-0.020571477490249842,-0.009141061194801719,-0.02499999999999991,-0.009999999999999898,-0.015000000000000013,0.2548118803882366,0.2713901824820956,0.085,0.04429931708231649
2,P05_08,sub-35,200,0.935,0.94,0.9433999999999999,-0.002745396451552199,0.0005270220062319815,-0.0032724184577841804,0.004999999999999893,0.008399999999999852,-0.0033999999999999586,0.46694733560750934,0.5847317598565578,0.005,0.012231988301200713
2,P05_08,sub-49,200,0.935,0.905,0.9242000000000001,0.027419799463131486,0.01612032374546417,0.011299475717667318,-0.030000000000000027,-0.01079999999999992,-0.019200000000000106,0.4337294745219075,0.5172283589581694,0.05,0.039921666307378395
2,P09_16,sub-9,200,0.605,0.6100000000000001,0.5928999999999999,-0.020515413230789346,-0.04602211984164081,0.025506706610851467,0.0050000000000001155,-0.01210000000000011,0.017100000000000226,0.1845432197826495,0.20418089617424384,0.035,0.028222270741720536
2,P09_16,sub-22,200,0.775,0.785,0.77605,-0.014160423236721197,0.0026700101548941518,-0.01683043339161535,0.010000000000000009,0.0010499999999999954,0.008950000000000014,0.19421719643015,0.22412435919960821,0.03,0.0291027956573546
2,P09_16,sub-25,200,0.985,0.985,0.9841000000000001,0.0057324860003038335,0.010684431968543833,-0.00495194596824,0.0,-0.0008999999999999009,0.0008999999999999009,0.197998515688744,0.21189314504778367,0.0,0.005931769421544077
2,P09_16,sub-26,200,0.75,0.7250000000000001,0.7393,-0.0021475053019040726,0.005651269632262263,-0.007798774934166336,-0.02499999999999991,-0.010700000000000043,-0.014299999999999868,0.18400897113946588,0.2114877042571953,0.085,0.03328497734279336
2,P09_16,sub-29,200,0.8,0.815,0.7961,0.0032587264071816556,0.006043864623038846,-0.00278513821585719,0.014999999999999902,-0.0039000000000000146,0.018899999999999917,0.1784832596590552,0.19696887923802112,0.045,0.02851454448166126
2,P09_16,sub-34,200,0.565,0.575,0.5539000000000001,-0.018930417588798557,-0.0421271464792345,0.02319672889043594,0.010000000000000009,-0.011099999999999888,0.021099999999999897,0.1583370456457193,0.18000470189435727,0.04,0.030927069938919888
2,P09_16,sub-35,200,0.935,0.945,0.9399000000000001,0.005454005314896157,0.0019858910803461464,0.003468114234550011,0.009999999999999898,0.0049000000000000155,0.005099999999999882,0.2406172560921403,0.2729933989523508,0.01,0.010050244055701549
2,P09_16,sub-49,200,0.935,0.93,0.9236000000000001,0.005040398605455829,0.02223310140823685,-0.01719270280278102,-0.0050000000000000044,-0.011399999999999966,0.006399999999999961,0.2696074097526195,0.3133938144541705,0.015,0.025103485818019234
2,P17_32,sub-9,200,0.605,0.5900000000000001,0.59455,-0.14048262707079015,-0.11196536556911442,-0.02851726150167573,-0.014999999999999902,-0.01044999999999996,-0.004549999999999943,1.2801424892612165,1.3458756413923598,0.225,0.1755810909867656
2,P17_32,sub-22,200,0.775,0.7250000000000001,0.75645,0.13413749666683228,0.054654529617107185,0.0794829670497251,-0.04999999999999993,-0.018550000000000066,-0.03144999999999987,1.3282076449634839,1.4775011598695373,0.17,0.1832510635732743
2,P17_32,sub-25,200,0.985,0.965,0.9748499999999999,0.20031236998412663,0.09627807172788923,0.1040342982562374,-0.020000000000000018,-0.010150000000000103,-0.009849999999999914,2.66736236161963,3.5812423861369274,0.04,0.1759768590626431
2,P17_32,sub-26,200,0.75,0.645,0.6900999999999999,0.10804050902143325,0.0581371746804794,0.04990333434095385,-0.10499999999999998,-0.059900000000000064,-0.04509999999999992,1.0078490906089914,1.0648294480368947,0.265,0.16107495626270357
2,P17_32,sub-29,200,0.8,0.6699999999999999,0.7171499999999997,0.13335579103441875,0.07721432228658655,0.0561414687478322,-0.13000000000000012,-0.08285000000000031,-0.0471499999999998,1.1164026380910883,1.254353536523963,0.29,0.1902920148203341
2,P17_32,sub-34,200,0.565,0.535,0.55035,-0.16644285945812637,-0.11860279092226006,-0.04784006853586631,-0.029999999999999916,-0.01464999999999994,-0.015349999999999975,0.9556886814473231,0.9948506928493984,0.26,0.16501265586031189
2,P17_32,sub-35,200,0.935,0.94,0.9385999999999999,0.15560227412255853,0.06480546120213054,0.09079681292042799,0.004999999999999893,0.0035999999999998256,0.0014000000000000679,2.511253865740507,3.2648192564656777,0.045,0.18655340078346933
2,P17_32,sub-49,200,0.935,0.8999999999999999,0.9048000000000002,0.1950902806894485,0.10075434615236598,0.09433593453708253,-0.03500000000000014,-0.030199999999999894,-0.0048000000000002485,1.737687171424045,2.1518043409113585,0.085,0.2039752370922111
3,P01_04,sub-6,200,0.925,0.92,0.9164500000000001,0.007583305399671325,0.024533253146661032,-0.016949947746989706,-0.0050000000000000044,-0.008549999999999947,0.003549999999999942,0.8973393297533194,1.1293192515592845,0.035,0.045241921094727286
3,P01_04,sub-23,200,0.97,0.9299999999999999,0.9557999999999999,0.04728507230756051,0.022726951478168736,0.024558120829391773,-0.040000000000000036,-0.014200000000000101,-0.025799999999999934,1.107650801780986,1.437260775267662,0.05,0.037647004808151266
3,P01_04,sub-24,195,0.9176136363636365,0.9180871212121212,0.8989820075757575,0.002435353677611882,0.01822087295538057,-0.015785519277768688,0.0004734848484847509,-0.01863162878787894,0.01910511363636369,0.9771749472915114,1.2221959974376768,0.03076923076923077,0.061951952545613774
3,P01_04,sub-30,200,0.875,0.875,0.8739500000000001,-0.0030305468603125142,0.012502043096331019,-0.015532589956643533,0.0,-0.0010499999999998844,0.0010499999999998844,1.0003643072464132,1.1868300143094677,0.07,0.0816041462670935
3,P01_04,sub-31,200,0.5700000000000001,0.525,0.5581,-0.05314464974935744,-0.02300350280578633,-0.03014114694357111,-0.04500000000000004,-0.011900000000000022,-0.03310000000000002,0.8381912243627652,0.9992436826046491,0.255,0.1512451821371383
3,P01_04,sub-38,200,0.48,0.435,0.48715,-0.058340521355303314,0.039259200322088975,-0.09759972167739228,-0.044999999999999984,0.007150000000000045,-0.05215000000000003,0.381199377871572,0.45403799253758154,0.255,0.09550518174256287
3,P01_04,sub-41,200,0.8400000000000001,0.825,0.8229499999999998,-0.01890123084399083,0.013486730993090274,-0.032387961837081106,-0.015000000000000124,-0.01705000000000023,0.0020500000000001073,0.9291753640313076,1.1701484534857902,0.145,0.09607425098815306
3,P01_04,sub-42,200,0.69,0.7,0.69875,-0.03920861676892967,0.014164342020265794,-0.053372958789195464,0.010000000000000009,0.008750000000000036,0.0012499999999999734,0.7946351513659429,0.9327103573021748,0.15,0.09878855874625282
3,P05_08,sub-6,200,0.925,0.9299999999999999,0.9251,0.009797950245394274,0.007192995111498554,0.00260495513389572,0.004999999999999893,9.999999999998899e-05,0.004899999999999904,0.5199909378044816,0.6386617286034801,0.005,0.015313094450355655
3,P05_08,sub-23,200,0.97,0.97,0.9658,0.0013307606686485019,0.006551810424558391,-0.005221049755909889,0.0,-0.0041999999999999815,0.0041999999999999815,0.5509775129977673,0.7194990052872962,0.0,0.011981989198889815
3,P05_08,sub-24,195,0.9176136363636365,0.9228219696969697,0.9119570707070708,-0.0005021250494975086,0.0006463513824633396,-0.0011484764319608482,0.005208333333333259,-0.005656565656565693,0.010864898989898952,0.4781119890490222,0.5786494678520515,0.005128205128205128,0.018268346918638174
3,P05_08,sub-30,200,0.875,0.875,0.8791499999999999,-0.008737100509509006,-0.004772287422886744,-0.003964813086622262,0.0,0.004149999999999876,-0.004149999999999876,0.4186362407876806,0.5081554416237372,0.02,0.021348004228525768
3,P05_08,sub-31,200,0.5700000000000001,0.5650000000000001,0.5778,-0.053311318147726834,-0.04505401284607171,-0.008257305301655124,-0.0050000000000000044,0.007799999999999918,-0.012799999999999923,0.2723381250737659,0.29430496318991795,0.035,0.032222695621003654
3,P05_08,sub-38,200,0.48,0.505,0.48690000000000005,-0.019529347444535966,-0.00983776066139562,-0.009691586783140346,0.025000000000000022,0.006900000000000073,0.01809999999999995,0.12429308959248125,0.1321955960244573,0.035,0.02456404095853685
3,P05_08,sub-41,200,0.8400000000000001,0.815,0.8366499999999998,-0.0008386868552611204,-0.00384855779085854,0.0030098709355974194,-0.025000000000000133,-0.003350000000000297,-0.021649999999999836,0.46425946210598357,0.5596157317995373,0.025,0.023218512810981008
