fold,block,subject,draw,u_random,delta_BA_random,finite_logit_RMS
0,P01_04,sub-1,0,0.010905813429593044,0.0,0.29690610925824157
0,P01_04,sub-1,1,0.1626090718910317,-0.36,0.9681016136412263
0,P01_04,sub-1,2,0.12302438145483864,-0.355,0.5517317277276719
0,P01_04,sub-1,3,0.08327370085994171,-0.345,0.48725887629636233
0,P01_04,sub-1,4,0.15003062051037033,-0.355,0.6653589605719686
0,P01_04,sub-1,5,0.018277112284411666,0.06999999999999995,0.12928068865439424
0,P01_04,sub-1,6,0.07925551023209292,-0.28,0.47813780522080224
0,P01_04,sub-1,7,0.010989885479118576,0.0050000000000000044,0.2915972202372118
0,P01_04,sub-1,8,0.07699545842888172,-0.31499999999999995,0.4855874433993818
0,P01_04,sub-1,9,0.0014467179447987333,0.07999999999999996,0.1487379069110214
0,P01_04,sub-1,10,0.02192173946345819,-0.015000000000000013,0.05997992910834981
0,P01_04,sub-1,11,0.09103613793585484,-0.355,0.6607055498563716
0,P01_04,sub-1,12,0.004425973703454638,0.06999999999999995,0.1942173491275367
0,P01_04,sub-1,13,0.045597511579053125,-0.28500000000000003,0.30449168212439337
0,P01_04,sub-1,14,0.015362005324532427,-0.15000000000000002,0.13161540805614905
0,P01_04,sub-1,15,0.3470626079090042,-0.36,1.0697700049834558
0,P01_04,sub-1,16,0.25281502682033535,-0.36,0.9251093807748191
0,P01_04,sub-1,17,0.18846751455071648,-0.36,0.986976806668673
0,P01_04,sub-1,18,0.27582821635536375,-0.36,0.9348031413927061
0,P01_04,sub-1,19,0.09326693538671166,-0.265,0.20757556260950788
0,P01_04,sub-1,20,0.09374704486691257,-0.345,0.5022448025982119
0,P01_04,sub-1,21,0.16741916117466688,-0.36,0.6980183135546282
0,P01_04,sub-1,22,0.1877600315758336,-0.36,0.7015237195026945
0,P01_04,sub-1,23,0.015666456305656874,-0.07500000000000007,0.06532622973495267
0,P01_04,sub-1,24,0.04537169088732464,-0.22499999999999998,0.185429392551447
0,P01_04,sub-1,25,0.10825187407216212,-0.36,0.7369746813166542
0,P01_04,sub-1,26,0.11585005219556592,-0.355,0.4578885825064931
0,P01_04,sub-1,27,0.15696348421439926,-0.355,0.7013776796698583
0,P01_04,sub-1,28,0.09287687500879954,-0.33499999999999996,0.42178081279538665
0,P01_04,sub-1,29,0.04563800134718586,-0.17499999999999993,0.11311699862488199
0,P01_04,sub-1,30,0.02699008644402081,0.050000000000000044,0.12154120930993671
0,P01_04,sub-1,31,0.032630587362431164,-0.21999999999999997,0.18314592043047032
0,P01_04,sub-1,32,0.08381390607780824,-0.33999999999999997,0.6104490070724055
0,P01_04,sub-1,33,0.19822598380989992,-0.355,0.5215786605916374
0,P01_04,sub-1,34,0.25114649749644635,-0.36,0.7638321240916676
0,P01_04,sub-1,35,0.16236907913716206,-0.36,0.5876537092232049
0,P01_04,sub-1,36,0.02762300045505758,-0.08999999999999997,0.35704756037501273
0,P01_04,sub-1,37,0.027790351773629693,-0.029999999999999916,0.3024205523947257
0,P01_04,sub-1,38,0.02215099479871975,0.015000000000000013,0.26078764332147963
0,P01_04,sub-1,39,0.15108057974462544,-0.36,0.5749713833837622
0,P01_04,sub-1,40,0.1501766762389746,-0.355,0.5743337950645406
0,P01_04,sub-1,41,0.027984897561804917,-0.10499999999999998,0.08314976772863311
0,P01_04,sub-1,42,0.07145200094896556,-0.31999999999999995,0.40769909769936585
0,P01_04,sub-1,43,0.042074264294657285,0.03500000000000003,0.17709103430831505
0,P01_04,sub-1,44,0.07476671201354579,-0.27,0.20503668747614756
0,P01_04,sub-1,45,0.023299165959776786,0.04500000000000004,0.23450480526469486
0,P01_04,sub-1,46,0.019747788431957878,0.05999999999999994,0.16678990696740637
0,P01_04,sub-1,47,0.14046483775002183,-0.355,0.6428449711460802
0,P01_04,sub-1,48,0.01296234612773023,-0.039999999999999925,0.35015463262478425
0,P01_04,sub-1,49,0.037105709049045345,-0.08499999999999996,0.3319490763995859
0,P01_04,sub-1,50,0.04889905619417046,-0.28500000000000003,0.25962282620392485
0,P01_04,sub-1,51,0.020315275325983127,0.06000000000000005,0.1322514725474365
0,P01_04,sub-1,52,0.021710088825446193,0.015000000000000013,0.25932997893776544
0,P01_04,sub-1,53,0.11893820488470151,-0.31499999999999995,0.2544662146865133
0,P01_04,sub-1,54,0.09369110315074593,-0.36,0.7173473017153777
0,P01_04,sub-1,55,0.32345322491590955,-0.36,1.102856690947612
0,P01_04,sub-1,56,0.04761844454626429,0.015000000000000013,0.2570889166547838
0,P01_04,sub-1,57,0.21625320548033536,-0.36,1.0869015475517596
0,P01_04,sub-1,58,0.049131608078568305,-0.05999999999999994,0.12279553421508421
0,P01_04,sub-1,59,0.13616559921605553,-0.35,0.30509490609960094
0,P01_04,sub-1,60,-0.002316147150391153,0.06999999999999995,0.2067006624203846
0,P01_04,sub-1,61,0.06516576978951313,-0.275,0.17713069784259347
0,P01_04,sub-1,62,0.04033020946303141,-0.245,0.19473110659616436
0,P01_04,sub-1,63,0.09385917277384298,-0.32999999999999996,0.4506467597804853
0,P01_04,sub-1,64,0.08235201495104291,-0.35,0.6910504429050085
0,P01_04,sub-1,65,0.014895339883541919,0.07500000000000007,0.19944212353868906
0,P01_04,sub-1,66,0.005555994235792921,0.03500000000000003,0.24189868038762863
0,P01_04,sub-1,67,0.08195014958099046,-0.35,0.6459300609487055
0,P01_04,sub-1,68,0.0987683930006882,-0.36,0.7128685266110241
0,P01_04,sub-1,69,0.010124163434052242,0.05999999999999994,0.09133203511073056
0,P01_04,sub-1,70,0.019327226920586176,-0.12,0.08973396029109716
0,P01_04,sub-1,71,0.12326553256202206,-0.28,0.40706623810491394
0,P01_04,sub-1,72,0.2044756962586618,-0.36,0.8225304731829105
0,P01_04,sub-1,73,0.0058703193588009435,0.06999999999999995,0.17372751277610493
0,P01_04,sub-1,74,0.026739107128731204,-0.06500000000000006,0.339127210721775
0,P01_04,sub-1,75,0.08180480954921418,-0.355,0.7189632478135214
0,P01_04,sub-1,76,0.09999949671646167,-0.36,0.7539039995695563
0,P01_04,sub-1,77,0.1178874729814913,-0.345,0.2487818393861343
0,P01_04,sub-1,78,0.07092382147564341,-0.31499999999999995,0.3482901109312287
0,P01_04,sub-1,79,0.0595675340180196,-0.345,0.5795294084074373
0,P01_04,sub-1,80,0.13814445927871127,-0.36,0.7964764713190747
0,P01_04,sub-1,81,0.14063625588365444,-0.355,0.5840301020473291
0,P01_04,sub-1,82,0.07367185928139243,-0.32999999999999996,0.45110789989080313
0,P01_04,sub-1,83,0.004782778224128994,0.010000000000000009,0.30124718043187076
0,P01_04,sub-1,84,0.033389153398019566,0.05500000000000005,0.2423876519681946
0,P01_04,sub-1,85,0.025239780429777446,0.07500000000000007,0.14473010446978152
0,P01_04,sub-1,86,0.1343972059140239,-0.36,0.4796100706127763
0,P01_04,sub-1,87,0.1327660672130115,-0.355,0.628352354988578
0,P01_04,sub-1,88,0.114629370146477,-0.21499999999999997,0.3564008241510691
0,P01_04,sub-1,89,0.04306398203070152,0.0050000000000000044,0.13064096966962693
0,P01_04,sub-1,90,0.18562826849966954,-0.36,0.9619224269761224
0,P01_04,sub-1,91,0.07727614914006738,0.019999999999999907,0.2065059826479239
0,P01_04,sub-1,92,0.08823175966762845,-0.36,0.6187106061137911
0,P01_04,sub-1,93,0.08493147602532482,-0.36,0.7085239849202378
0,P01_04,sub-1,94,0.013616556550844046,0.05999999999999994,0.17216603227683383
0,P01_04,sub-1,95,0.07975627622134052,-0.30499999999999994,0.2373558398986806
0,P01_04,sub-1,96,0.08478420944793735,-0.345,0.4560737236365892
0,P01_04,sub-1,97,0.00917967484436764,0.07999999999999996,0.17055168032107645
0,P01_04,sub-1,98,0.04669494045829642,0.039999999999999925,0.23407876926597412
0,P01_04,sub-1,99,0.03984868438503877,-0.22499999999999998,0.4587576743566998
0,P01_04,sub-3,0,0.0028911090783517567,-0.03499999999999992,0.2952652863934187
0,P01_04,sub-3,1,0.1500597037536553,-0.2799999999999999,0.9405040015979226
0,P01_04,sub-3,2,0.10732944267754144,-0.2799999999999999,0.5363347013335377
0,P01_04,sub-3,3,0.07531037995765207,-0.2699999999999999,0.48100005775286814
0,P01_04,sub-3,4,0.13637789688326002,-0.2749999999999999,0.6066331332605184
0,P01_04,sub-3,5,0.006951253911024048,0.025000000000000133,0.14661206646957448
0,P01_04,sub-3,6,0.06917876215046807,-0.1299999999999999,0.46351078724725403
0,P01_04,sub-3,7,-0.0017772081753393016,-0.010000000000000009,0.29468613311976066
0,P01_04,sub-3,8,0.06505226197314772,-0.18499999999999994,0.5088747660520571
0,P01_04,sub-3,9,-0.0069352780398977895,0.03500000000000014,0.16392008144843462
0,P01_04,sub-3,10,0.017302426119243396,-0.02499999999999991,0.10054463500651308
0,P01_04,sub-3,11,0.08835985948593525,-0.22999999999999998,0.6422705705201519
0,P01_04,sub-3,12,0.002854511191899578,0.020000000000000018,0.18833406699002783
0,P01_04,sub-3,13,0.03894044275473086,-0.23999999999999988,0.3040853532084129
0,P01_04,sub-3,14,0.0143327167752914,-0.1299999999999999,0.1335112461817769
0,P01_04,sub-3,15,0.325495647237023,-0.2849999999999999,1.0420707108675682
0,P01_04,sub-3,16,0.2437795931357155,-0.2849999999999999,0.9325343033217972
0,P01_04,sub-3,17,0.15969333360020876,-0.2849999999999999,0.9651029362123892
0,P01_04,sub-3,18,0.24838470014685893,-0.2849999999999999,0.9138566151510072
0,P01_04,sub-3,19,0.06417093898624017,-0.19499999999999995,0.24673566666869762
0,P01_04,sub-3,20,0.08958197747961098,-0.2699999999999999,0.49382360595877267
0,P01_04,sub-3,21,0.15024485426639178,-0.2849999999999999,0.6843161186964988
0,P01_04,sub-3,22,0.18562288432919927,-0.2849999999999999,0.7303198736817318
