block,rank,delta_BA_mean,delta_BA_random_mean,delta_BA_specific_mean,delta_BA_specific_CI95_L,delta_BA_specific_CI95_U,p_raw,minimum_LOSO_mean,minimum_leave_one_fold_out_mean,nonnegative_subject_fraction,median_specific,worst_subject_specific,stability_preliminary,p_holm
P01_04,4,-0.09291528085735402,-0.03988735679970437,-0.05302792405764967,-0.08057496985864745,-0.02776231707317075,0.99990000099999,-0.05558612215909091,-0.0709225723140496,0.4146341463414634,-0.019600000000000062,-0.2869499999999999,False,1.0
P05_08,4,-0.009141260162601634,-0.00897942843064794,-0.0001618317319536926,-0.004622859232569631,0.0041248450973146115,0.5297447025529745,-0.0009446275252525352,-0.003197971906565669,0.5365853658536586,0.0007499999999999174,-0.037800000000000056,False,1.0
P09_16,8,-0.016468495934959356,-0.008123512564671101,-0.008344983370288257,-0.01806492585920177,-0.0006924999999999989,0.9667503324966751,-0.00908110795454546,-0.01231194903581268,0.3902439024390244,-0.0021999999999999797,-0.13329999999999975,False,1.0
P17_32,16,-0.08661831731953683,-0.05259965970682438,-0.03401865761271245,-0.05239959268754613,-0.01775371858832222,0.999970000299997,-0.03602537405303027,-0.04236712006427912,0.2682926829268293,-0.019500000000000073,-0.20989999999999975,False,1.0
