config,subject_count,mean_subject_BA,subject_bootstrap_CI95_L,subject_bootstrap_CI95_U,fraction_subject_BA_gt_0p5,competence_gate_pass
EEGNET_STD,41,0.7748199987681695,0.7264603658536585,0.8204879511579207,0.975609756097561,True
EEGNET_STABLE,41,0.794354982754373,0.748780487804878,0.8382740668883961,0.975609756097561,True
