fold,block,subject,candidate_persistence,random_persistence_mean,persistence_specific
0,P17_32,sub-11,-0.003944005890902578,0.003378232213472293,-0.007322238104374872
0,P17_32,sub-13,-0.0421753433995771,-0.03571314690189627,-0.0064621964976808305
0,P17_32,sub-18,-0.01163526292678953,0.012703549087021903,-0.024338812013811432
0,P17_32,sub-27,-0.016677912057321605,0.0058041848384935354,-0.02248209689581514
0,P17_32,sub-36,-0.0005013938845043302,0.009506473523229872,-0.010007867407734199
0,P17_32,sub-44,-0.007453074388872216,0.0023493028586201135,-0.00980237724749233
0,P17_32,sub-45,-0.0037884299614920243,0.011732101261827785,-0.01552053122331981
1,P01_04,sub-9,5.239946529706772,4.887887640282263,0.35205888942451136
1,P01_04,sub-22,2.474285650038017,2.3793838220301398,0.09490182800787705
1,P01_04,sub-25,1.632403713215667,1.239923004221213,0.3924807089944533
1,P01_04,sub-26,-4.272348587783636,-4.067422685482703,-0.204925902300932
1,P01_04,sub-29,4.279590907336212,3.61339264282775,0.6661982645084619
1,P01_04,sub-34,5.808316333521485,5.55467555896709,0.2536407745543938
1,P01_04,sub-35,-0.11615758062973125,-0.667360885798498,0.5512033051687669
1,P01_04,sub-49,8.742063759146305,8.395382862265546,0.34668089688076087
1,P05_08,sub-9,0.05967637120481413,0.058013707869615565,0.001662663335198572
1,P05_08,sub-22,0.03223617142720698,0.020539494923679853,0.011696676503527126
1,P05_08,sub-25,0.07818254232814507,-0.03361877458884568,0.11180131691699076
1,P05_08,sub-26,0.05334491016113917,-0.06522733678614624,0.11857224694728541
1,P05_08,sub-29,0.03871404856446261,0.028286048169727532,0.010428000394735067
1,P05_08,sub-34,0.030564592706883293,0.028809546825200916,0.0017550458816823766
1,P05_08,sub-35,0.05792289439481004,0.04124086809791761,0.016682026296892444
1,P05_08,sub-49,0.015496228731520303,0.027854837009586575,-0.012358608278066268
1,P09_16,sub-9,-3.222926534852275e-31,5.077327239837455e-31,-8.300253774689729e-31
1,P09_16,sub-22,-3.37570333652825e-31,-1.906642575150123e-31,-1.4690607613781266e-31
1,P09_16,sub-25,4.6177973451617555e-31,-2.8777927725886274e-31,7.495590117750381e-31
1,P09_16,sub-26,-5.008252118243984e-32,-5.782469949027702e-31,5.281644737203303e-31
1,P09_16,sub-29,4.5462827623426964e-31,4.4610751951586725e-31,8.520756718402483e-33
1,P09_16,sub-34,-1.24578991704126e-30,9.021275875650636e-31,-2.1479175046063237e-30
1,P09_16,sub-35,-4.796556807704993e-31,3.58034737675612e-31,-8.376904184461114e-31
1,P09_16,sub-49,2.8052092880794923e-31,5.269482675481055e-31,-2.4642733874015624e-31
1,P17_32,sub-9,0.18607630893300783,0.3575177930338018,-0.1714414841007942
1,P17_32,sub-22,0.0415732090446273,0.1308423517581339,-0.08926914271350656
1,P17_32,sub-25,-0.7377974361487761,-0.28019723301929367,-0.45760020312948246
1,P17_32,sub-26,-0.5851808059922041,-0.49972127181131026,-0.08545953418089386
1,P17_32,sub-29,-0.7345277322455948,-0.20559458265213804,-0.5289331495934567
1,P17_32,sub-34,0.2517670314590289,0.40564059371673805,-0.15387356225770943
1,P17_32,sub-35,-0.10876456931503237,0.14037751065230744,-0.2491420799673398
1,P17_32,sub-49,0.14506757945569548,0.3635668091166195,-0.21849922966092405
2,P01_04,sub-6,7.863263243676361,6.476474793298361,1.3867884503780008
2,P01_04,sub-23,4.114095244956424,2.576935816845402,1.5371594281110221
2,P01_04,sub-24,4.988135250765491,4.019735602687467,0.9683996480780257
2,P01_04,sub-30,14.201332309189983,12.08713864049014,2.114193668699844
2,P01_04,sub-31,10.580645016166613,4.699243973033614,5.881401043133001
2,P01_04,sub-38,-5.690209997636323,-7.979456458071448,2.2892464604351286
2,P01_04,sub-41,3.4354665795749426,2.801502205493185,0.6339643740817569
2,P01_04,sub-42,7.5638966235048795,7.728298013506669,-0.16440139000179332
2,P05_08,sub-6,0.07233120078044476,0.08719911772404278,-0.014867916943597986
2,P05_08,sub-23,-0.04073958075647119,-0.3035701782260551,0.2628305974695838
2,P05_08,sub-24,0.0731253785653021,0.04944261392732508,0.023682764637977
2,P05_08,sub-30,0.10644442881984648,0.1194127365590021,-0.012968307739155624
2,P05_08,sub-31,0.17030275818785956,0.0838482490034564,0.08645450918440313
2,P05_08,sub-38,0.12852285497884355,0.07290833962612701,0.055614515352716526
2,P05_08,sub-41,0.1171761161067157,0.023080105680544905,0.0940960104261708
2,P05_08,sub-42,0.15392166878020158,0.15468074900564646,-0.0007590802254448525
2,P09_16,sub-6,1.2179645953970254e-31,8.474242697054445e-31,-7.25627810165742e-31
2,P09_16,sub-23,-1.2709332658934556e-30,-2.840230699513608e-31,-9.86910195942095e-31
2,P09_16,sub-24,-3.8355412405306796e-31,1.0518939794939721e-30,-1.4354481035470399e-30
2,P09_16,sub-30,-9.363456619941777e-31,1.7462283138618632e-30,-2.6825739758560404e-30
2,P09_16,sub-31,8.487781767838123e-32,7.373145640711941e-31,-6.524367463928127e-31
2,P09_16,sub-38,1.1347228250385808e-30,1.4935856780780726e-31,9.853642572307736e-31
2,P09_16,sub-41,-3.640242065934807e-30,-1.8550032401382003e-30,-1.785238825796607e-30
2,P09_16,sub-42,6.312829165007379e-31,1.525052445766002e-30,-8.937695292652635e-31
2,P17_32,sub-6,1.713779891398839,2.3687784882050793,-0.6549985968062408
2,P17_32,sub-23,-4.822328328400646,-2.8953713198368205,-1.926957008563825
2,P17_32,sub-24,0.6711912169231904,0.8206131490562529,-0.1494219321330621
2,P17_32,sub-30,1.4764085250735919,2.3529889433589606,-0.8765804182853696
2,P17_32,sub-31,-4.68806678993902,0.5346097508861221,-5.222676540825142
2,P17_32,sub-38,-12.519149441935596,-7.671566029074751,-4.847583412860846
2,P17_32,sub-41,-0.8685601694370562,-0.10209480128630853,-0.7664653681507476
2,P17_32,sub-42,4.982574429253808,4.2415742719982745,0.7410001572555363
3,P01_04,sub-7,5.49858999099485,4.896623669860009,0.6019663211348378
3,P01_04,sub-12,9.18256534120059,8.950521110454778,0.23204423074581193
3,P01_04,sub-14,11.077432291909087,10.703542984640738,0.373889307268346
3,P01_04,sub-17,3.2412761812166635,3.158388013092493,0.08288816812417243
3,P01_04,sub-32,5.737341665589901,5.362160590129215,0.37518107546068613
3,P01_04,sub-47,4.912139454714499,4.520989575753544,0.3911498789609551
3,P01_04,sub-48,11.557520967200391,11.156938359714582,0.4005826074858092
3,P01_04,sub-50,7.848240589547617,7.433403743039737,0.41483684650788
3,P05_08,sub-7,0.022212018585402865,0.02032473035655622,0.0018872882288466439
3,P05_08,sub-12,0.032878090349224946,0.03029182162289088,0.002586268726334065
3,P05_08,sub-14,0.033818343200196735,0.032181210257211934,0.001637132942984787
3,P05_08,sub-17,0.048993005501280225,0.0007767133399598191,0.04821629216132041
3,P05_08,sub-32,0.04823005857785405,0.0402766245656912,0.007953434012162842
3,P05_08,sub-47,0.044241135962462895,0.028972451665143995,0.015268684297318893
3,P05_08,sub-48,0.045056411274675585,0.04977387686111845,-0.004717465586442857
3,P05_08,sub-50,0.03277102543438421,0.041446525378488,-0.008675499944103791
3,P09_16,sub-7,3.032535219765873e-29,4.8307538249140935e-29,-1.7982186051482205e-29
3,P09_16,sub-12,-2.9054837483205633e-28,8.371344317311379e-29,-3.7426181800517014e-28
3,P09_16,sub-14,-2.8228689767137503e-28,1.9664317762292784e-29,-3.019512154336678e-28
3,P09_16,sub-17,2.743748524076942e-29,3.6624831904895724e-29,-9.187346664126303e-30
3,P09_16,sub-32,4.1106213825696664e-29,3.919287545203893e-29,1.9133383736577238e-30
3,P09_16,sub-47,5.281591849065038e-29,3.3679994847237525e-29,1.9135923643412867e-29
3,P09_16,sub-48,4.1580603275786226e-29,5.891503113618519e-29,-1.733442786039895e-29
3,P09_16,sub-50,4.1379406090503365e-29,5.358431818342095e-29,-1.2204912092917588e-29
3,P17_32,sub-7,-0.17406514786331262,0.06739091406081772,-0.24145606192413033
3,P17_32,sub-12,0.04756703545405902,0.08646249922435394,-0.038895463770294916
3,P17_32,sub-14,-0.012397614503796672,0.15448732997841336,-0.16688494448221003
3,P17_32,sub-17,-0.1914223856260636,-0.012939824047617468,-0.1784825615784461
3,P17_32,sub-32,-0.14748510531857476,0.1219326245087297,-0.26941772982730444
3,P17_32,sub-47,-0.20995192246787234,0.12533489444217863,-0.335286816910051
3,P17_32,sub-48,-0.06320355600694381,0.12221029047262709,-0.18541384647957093
3,P17_32,sub-50,-0.20408190312563995,0.10657000573613258,-0.3106519088617725
4,P01_04,sub-1,0.8456083030534861,0.7864047063045941,0.059203596748892195
4,P01_04,sub-3,0.6117884064087356,0.4495868261642315,0.1622015802445041
4,P01_04,sub-5,0.6325643471455324,0.5052595428823412,0.12730480426319102
4,P01_04,sub-16,0.6252497075690535,0.5921855606552563,0.033064146913797
4,P01_04,sub-19,-0.9456684578344752,-0.9346570817709414,-0.01101137606353364
4,P01_04,sub-21,0.516159920653989,0.4689349977379792,0.047224922916009826
4,P01_04,sub-28,1.6628223391998087,0.5096837751877501,1.1531385640120588
4,P01_04,sub-33,0.4426561945857896,0.2993083698706589,0.1433478247151308
4,P01_04,sub-37,0.537187888283683,0.4548250016741349,0.08236288660954805
4,P05_08,sub-1,0.025005245765835474,0.02245871206339243,0.0025465337024430414
4,P05_08,sub-3,0.021585833245947456,-0.003777020353030203,0.025362853598977657
4,P05_08,sub-5,0.043150496700801524,0.04507039556433657,-0.001919898863535073
4,P05_08,sub-16,0.05974102528051378,0.05474958352365856,0.004991441756855251
4,P05_08,sub-19,0.0028079019589158163,-0.05610777551549799,0.0589156774744138
4,P05_08,sub-21,0.04780390436069947,0.029449977092742184,0.018353927267957287
4,P05_08,sub-28,0.029135875832783088,0.040140772638364484,-0.011004896805581383
4,P05_08,sub-33,0.03102355829794539,-0.04309316720463149,0.07411672550257689
4,P05_08,sub-37,0.04184801244768685,0.04921999626169738,-0.00737198381401051
4,P09_16,sub-1,6.350844468149963e-29,6.990390986413251e-29,-6.395465182632836e-30
4,P09_16,sub-3,5.951116253365416e-29,6.308039829544032e-29,-3.569235761786149e-30
4,P09_16,sub-5,5.932832092846125e-29,5.52481083133617e-29,4.080212615099556e-30
4,P09_16,sub-16,4.608875061110249e-29,6.817033670632747e-29,-2.208158609522496e-29
4,P09_16,sub-19,-1.269671307997847e-28,-1.187570221811352e-28,-8.21010861864949e-30
4,P09_16,sub-21,5.631642747771874e-29,5.376435762824691e-29,2.5520698494718554e-30
4,P09_16,sub-28,5.661854647621372e-29,5.203157445520659e-29,4.5869720210071384e-30
4,P09_16,sub-33,-1.7386052833025798e-28,-1.0399546153508388e-28,-6.98650667951741e-29
4,P09_16,sub-37,-8.621351384089779e-28,2.3370765949310683e-28,-1.0958427979020847e-27
4,P17_32,sub-1,0.608417537901981,0.6365192945375377,-0.028101756635556696
4,P17_32,sub-3,0.28525710257822795,0.3927426913210137,-0.10748558874278574
4,P17_32,sub-5,0.26820771289403805,0.3586439555593666,-0.09043624266532863
4,P17_32,sub-16,0.6449912514229735,0.6677912924932963,-0.02280004107032274
4,P17_32,sub-19,-3.4199453238081086,-3.3507186273619545,-0.06922669644615453
4,P17_32,sub-21,0.3984326094900301,0.4389873735405886,-0.04055476405055852
4,P17_32,sub-28,-0.4699311929543013,0.4908216854535944,-0.9607528784078956
4,P17_32,sub-33,-0.2976855822486376,-0.015744163360867005,-0.28194141888777063
4,P17_32,sub-37,0.34468680542207664,0.3928109546894191,-0.048124149267342486
