fold,seed,task,block,inner_split,utility_CE,BA_drop,random_draws,persistence_supported
2,1,ssvep,1,0,-0.0042633406333378865,-0.009984126984126873,100,True
2,1,ssvep,1,1,0.0001579041182471208,-0.003731343283582156,100,True
2,1,ssvep,1,2,0.0012936803029529598,-0.0038463814426888954,100,True
2,1,ssvep,1,3,0.0013007085863980805,0.006211250336496499,100,True
2,1,ssvep,1,4,-4.181623979959692e-05,-0.002109896655282828,100,True
2,1,ssvep,2,0,0.0017569932492182971,0.001984126984126977,100,True
2,1,ssvep,2,1,0.004134175172001542,0.0038656716417910797,100,True
2,1,ssvep,2,2,0.008930296053162423,-0.0012256348502430736,100,True
2,1,ssvep,2,3,-0.0010122834191301777,0.008164375336496499,100,True
2,1,ssvep,2,4,0.0024755865550135647,0.0007193150985913555,100,True
2,1,ssvep,3,0,0.003510752122168559,-0.009999999999999898,100,True
2,1,ssvep,3,1,-0.004423537541399458,-0.0053122291766971586,100,True
2,1,ssvep,3,2,-0.000351310768455515,-0.003505639580962727,100,True
2,1,ssvep,3,3,0.008042635611569704,0.008133617462480758,100,True
2,1,ssvep,3,4,0.002752433519217945,0.005314484972786526,100,True
2,1,ssvep,4,0,0.06197854689360571,0.05228632715138404,100,True
2,1,ssvep,4,1,0.0707235401044336,0.047334409425165314,100,True
2,1,ssvep,4,2,0.05408048733471926,0.053339189267600284,100,True
2,1,ssvep,4,3,0.05182364536254136,0.044316575812638814,100,True
2,1,ssvep,4,4,0.046967377770337104,0.054824048194495045,100,True
2,1,ssvep,5,0,0.21595985632567039,0.1713201351993967,100,True
2,1,ssvep,5,1,0.21895720947777042,0.19763112271561956,100,True
2,1,ssvep,5,2,0.2017735992221199,0.16898378737109332,100,True
2,1,ssvep,5,3,0.18002800432476906,0.10916153509657456,100,True
2,1,ssvep,5,4,0.20417941348139923,0.20465479941580178,100,True
2,1,ssvep,6,0,0.00496239711479074,0.012034369670733458,100,False
2,1,ssvep,6,1,0.002403856861635245,0.004002423778543207,100,False
2,1,ssvep,6,2,0.003794438183339688,0.00032144295297653613,100,False
2,1,ssvep,6,3,0.006340964086376744,0.0035851325375194643,100,False
2,1,ssvep,6,4,0.00470262832373225,0.0010183237668091039,100,False
