fold,seed,task,block,dimensions,persistence_supported,rho_G,rho_null_p95,n_inner_splits,raw_utility_mean_CE,raw_BA_drop_mean,random_mean_CE,calibrated_utility_mean_CE,calibrated_utility_ci95,calibrated_utility_sign_probability,bootstrap,random_draws_per_split,probe_refit_after_intervention
2,1,mi,0,1,True,0.7649055631917393,0.24400140309944357,5,-0.0004302254314313747,-0.0019729450497695256,0.004228696349136855,-0.00465892178056823,"[-0.0015393565780958077, 0.0007495479614850207]",0.2569,"{'mean': -0.0003714115506320846, 'median': -6.856104827801524e-05, 'ci95': [-0.0015393565780958077, 0.0007495479614850207], 'sign_probability': 0.2569, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,mi,1,1,True,0.5910088412877962,0.1937478366423802,5,-0.0006929932299886699,0.003123452355705236,0.0034838944755394277,-0.0041768877055280975,"[-0.0019232655957313518, 0.0006078181582368435]",0.1642,"{'mean': -0.000650426269653576, 'median': -0.0002881062457777972, 'ci95': [-0.0019232655957313518, 0.0006078181582368435], 'sign_probability': 0.1642, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,mi,2,4,True,0.3363454050885233,0.0689296734931767,5,0.006614748850199093,0.0065634618431003044,0.021140219353497042,-0.014525470503297949,"[0.0032685030016546715, 0.010374202232570427]",0.9999,"{'mean': 0.006761086647370657, 'median': 0.004607699787701758, 'ci95': [0.0032685030016546715, 0.010374202232570427], 'sign_probability': 0.9999, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,mi,3,4,True,0.18329467537948213,0.05218314121669373,5,-0.004221961468294622,-0.005023950744153893,0.024866055620688315,-0.029088017088982943,"[-0.00811209343524212, -0.0008546541412575086]",0.0068,"{'mean': -0.004437984933184044, 'median': -0.0022723801874058314, 'ci95': [-0.00811209343524212, -0.0008546541412575086], 'sign_probability': 0.0068, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,mi,4,4,True,0.10305935306580256,0.03851350288528111,5,0.08286882367313256,0.10042476334436545,0.00979255531405042,0.07307626835908214,"[0.06984662514629073, 0.09563965953323808]",1.0,"{'mean': 0.08264194614936532, 'median': 0.07238689590920505, 'ci95': [0.06984662514629073, 0.09563965953323808], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,mi,5,4,True,0.046946172770259795,0.03040206075546127,5,0.01912778307854296,0.027692605212310893,0.018264981775158066,0.0008628013033848934,"[0.013072675203216208, 0.025602593284335066]",1.0,"{'mean': 0.019315064991724813, 'median': 0.01914996550078152, 'ci95': [0.013072675203216208, 0.025602593284335066], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,mi,6,2,False,-0.004703265813612295,0.04149368940711189,5,0.020493099945762205,0.01731523363563625,0.007641318379664657,0.01285178156609755,"[0.015539557310589498, 0.025994089855103212]",1.0,"{'mean': 0.02057531041837685, 'median': 0.0176826414802973, 'ci95': [0.015539557310589498, 0.025994089855103212], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,erp,0,1,True,0.7649055631917393,0.24400140309944357,5,-5.186476442142762e-05,0.0012345679012345622,0.0005402826318322282,-0.0005921473962536559,"[-0.0024968285900624906, 0.0016515660551813733]",0.3938,"{'mean': -0.0003257164207856528, 'median': 0.0002457127324554387, 'ci95': [-0.0024968285900624906, 0.0016515660551813733], 'sign_probability': 0.3938, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,erp,1,1,True,0.5910088412877962,0.1937478366423802,5,0.0007958279943125701,0.0007257794123130213,0.0005256691427542686,0.00027015885155830136,"[-0.0014275862263646206, 0.0032914544564603375]",0.8115,"{'mean': 0.0010239283948590507, 'median': 0.0017565109690128033, 'ci95': [-0.0014275862263646206, 0.0032914544564603375], 'sign_probability': 0.8115, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,erp,2,4,True,0.3363454050885233,0.0689296734931767,5,0.0014791765789116118,-0.0026488730039776033,0.002784180766158107,-0.001305004187246495,"[-0.0015825547474623313, 0.003580819634837127]",0.8143,"{'mean': 0.0011051493027304858, 'median': 0.001587736295298403, 'ci95': [-0.0015825547474623313, 0.003580819634837127], 'sign_probability': 0.8143, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,erp,3,4,True,0.18329467537948213,0.05218314121669373,5,0.001966682010973031,0.0010123489666154506,0.0027721523167073413,-0.0008054703057343099,"[-0.0007502477053569911, 0.004581875527628961]",0.9182,"{'mean': 0.0018953629028885931, 'median': 0.003052430837091724, 'ci95': [-0.0007502477053569911, 0.004581875527628961], 'sign_probability': 0.9182, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,erp,4,4,True,0.10305935306580256,0.03851350288528111,5,0.004483415736899499,0.006087878778394118,0.0019005747064175895,0.002582841030481909,"[0.0015659243411710949, 0.006498675384963732]",0.9992,"{'mean': 0.0040710669518758775, 'median': 0.003801258145069597, 'ci95': [0.0015659243411710949, 0.006498675384963732], 'sign_probability': 0.9992, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,erp,5,4,True,0.046946172770259795,0.03040206075546127,5,0.0038094118242989693,0.0005012351421232131,0.002632988832751077,0.0011764229915478923,"[0.0013392612080531019, 0.006739237367000012]",0.999,"{'mean': 0.0040784688207457015, 'median': 0.005066769031419283, 'ci95': [0.0013392612080531019, 0.006739237367000012], 'sign_probability': 0.999, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,erp,6,2,False,-0.004703265813612295,0.04149368940711189,5,0.0009354397345957999,0.0014873506000185111,0.0012154963384979063,-0.0002800566039021067,"[-0.0007698337091742458, 0.0024311654417222524]",0.8485,"{'mean': 0.0008423206215906153, 'median': 0.000553524587686538, 'ci95': [-0.0007698337091742458, 0.0024311654417222524], 'sign_probability': 0.8485, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,ssvep,0,1,True,0.7649055631917393,0.24400140309944357,5,-0.0014761486589272232,-0.003920453369013077,0.006556086208843851,-0.008032234867771073,"[-0.002908126673695262, -0.00023089219704553127]",0.0098,"{'mean': -0.0015164847154556108, 'median': -0.0004905270435526798, 'ci95': [-0.002908126673695262, -0.00023089219704553127], 'sign_probability': 0.0098, 'draws': 10000, 'n_subjects': 85}",100,True
2,1,ssvep,1,1,True,0.5910088412877962,0.1937478366423802,5,-0.00031057277310786446,-0.0026920996058368506,0.007544526349945371,-0.007855099123053235,"[-0.002895373596053614, 0.0008462404819987096]",0.2,"{'mean': -0.0008307872368211511, 'median': 0.0005934571247285803, 'ci95': [-0.002895373596053614, 0.0008462404819987096], 'sign_probability': 0.2, 'draws': 10000, 'n_subjects': 85}",100,True
