fold,seed,protected_blocks,protected_dimension,task_geometry_rank,orthogonal_augmentable_dimension,subject_offset_energy_total,subject_offset_energy_G,subject_offset_energy_Gperp,rho_offset,delta_perp_norm_min,delta_perp_norm_q25,delta_perp_norm_median,delta_perp_norm_q75,delta_perp_norm_q90,delta_perp_norm_max,n_ordered_donor_pairs,headroom_pass
0,0,[5],4,1,3,0.45209476351737976,0.044848665595054626,0.40724608302116394,0.9007980823516846,0.02614205703139305,0.42386507987976074,0.5836319327354431,0.749576210975647,0.9199793934822083,1.264644742012024,1122,True
0,1,"[5, 6]",7,2,5,0.6655884981155396,0.14517438411712646,0.5204140543937683,0.78188556432724,0.17453403770923615,0.5067194700241089,0.6655915379524231,0.8306542038917542,1.001098394393921,1.4070321321487427,1122,True
1,0,"[4, 6]",7,2,5,0.9694236516952515,0.21647897362709045,0.7529447078704834,0.7766931653022766,0.19309861958026886,0.5753987431526184,0.7844717502593994,0.9932041168212891,1.224724531173706,2.063037395477295,1122,True
1,1,[4],4,1,3,0.9088175296783447,0.09842666238546371,0.8103908896446228,0.8916981220245361,0.07423248887062073,0.5784285664558411,0.7992597222328186,1.055332064628601,1.3048627376556396,2.1525487899780273,1122,True
2,0,"[5, 6]",8,2,6,0.8968474864959717,0.2339305430650711,0.662916898727417,0.7391634583473206,0.2292940318584442,0.5920038819313049,0.7486536502838135,0.9206633567810059,1.1081788539886475,1.6152507066726685,1122,True
2,1,"[5, 6]",8,2,6,1.9935522079467773,0.402322381734848,1.5912296772003174,0.7981880903244019,0.08905472606420517,0.9295612573623657,1.185221552848816,1.447243332862854,1.681356430053711,2.4828076362609863,1122,True
