epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7634624017957351,0.7511111111111111,0.6320538720538721,0.9072222222222223,0.405993292177165,3.493602090411716,3.899595370999089,1.0799697736899059,0.0,0.0,0.0,0.0,19,0.7394709474871302,1.0,9.229490041732788
1,0.7648821548821548,0.7555555555555555,0.6363131313131313,0.9027777777777779,0.3982152916766979,3.388868080245124,3.7870833652990834,1.1025718693380002,0.0,0.0,0.0,0.0,19,0.7394709474871302,1.0,16.88522505760193
2,0.765230078563412,0.7538888888888888,0.6345791245791246,0.9072222222222223,0.4010067620763072,3.28256176577674,3.683568521782204,1.1780951376314517,0.0375,0.0225,0.0375,0.0525,19,0.7394709474871302,1.0,24.653080701828003
3,0.767418630751964,0.7511111111111111,0.6394781144781145,0.9116666666666666,0.40052694523776017,3.2174574666553073,3.6179843920248524,1.1826530750151034,0.075,0.045,0.075,0.105,19,0.7394709474871302,1.0,32.32035255432129
4,0.7684680134680134,0.7461111111111112,0.6437373737373737,0.9155555555555556,0.39998094240824383,3.2015447969789856,3.601525734972071,1.1769358350170984,0.11249999999999999,0.06749999999999999,0.11249999999999999,0.15749999999999997,19,0.7790395936977548,0.6689677716100116,42.1120879650116
5,0.7701739618406286,0.7527777777777778,0.6455218855218855,0.9122222222222223,0.40214792445853903,3.338005304336548,3.740153224379928,1.2314564287662506,0.15,0.09,0.15,0.21,19,0.7790395936977548,0.6689677716100116,49.91743087768555
6,0.7676430976430977,0.7538888888888888,0.6401515151515151,0.9088888888888889,0.3994330471312558,3.450532573240775,3.8499656076784485,1.2531844322328214,0.15,0.09,0.15,0.21,19,0.7790395936977548,0.6689677716100116,57.78393030166626
7,0.7675196408529743,0.7494444444444445,0.6453367003367003,0.9077777777777778,0.3989508913622962,3.4375494718551636,3.8365003444530346,1.2727783874229148,0.15,0.09,0.15,0.21,19,0.7790395936977548,0.6689677716100116,65.71779131889343
8,0.7673288439955107,0.758888888888889,0.641986531986532,0.9011111111111111,0.3963192364683858,3.426737352653786,3.8230565786361694,1.143112278646893,0.15,0.09,0.15,0.21,19,0.7545169380175755,0.5049179743813687,75.58031916618347
9,0.7663524130190797,0.7466666666666666,0.6468350168350168,0.9055555555555557,0.4007727868027157,3.446773056630735,3.847545853367558,1.2213907583996102,0.15,0.09,0.15,0.21,19,0.7545169380175755,0.5049179743813687,83.49999737739563
10,0.7657687991021325,0.7488888888888889,0.6461952861952862,0.9022222222222223,0.397966671873022,3.4388683239618936,3.836834995834916,1.2362654286402244,0.15,0.09,0.15,0.21,19,0.7545169380175755,0.5049179743813687,91.25775098800659
