benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,0,9,0.8166666666666668,False,-0.010555555555555565
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,1,8,0.7975,False,-0.003750000000000017
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,2,8,0.788125,False,0.010624999999999982
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,3,8,0.7841942866161616,False,-0.008131313131313156
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,4,8,0.7825,False,-0.0012500000000000566
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_CALIBRATED,0,9,0.826111111111111,False,-0.0011111111111111367
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_CALIBRATED,1,8,0.796875,False,-0.004375000000000004
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_CALIBRATED,2,8,0.78375,False,0.006249999999999978
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_CALIBRATED,3,8,0.7791422032828282,False,-0.013183396464646474
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_CALIBRATED,4,8,0.7906249999999999,False,0.0068749999999999645
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LDA,0,9,0.8272222222222223,False,0.0
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LDA,1,8,0.80125,False,0.0
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LDA,2,8,0.7775000000000001,False,0.0
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LDA,3,8,0.7923255997474747,False,0.0
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LDA,4,8,0.7837500000000001,False,0.0
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LOGISTIC,0,9,0.8305555555555555,False,0.003333333333333324
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LOGISTIC,1,8,0.784375,False,-0.016875
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LOGISTIC,2,8,0.778125,False,0.0006249999999999728
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LOGISTIC,3,8,0.7847735164141414,False,-0.007552083333333362
WBCIC_S1S2_to_S3_authorized_development,B_HISTORY_FUSION_LOGISTIC,4,8,0.773125,False,-0.010625000000000037
WBCIC_S1S2_to_S3_authorized_development,B_POPULATION_LINEAR,0,9,0.8183333333333334,False,-0.00888888888888891
WBCIC_S1S2_to_S3_authorized_development,B_POPULATION_LINEAR,1,8,0.7949999999999999,False,-0.006250000000000033
WBCIC_S1S2_to_S3_authorized_development,B_POPULATION_LINEAR,2,8,0.780625,False,0.0031250000000000028
WBCIC_S1S2_to_S3_authorized_development,B_POPULATION_LINEAR,3,8,0.7847735164141414,False,-0.007552083333333362
WBCIC_S1S2_to_S3_authorized_development,B_POPULATION_LINEAR,4,8,0.7875,False,0.0037499999999999756
WBCIC_S1S2_to_S3_authorized_development,B_SHRINKAGE_PROTO,0,9,0.8166666666666667,False,-0.010555555555555565
WBCIC_S1S2_to_S3_authorized_development,B_SHRINKAGE_PROTO,1,8,0.77875,False,-0.02250000000000002
WBCIC_S1S2_to_S3_authorized_development,B_SHRINKAGE_PROTO,2,8,0.7687499999999999,False,-0.008750000000000022
WBCIC_S1S2_to_S3_authorized_development,B_SHRINKAGE_PROTO,3,8,0.7803985164141414,False,-0.011927083333333352
WBCIC_S1S2_to_S3_authorized_development,B_SHRINKAGE_PROTO,4,8,0.774375,False,-0.009375000000000022
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_LAST_LAYER,0,9,0.8105555555555556,False,-0.016666666666666694
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_LAST_LAYER,1,8,0.7775000000000001,False,-0.023750000000000007
