outer_fold,candidate_order,configuration,best_epoch,discovery_BA,history,OUTER_TEST_USED,adaptation,adaptation_discovery_BA,checkpoint,checkpoint_sha256
0,0,"{""architecture"": ""eegnet"", ""dropout"": 0.25, ""f1"": 8, ""f2"": 16, ""lr"": 0.0003, ""weight_decay"": 0.0005}",28,0.8166666666666667,"[{""epoch"": 1, ""train_loss"": 0.6837022287705365, ""validation_mean_subject_BA"": 0.6322222222222222}, {""epoch"": 2, ""train_loss"": 0.5991579987021054, ""validation_mean_subject_BA"": 0.6811111111111112}, {""epoch"": 3, ""train_loss"": 0.5727371382012086, ""validation_mean_subject_BA"": 0.7044444444444444}, {""epoch"": 4, ""train_loss"": 0.5459643084862653, ""validation_mean_subject_BA"": 0.71}, {""epoch"": 5, ""train_loss"": 0.5339087127236759, ""validation_mean_subject_BA"": 0.6988888888888889}, {""epoch"": 6, ""train_loss"": 0.5195979401644538, ""validation_mean_subject_BA"": 0.7122222222222222}, {""epoch"": 7, ""train_loss"": 0.511187018366421, ""validation_mean_subject_BA"": 0.7122222222222222}, {""epoch"": 8, ""train_loss"": 0.4948365063527051, ""validation_mean_subject_BA"": 0.7333333333333334}, {""epoch"": 9, ""train_loss"": 0.48679283275323754, ""validation_mean_subject_BA"": 0.7244444444444444}, {""epoch"": 10, ""train_loss"": 0.4836419219129226, ""validation_mean_subject_BA"": 0.7533333333333334}, {""epoch"": 11, ""train_loss"": 0.46813322466962476, ""validation_mean_subject_BA"": 0.7466666666666666}, {""epoch"": 12, ""train_loss"": 0.4586488098256728, ""validation_mean_subject_BA"": 0.75}, {""epoch"": 13, ""train_loss"": 0.45479519759907444, ""validation_mean_subject_BA"": 0.7655555555555555}, {""epoch"": 14, ""train_loss"": 0.44385089116937976, ""validation_mean_subject_BA"": 0.7477777777777778}, {""epoch"": 15, ""train_loss"": 0.43058245714973004, ""validation_mean_subject_BA"": 0.7644444444444445}, {""epoch"": 16, ""train_loss"": 0.4307942062265733, ""validation_mean_subject_BA"": 0.77}, {""epoch"": 17, ""train_loss"": 0.4248543356446659, ""validation_mean_subject_BA"": 0.7488888888888888}, {""epoch"": 18, ""train_loss"": 0.4184084817942451, ""validation_mean_subject_BA"": 0.7766666666666667}, {""epoch"": 19, ""train_loss"": 0.4062971573717454, ""validation_mean_subject_BA"": 0.7811111111111111}, {""epoch"": 20, ""train_loss"": 0.3942222010388094, ""validation_mean_subject_BA"": 0.7833333333333333}, {""epoch"": 21, ""train_loss"": 0.3916794210321763, ""validation_mean_subject_BA"": 0.7977777777777777}, {""epoch"": 22, ""train_loss"": 0.3854175598481122, ""validation_mean_subject_BA"": 0.8088888888888888}, {""epoch"": 23, ""train_loss"": 0.3760645409191356, ""validation_mean_subject_BA"": 0.7966666666666665}, {""epoch"": 24, ""train_loss"": 0.3749765944480896, ""validation_mean_subject_BA"": 0.8033333333333333}, {""epoch"": 25, ""train_loss"": 0.3710408095051261, ""validation_mean_subject_BA"": 0.7966666666666666}, {""epoch"": 26, ""train_loss"": 0.3591116415753084, ""validation_mean_subject_BA"": 0.8066666666666666}, {""epoch"": 27, ""train_loss"": 0.35415503536953646, ""validation_mean_subject_BA"": 0.8022222222222221}, {""epoch"": 28, ""train_loss"": 0.35659553373561187, ""validation_mean_subject_BA"": 0.8166666666666667}, {""epoch"": 29, ""train_loss"": 0.3517644160635331, ""validation_mean_subject_BA"": 0.8155555555555556}, {""epoch"": 30, ""train_loss"": 0.3489335486468147, ""validation_mean_subject_BA"": 0.8144444444444443}, {""epoch"": 31, ""train_loss"": 0.3424711078755996, ""validation_mean_subject_BA"": 0.8066666666666666}, {""epoch"": 32, ""train_loss"": 0.34669810799991385, ""validation_mean_subject_BA"": 0.8088888888888889}, {""epoch"": 33, ""train_loss"": 0.342322253725108, ""validation_mean_subject_BA"": 0.8044444444444445}, {""epoch"": 34, ""train_loss"": 0.3292531912467059, ""validation_mean_subject_BA"": 0.8088888888888889}, {""epoch"": 35, ""train_loss"": 0.33757296067826886, ""validation_mean_subject_BA"": 0.81}, {""epoch"": 36, ""train_loss"": 0.3330114153553458, ""validation_mean_subject_BA"": 0.81}, {""epoch"": 37, ""train_loss"": 0.3200642167119419, ""validation_mean_subject_BA"": 0.801111111111111}, {""epoch"": 38, ""train_loss"": 0.3245142894632676, ""validation_mean_subject_BA"": 0.811111111111111}, {""epoch"": 39, ""train_loss"": 0.32284648769042074, ""validation_mean_subject_BA"": 0.8122222222222223}, {""epoch"": 40, ""train_loss"": 0.3250761419184068, ""validation_mean_subject_BA"": 0.8022222222222222}]",False,,,,
0,1,"{""architecture"": ""eegnet"", ""dropout"": 0.5, ""f1"": 16, ""f2"": 32, ""lr"": 0.0003, ""weight_decay"": 0.0005}",44,0.8266666666666667,"[{""epoch"": 1, ""train_loss"": 0.7012089448816636, ""validation_mean_subject_BA"": 0.6400000000000001}, {""epoch"": 2, ""train_loss"": 0.6261039428149953, ""validation_mean_subject_BA"": 0.6677777777777778}, {""epoch"": 3, ""train_loss"": 0.5893672558840584, ""validation_mean_subject_BA"": 0.69}, {""epoch"": 4, ""train_loss"": 0.5638734629574944, ""validation_mean_subject_BA"": 0.7188888888888888}, {""epoch"": 5, ""train_loss"": 0.5509094426211188, ""validation_mean_subject_BA"": 0.6977777777777778}, {""epoch"": 6, ""train_loss"": 0.5361330705530504, ""validation_mean_subject_BA"": 0.7255555555555555}, {""epoch"": 7, ""train_loss"": 0.5279987287521363, ""validation_mean_subject_BA"": 0.7133333333333334}, {""epoch"": 8, ""train_loss"": 0.5169306180056403, ""validation_mean_subject_BA"": 0.7444444444444445}, {""epoch"": 9, ""train_loss"": 0.5134653301799998, ""validation_mean_subject_BA"": 0.7433333333333333}, {""epoch"": 10, ""train_loss"": 0.5060976728271036, ""validation_mean_subject_BA"": 0.7344444444444445}, {""epoch"": 11, ""train_loss"": 0.4999283783576068, ""validation_mean_subject_BA"": 0.758888888888889}, {""epoch"": 12, ""train_loss"": 0.49359279057558847, ""validation_mean_subject_BA"": 0.7444444444444444}, {""epoch"": 13, ""train_loss"": 0.4837828936997582, ""validation_mean_subject_BA"": 0.7555555555555555}, {""epoch"": 14, ""train_loss"": 0.4796543788208681, ""validation_mean_subject_BA"": 0.7666666666666666}, {""epoch"": 15, ""train_loss"": 0.4753992755272809, ""validation_mean_subject_BA"": 0.7722222222222221}, {""epoch"": 16, ""train_loss"": 0.4622795610568103, ""validation_mean_subject_BA"": 0.7600000000000001}, {""epoch"": 17, ""train_loss"": 0.46020149111747743, ""validation_mean_subject_BA"": 0.7744444444444444}, {""epoch"": 18, ""train_loss"": 0.4482732936915229, ""validation_mean_subject_BA"": 0.7744444444444444}, {""epoch"": 19, ""train_loss"": 0.4459443609854754, ""validation_mean_subject_BA"": 0.778888888888889}, {""epoch"": 20, ""train_loss"": 0.4375580979796017, ""validation_mean_subject_BA"": 0.7855555555555555}, {""epoch"": 21, ""train_loss"": 0.43282339706140405, ""validation_mean_subject_BA"": 0.7744444444444444}, {""epoch"": 22, ""train_loss"": 0.424318098601173, ""validation_mean_subject_BA"": 0.7788888888888889}, {""epoch"": 23, ""train_loss"": 0.41896370011217454, ""validation_mean_subject_BA"": 0.7955555555555555}, {""epoch"": 24, ""train_loss"": 0.4095195982035469, ""validation_mean_subject_BA"": 0.7922222222222222}, {""epoch"": 25, ""train_loss"": 0.40138476224506603, ""validation_mean_subject_BA"": 0.7966666666666665}, {""epoch"": 26, ""train_loss"": 0.40010114599676694, ""validation_mean_subject_BA"": 0.7988888888888889}, {""epoch"": 27, ""train_loss"": 0.39742926043622634, ""validation_mean_subject_BA"": 0.7933333333333333}, {""epoch"": 28, ""train_loss"": 0.39316651779062606, ""validation_mean_subject_BA"": 0.7922222222222222}, {""epoch"": 29, ""train_loss"": 0.3905103401226156, ""validation_mean_subject_BA"": 0.8044444444444444}, {""epoch"": 30, ""train_loss"": 0.38676815355525296, ""validation_mean_subject_BA"": 0.8044444444444444}, {""epoch"": 31, ""train_loss"": 0.3778099402259378, ""validation_mean_subject_BA"": 0.8}, {""epoch"": 32, ""train_loss"": 0.3802071646381827, ""validation_mean_subject_BA"": 0.8044444444444444}, {""epoch"": 33, ""train_loss"": 0.3670784758820253, ""validation_mean_subject_BA"": 0.7977777777777777}, {""epoch"": 34, ""train_loss"": 0.37556462007410385, ""validation_mean_subject_BA"": 0.8088888888888888}, {""epoch"": 35, ""train_loss"": 0.3617518351358526, ""validation_mean_subject_BA"": 0.7922222222222222}, {""epoch"": 36, ""train_loss"": 0.37412388619254616, ""validation_mean_subject_BA"": 0.7977777777777777}, {""epoch"": 37, ""train_loss"": 0.3633892459378523, ""validation_mean_subject_BA"": 0.7977777777777777}, {""epoch"": 38, ""train_loss"": 0.3572028964407304, ""validation_mean_subject_BA"": 0.8133333333333332}, {""epoch"": 39, ""train_loss"": 0.36376989624079537, ""validation_mean_subject_BA"": 0.8155555555555555}, {""epoch"": 40, ""train_loss"": 0.3563975287886227, ""validation_mean_subject_BA"": 0.8155555555555555}, {""epoch"": 41, ""train_loss"": 0.3484967566938961, ""validation_mean_subject_BA"": 0.8077777777777777}, {""epoch"": 42, ""train_loss"": 0.3519004904522615, ""validation_mean_subject_BA"": 0.8033333333333332}, {""epoch"": 43, ""train_loss"": 0.35248491518637715, ""validation_mean_subject_BA"": 0.82}, {""epoch"": 44, ""train_loss"": 0.34481614172458647, ""validation_mean_subject_BA"": 0.8266666666666667}, {""epoch"": 45, ""train_loss"": 0.3435717190013212, ""validation_mean_subject_BA"": 0.8044444444444444}, {""epoch"": 46, ""train_loss"": 0.3462566563662361, ""validation_mean_subject_BA"": 0.8044444444444444}, {""epoch"": 47, ""train_loss"": 0.3402118285964517, ""validation_mean_subject_BA"": 0.8}, {""epoch"": 48, ""train_loss"": 0.33637308099690605, ""validation_mean_subject_BA"": 0.8077777777777777}, {""epoch"": 49, ""train_loss"": 0.3296803520707523, ""validation_mean_subject_BA"": 0.8133333333333332}, {""epoch"": 50, ""train_loss"": 0.3369957185492796, ""validation_mean_subject_BA"": 0.8111111111111111}, {""epoch"": 51, ""train_loss"": 0.3231064345556147, ""validation_mean_subject_BA"": 0.8077777777777777}, {""epoch"": 52, ""train_loss"": 0.32598322896396414, ""validation_mean_subject_BA"": 0.8133333333333334}, {""epoch"": 53, ""train_loss"": 0.32435316604726455, ""validation_mean_subject_BA"": 0.8133333333333332}, {""epoch"": 54, ""train_loss"": 0.3255290581548915, ""validation_mean_subject_BA"": 0.8222222222222223}, {""epoch"": 55, ""train_loss"": 0.32739024127230926, ""validation_mean_subject_BA"": 0.8066666666666665}, {""epoch"": 56, ""train_loss"": 0.3170612914421979, ""validation_mean_subject_BA"": 0.8122222222222222}]",False,,,,
0,2,"{""architecture"": ""shallow"", ""dropout"": 0.5, ""filters"": 40, ""lr"": 0.001, ""weight_decay"": 0.0005}",30,0.8044444444444445,"[{""epoch"": 1, ""train_loss"": 0.7111673186807072, ""validation_mean_subject_BA"": 0.5366666666666666}, {""epoch"": 2, ""train_loss"": 0.6944470512165742, ""validation_mean_subject_BA"": 0.5188888888888888}, {""epoch"": 3, ""train_loss"": 0.6918625340742224, ""validation_mean_subject_BA"": 0.5266666666666666}, {""epoch"": 4, ""train_loss"": 0.6872077927869908, ""validation_mean_subject_BA"": 0.5244444444444444}, {""epoch"": 5, ""train_loss"": 0.6770969712032991, ""validation_mean_subject_BA"": 0.5388888888888891}, {""epoch"": 6, ""train_loss"": 0.6366541398272795, ""validation_mean_subject_BA"": 0.6766666666666667}, {""epoch"": 7, ""train_loss"": 0.5755041133656221, ""validation_mean_subject_BA"": 0.6555555555555554}, {""epoch"": 8, ""train_loss"": 0.5325584101676941, ""validation_mean_subject_BA"": 0.7255555555555556}, {""epoch"": 9, ""train_loss"": 0.49482610239702113, ""validation_mean_subject_BA"": 0.7411111111111112}, {""epoch"": 10, ""train_loss"": 0.47091495640137615, ""validation_mean_subject_BA"": 0.7666666666666667}, {""epoch"": 11, ""train_loss"": 0.4297154353646671, ""validation_mean_subject_BA"": 0.7633333333333333}, {""epoch"": 12, ""train_loss"": 0.4134370613799376, ""validation_mean_subject_BA"": 0.7711111111111111}, {""epoch"": 13, ""train_loss"": 0.39908952769111183, ""validation_mean_subject_BA"": 0.7688888888888888}, {""epoch"": 14, ""train_loss"": 0.3824684181984733, ""validation_mean_subject_BA"": 0.7655555555555557}, {""epoch"": 15, ""train_loss"": 0.35640439748764036, ""validation_mean_subject_BA"": 0.7977777777777777}, {""epoch"": 16, ""train_loss"": 0.35868535897311044, ""validation_mean_subject_BA"": 0.7788888888888889}, {""epoch"": 17, ""train_loss"": 0.33501794085783115, ""validation_mean_subject_BA"": 0.7511111111111111}, {""epoch"": 18, ""train_loss"": 0.3291469666537117, ""validation_mean_subject_BA"": 0.7633333333333333}, {""epoch"": 19, ""train_loss"": 0.31818543244810665, ""validation_mean_subject_BA"": 0.7566666666666666}, {""epoch"": 20, ""train_loss"": 0.30617799348690933, ""validation_mean_subject_BA"": 0.7877777777777778}, {""epoch"": 21, ""train_loss"": 0.29803482707809, ""validation_mean_subject_BA"": 0.7944444444444445}, {""epoch"": 22, ""train_loss"": 0.28523150149513693, ""validation_mean_subject_BA"": 0.7844444444444445}, {""epoch"": 23, ""train_loss"": 0.2820757157662336, ""validation_mean_subject_BA"": 0.7611111111111112}, {""epoch"": 24, ""train_loss"": 0.2740903840345495, ""validation_mean_subject_BA"": 0.7722222222222221}, {""epoch"": 25, ""train_loss"": 0.2667642193682053, ""validation_mean_subject_BA"": 0.7733333333333333}, {""epoch"": 26, ""train_loss"": 0.25932046806111053, ""validation_mean_subject_BA"": 0.7922222222222222}, {""epoch"": 27, ""train_loss"": 0.263289352480103, ""validation_mean_subject_BA"": 0.7988888888888889}, {""epoch"": 28, ""train_loss"": 0.23117245940601125, ""validation_mean_subject_BA"": 0.7922222222222222}, {""epoch"": 29, ""train_loss"": 0.2410029416925767, ""validation_mean_subject_BA"": 0.7799999999999999}, {""epoch"": 30, ""train_loss"": 0.24074346777270822, ""validation_mean_subject_BA"": 0.8044444444444445}, {""epoch"": 31, ""train_loss"": 0.2287948659588309, ""validation_mean_subject_BA"": 0.79}, {""epoch"": 32, ""train_loss"": 0.21110941152362261, ""validation_mean_subject_BA"": 0.7811111111111112}, {""epoch"": 33, ""train_loss"": 0.21798619445632486, ""validation_mean_subject_BA"": 0.7899999999999999}, {""epoch"": 34, ""train_loss"": 0.21174792871755713, ""validation_mean_subject_BA"": 0.7755555555555556}, {""epoch"": 35, ""train_loss"": 0.22064873779521268, ""validation_mean_subject_BA"": 0.7744444444444444}, {""epoch"": 36, ""train_loss"": 0.20801177480641533, ""validation_mean_subject_BA"": 0.7711111111111111}, {""epoch"": 37, ""train_loss"": 0.1912308773573707, ""validation_mean_subject_BA"": 0.7933333333333333}, {""epoch"": 38, ""train_loss"": 0.19140614095856162, ""validation_mean_subject_BA"": 0.8011111111111111}, {""epoch"": 39, ""train_loss"": 0.19157740915522856, ""validation_mean_subject_BA"": 0.7744444444444444}, {""epoch"": 40, ""train_loss"": 0.18327956716803945, ""validation_mean_subject_BA"": 0.7877777777777778}, {""epoch"": 41, ""train_loss"": 0.17306363638709574, ""validation_mean_subject_BA"": 0.7933333333333332}, {""epoch"": 42, ""train_loss"": 0.1862035735214458, ""validation_mean_subject_BA"": 0.7744444444444444}]",False,,,,
0,selected,"{""architecture"": ""eegnet"", ""dropout"": 0.5, ""f1"": 16, ""f2"": 32, ""lr"": 0.0003, ""weight_decay"": 0.0005}",44,0.8266666666666667,,False,"{""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",0.8266666666666667,D:\nips-temp\TotalP\P1\CRCICLR_V6_PERSIST_SA\experiments\persist_eeg_final_model_v6\outputs\cache\OPENBMI_MI_SPECIFIC_BACKBONE_FOLD_0.pt,d4c42ed6798943de831755e1e7abd2e23147119e46a8f11a0927b36ec9ce9b14
1,0,"{""architecture"": ""eegnet"", ""dropout"": 0.25, ""f1"": 8, ""f2"": 16, ""lr"": 0.0003, ""weight_decay"": 0.0005}",40,0.758888888888889,"[{""epoch"": 1, ""train_loss"": 0.6946670788877151, ""validation_mean_subject_BA"": 0.6188888888888888}, {""epoch"": 2, ""train_loss"": 0.625663343036876, ""validation_mean_subject_BA"": 0.6533333333333334}, {""epoch"": 3, ""train_loss"": 0.591728063471177, ""validation_mean_subject_BA"": 0.6588888888888889}, {""epoch"": 4, ""train_loss"": 0.5708160470513737, ""validation_mean_subject_BA"": 0.6844444444444444}, {""epoch"": 5, ""train_loss"": 0.5529644186356488, ""validation_mean_subject_BA"": 0.7044444444444444}, {""epoch"": 6, ""train_loss"": 0.5355562156789443, ""validation_mean_subject_BA"": 0.6877777777777778}, {""epoch"": 7, ""train_loss"": 0.5187483131184297, ""validation_mean_subject_BA"": 0.7077777777777778}, {""epoch"": 8, ""train_loss"": 0.5106568197643055, ""validation_mean_subject_BA"": 0.6955555555555555}, {""epoch"": 9, ""train_loss"": 0.495201398414724, ""validation_mean_subject_BA"": 0.7077777777777778}, {""epoch"": 10, ""train_loss"": 0.48383692972800313, ""validation_mean_subject_BA"": 0.7155555555555555}, {""epoch"": 11, ""train_loss"": 0.4738548280211056, ""validation_mean_subject_BA"": 0.7277777777777779}, {""epoch"": 12, ""train_loss"": 0.46421184967545903, ""validation_mean_subject_BA"": 0.7355555555555556}, {""epoch"": 13, ""train_loss"": 0.4529961127393386, ""validation_mean_subject_BA"": 0.7277777777777776}, {""epoch"": 14, ""train_loss"": 0.4467968123800614, ""validation_mean_subject_BA"": 0.7233333333333333}, {""epoch"": 15, ""train_loss"": 0.43658369176528034, ""validation_mean_subject_BA"": 0.7422222222222222}, {""epoch"": 16, ""train_loss"": 0.42550379640915814, ""validation_mean_subject_BA"": 0.7233333333333333}, {""epoch"": 17, ""train_loss"": 0.4219478312660666, ""validation_mean_subject_BA"": 0.7433333333333335}, {""epoch"": 18, ""train_loss"": 0.4143358466204475, ""validation_mean_subject_BA"": 0.7455555555555555}, {""epoch"": 19, ""train_loss"": 0.3991491643821492, ""validation_mean_subject_BA"": 0.7277777777777779}, {""epoch"": 20, ""train_loss"": 0.3976163874654209, ""validation_mean_subject_BA"": 0.7366666666666667}, {""epoch"": 21, ""train_loss"": 0.3904548330867992, ""validation_mean_subject_BA"": 0.7188888888888889}, {""epoch"": 22, ""train_loss"": 0.3882197526623221, ""validation_mean_subject_BA"": 0.7466666666666666}, {""epoch"": 23, ""train_loss"": 0.3759214215418872, ""validation_mean_subject_BA"": 0.7288888888888889}, {""epoch"": 24, ""train_loss"": 0.37945035850300507, ""validation_mean_subject_BA"": 0.7266666666666667}, {""epoch"": 25, ""train_loss"": 0.3700728500590605, ""validation_mean_subject_BA"": 0.7466666666666666}, {""epoch"": 26, ""train_loss"": 0.3639951241016388, ""validation_mean_subject_BA"": 0.7322222222222223}, {""epoch"": 27, ""train_loss"": 0.36738297203007864, ""validation_mean_subject_BA"": 0.7355555555555555}, {""epoch"": 28, ""train_loss"": 0.3598504401655758, ""validation_mean_subject_BA"": 0.73}, {""epoch"": 29, ""train_loss"": 0.35700341147534986, ""validation_mean_subject_BA"": 0.7411111111111112}, {""epoch"": 30, ""train_loss"": 0.35123042316997755, ""validation_mean_subject_BA"": 0.7366666666666667}, {""epoch"": 31, ""train_loss"": 0.34584441142923694, ""validation_mean_subject_BA"": 0.7288888888888889}, {""epoch"": 32, ""train_loss"": 0.34476933871998505, ""validation_mean_subject_BA"": 0.7466666666666667}, {""epoch"": 33, ""train_loss"": 0.3465620855022879, ""validation_mean_subject_BA"": 0.7266666666666667}, {""epoch"": 34, ""train_loss"": 0.34137780946843765, ""validation_mean_subject_BA"": 0.741111111111111}, {""epoch"": 35, ""train_loss"": 0.3365130962343777, ""validation_mean_subject_BA"": 0.7211111111111111}, {""epoch"": 36, ""train_loss"": 0.33519070611280555, ""validation_mean_subject_BA"": 0.7466666666666667}, {""epoch"": 37, ""train_loss"": 0.3305161459305707, ""validation_mean_subject_BA"": 0.7222222222222222}, {""epoch"": 38, ""train_loss"": 0.33378457391963284, ""validation_mean_subject_BA"": 0.7366666666666667}, {""epoch"": 39, ""train_loss"": 0.3290432698586408, ""validation_mean_subject_BA"": 0.741111111111111}, {""epoch"": 40, ""train_loss"": 0.32426820537623235, ""validation_mean_subject_BA"": 0.758888888888889}, {""epoch"": 41, ""train_loss"": 0.31656466175528136, ""validation_mean_subject_BA"": 0.7388888888888889}, {""epoch"": 42, ""train_loss"": 0.3195563865409178, ""validation_mean_subject_BA"": 0.7355555555555555}, {""epoch"": 43, ""train_loss"": 0.31303898292429305, ""validation_mean_subject_BA"": 0.7411111111111112}, {""epoch"": 44, ""train_loss"": 0.3175964202600367, ""validation_mean_subject_BA"": 0.74}, {""epoch"": 45, ""train_loss"": 0.3092123094727011, ""validation_mean_subject_BA"": 0.7355555555555555}, {""epoch"": 46, ""train_loss"": 0.3114648029383491, ""validation_mean_subject_BA"": 0.7333333333333334}, {""epoch"": 47, ""train_loss"": 0.3058869022481582, ""validation_mean_subject_BA"": 0.7433333333333333}, {""epoch"": 48, ""train_loss"": 0.30807637095451357, ""validation_mean_subject_BA"": 0.7566666666666666}, {""epoch"": 49, ""train_loss"": 0.30323942394817577, ""validation_mean_subject_BA"": 0.73}, {""epoch"": 50, ""train_loss"": 0.30200889391057634, ""validation_mean_subject_BA"": 0.7388888888888889}, {""epoch"": 51, ""train_loss"": 0.29351236090940586, ""validation_mean_subject_BA"": 0.7377777777777778}, {""epoch"": 52, ""train_loss"": 0.29755662648116843, ""validation_mean_subject_BA"": 0.7377777777777778}]",False,,,,
