benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,0,9,0.8455555555555556,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,1,8,0.8112499999999999,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,2,8,0.803125,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,3,8,0.821133207070707,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,4,8,0.8043750000000001,False,
WBCIC_S1S2_to_S3_authorized_development,V6_FIXED_EQUAL_LOGIT_V5_PERSIST,0,9,0.8483333333333333,False,0.002777777777777743
WBCIC_S1S2_to_S3_authorized_development,V6_FIXED_EQUAL_LOGIT_V5_PERSIST,1,8,0.813125,False,0.0018750000000000155
WBCIC_S1S2_to_S3_authorized_development,V6_FIXED_EQUAL_LOGIT_V5_PERSIST,2,8,0.8,False,-0.003124999999999975
WBCIC_S1S2_to_S3_authorized_development,V6_FIXED_EQUAL_LOGIT_V5_PERSIST,3,8,0.8211142676767678,False,-1.8939393939390592e-05
WBCIC_S1S2_to_S3_authorized_development,V6_FIXED_EQUAL_LOGIT_V5_PERSIST,4,8,0.81125,False,0.006874999999999978
WBCIC_S1S2_to_S3_authorized_development,CONTROL_FIXED_EQUAL_PROB_V5_PERSIST,0,9,0.8483333333333333,False,0.002777777777777743
WBCIC_S1S2_to_S3_authorized_development,CONTROL_FIXED_EQUAL_PROB_V5_PERSIST,1,8,0.813125,False,0.0018750000000000155
WBCIC_S1S2_to_S3_authorized_development,CONTROL_FIXED_EQUAL_PROB_V5_PERSIST,2,8,0.8,False,-0.003124999999999975
WBCIC_S1S2_to_S3_authorized_development,CONTROL_FIXED_EQUAL_PROB_V5_PERSIST,3,8,0.8211142676767678,False,-1.8939393939390592e-05
WBCIC_S1S2_to_S3_authorized_development,CONTROL_FIXED_EQUAL_PROB_V5_PERSIST,4,8,0.81125,False,0.006874999999999978
WBCIC_S1S2_to_S3_authorized_development,CONTROL_MAX_CONFIDENCE_V5_PERSIST,0,9,0.8483333333333333,False,0.002777777777777743
WBCIC_S1S2_to_S3_authorized_development,CONTROL_MAX_CONFIDENCE_V5_PERSIST,1,8,0.813125,False,0.0018750000000000155
WBCIC_S1S2_to_S3_authorized_development,CONTROL_MAX_CONFIDENCE_V5_PERSIST,2,8,0.8,False,-0.003124999999999975
WBCIC_S1S2_to_S3_authorized_development,CONTROL_MAX_CONFIDENCE_V5_PERSIST,3,8,0.8211142676767678,False,-1.8939393939390592e-05
WBCIC_S1S2_to_S3_authorized_development,CONTROL_MAX_CONFIDENCE_V5_PERSIST,4,8,0.81125,False,0.006874999999999978
WBCIC_S1S2_to_S3_authorized_development,V6_V5_UNCERTAINTY_GATE_010,0,9,0.8444444444444446,False,-0.001111111111111149
WBCIC_S1S2_to_S3_authorized_development,V6_V5_UNCERTAINTY_GATE_010,1,8,0.815,False,0.003750000000000031
WBCIC_S1S2_to_S3_authorized_development,V6_V5_UNCERTAINTY_GATE_010,2,8,0.81125,False,0.008125000000000035
WBCIC_S1S2_to_S3_authorized_development,V6_V5_UNCERTAINTY_GATE_010,3,8,0.8136205808080808,False,-0.00751262626262629
WBCIC_S1S2_to_S3_authorized_development,V6_V5_UNCERTAINTY_GATE_010,4,8,0.81375,False,0.009375000000000008
