benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
OpenBMI_MI_S1_to_S2,A_GENERIC_AFFINE,0,11,0.7518181818181818,False,-0.008181818181818158
OpenBMI_MI_S1_to_S2,A_GENERIC_AFFINE,1,11,0.8054545454545455,False,-0.009090909090909089
OpenBMI_MI_S1_to_S2,A_GENERIC_AFFINE,2,11,0.7090909090909091,False,-0.014545454545454539
OpenBMI_MI_S1_to_S2,A_GENERIC_AFFINE,3,11,0.7527272727272727,False,0.0027272727272727097
OpenBMI_MI_S1_to_S2,A_GENERIC_AFFINE,4,10,0.793,False,0.008000000000000018
OpenBMI_MI_S1_to_S2,A_GENERIC_BILINEAR,0,11,0.7590909090909093,False,-0.0009090909090908897
OpenBMI_MI_S1_to_S2,A_GENERIC_BILINEAR,1,11,0.8054545454545455,False,-0.009090909090909089
OpenBMI_MI_S1_to_S2,A_GENERIC_BILINEAR,2,11,0.71,False,-0.013636363636363648
OpenBMI_MI_S1_to_S2,A_GENERIC_BILINEAR,3,11,0.7554545454545455,False,0.005454545454545449
OpenBMI_MI_S1_to_S2,A_GENERIC_BILINEAR,4,10,0.797,False,0.012
OpenBMI_MI_S1_to_S2,A_RANDOM_PROTECTED_CONTROL,0,11,0.7218181818181818,False,-0.038181818181818164
OpenBMI_MI_S1_to_S2,A_RANDOM_PROTECTED_CONTROL,1,11,0.8090909090909091,False,-0.005454545454545449
OpenBMI_MI_S1_to_S2,A_RANDOM_PROTECTED_CONTROL,2,11,0.6872727272727274,False,-0.03636363636363637
OpenBMI_MI_S1_to_S2,A_RANDOM_PROTECTED_CONTROL,3,11,0.7509090909090909,False,0.0009090909090908998
OpenBMI_MI_S1_to_S2,A_RANDOM_PROTECTED_CONTROL,4,10,0.794,False,0.008999999999999985
OpenBMI_MI_S1_to_S2,PERSIST_SA_PROTECTED_BILINEAR,0,11,0.7581818181818182,False,-0.0018181818181818197
OpenBMI_MI_S1_to_S2,PERSIST_SA_PROTECTED_BILINEAR,1,11,0.8,False,-0.014545454545454528
OpenBMI_MI_S1_to_S2,PERSIST_SA_PROTECTED_BILINEAR,2,11,0.6881818181818182,False,-0.035454545454545454
OpenBMI_MI_S1_to_S2,PERSIST_SA_PROTECTED_BILINEAR,3,11,0.7490909090909091,False,-0.0009090909090909402
OpenBMI_MI_S1_to_S2,PERSIST_SA_PROTECTED_BILINEAR,4,10,0.7889999999999999,False,0.0040000000000000036
