benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,0,9,0.8455555555555556,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,1,8,0.8112499999999999,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,2,8,0.803125,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,3,8,0.821133207070707,False,
WBCIC_S1S2_to_S3_authorized_development,V5_CS_LGS_ANCHOR,4,8,0.8043750000000001,False,
WBCIC_S1S2_to_S3_authorized_development,LARGE_MI_GENERIC_HISTORY_HEAD,0,9,0.8227777777777777,False,-0.022777777777777793
WBCIC_S1S2_to_S3_authorized_development,LARGE_MI_GENERIC_HISTORY_HEAD,1,8,0.7687499999999999,False,-0.042499999999999996
WBCIC_S1S2_to_S3_authorized_development,LARGE_MI_GENERIC_HISTORY_HEAD,2,8,0.784375,False,-0.018749999999999975
WBCIC_S1S2_to_S3_authorized_development,LARGE_MI_GENERIC_HISTORY_HEAD,3,8,0.7835235164141414,False,-0.03760969065656566
WBCIC_S1S2_to_S3_authorized_development,LARGE_MI_GENERIC_HISTORY_HEAD,4,8,0.7474999999999999,False,-0.05687500000000004
WBCIC_S1S2_to_S3_authorized_development,PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,0,9,0.8216666666666667,False,-0.023888888888888918
WBCIC_S1S2_to_S3_authorized_development,PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,1,8,0.7687499999999999,False,-0.042499999999999996
WBCIC_S1S2_to_S3_authorized_development,PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,2,8,0.78625,False,-0.016874999999999973
WBCIC_S1S2_to_S3_authorized_development,PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,3,8,0.7810235164141415,False,-0.04010969065656566
WBCIC_S1S2_to_S3_authorized_development,PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,4,8,0.7474999999999999,False,-0.05687500000000004
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__LARGE_MI_GENERIC_HISTORY_HEAD,0,9,0.8422222222222221,False,-0.0033333333333333734
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__LARGE_MI_GENERIC_HISTORY_HEAD,1,8,0.8125,False,0.0012500000000000289
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__LARGE_MI_GENERIC_HISTORY_HEAD,2,8,0.81125,False,0.008125000000000021
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__LARGE_MI_GENERIC_HISTORY_HEAD,3,8,0.8079174558080808,False,-0.013215751262626287
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__LARGE_MI_GENERIC_HISTORY_HEAD,4,8,0.8075,False,0.003124999999999989
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__LARGE_MI_GENERIC_HISTORY_HEAD,0,9,0.8344444444444444,False,-0.011111111111111134
