benchmark,method_id,subject_id,outer_fold,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,OUTER_TEST_USED,reference_method_id,reference_BA,delta_BA
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,1,1,0.76,0.76,0.7453310696095077,0.4636218781823249,0.15456578918879174,0.18710645848081184,False,B_HISTORY_FUSION_LDA,0.76,0.0
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,10,1,0.78,0.78,0.7785829307568438,0.5109586405236444,0.16271339430090392,0.12055503802031811,False,B_HISTORY_FUSION_LDA,0.8,-0.020000000000000018
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,11,4,0.63,0.63,0.6254681647940075,0.6263259446379635,0.22089533188033747,0.20412570211090872,False,B_HISTORY_FUSION_LDA,0.6499999999999999,-0.019999999999999907
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,12,4,0.72,0.72,0.7181964573268921,0.4827720221043977,0.1600960666320703,0.17867136030081743,False,B_HISTORY_FUSION_LDA,0.7,0.020000000000000018
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,13,0,0.5700000000000001,0.57,0.50997150997151,0.7413667356864653,0.2675670790033746,0.188322957561974,False,B_HISTORY_FUSION_LDA,0.56,0.010000000000000009
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,14,0,0.63,0.63,0.5783475783475784,0.7481941152053405,0.2494278032252861,0.2346118638344932,False,B_HISTORY_FUSION_LDA,0.7,-0.06999999999999995
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,15,3,0.53,0.53,0.4106583072100314,1.3121602793029774,0.3820166496813009,0.3936559335455271,False,B_HISTORY_FUSION_LDA,0.55,-0.020000000000000018
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,16,1,0.76,0.76,0.75,0.45834303328639586,0.1574492499862759,0.23055519236152716,False,B_HISTORY_FUSION_LDA,0.95,-0.18999999999999995
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,17,3,0.64,0.64,0.6347402597402598,0.6895720701672677,0.23199211293160293,0.18036071406982992,False,B_HISTORY_FUSION_LDA,0.55,0.08999999999999997
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,18,2,0.8200000000000001,0.82,0.8164014687882497,0.3911601315909507,0.12587361453543938,0.12154274847323082,False,B_HISTORY_FUSION_LDA,0.8300000000000001,-0.010000000000000009
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,19,0,0.83,0.83,0.8270776116366596,0.38255059358717575,0.12116941311079125,0.15429300237621474,False,B_HISTORY_FUSION_LDA,0.8,0.029999999999999916
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,2,0,0.77,0.77,0.7631551848419318,0.5104903762770522,0.17005035600727728,0.16127399570764242,False,B_HISTORY_FUSION_LDA,0.69,0.08000000000000007
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,20,3,0.77,0.77,0.769792813532179,0.41676774375390147,0.1383406134631781,0.16532174755750717,False,B_HISTORY_FUSION_LDA,0.8,-0.030000000000000027
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,21,3,1.0,1.0,1.0,0.012532397806422967,0.0026394610582886877,0.010628798409483012,False,B_HISTORY_FUSION_LDA,1.0,0.0
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,22,2,0.62,0.62,0.5703301673450927,0.7459627566409124,0.24961528896641005,0.26443141377513285,False,B_HISTORY_FUSION_LDA,0.6799999999999999,-0.05999999999999994
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,23,4,0.79,0.79,0.7837503861600247,0.4764447147896657,0.15025533279438674,0.1538169087792906,False,B_HISTORY_FUSION_LDA,0.81,-0.020000000000000018
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,24,3,0.52,0.52,0.43899018232819076,1.0732223665760832,0.34676917907904853,0.3407143854540345,False,B_HISTORY_FUSION_LDA,0.55,-0.030000000000000027
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,25,1,0.8999999999999999,0.9,0.8996386993175431,0.21213331591924248,0.06669045251849369,0.0887747534704341,False,B_HISTORY_FUSION_LDA,1.0,-0.10000000000000009
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,26,2,0.88,0.88,0.88,0.32954518381548475,0.09808699469570527,0.13662418703226145,False,B_HISTORY_FUSION_LDA,0.86,0.020000000000000018
