benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,0,9,0.8266666666666667,False,-0.0005555555555555683
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,1,8,0.7906249999999999,False,-0.010625000000000037
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,2,8,0.77125,False,-0.006250000000000019
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,3,8,0.7873192866161616,False,-0.005006313131313153
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_AFFINE,4,8,0.7875,False,0.003749999999999948
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_BILINEAR,0,9,0.8277777777777777,False,0.0005555555555555437
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_BILINEAR,1,8,0.79375,False,-0.007500000000000048
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_BILINEAR,2,8,0.725625,False,-0.05187500000000002
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_BILINEAR,3,8,0.7891942866161616,False,-0.0031313131313131376
WBCIC_S1S2_to_S3_authorized_development,A_GENERIC_BILINEAR,4,8,0.7818750000000001,False,-0.0018750000000000155
WBCIC_S1S2_to_S3_authorized_development,A_RANDOM_PROTECTED_CONTROL,0,9,0.8266666666666667,False,-0.0005555555555555683
WBCIC_S1S2_to_S3_authorized_development,A_RANDOM_PROTECTED_CONTROL,1,8,0.79,False,-0.011250000000000024
WBCIC_S1S2_to_S3_authorized_development,A_RANDOM_PROTECTED_CONTROL,2,8,0.770625,False,-0.006875000000000006
WBCIC_S1S2_to_S3_authorized_development,A_RANDOM_PROTECTED_CONTROL,3,8,0.7891942866161616,False,-0.0031313131313131376
WBCIC_S1S2_to_S3_authorized_development,A_RANDOM_PROTECTED_CONTROL,4,8,0.7806249999999999,False,-0.0031250000000000583
WBCIC_S1S2_to_S3_authorized_development,PERSIST_SA_PROTECTED_BILINEAR,0,9,0.8177777777777777,False,-0.009444444444444465
WBCIC_S1S2_to_S3_authorized_development,PERSIST_SA_PROTECTED_BILINEAR,1,8,0.79125,False,-0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,PERSIST_SA_PROTECTED_BILINEAR,2,8,0.7718750000000001,False,-0.005625000000000005
WBCIC_S1S2_to_S3_authorized_development,PERSIST_SA_PROTECTED_BILINEAR,3,8,0.7904442866161616,False,-0.0018813131313131642
WBCIC_S1S2_to_S3_authorized_development,PERSIST_SA_PROTECTED_BILINEAR,4,8,0.775625,False,-0.008125000000000035
