benchmark,method_id,subject_id,outer_fold,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,OUTER_TEST_USED,reference_method_id,reference_BA,delta_BA
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,1,1,0.8,0.8,0.797979797979798,0.4560550639783664,0.13778872414028773,0.12677193350391464,False,B_HISTORY_FUSION_LDA,0.76,0.040000000000000036
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,10,1,0.8,0.8,0.7987117552334944,0.44865064068612254,0.13935006152610174,0.11911495009437205,False,B_HISTORY_FUSION_LDA,0.8,0.0
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,11,4,0.72,0.72,0.7171717171717171,0.663421949772902,0.19174191398986778,0.14545812079944884,False,B_HISTORY_FUSION_LDA,0.6499999999999999,0.07000000000000006
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,12,4,0.79,0.79,0.7851662404092072,0.6877560061391087,0.18137124333125543,0.1988992020583464,False,B_HISTORY_FUSION_LDA,0.7,0.09000000000000008
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,13,0,0.78,0.78,0.7777777777777778,0.45167069958737854,0.14712297453039627,0.09732136732898652,False,B_HISTORY_FUSION_LDA,0.56,0.21999999999999997
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,14,0,0.8,0.8,0.7999199679871949,0.44944865425085767,0.14586794362106345,0.1156315621570684,False,B_HISTORY_FUSION_LDA,0.7,0.10000000000000009
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,15,3,0.91,0.91,0.90999099909991,0.2889906337476175,0.08216132151704732,0.07174699421972038,False,B_HISTORY_FUSION_LDA,0.55,0.36
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,16,1,0.87,0.87,0.8693598633303186,0.29536512371128354,0.09437721926357266,0.08928363240789622,False,B_HISTORY_FUSION_LDA,0.95,-0.07999999999999996
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,17,3,0.64,0.64,0.6279454319966928,0.8076495552286808,0.25795275085116376,0.21613327130675314,False,B_HISTORY_FUSION_LDA,0.55,0.08999999999999997
OpenBMI_MI_S1_to_S2,MI_SPECIFIC_BACKBONE_ADAPTED,18,2,0.9099999999999999,0.91,0.9097744360902256,0.21056721744936943,0.06347491086118348,0.08748416847607587,False,B_HISTORY_FUSION_LDA,0.8300000000000001,0.07999999999999985
