benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,0,11,0.7654545454545455,False,0.005454545454545449
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,1,11,0.7872727272727271,False,-0.027272727272727268
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,2,11,0.6936363636363636,False,-0.030000000000000006
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,3,11,0.7454545454545454,False,-0.0045454545454545695
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,4,10,0.781,False,-0.0040000000000000036
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,0,11,0.7499999999999999,False,-0.009999999999999988
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,1,11,0.799090909090909,False,-0.015454545454545448
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,2,11,0.7236363636363635,False,1.0092936587501423e-17
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,3,11,0.7572727272727273,False,0.007272727272727249
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,4,10,0.774,False,-0.010999999999999987
OpenBMI_MI_S1_to_S2,FT_UNIFORM_L2_CONTROL,0,11,0.7581818181818182,False,-0.0018181818181818299
OpenBMI_MI_S1_to_S2,FT_UNIFORM_L2_CONTROL,1,11,0.7936363636363635,False,-0.02090909090909091
OpenBMI_MI_S1_to_S2,FT_UNIFORM_L2_CONTROL,2,11,0.7254545454545455,False,0.0018181818181818097
OpenBMI_MI_S1_to_S2,FT_UNIFORM_L2_CONTROL,3,11,0.7572727272727273,False,0.007272727272727259
OpenBMI_MI_S1_to_S2,FT_UNIFORM_L2_CONTROL,4,10,0.776,False,-0.008999999999999998
OpenBMI_MI_S1_to_S2,FT_RANDOM_FISHER_CONTROL,0,11,0.759090909090909,False,-0.00090909090909092
OpenBMI_MI_S1_to_S2,FT_RANDOM_FISHER_CONTROL,1,11,0.7954545454545454,False,-0.01909090909090909
OpenBMI_MI_S1_to_S2,FT_RANDOM_FISHER_CONTROL,2,11,0.7300000000000001,False,0.006363636363636369
OpenBMI_MI_S1_to_S2,FT_RANDOM_FISHER_CONTROL,3,11,0.7527272727272727,False,0.0027272727272727197
OpenBMI_MI_S1_to_S2,FT_RANDOM_FISHER_CONTROL,4,10,0.778,False,-0.006999999999999995
OpenBMI_MI_S1_to_S2,PERSIST_SA_FISHER_PROTECTED,0,11,0.7454545454545454,False,-0.014545454545454549
OpenBMI_MI_S1_to_S2,PERSIST_SA_FISHER_PROTECTED,1,11,0.7954545454545454,False,-0.01909090909090908
OpenBMI_MI_S1_to_S2,PERSIST_SA_FISHER_PROTECTED,2,11,0.7300000000000001,False,0.006363636363636369
OpenBMI_MI_S1_to_S2,PERSIST_SA_FISHER_PROTECTED,3,11,0.7509090909090909,False,0.0009090909090908796
OpenBMI_MI_S1_to_S2,PERSIST_SA_FISHER_PROTECTED,4,10,0.785,False,0.0
