benchmark,method_id,subject_id,outer_fold,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,OUTER_TEST_USED,reference_method_id,reference_BA,delta_BA
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,1,1,0.8,0.8,0.7960016319869441,0.41573774376178724,0.13951189186046475,0.12511215713515417,False,B_HISTORY_FUSION_LDA,0.76,0.040000000000000036
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,10,1,0.74,0.74,0.7241086587436333,0.5552310277811627,0.18299790289869614,0.1805010701622814,False,B_HISTORY_FUSION_LDA,0.8,-0.06000000000000005
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,11,4,0.6699999999999999,0.67,0.6673051718923279,0.6171160137599991,0.2150678444108414,0.10935246739536522,False,B_HISTORY_FUSION_LDA,0.6499999999999999,0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,12,4,0.71,0.71,0.7050147492625369,0.5166809913895668,0.17165255882953076,0.15106053445488213,False,B_HISTORY_FUSION_LDA,0.7,0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,13,0,0.6,0.6,0.5796553173602353,0.6553847629965561,0.23176959770694425,0.12248483672738078,False,B_HISTORY_FUSION_LDA,0.56,0.039999999999999925
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,14,0,0.73,0.73,0.721964782205746,0.6248671177900971,0.20980940711935125,0.1757186620682478,False,B_HISTORY_FUSION_LDA,0.7,0.030000000000000027
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,15,3,0.55,0.55,0.4357366771159875,0.834292435072936,0.30163954693547274,0.3217920416221023,False,B_HISTORY_FUSION_LDA,0.55,0.0
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,16,1,0.94,0.94,0.9399759903961584,0.1659675223429646,0.043093180931810186,0.08517451889114455,False,B_HISTORY_FUSION_LDA,0.95,-0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,17,3,0.64,0.64,0.6363636363636364,0.6751777828872559,0.23799601150706606,0.1682838311418891,False,B_HISTORY_FUSION_LDA,0.55,0.08999999999999997
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,18,2,0.6599999999999999,0.66,0.6310763888888888,0.5581428223278735,0.1975194957098746,0.2246479107346386,False,B_HISTORY_FUSION_LDA,0.8300000000000001,-0.17000000000000015
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,19,0,0.79,0.79,0.7837503861600247,0.3975278568709082,0.13179506750792616,0.1554380288976245,False,B_HISTORY_FUSION_LDA,0.8,-0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,2,0,0.75,0.75,0.74997499749975,0.5495721739279424,0.18609544167528136,0.1653438612818718,False,B_HISTORY_FUSION_LDA,0.69,0.06000000000000005
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,20,3,0.8,0.8,0.8,0.41183352198557854,0.12845725023037136,0.14068473413586616,False,B_HISTORY_FUSION_LDA,0.8,0.0
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,21,3,0.96,0.96,0.9599358974358975,0.07645963977121292,0.022189272102984544,0.04307479242073898,False,B_HISTORY_FUSION_LDA,1.0,-0.040000000000000036
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,22,2,0.71,0.71,0.7013695808876532,0.5928853219126342,0.19818736822117175,0.15203910369426016,False,B_HISTORY_FUSION_LDA,0.6799999999999999,0.030000000000000027
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,23,4,0.8300000000000001,0.83,0.8298468621759583,0.3884227884434545,0.12220904603685423,0.0895257822237909,False,B_HISTORY_FUSION_LDA,0.81,0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,24,3,0.51,0.51,0.4221016629319495,0.9661824105614382,0.33248605432411893,0.3021828165557235,False,B_HISTORY_FUSION_LDA,0.55,-0.040000000000000036
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,25,1,0.99,0.99,0.9899989998999901,0.08479428846284297,0.015108306840219639,0.06787714335136116,False,B_HISTORY_FUSION_LDA,1.0,-0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,26,2,0.8300000000000001,0.83,0.8295739348370927,0.40318961565666617,0.1275035244544209,0.12257972281426188,False,B_HISTORY_FUSION_LDA,0.86,-0.029999999999999916
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,27,3,0.9299999999999999,0.93,0.9299369432489241,0.3346316780331733,0.09133069510782782,0.19003392081707718,False,B_HISTORY_FUSION_LDA,0.86,0.06999999999999995
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,28,3,0.96,0.96,0.9599358974358975,0.1719380274924801,0.040565409032065534,0.12664096744731068,False,B_HISTORY_FUSION_LDA,0.97,-0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,29,2,0.73,0.73,0.7293233082706767,0.5223715204674767,0.1720881968032751,0.09901270030066371,False,B_HISTORY_FUSION_LDA,0.76,-0.030000000000000027
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,3,4,0.9299999999999999,0.93,0.9298245614035088,0.13953348685767786,0.04043872091691854,0.09479659639531746,False,B_HISTORY_FUSION_LDA,0.95,-0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,30,4,0.75,0.75,0.7469379491851402,0.5381593479472346,0.1771677050422413,0.14152443699538708,False,B_HISTORY_FUSION_LDA,0.75,0.0
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,31,4,0.76,0.76,0.75,0.5057202827141153,0.16642425000445701,0.1715946501493454,False,B_HISTORY_FUSION_LDA,0.7,0.06000000000000005
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,32,0,0.8999999999999999,0.9,0.8993558776167472,0.29115409194536385,0.0874875665267714,0.11237243536743335,False,B_HISTORY_FUSION_LDA,0.8899999999999999,0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,33,0,0.9099999999999999,0.91,0.9099189270343309,0.18450050865805562,0.0524330173654818,0.11019313099910506,False,B_HISTORY_FUSION_LDA,0.9299999999999999,-0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,34,2,0.64,0.64,0.6138996138996139,0.770725272853252,0.24764213331141477,0.16723722161725166,False,B_HISTORY_FUSION_LDA,0.62,0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,35,1,0.63,0.63,0.5713127099988413,0.7804286883632868,0.263887827508011,0.32729919548146424,False,B_HISTORY_FUSION_LDA,0.79,-0.16000000000000003
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,36,0,0.99,0.99,0.9899989998999901,0.08417060729851229,0.017735971280732545,0.0534911228180863,False,B_HISTORY_FUSION_LDA,0.98,0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,37,4,0.9,0.9,0.898989898989899,0.26239138226661946,0.0752619744326278,0.1683755001053214,False,B_HISTORY_FUSION_LDA,0.97,-0.06999999999999995
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,38,3,0.59,0.59,0.516452411841019,0.6640798090761314,0.23901636148130304,0.2389176177978516,False,B_HISTORY_FUSION_LDA,0.68,-0.09000000000000008
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,39,4,0.86,0.86,0.859775641025641,0.3965640606529912,0.12064880672284506,0.12252377555705606,False,B_HISTORY_FUSION_LDA,0.8400000000000001,0.019999999999999907
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,4,2,0.59,0.59,0.5577607593571352,0.6429240643047899,0.22896658356886157,0.12535642988979817,False,B_HISTORY_FUSION_LDA,0.6,-0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,40,0,0.69,0.69,0.6656239887822242,0.6578363927650234,0.22166383757512104,0.20724122576415543,False,B_HISTORY_FUSION_LDA,0.69,0.0
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,41,3,0.72,0.72,0.7198879551820728,0.5641914710082465,0.1895045405969869,0.10451131746172902,False,B_HISTORY_FUSION_LDA,0.74,-0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,42,1,0.77,0.77,0.7688674505074866,0.5828042647115655,0.1880946989203748,0.14254561562091114,False,B_HISTORY_FUSION_LDA,0.73,0.040000000000000036
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,43,1,0.73,0.73,0.721964782205746,0.48297974125508103,0.15987155078674184,0.17025842785835263,False,B_HISTORY_FUSION_LDA,0.75,-0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,44,2,0.89,0.89,0.8886526976414617,0.28644036222712377,0.08934835972951705,0.1452887058909983,False,B_HISTORY_FUSION_LDA,0.91,-0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,45,1,0.86,0.86,0.8579545454545454,0.41367323054688954,0.12542778630840457,0.16042461864650248,False,B_HISTORY_FUSION_LDA,0.86,0.0
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,46,3,0.77,0.77,0.7681217864704104,0.49628141618133736,0.16064623129153024,0.11407197072170673,False,B_HISTORY_FUSION_LDA,0.78,-0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,47,0,0.76,0.76,0.7477931904161412,0.45582719677834527,0.14879689408947125,0.2634033724758774,False,B_HISTORY_FUSION_LDA,0.76,0.0
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,48,1,0.53,0.53,0.48684354187138335,1.0893117491832032,0.3394420743421738,0.3131955313368234,False,B_HISTORY_FUSION_LDA,0.5599999999999999,-0.029999999999999916
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,49,4,0.59,0.59,0.516452411841019,0.6937751427605956,0.24806477902321725,0.24660530941560868,False,B_HISTORY_FUSION_LDA,0.62,-0.030000000000000027
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,5,1,0.81,0.81,0.8028841166096068,0.4848775253870216,0.14904757672045718,0.2083535250276327,False,B_HISTORY_FUSION_LDA,0.88,-0.06999999999999995
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,50,0,0.53,0.53,0.4106583072100314,0.9014645200703606,0.31984963453992055,0.3086663604341448,False,B_HISTORY_FUSION_LDA,0.6000000000000001,-0.07000000000000006
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,51,2,0.56,0.56,0.5535714285714286,0.7181253156872107,0.25707351130305034,0.18701650509610776,False,B_HISTORY_FUSION_LDA,0.54,0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,52,2,0.63,0.63,0.6189887756152817,0.5990870877124237,0.2118659626500714,0.181254510730505,False,B_HISTORY_FUSION_LDA,0.6799999999999999,-0.04999999999999993
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,53,0,0.77,0.77,0.7681217864704104,0.5344067137016049,0.17727647115926776,0.10468772266060115,False,B_HISTORY_FUSION_LDA,0.76,0.010000000000000009
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,54,2,0.69,0.69,0.6807743795695603,0.6364049326959469,0.21724331023613783,0.16309323163703088,False,B_HISTORY_FUSION_LDA,0.71,-0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,6,1,0.86,0.86,0.8590982286634461,0.3258885116198782,0.1004887082834922,0.10744510561227799,False,B_HISTORY_FUSION_LDA,0.88,-0.020000000000000018
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,7,2,0.7,0.7,0.696969696969697,0.5788166884447145,0.20106452645553635,0.10731313669588417,False,B_HISTORY_FUSION_LDA,0.77,-0.07000000000000006
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,8,4,0.81,0.81,0.8099809980998101,0.4483850641030465,0.13868474500467723,0.10928938658908006,False,B_HISTORY_FUSION_LDA,0.8600000000000001,-0.050000000000000044
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,9,3,0.77,0.77,0.7647058823529411,0.4931764369097109,0.16250051537373872,0.1842997928475961,False,B_HISTORY_FUSION_LDA,0.77,0.0
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,1,1,0.8200000000000001,0.82,0.818840579710145,0.3488348736353947,0.11296319884885879,0.09843811473925598,False,B_HISTORY_FUSION_LDA,0.76,0.06000000000000005
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,10,1,0.75,0.75,0.742559983523839,0.5142707783303127,0.1706854956591957,0.12020360965281725,False,B_HISTORY_FUSION_LDA,0.8,-0.050000000000000044
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,11,4,0.5800000000000001,0.58,0.5798319327731092,0.7230011546855997,0.2563947145120013,0.1492229247651994,False,B_HISTORY_FUSION_LDA,0.6499999999999999,-0.06999999999999984
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,12,4,0.68,0.68,0.6604414261460102,0.5491273174621971,0.18931081467720492,0.18386722875759004,False,B_HISTORY_FUSION_LDA,0.7,-0.019999999999999907
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,13,0,0.52,0.52,0.45725915875169604,0.7056646116797256,0.2552334179129016,0.17372389465570448,False,B_HISTORY_FUSION_LDA,0.56,-0.040000000000000036
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,14,0,0.59,0.59,0.5249681381068243,0.7769884335150392,0.26279107421962244,0.2675409969687462,False,B_HISTORY_FUSION_LDA,0.7,-0.10999999999999999
