benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,0,11,0.7563636363636363,False,-0.0036363636363636394
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,1,11,0.7781818181818182,False,-0.036363636363636355
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,2,11,0.7427272727272727,False,0.0190909090909091
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,3,11,0.740909090909091,False,-0.0090909090909091
OpenBMI_MI_S1_to_S2,B_DEEP_FBCSP_FUSION,4,10,0.79,False,0.005000000000000016
OpenBMI_MI_S1_to_S2,B_FBCSP,0,11,0.66,False,-0.1
OpenBMI_MI_S1_to_S2,B_FBCSP,1,11,0.609090909090909,False,-0.20545454545454547
OpenBMI_MI_S1_to_S2,B_FBCSP,2,11,0.631818181818182,False,-0.09181818181818181
OpenBMI_MI_S1_to_S2,B_FBCSP,3,11,0.6090909090909091,False,-0.14090909090909093
OpenBMI_MI_S1_to_S2,B_FBCSP,4,10,0.6779999999999999,False,-0.10700000000000001
