benchmark,method_id,subject_id,outer_fold,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,OUTER_TEST_USED,reference_method_id,reference_BA,delta_BA
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-1,0,0.915,0.915,0.9147420948368815,0.2858052465793016,0.08086244702545148,0.13111127095646224,False,B_HISTORY_FUSION_LDA,0.95,-0.03499999999999992
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-11,1,0.69,0.69,0.689875950380152,0.5545156283921845,0.19281219257745064,0.1036652885534568,False,B_HISTORY_FUSION_LDA,0.7150000000000001,-0.025000000000000133
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-12,4,0.73,0.73,0.7293233082706767,0.46598039618649123,0.1577331070672008,0.08249761733837656,False,B_HISTORY_FUSION_LDA,0.6950000000000001,0.03499999999999992
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-13,1,0.895,0.895,0.8947869435607105,0.25080268786591,0.07747752313192814,0.059749559354095254,False,B_HISTORY_FUSION_LDA,0.895,0.0
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-14,4,0.585,0.585,0.5844910014768091,0.7644002373075517,0.2590920011087998,0.13291445727460086,False,B_HISTORY_FUSION_LDA,0.615,-0.030000000000000027
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-16,0,0.525,0.525,0.5174603174603174,0.7934090998112994,0.27900849583218823,0.15231440992094575,False,B_HISTORY_FUSION_LDA,0.53,-0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-17,4,0.83,0.83,0.8299829982998299,0.3690215921927434,0.1166449085382007,0.07182827863143756,False,B_HISTORY_FUSION_LDA,0.825,0.0050000000000000044
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-18,1,0.66,0.66,0.65996599659966,0.6353649337115803,0.21568576465539174,0.13692546261590904,False,B_HISTORY_FUSION_LDA,0.675,-0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-19,0,0.94,0.94,0.9399459513562206,0.16850968608155703,0.050067885521000284,0.045021801914845117,False,B_HISTORY_FUSION_LDA,0.94,0.0
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-2,1,0.755,0.755,0.7549938748468712,0.5345671598988296,0.17024939153263385,0.12057684801169671,False,B_HISTORY_FUSION_LDA,0.74,0.015000000000000013
WBCIC_S1S2_to_S3_authorized_development,B_EEGNET_FROZEN_HEAD,sub-21,0,0.835,0.835,0.8340666247642992,0.3450376470377665,0.11213851489855493,0.0777341784501914,False,B_HISTORY_FUSION_LDA,0.8500000000000001,-0.015000000000000124
